Size	Statistic	p.value	p.adj	avg.logfc	avg.logfc.dir	direction	significance
SBDS	187	2276437.5	0.1	0.1071	0.630771783811322	-0.701462415452575	-1	61.6625575263833
HSPD1	189	2650272.5	0.1	0.1071	0.835405230460568	-0.85236615808647	-1	81.666974337148
CPSF7	176	2309893	0.1	0.1071	1.02294132633314	-1.07259255341665	-1	100
NOL12	196	2798988.5	0.1	0.1071	0.854282911895787	-0.907490964073837	-1	83.5124058344645
ATP5C1	197	2722780.5	0.1	0.1071	0.709999055872714	-0.743218804732777	-1	69.4076031142268
XRCC6	190	2802265.5	0.1	0.1071	0.803787706522145	-0.869681658406238	-1	78.5761300116226
SLTM	186	2588029.5	0.1	0.1071	0.752167232996612	-0.77351588170668	-1	73.5298509928079
KRR1	191	2324470.5	0.1	0.1071	0.770830121295382	0.656443608818291	1	75.3542848892924
UPF1	186	2423470	0.1	0.1071	0.611455023988105	-0.649409511981139	-1	59.7742029036935
ASCC1	191	2425071	0.1	0.1071	0.656950916634291	-0.717087543366984	-1	64.2217593250643
QKI	196	2598737.5	0.1	0.1071	0.596112407594794	-0.61915337475483	-1	58.2743498819851
BUD13	191	2514370	0.1	0.1071	0.617156354599706	-0.698266492794811	-1	60.3315496903403
ILF3	194	2814591.5	0.1	0.1071	0.660451796265096	-0.708027129741114	-1	64.5639959265862
CSTF2T	195	2927291.5	0.1	0.1071	0.762270947122849	-0.723869926813373	-1	74.5175629823562
TRIM56	195	2533968.5	0.1	0.1071	0.675456691507843	-0.723004897451553	-1	66.0308342345597
IGF2BP3	191	2457917.5	0.1	0.1071	0.666652762185721	-0.731469546582282	-1	65.1701857207607
YBX3	188	2554149.5	0.1	0.1071	0.903639792672731	-0.978222463413589	-1	88.3374020983138
PARN	187	2360315	0.1	0.1071	0.991631687027364	-0.862584697484298	-1	96.9392536502548
PA2G4	193	2391517	0.1	0.1071	0.716838858209941	-0.774339620346792	-1	70.0762438427957
RECQL	195	2533745.5	0.1	0.1071	0.636196891097495	-0.707655026221062	-1	62.1929014617115
SRP68	192	2598463.5	0.1	0.1071	0.634592145391298	-0.680340787485354	-1	62.0360258262389
FUS	189	2617941.5	0.1	0.1071	0.669474716950067	-0.780828700301561	-1	65.4460524485682
RBFOX2	183	2303340.5	0.1	0.1071	0.722012577658095	-0.780082674013206	-1	70.5820127774325
AKAP1	195	2886268	0.1	0.1071	0.751512467818199	-0.842472381312135	-1	73.4658429053881
U2AF1	182	2579894.5	0.1	0.1071	0.750230216962275	-0.83012310410834	-1	73.3404935013787
DHX30	197	2610982.5	0.1	0.1071	0.612502208293921	-0.560379533727934	-1	59.8765728323354
NPM1	188	2319978.5	0.1	0.1071	0.960001998624526	-0.866170134926378	-1	93.8472201593195
NCBP2	188	2465583	0.1	0.1071	0.738569840192002	-0.822727319145413	-1	72.2006063475308
FUBP3	187	2309031	0.1	0.1071	0.692243896433105	0.547213211422101	1	67.6719063560115
FKBP4	197	2659534.5	0.1	0.1071	0.84194438938409	-0.980165638410402	-1	82.3062249720757
CPSF6	196	2464260.5	0.1	0.1071	0.588513114566926	-0.622007848589692	-1	57.5314633808494
RBM15	194	2684313	0.1	0.1071	0.610592294403162	-0.69336577026553	-1	59.6898647737603
CCAR1	190	2437486	0.1	0.1071	0.557695344144443	-0.538659259143907	-1	54.518800813686
AUH	191	2477435	0.1	0.1071	0.732582957953417	-0.671684353579057	-1	71.6153447998284
GEMIN5	193	2599405	0.1	0.1071	0.559255145956393	-0.689279153253307	-1	54.67128285462
NONO	196	2630089	0.1	0.1071	0.640709018997311	-0.699699145558926	-1	62.6339949813164
SMNDC1	196	2610374	0.1	0.1071	0.470387024448655	-0.546924386189656	-1	45.9837736866899
BCLAF1	192	2542204.5	0.1	0.1071	0.671408855962004	-0.624909028523149	-1	65.6351286900053
ZC3H8	194	2588720	0.1	0.1071	0.540312733313515	-0.592214262074605	-1	52.8195234080856
XPO5	191	2509835.5	0.1	0.1071	0.579341837841922	-0.619375089863489	-1	56.634903970362
SF3A3	197	2629056	0.1	0.1071	0.518045977657928	-0.504718266161376	-1	50.6427851062512
FAM120A	197	2613144.5	0.1	0.1071	0.612058577632698	0.574799529776783	1	59.8332046889431
DKC1	190	2673253	0.1	0.1071	0.869106289360692	-1.06152835695551	-1	84.9614994514016
FIP1L1	188	2574139.5	0.1	0.1071	0.707811263421734	-0.717602841634825	-1	69.1937303930197
PTBP1	194	2783525.5	0.1	0.1071	0.604602047087742	-0.626586517987945	-1	59.1042742651733
GRWD1	194	2635195.5	0.1	0.1071	0.845373211579861	-0.883480807134603	-1	82.6414174320442
HNRNPK	194	2672099.5	0.1	0.1071	0.649472175210938	-0.73404067230341	-1	63.4906576254037
PPIG	199	2611381	0.1	0.1071	0.577572266917342	-0.594794919040031	-1	56.4619154636875
SUPT6H	192	2664973.5	0.1	0.1071	0.904511988185761	-0.962881095180311	-1	88.4226655919841
SFPQ	188	2501180.5	0.1	0.1071	0.841955774030183	-0.85237387695394	-1	82.3073379045382
PCBP1	196	2720300	0.1	0.1071	0.708298618986851	-0.83988118975374	-1	69.2413729657236
EIF2S1	198	2518494	0.1	0.1071	0.521658029639861	-0.552623290971067	-1	50.995889618597
HNRNPA0	189	2662934.5	0.1	0.1071	0.86920597332702	-0.800064486982121	-1	84.9712442885454
FMR1	187	2353754	0.1	0.1071	0.596014635309418	-0.659317517691003	-1	58.2647919256431
PPIL4	193	2733604	0.1	0.1071	0.712406609200388	-0.770874412011993	-1	69.642959069226
PUF60	178	2395219	0.1	0.1071	0.854098868132372	-0.909028125929088	-1	83.4944142098544
RBM34	191	2291584	0.1	0.1071	0.68853285724067	-0.707836259062884	-1	67.3091251195023
DDX52	193	2369116.5	0.1	0.1071	0.720231274387887	0.697724390395116	1	70.4078773481217
KHSRP	195	2621481.5	0.1	0.1071	0.705813675905639	-0.794661452936037	-1	68.9984515960182
SF1	188	2309458	0.1	0.1071	0.927310788905307	-1.07207783025491	-1	90.6514151920488
HNRNPL	189	2724601	0.1	0.1071	0.699778150808752	-0.707788396879447	-1	68.4084348529737
DNAJC2	187	2342189.5	0.1	0.1071	1.00762071587722	-1.15549252661595	-1	98.502298219699
DDX27	188	2646650.5	0.1	0.1071	0.894811185462587	-0.995715277159253	-1	87.4743411403807
LIN28B	187	2436620.5	0.1	0.1071	0.634822916738253	-0.676456105524318	-1	62.058585414068
AARS	190	2544425.5	0.1	0.1071	0.818770371885328	-0.880006599934809	-1	80.040795186202
CELF1	189	2724967.5	0.1	0.1071	0.857785270704158	-0.865258433366997	-1	83.8547870364173
BCCIP	181	2346239	0.1	0.1071	0.786591480088976	-0.852702731358657	-1	76.8950730447668
FASTKD2	190	2679549.5	0.1	0.1071	0.677103419125707	0.443699258083484	1	66.1918139090995
PSIP1	187	2443555	0.1	0.1071	0.667349240584593	-0.692179673383347	-1	65.238271580716
TAF15	192	2412887.5	0.1	0.1071	0.809536323168622	-0.894737879539047	-1	79.1380993541931
PUS1	193	2634681.5	0.1	0.1071	0.639431365194791	-0.682269897500237	-1	62.5090949729161
MTPAP	187	2579437	0.1	0.1071	0.753981078991261	-0.800176595361836	-1	73.7071677115636
HNRNPC	196	2893051	0.1	0.1071	0.689532607761847	-0.710009508150809	-1	67.4068580486001
PCBP2	197	2812231.5	0.1	0.1071	0.624004340683541	-0.682397120974219	-1	61.0009904400246
EIF3D	185	2623805.5	0.1	0.1071	0.766268774613938	-0.816531014836277	-1	74.908379873626
UCHL5	197	2613309.5	0.1	0.1071	0.468886267926496	-0.472317364690454	-1	45.8370637548955
RBM39	192	2638058	0.1	0.1071	0.657747335060545	-0.652131511858119	-1	64.2996150540052
FTO	192	2479759	0.1	0.1071	0.727461634562013	-0.835164124271231	-1	71.114697963146
EIF4G1	188	2542667.5	0.1	0.1071	0.838912938295612	-0.887025917172852	-1	82.0098784455995
XRCC5	190	2490418	0.1	0.1071	0.871400232157586	-0.925745958187406	-1	85.1857491456746
XRN2	193	2803177.5	0.1	0.1071	0.692140606822637	-0.685412007780254	-1	67.6618090407688
ABCF1	198	3035309.5	0.1	0.1071	0.768829980992814	-0.784621260666828	-1	75.1587565387332
PUM1	192	2593627.5	0.1	0.1071	0.839334248632061	-0.947024880987872	-1	82.0510646139166
HNRNPM	179	2399468	0.1	0.1071	0.991990646277839	-1.0698190883455	-1	96.9743445436652
SAFB2	187	2544481	0.1	0.1071	0.869511276349218	-0.902692390289901	-1	85.0010898930135
EIF4B	197	2756662	0.1	0.1071	0.645927633296244	-0.659402035476961	-1	63.1441527161339
BOP1	190	2596222.5	0.1	0.1071	0.826488086718341	-0.951376495728249	-1	80.7952582853397
STAU1	194	2698084	0.1	0.1071	0.681249075193187	-0.694521610712471	-1	66.5970821254439
SUPV3L1	193	2633562.5	0.1	0.1071	0.693044129047056	-0.67324008821455	-1	67.7501349497099
HNRNPAB	185	2500608.5	0.1	0.1071	0.9184976222472	-0.94752999737173	-1	89.7898636610633
FXR1	189	2775186	0.1	0.1071	0.800238217063558	-0.825204391526893	-1	78.2291414437336
PRPF6	193	2804281.5	0.1	0.1071	0.697917880870808	-0.741728951675526	-1	68.2265798540548
RTF1	191	2552902.5	0.1	0.1071	0.772971179446357	-0.853438833642981	-1	75.5635889906968
RPS3A	183	2344220.5	0.1	0.1071	0.966460811019684	-1.03450194382596	-1	94.4786163331655
G3BP1	197	2663891	0.1	0.1071	0.628057859836924	-0.818767116745201	-1	61.3972515988062
MATR3	192	2873137	0.1	0.1071	0.825068695836772	-0.801385848731946	-1	80.6565024403044
HNRNPA2B1	193	2629990	0.1	0.1071	0.71897822456934	-0.782826820272074	-1	70.2853825591939
AKAP8L	194	2517410.5	0.1	0.1071	0.584363721157202	-0.612645694220937	-1	57.1258298119527
UPF2	182	2401382.5	0.1	0.1071	0.9343592476941	-0.945148479553634	-1	91.3404536155974
EXOSC9	193	2453202	0.1	0.1071	0.607872149158549	-0.615032578683453	-1	59.4239506714957
SRFBP1	195	2528657	0.1	0.1071	0.588373433069939	-0.64424412264948	-1	57.5178084924026
UTP3	187	2645982	0.1	0.1071	0.784875051568009	-0.774384831530669	-1	76.727279596914
KIF1C	195	2758366	0.1	0.1071	0.710929641331098	-0.768045982171507	-1	69.4985746523227
NSUN2	196	2695791.5	0.1	0.1071	0.701496300225581	-0.665141152052996	-1	68.5763965309898
EWSR1	192	2513105.5	0.1	0.1071	0.640871601828372	-0.642031532970024	-1	62.6498886427489
GRSF1	192	2629783	0.1	0.1071	0.801803869908994	-0.887324565280965	-1	78.3821954660056
MAGOH	183	2564693	0.1	0.1071	0.786446504373104	-0.868160929294997	-1	76.8809006076837
ZRANB2	184	2470942	0.1	0.1071	0.69775876624015	0.638161646230513	1	68.2110252345902
DDX55	192	2650076.5	0.1	0.1071	0.716702046915425	0.572677185341069	1	70.0628695376431
LARP4	189	2488708	0.1	0.1071	0.697015119389756	-0.795321544073127	-1	68.1383283133445
CSTF2	183	2266297.5	0.1	0.1071	0.703543185689044	-0.759368507686799	-1	68.7764945630832
SSB	189	2560447.5	0.1	0.1071	0.658697070477729	-0.785557306717635	-1	64.3924586407032
PES1	194	2418968.5	0.1	0.1071	0.597659172178927	-0.66985709900005	-1	58.4255574385004
RBM17	186	2659034	0.1	0.1071	1.01432795818631	-1.02983150529093	-1	99.1579802355134
SSRP1	196	2642478	0.1	0.1071	0.757304297890439	-0.854132187721847	-1	74.0320366765403
RAVER1	190	2735450.5	0.1	0.1071	0.69875190269566	-0.745196916825327	-1	68.3081115903707
U2AF2	189	2706099.5	0.1	0.1071	0.592218754123615	-0.619320686114474	-1	57.8937167634527
SRSF5	194	2457318.5	0.1	0.1071	0.529455199639613	-0.555820659950847	-1	51.7581200416949
DAZAP1	190	2639988	0.1	0.1071	0.968032258279964	-1.1819813672211	-1	94.6322368018891
TFIP11	196	2743309.5	0.1	0.1071	0.766380838015766	-0.68590178418157	-1	74.9193348911762
RCC2	190	2561072.5	0.1	0.1071	0.54953129949075	-0.530877731475607	-1	53.7207057085681
SERBP1	181	2613037.5	0.1	0.1071	0.840530036266265	-0.902874713014542	-1	82.1679616053101
TIAL1	188	2591748	0.1	0.1071	0.721364666588202	-0.746985537762839	-1	70.5186747292753
NUSAP1	195	2383467	0.1	0.1071	0.651471834928711	-0.65574401521157	-1	63.6861389952825
SNRNP200	195	2532834.5	0.1	0.1071	0.677426450991556	-0.707679110927277	-1	66.2233926377649
NAA15	194	2534202	0.1	0.1071	0.664544053500127	0.706419287758992	1	64.9640440163139
RBM22	194	2794291	0.1	0.1071	0.720564858123126	-0.709122380178885	-1	70.440487599233
CKAP4	195	2733225.5	0.1	0.1071	0.737051135280665	-0.702137025123893	-1	72.0521418293575
METAP2	192	2497074.5	0.1	0.1071	0.7004907631291	-0.75434462010655	-1	68.4780979218129
IGF2BP2	193	2479316.5	0.1	0.1071	0.515683508252069	-0.526548090696452	-1	50.4118364345099
SART3	187	2647140.5	0.1	0.1071	0.759928974745161	0.700967999964033	1	74.2886180451053
HLTF	192	2443055.5	0.1	0.1071	0.643965554449081	-0.621460193503204	-1	62.9523451513543
EIF4A3	188	2651333.5	0.1	0.1071	0.944199192698265	-1.02431118506361	-1	92.3023802433384
APOBEC3C	183	2501843	0.1	0.1071	0.910770816685597	-0.946658578040178	-1	89.0345118766847
GPKOW	196	2670025	0.1	0.1071	0.751911451024046	-0.67439837269578	-1	73.5048464333106
AATF	193	2640729	0.1	0.1071	0.61205609869855	-0.704033650291026	-1	59.8329623549906
PKM	186	2435617.5	0.1	0.1071	0.646818912098967	-0.681318186181875	-1	63.2312817410134
CCAR2	178	2121971.5	0.1	0.1071	0.867081711044383	-0.945466168750753	-1	84.7635821061746
SUB1	195	2390401	0.3	0.3062	0.645060806897338	-0.611384916777047	-1	33.4074005798018
SND1	195	2315477.5	0.3	0.3062	0.957530680925678	-1.07470318185416	-1	49.5900707082108
G3BP2	194	2413057.5	0.3	0.3062	0.769517008503977	-0.871815407732062	-1	39.8529296481571
DDX19B	193	2383142	0.3	0.3062	0.614495015293992	-0.662710475669784	-1	31.8244123820795
PHF6	190	2356149.5	0.3	0.3062	0.703979302184488	-0.680756668229593	-1	36.4587621763687
UBE2L3	194	2161423.5	0.3	0.3062	0.560283087542127	-0.527068380552424	-1	29.0168017394164
TIA1	196	2398657.5	0.3	0.3062	0.504868087481805	-0.549959323197257	-1	26.1468845388205
LARP7	194	2370172	0.3	0.3062	0.619547542956935	0.486095899626215	1	32.0860804508439
TRA2A	197	2387797	0.3	0.3062	0.524311667502692	-0.55967833921738	-1	27.1538585473446
AGO1	182	2165752.5	0.4	0.4062	0.86746668075314	-0.84081047364582	-1	34.1980730214024
NUFIP2	182	2305992	0.5	0.5026	0.921671441653272	-0.887572958798707	-1	27.7464442229078
LSM11	184	2263307.5	0.5	0.5026	0.699977067388084	-0.896210960307384	-1	21.0724492263312
TUFM	194	2166983	1	1	0.803213625909038	-0.868041075579738	-1	0
