Size	Statistic	p.value	p.adj	avg.logfc	avg.logfc.dir	direction	significance
SRSF5	194	2323264.5	0.2	0.4477	0.518472123157184	-0.489957107043902	-1	16.4622954954255
NAA15	194	2135115.5	0.2	0.4477	0.637594469681045	-0.652739454644122	-1	20.2446150860002
HLTF	192	2264885	0.2	0.4477	0.535887926257257	-0.492414511171513	-1	17.0152743039633
DNAJC21	190	2258440.5	0.3	0.6156	0.783280857682454	-0.871897366631371	-1	15.0144147161945
STIP1	190	2201825	0.3	0.6156	1.52392535851605	-1.59781144959957	-1	29.2115492225667
GTF2F1	184	2166547	0.3	0.6156	1.28153342744842	-1.44456743299906	-1	24.5652299091129
BCLAF1	192	2427789	0.3	0.6156	0.647409424540932	-0.574616003166901	-1	12.4099465675581
RBM34	191	2246398.5	0.3	0.6156	1.09648352713002	-1.06697803725	-1	21.0180783103984
UCHL5	197	2404642	0.3	0.6156	0.66580316105055	-0.694413938825089	-1	12.7625291507109
STAU1	194	2351311.5	0.3	0.6156	0.761553744237238	-0.661859918991529	-1	14.5979358904288
SUPV3L1	193	2415034	0.3	0.6156	0.904550002758269	-0.890208724320615	-1	17.3389771239034
RPS10	187	2279296	0.5	0.7078	0.54473029853302	-0.562381701705746	-1	7.43798280588499
KHDRBS1	192	2330433	0.5	0.7078	0.614388502107018	-0.604991787390786	-1	8.38912600806695
PABPC4	195	2181290	0.6	0.7078	0.748013459729234	-0.896103583387413	-1	10.2136989020436
SF3B1	185	2306596	0.5	0.7078	1.08157595440881	-1.07494201757879	-1	14.7683052949619
CIRBP	197	2250469	0.6	0.7078	0.649892199488789	-0.573605460757701	-1	8.87390882881718
TROVE2	195	2263314	0.6	0.7078	0.772755877647373	-0.691690781728917	-1	10.5515425643968
ESF1	187	2133924.5	0.6	0.7078	0.891728521101818	-0.991919236563781	-1	12.1760464312974
SUCLG1	192	2160544	0.6	0.7078	0.739059310600211	0.864069369299742	1	10.0914350818699
RBM25	192	2283029.5	0.4	0.7078	0.555452265448884	-0.566746350114031	-1	7.58438517377279
ADAR	174	2032424	0.5	0.7078	1.7076370097582	-2.08074746370461	-1	23.316813387248
EEF2	194	2439320.5	0.5	0.7078	0.639925488891289	-0.60274087259309	-1	8.73781905695196
SBDS	187	2103561.5	0.6	0.7078	0.865865305703933	1.06343940755842	1	11.8228989159996
HSPD1	189	2379677.5	0.5	0.7078	0.699112709799628	-0.748752576172019	-1	9.54598693861727
CPSF7	176	2051906	0.5	0.7078	1.25966498783933	0.889862369426667	1	17.2000098873816
SND1	195	2214962	0.6	0.7078	0.910121738603259	-0.966136896727576	-1	12.427195368467
G3BP2	194	2423629	0.5	0.7078	0.665465407644814	-0.587693954579279	-1	9.08655214021169
AGO1	182	2089335.5	0.5	0.7078	0.743444759836603	-0.732362871369229	-1	10.1513159001468
ILF3	194	2222758.5	0.6	0.7078	0.582132734944266	-0.626646749987582	-1	7.94869182955093
CSTF2T	195	2435663.5	0.5	0.7078	0.587274690240567	-0.612702293371416	-1	8.01890230836128
IGF2BP3	191	2285609.5	0.6	0.7078	0.783619863113156	-0.732960425290752	-1	10.6998841149136
YBX3	188	2287509.5	0.5	0.7078	0.612095576401676	-0.616480768913401	-1	8.35781741000028
RECQL	195	2146542.5	0.6	0.7078	0.82132580079718	-0.990688340245956	-1	11.2147372760629
FUS	189	2328962.5	0.5	0.7078	0.609152329231353	-0.559183932644246	-1	8.31762904172833
AKAP1	195	2492019	0.5	0.7078	0.57576252372098	0.54788333208695	1	7.86171021373801
NCBP2	188	2056604	0.4	0.7078	0.66823022623968	-0.69065154057893	-1	9.12430416763771
UBE2L3	194	2183250	0.4	0.7078	1.31691711904713	-1.83869027827997	-1	17.9817552183658
FUBP3	187	2029026	0.6	0.7078	0.510737780807539	-0.530109890148341	-1	6.97383428495313
CPSF6	196	2246346	0.6	0.7078	0.717268448134773	0.886080377355786	1	9.79389323266521
GEMIN5	193	2276301.5	0.6	0.7078	0.567877874731601	-0.577108708743573	-1	7.75404981046802
NONO	196	2388353.5	0.5	0.7078	0.709197226585713	-0.634656510575965	-1	9.68368528707073
SMNDC1	196	2325068	0.6	0.7078	0.705555709729192	-0.57799819588553	-1	9.63396244286858
SF3A3	197	2316415.5	0.6	0.7078	0.628762966237098	-0.623684114226162	-1	8.58540115070409
FAM120A	197	2119278	0.4	0.7078	0.678156503450349	-0.690709930908445	-1	9.25984184457295
FIP1L1	188	2206250	0.6	0.7078	1.12388035338159	-1.36660484873905	-1	15.3459478329669
GRWD1	194	2313727	0.5	0.7078	0.999771519947857	-1.21075002023819	-1	13.6513122093848
HNRNPK	194	2251376	0.6	0.7078	0.811945961840594	-0.855404147681949	-1	11.0866609030964
PPIG	199	2405228	0.5	0.7078	0.96566878378567	-0.855358067200477	-1	13.1856587183066
SFPQ	188	2263686	0.5	0.7078	0.827969838369208	0.845899820375036	1	11.3054578351276
EIF2S1	198	2266286	0.4	0.7078	0.587243710816827	-0.603775244083094	-1	8.01847930192721
HNRNPA0	189	2262468.5	0.5	0.7078	1.1906464063574	-1.33836401969588	-1	16.2576003615453
KHSRP	195	2176977.5	0.4	0.7078	0.740206607599757	-0.613580174347819	-1	10.107100770705
HNRNPL	189	2323997	0.5	0.7078	0.71072426962387	-0.735633553579924	-1	9.7045361923577
DNAJC2	187	2088148	0.4	0.7078	0.824116564547579	-0.856075783736524	-1	11.2528435698502
LIN28B	187	2088733.5	0.6	0.7078	0.898087993427051	0.87054817281606	1	12.2628814135574
AARS	190	2460567.5	0.5	0.7078	0.719105424318865	-0.787654084102071	-1	9.81897609901007
TUFM	194	2176648	0.4	0.7078	0.859254472790508	-0.985724479791433	-1	11.7326317476871
BCCIP	181	2113399.5	0.6	0.7078	0.767522909701103	-1.04329935149748	-1	10.4800893595486
FASTKD2	190	2199521.5	0.5	0.7078	1.0252604867029	-1.0359024327323	-1	13.9993495720473
MTPAP	187	2151076.5	0.6	0.7078	0.59679996932979	-0.665197696909577	-1	8.14896458372525
PCBP2	197	2508521	0.5	0.7078	0.592377632094329	-0.609512177936784	-1	8.08858008077441
EIF4G1	188	2240393.5	0.5	0.7078	1.01844827007059	-1.04047241255931	-1	13.9063326234444
PUM1	192	2095876.5	0.6	0.7078	0.627240557676114	0.65968748474252	1	8.56461352657042
LARP7	194	2060137.5	0.4	0.7078	0.75513799012883	-0.66912592179039	-1	10.3109803177367
BOP1	190	2142853	0.6	0.7078	0.913165015438193	-1.0221641757913	-1	12.4687495849898
HNRNPAB	185	2285044	0.5	0.7078	0.853655114378433	-1.09807642239104	-1	11.6561756891473
RTF1	191	2285251	0.5	0.7078	0.757979486749988	-0.699369677924724	-1	10.3497793400566
G3BP1	197	2381180.5	0.5	0.7078	0.51501070220122	-0.513214403329519	-1	7.03217859945645
UPF2	182	2258643.5	0.5	0.7078	1.37701646843563	-1.75948738593615	-1	18.8023776963157
SRFBP1	195	2270166.5	0.6	0.7078	0.872651679321503	-0.826003367429074	-1	11.9155629929157
NSUN2	196	2358843.5	0.6	0.7078	0.611427170082101	-0.636347829191973	-1	8.34869070137818
DDX55	192	2290224.5	0.5	0.7078	1.02642251067653	-0.919604289799976	-1	14.0152163493482
CSTF2	183	2118938	0.6	0.7078	0.651645580627445	-0.673770919578677	-1	8.8978502523007
SSB	189	2218030.5	0.5	0.7078	0.596622669327031	-0.618692468965659	-1	8.14654365289846
PES1	194	2330623.5	0.5	0.7078	0.966015844741028	-0.837662905592635	-1	13.1903976385126
SSRP1	196	2235840	0.4	0.7078	0.639429406230729	-0.672800454358066	-1	8.73104533000951
TFIP11	196	2349184.5	0.5	0.7078	1.0480582407991	-1.03881656037192	-1	14.3106399545301
SERBP1	181	2221702	0.5	0.7078	0.707222944686344	-0.660723661037493	-1	9.65672758917689
NUSAP1	195	2313729.5	0.6	0.7078	0.85075904973215	-0.779868372609296	-1	11.6166315714403
METAP2	192	2245711.5	0.6	0.7078	0.720690993498209	-0.645833386506516	-1	9.84062614551062
IGF2BP2	193	2281687.5	0.6	0.7078	0.562703797277691	-0.517249391370347	-1	7.68340072184171
CCAR2	178	2191435.5	0.5	0.7078	0.950422394270591	-1.13697532113143	-1	12.977477929813
SMN1	179	2072760.5	0.7	0.7971	0.716014843444044	-0.837903224671293	-1	6.41542263346282
DDX1	181	2105775.5	0.7	0.7971	0.757356736345003	-0.950388547116489	-1	6.78584193112887
NOL12	196	2380090	0.7	0.7971	0.993763724065491	-1.05099525656903	-1	8.90402530905392
TAF15	192	2173025	0.7	0.7971	0.964175493493533	-0.899704785226769	-1	8.63891767080663
ABCF1	198	2337488	0.7	0.7971	0.567345220455853	-0.593641114691565	-1	5.08335742146367
PRPF6	193	2227221.5	0.7	0.7971	0.786408397402761	-0.901379055771098	-1	7.04614195925837
SUB1	195	2104021.5	0.8	0.8041	0.83670485976727	-0.999259487252648	-1	7.20774841342955
DDX24	197	2297619	0.8	0.8041	0.633724525650102	-0.611733568830464	-1	5.45918538775601
SLBP	196	2313879	0.8	0.8041	0.498922366587084	-0.509259651810077	-1	4.29793953532531
CNOT7	192	2182078	0.8	0.8041	0.557126264080193	-0.604288414264175	-1	4.79933383812411
UTP18	191	2065334	0.8	0.8041	1.3061380986625	-1.46072378971045	-1	11.2516554654327
SUGP2	189	1959630	0.8	0.8041	1.62985837381426	-2.23573276083265	-1	14.0403261327324
SLTM	186	2086891	0.8	0.8041	0.52821438092532	-0.547108032778392	-1	4.55027399640553
BUD13	191	2163382.5	0.8	0.8041	0.958899186213008	-0.919642213646707	-1	8.26038477891492
PA2G4	193	2179098	0.8	0.8041	1.10332734949034	-1.67042142065936	-1	9.50455332002547
SRP68	192	2216185.5	0.8	0.8041	0.867734617877848	-0.684793896171697	-1	7.47505257352829
RBFOX2	183	2058736.5	0.8	0.8041	1.22133365939183	1.15604767647657	1	10.5211122452404
FKBP4	197	2162459	0.8	0.8041	0.684746985710167	-0.709789643462769	-1	5.89871558918151
CCAR1	190	2109516.5	0.8	0.8041	0.850552038473	-0.996241704909878	-1	7.32703417970855
SUPT6H	192	2102320.5	0.8	0.8041	0.839752192978637	-0.798591689368871	-1	7.23399949929696
FMR1	187	2024323.5	0.8	0.8041	0.938079063678334	-0.970554238676054	-1	8.08103096805209
TIA1	196	2099444	0.8	0.8041	0.714787593745858	-0.524926455498098	-1	6.15749876986955
LSM11	184	1965933.5	0.8	0.8041	1.09749273921598	-1.30929277654273	-1	9.45429138780757
EXOSC9	193	2045312	0.8	0.8041	1.06858366388453	-1.28801088030273	-1	9.20525573393087
UTP3	187	2101659	0.8	0.8041	0.802164659447607	-0.838238432049365	-1	6.91020374024236
DAZAP1	190	2122340.5	0.8	0.8041	0.798284319198991	-0.854623161770431	-1	6.87677676065208
TRA2A	197	1918982.5	0.8	0.8041	0.718669871824166	-0.477427637944522	-1	6.1909424427881
TIAL1	188	2140113	0.8	0.8041	0.788380975747662	-0.959197116335721	-1	6.79146494823018
AATF	193	2059679	0.8	0.8041	0.565186519054765	-0.527056040694648	-1	4.86876846531269
ILF2	190	1963522	1	1	0.759646325547727	-0.821432584410556	-1	0
