Size	Statistic	p.value	p.adj	avg.logfc	avg.logfc.dir	direction	significance
HSPD1	189	2718214	0.1	0.1152	1.40298563002324	-1.51107166476872	-1	73.976663809147
CPSF7	176	2308662.5	0.1	0.1152	1.85257028583705	2.22902769425045	1	100
NOL12	196	2853205	0.1	0.1152	1.61132191416056	-1.37615957416641	-1	86.0358057143453
ATP5C1	197	2729588.5	0.1	0.1152	0.972325484533733	0.99116770991072	1	49.0487362094188
XRCC6	190	2778438	0.1	0.1152	1.5245610823544	-1.33517938723418	-1	81.0138231686939
SND1	195	2552036.5	0.1	0.1152	1.28047142220507	1.19770478315829	1	66.8851664082017
SLTM	186	2513532	0.1	0.1152	1.16678363138623	-1.24761384512528	-1	60.3045690434659
KRR1	191	2311779	0.1	0.1152	1.55140685697735	-1.23229444029314	-1	82.5677387867707
G3BP2	194	2696918.5	0.1	0.1152	1.13465121865781	-0.975218500738939	-1	58.4446466278727
UPF1	186	2682295	0.1	0.1152	1.10842757788226	0.97475800945699	1	56.9267420214197
ASCC1	191	2580371.5	0.1	0.1152	0.892561214788612	-0.770030468472414	-1	44.4317360944175
QKI	196	2681940	0.1	0.1152	1.05961735316203	-0.950617152701729	-1	54.1014567919972
BUD13	191	2522592	0.1	0.1152	1.01558737486604	-1.14539259494529	-1	51.5528668593666
DDX19B	193	2613463.5	0.1	0.1152	1.12482852688385	-1.20355561971125	-1	57.8760791578146
CSTF2T	195	2668902.5	0.1	0.1152	1.21652893065981	-0.93470943312227	-1	63.1839792505777
TRIM56	195	2672030	0.1	0.1152	1.24155254656385	1.42568501962492	1	64.632422743834
IGF2BP3	191	2644626	0.1	0.1152	1.06772457493908	1.02923029889121	1	54.5707276070701
YBX3	188	2278794	0.1	0.1152	1.52427871483799	-1.25231244103306	-1	80.997478872433
PARN	187	2398278.5	0.1	0.1152	1.20515350762525	1.27206437920259	1	62.525534941784
PA2G4	193	2257218	0.1	0.1152	1.15085261686623	-0.950537956950395	-1	59.3824331534745
RECQL	195	2462226.5	0.1	0.1152	0.896501030810324	0.866533343526757	1	44.6597847067028
SRP68	192	2563308.5	0.1	0.1152	0.876976464791477	0.955637558523743	1	43.5296430550282
FUS	189	2764241	0.1	0.1152	1.13806928010367	1.19196990497873	1	58.6424944880614
AKAP1	195	3001828	0.1	0.1152	1.43484030245803	-1.2022916519859	-1	75.8205097662993
U2AF1	182	2406542	0.1	0.1152	1.25824572049918	1.43908155699443	1	65.5986747539817
DHX30	197	2564980.5	0.1	0.1152	1.07811081440756	1.06695601836783	1	55.1719149428742
NPM1	188	2443405.5	0.1	0.1152	1.30055392787905	-1.36196563079131	-1	68.0476033151351
FUBP3	187	2297424	0.1	0.1152	1.1817122649605	1.25466293359231	1	61.1686840557325
CPSF6	196	2505676.5	0.1	0.1152	1.00358618473236	-0.862840097070978	-1	50.8582012352164
RBM15	194	2680469	0.1	0.1152	1.06284894846861	1.1419687528455	1	54.2885114212169
AUH	191	2693425.5	0.1	0.1152	1.12910706274753	-1.06890224751963	-1	58.1237339114753
GEMIN5	193	2629148	0.1	0.1152	0.889655600186392	0.830162803814088	1	44.2635502262905
NONO	196	2618547.5	0.1	0.1152	1.17946058969566	-1.1450450727501	-1	61.0383501983559
SMNDC1	196	2750058.5	0.1	0.1152	0.853813500801069	0.852542485515744	1	42.1888997905414
BCLAF1	192	2560279.5	0.1	0.1152	1.03284266149874	1.00669633964771	1	52.5516556732316
ZC3H8	194	2619076	0.1	0.1152	0.862653007363251	0.851688872166443	1	42.7005574907192
XPO5	191	2282272	0.1	0.1152	1.09795119616952	-1.11428336999337	-1	56.3203369765658
SF3A3	197	2615976	0.1	0.1152	0.989875392008439	0.957598725656751	1	50.0645785795414
DKC1	190	2646146	0.1	0.1152	1.53283709722817	-1.34403918726173	-1	81.4928642449304
FIP1L1	188	2532519	0.1	0.1152	1.12624179527926	1.13192946035835	1	57.9578834589761
PTBP1	194	2794491	0.1	0.1152	1.13614959485945	-1.13652959203678	-1	58.5313772293988
GRWD1	194	2641771	0.1	0.1152	1.45596126394456	1.59362737243434	1	77.0430556746843
PPIG	199	2519549.5	0.1	0.1152	0.956420089430597	-0.966294645330533	-1	48.1280832497042
SUPT6H	192	2526402.5	0.1	0.1152	1.50001590017574	1.49126841386702	1	79.5930728840901
SFPQ	188	2530846.5	0.1	0.1152	1.53749295655328	1.88742824565793	1	81.7623596356382
PCBP1	196	2595635.5	0.1	0.1152	1.19350378423894	1.22425485430051	1	61.8512132889157
EIF2S1	198	2816659	0.1	0.1152	0.929675916548863	0.942694895972303	1	46.5800486514418
HNRNPA0	189	2520579.5	0.1	0.1152	1.25710284642243	-1.15825673387294	-1	65.5325217037416
FMR1	187	2364688	0.1	0.1152	1.09292883971083	-1.2007816584755	-1	56.0296276098098
PPIL4	193	2585050	0.1	0.1152	1.13375995678448	0.862551881480441	1	58.3930576622266
PUF60	178	2342948	0.1	0.1152	1.32688112380556	-1.29465742180132	-1	69.5715020107385
RBM34	191	2482072	0.1	0.1152	0.886368504948609	-0.976485303501227	-1	44.0732830911514
SF1	188	2465378	0.1	0.1152	1.70511282837419	-1.63034411624848	-1	91.4647109509147
HNRNPL	189	2661774	0.1	0.1152	1.26178920583356	-1.27625754162173	-1	65.8037825327979
DDX27	188	2770893	0.1	0.1152	1.55987450691793	-1.42879590590217	-1	83.0578722873266
LIN28B	187	2454237	0.1	0.1152	1.07761852172975	1.15247518845808	1	55.143419535628
AARS	190	2683046.5	0.1	0.1152	1.48671296849595	-1.37026932672916	-1	78.8230584742332
TUFM	194	2343654	0.1	0.1152	1.36224409586105	1.52338775306779	1	71.6184190898856
CELF1	189	2666190	0.1	0.1152	1.35171357556489	1.53029678261039	1	71.0088803380893
FASTKD2	190	2623295.5	0.1	0.1152	1.13801898508593	1.04819302064659	1	58.6395832584668
TAF15	192	2476353.5	0.1	0.1152	1.26254260547084	1.32893432546139	1	65.8473916101839
PUS1	193	2635729	0.1	0.1152	1.2097735409161	-1.10649829794663	-1	62.7929566119543
MTPAP	187	2390334.5	0.1	0.1152	1.32926842363633	1.58228463740669	1	69.709686233178
HNRNPC	196	2841146.5	0.1	0.1152	1.11389286251784	-1.13772688786815	-1	57.243089426989
PCBP2	197	2811362.5	0.1	0.1152	1.02325797473884	-1.06972616077329	-1	51.9968646619916
EIF3D	185	2652036.5	0.1	0.1152	1.41746573042098	-1.27011202027408	-1	74.8148163480621
UCHL5	197	2736028	0.1	0.1152	0.88309545799682	0.873745105200789	1	43.8838291138116
RBM39	192	2606507.5	0.1	0.1152	1.1061373486227	-1.09074203687849	-1	56.7941765408035
FTO	192	2696177	0.1	0.1152	1.22222740793332	-1.20575678497966	-1	63.5138245599019
EIF4G1	188	2292994	0.1	0.1152	1.41281173773524	1.39727894811117	1	74.5454290041556
XRCC5	190	2565041.5	0.1	0.1152	1.34296409653148	-1.18411681103149	-1	70.5024337068778
XRN2	193	2633676	0.1	0.1152	1.00727898760373	-1.0333338798332	-1	51.0719519701793
ABCF1	198	2711389	0.1	0.1152	1.25250461514445	-1.27622822783016	-1	65.2663620008186
PUM1	192	2414243	0.1	0.1152	1.71695272636606	-1.57668509025313	-1	92.1500404921333
HNRNPM	179	2353176	0.1	0.1152	1.78478613898632	-1.70798237876382	-1	96.0764460728455
NUFIP2	182	2438784	0.1	0.1152	1.84461214822763	-1.61812544628745	-1	99.5393586329406
LSM11	184	2346812	0.1	0.1152	1.46982574471666	1.27911380493534	1	77.8455742650732
SAFB2	187	2788869.5	0.1	0.1152	1.49907004374009	1.8199767041201	1	79.5383238180462
EIF4B	197	2790959	0.1	0.1152	1.04786316730764	-1.08936804405358	-1	53.4210885316866
BOP1	190	2447986.5	0.1	0.1152	1.47512451471882	1.62012742609823	1	78.1522832939092
STAU1	194	2633076	0.1	0.1152	1.03481196925013	-1.02082978442969	-1	52.665645234519
SUPV3L1	193	2525864.5	0.1	0.1152	1.10062726260267	-1.12150385293632	-1	56.475235893952
HNRNPAB	185	2387097.5	0.1	0.1152	1.30259364098433	1.09193727811458	1	68.165668153837
FXR1	189	2832337.5	0.1	0.1152	1.30496122235775	-1.11669175835346	-1	68.3027110116012
PRPF6	193	2593276.5	0.1	0.1152	1.20864992459366	-1.14039777240165	-1	62.7279182594875
RTF1	191	2553100	0.1	0.1152	1.25000302155307	-1.28183321724372	-1	65.1215621056277
RPS3A	183	2324485	0.1	0.1152	1.56195531446688	-1.36058118727132	-1	83.1783157982303
G3BP1	197	2566983	0.1	0.1152	1.0558981125702	1.07902382711585	1	53.8861757608406
MATR3	192	2601825	0.1	0.1152	1.12662892906724	-0.903593137894576	-1	57.9802919477561
HNRNPA2B1	193	2658805.5	0.1	0.1152	1.20594932325062	1.23587392116102	1	62.5715991864085
AKAP8L	194	2633036	0.1	0.1152	0.90172370566552	0.837325293060652	1	44.9620891154827
UPF2	182	2453420.5	0.1	0.1152	1.37597087779707	1.47187304520975	1	72.4129672501045
EXOSC9	193	2702046.5	0.1	0.1152	0.945686368882155	0.90158325872017	1	47.5067826452493
SRFBP1	195	2555296.5	0.1	0.1152	1.02552252855349	-0.982418990046697	-1	52.1279439692561
UTP3	187	2568954.5	0.1	0.1152	1.36331953809511	-1.36226100499744	-1	71.6806689786413
KIF1C	195	2657962	0.1	0.1152	1.30666900985231	1.37111665529237	1	68.4015629798317
NSUN2	196	2756066	0.1	0.1152	1.14239396130478	1.21293472328605	1	58.8928202751171
GRSF1	192	2552203	0.1	0.1152	1.37180176947766	-1.02104529589525	-1	72.1716464976966
MAGOH	183	2571652	0.1	0.1152	1.51539693465087	-1.28131396423915	-1	80.4833742454316
ZRANB2	184	2519557	0.1	0.1152	1.13112500855986	1.19860028479348	1	58.2405387926252
DDX55	192	2447907	0.1	0.1152	1.32776095640198	1.22831279967759	1	69.6224294148485
LARP4	189	2593386	0.1	0.1152	1.05768195753567	-1.08511014206014	-1	53.9894301683223
SSB	189	2545487	0.1	0.1152	1.22313875085367	1.23136125418605	1	63.5665758780235
PES1	194	2500500	0.1	0.1152	0.939080626903236	0.920000416362414	1	47.1244220773685
RBM17	186	2567350.5	0.1	0.1152	1.61184322837075	1.91514270374072	1	86.0659809767288
RAVER1	190	2692472	0.1	0.1152	1.09182392023129	-0.957480396389795	-1	55.9656714878473
U2AF2	189	2565439.5	0.1	0.1152	1.03902289267214	-0.875619944109479	-1	52.909386373074
SRSF5	194	2573708	0.1	0.1152	0.847778634758154	0.806308775137732	1	41.8395832694575
DAZAP1	190	2375222	0.1	0.1152	1.69032870020997	1.76266592006361	1	90.608960354156
TFIP11	196	2509681.5	0.1	0.1152	1.12654437015109	-1.08698620433868	-1	57.9753974188291
RCC2	190	2524177	0.1	0.1152	0.932803344608117	-0.989125233600589	-1	46.7610737614989
SERBP1	181	2444160.5	0.1	0.1152	1.48427002760665	1.79093249567065	1	78.6816535769915
TIAL1	188	2531680.5	0.1	0.1152	1.21035156468034	1.28696754272607	1	62.826414396931
NUSAP1	195	2409927.5	0.1	0.1152	0.942009572085705	0.954598935521343	1	47.2939583909022
SNRNP200	195	2526404	0.1	0.1152	1.15241089998617	-1.13273378983397	-1	59.4726313508248
RBM22	194	2782682.5	0.1	0.1152	1.09780726675629	-1.08977898366876	-1	56.3120059015172
CKAP4	195	2684656.5	0.1	0.1152	1.17514272152602	-1.05462172142864	-1	60.7884187704179
METAP2	192	2476079.5	0.1	0.1152	0.96906234429376	1.06709230434414	1	48.8598556628864
IGF2BP2	193	2438543	0.1	0.1152	0.943924330063361	0.942353322852324	1	47.4047904442926
SART3	187	2398067.5	0.1	0.1152	1.4545968753712	1.45108375173139	1	76.9640806872592
HLTF	192	2603722	0.1	0.1152	0.975140384829733	0.97700752867114	1	49.2116712557983
EIF4A3	188	2709812.5	0.1	0.1152	1.51621282613007	-1.36445534515645	-1	80.5306005419344
APOBEC3C	183	2580092	0.1	0.1152	1.54841742615248	-1.38312824143806	-1	82.3947013790904
GPKOW	196	2543606	0.1	0.1152	1.08962644401	1.04332973404973	1	55.8384748370306
AATF	193	2609418	0.1	0.1152	0.971790868673099	0.911305521978928	1	49.0177910067872
PKM	186	2439105	0.1	0.1152	1.32371318664875	-1.32625893397674	-1	69.3881321101046
CCAR2	178	2263904.5	0.1	0.1152	1.36956439378809	-1.28498098816119	-1	72.042140343512
HNRNPK	194	2412285	0.2	0.2291	1.33800242400523	-1.52012452633875	-1	45.5774275826996
SSRP1	196	2491104.5	0.3	0.3416	1.4787731847079	1.72797251371704	1	35.3109229201386
SUGP2	189	1951542	0.4	0.4427	1.5789631714435	1.44190598434185	1	27.229213402284
NCBP2	188	2174816.5	0.4	0.4427	1.46974339765445	-1.40315182986024	-1	24.8454377747437
KHSRP	195	2253960.5	0.4	0.4427	1.1745972146618	1.33292178332299	1	18.4037262313893
DNAJC2	187	2039732	0.4	0.4427	1.69456895405828	1.98902655416576	1	29.7523668335674
NAA15	194	2218570	0.4	0.4427	1.39125231459634	-1.39541979361932	-1	23.1323310333347
HNRNPUL1	184	2199665.5	0.5	0.513	1.55391644453726	-1.50780615837896	-1	20.5483823326973
SBDS	187	2363253	0.5	0.513	1.20904679012951	1.31658924466277	1	14.3828240568663
ILF3	194	2308690	0.5	0.513	1.13817394650664	-0.934646956309508	-1	13.1157637575741
PHF6	190	2250359.5	0.5	0.513	1.19795025130599	1.41119839726598	1	14.184440824529
RBFOX2	183	2219382	0.5	0.513	1.18668910635759	1.2456375123693	1	13.9831147741081
UBE2L3	194	2232487	0.5	0.513	0.866626781003204	-0.927283696404383	-1	8.26106038733018
CCAR1	190	2385265	0.5	0.513	0.815707306190313	0.775261306752854	1	7.35072517713974
DDX52	193	2272305	0.5	0.513	1.33405164085868	1.31094706951273	1	16.6176530192922
BCCIP	181	2347269.5	0.5	0.513	1.2330997437502	1.3443766120753	1	14.8128412687572
PSIP1	187	2303980.5	0.5	0.513	0.944096611927042	0.878075935929015	1	9.64606121612147
TIA1	196	2494725	0.5	0.513	0.822389279395358	0.757109098661724	1	7.47018507935697
EWSR1	192	2358368	0.5	0.513	1.02777429030087	0.99131552028224	1	11.1420455563096
CSTF2	183	2345146	0.5	0.513	1.36007227940112	1.42808987225011	1	17.0828483800821
TRA2A	197	2671811	0.5	0.513	0.814063390481815	0.819413778483372	1	7.3213353541392
FKBP4	197	2307179.5	0.6	0.6124	1.62048426171077	1.69618824272857	1	14.0512986706315
AGO1	182	2112981	0.7	0.7108	1.33381705153576	-1.45729458059663	-1	4.96289609235641
ILF2	190	2109691	0.8	0.8	1.33955370489493	1.40869737050931	1	0.773715824295539
FAM120A	197	1987502.5	0.8	0.8	1.37070369384078	1.31982060908373	1	0.959891000569556
LARP7	194	1915337	0.8	0.8	1.2100990705211	-1.26404247180958	-1	0
