GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
23	MATR3	100	62.9	23.4	63.5	100	34	13.7	9.1	97	59.9	47.7	55.6	0.167	0.167	0.366	0.352	0.333	0.0639	0.000956	0.0372	0.324	0.000642	0
24	GRSF1	100	62.9	23.4	30.5	100	20.8	6.6	15.2	97	59.9	95.9	55.7	0.167	0.167	0.366	0	0.333	0.033	7.03e-06	0.073	0.324	0.000642	0.758
25	CSTF2T	100	62.9	43.7	63.5	100	46.2	9.6	26.4	97	16.8	47.7	55.8	0.167	0.167	0.657	0.352	0.333	0.11	0.000153	0.151	0.324	0.000641	0
26	SNRNP200	100	62.9	23.4	30.5	100	14.2	36.5	14.7	97	59.9	74.6	55.8	0.167	0.167	0.366	0	0.333	0.015	0.023	0.0712	0.324	0.000642	0.0406
27	PABPC1	100	62.9	7.6	30.5	100	1	29.4	42.1	97	97	47.7	55.9	0.167	0.167	0.351	0	0.333	0.002	0.00877	0.266	0.324	0.000644	0
28	ZRANB2	100	62.9	34.5	30.5	100	20.3	29.9	12.7	97	85.3	47.7	56.4	0.167	0.167	0.379	0	0.333	0.027	0.0094	0.0602	0.324	0.000643	0
29	EIF4G2	100	62.9	23.4	30.5	100	5.6	5.1	2.5	97	97	99	56.6	0.167	0.167	0.366	0	0.333	0.00599	8.44e-07	0.0196	0.324	0.000644	0.888
30	RECQL	100	83.2	34.5	63.5	100	35	0.5	6.1	97	59.9	47.7	57	0.167	0.5	0.379	0.352	0.333	0.0659	4.03e-09	0.0268	0.324	0.000642	0
31	NELFE	100	62.9	7.6	30.5	100	39.6	34.5	54.3	97	59.9	47.7	57.6	0.167	0.167	0.351	0	0.333	0.0829	0.0163	0.414	0.324	0.000642	0
32	EIF3G	100	62.9	61.9	30.5	100	23.4	6.1	23.4	97	59.9	69.5	57.7	0.167	0.167	0.68	0	0.333	0.04	2.41e-06	0.135	0.324	0.000642	0.029
33	GRWD1	100	62.9	7.6	30.5	100	8.6	53.3	56.3	97	59.9	60.4	57.9	0.167	0.167	0.351	0	0.333	0.00899	0.099	0.439	0.324	0.000642	0.0044
34	ZC3H8	100	62.9	12.7	30.5	100	22.3	27.4	39.6	97	59.9	86.3	58.1	0.167	0.167	0.363	0	0.333	0.038	0.00748	0.252	0.324	0.000642	0.43
35	XPO5	100	62.9	61.9	63.5	100	44.2	2.5	2	97	59.9	47.7	58.3	0.167	0.167	0.68	0.352	0.333	0.0979	5.7e-08	0.0193	0.324	0.000642	0
36	SRSF1	100	62.9	34.5	30.5	100	19.8	45.7	45.2	97	59.9	47.7	58.5	0.167	0.167	0.379	0	0.333	0.022	0.0535	0.283	0.324	0.000642	0
37	FIP1L1	100	62.9	23.4	30.5	100	24.4	14.7	25.4	97	85.3	80.7	58.6	0.167	0.167	0.366	0	0.333	0.043	0.00107	0.143	0.324	0.000643	0.237
38	CIRBP	100	62.9	70.1	30.5	100	27.4	48.7	43.7	97	16.8	47.7	58.6	0.167	0.167	0.699	0	0.333	0.047	0.0639	0.271	0.324	0.000641	0
39	ABCF1	100	62.9	54.3	30.5	100	19.8	37.6	71.6	97	16.8	55.8	58.7	0.167	0.167	0.679	0	0.333	0.022	0.0264	0.62	0.324	0.000641	0.002
40	FAM120A	100	83.2	43.7	63.5	100	61.4	5.6	29.4	97	16.8	47.7	58.9	0.167	0.5	0.657	0.352	0.333	0.241	1.05e-06	0.181	0.324	0.000641	0
41	RBM39	100	62.9	54.3	30.5	100	10.7	46.2	35.5	97	59.9	54.3	59.2	0.167	0.167	0.679	0	0.333	0.012	0.0541	0.224	0.324	0.000642	0.0016
42	RBM17	100	62.9	12.7	30.5	100	11.7	22.3	34	97	85.3	98	59.5	0.167	0.167	0.363	0	0.333	0.014	0.00402	0.211	0.324	0.000643	0.871
43	STAU1	100	62.9	34.5	30.5	100	45.2	35	8.6	97	59.9	82.7	59.7	0.167	0.167	0.379	0	0.333	0.102	0.0189	0.0353	0.324	0.000642	0.26
44	PRPF8	100	62.9	12.7	63.5	100	33.5	18.8	5.6	97	85.3	82.2	60.1	0.167	0.167	0.363	0.352	0.333	0.0629	0.00188	0.0265	0.324	0.000643	0.249
45	PRPF6	100	62.9	49.7	73.6	100	30.5	13.2	28.9	97	59.9	47.7	60.3	0.167	0.167	0.672	0.354	0.333	0.0519	0.000767	0.174	0.324	0.000642	0
46	SMNDC1	100	62.9	46.7	30.5	100	40.1	34	66	97	16.8	70.1	60.4	0.167	0.167	0.669	0	0.333	0.0839	0.016	0.565	0.324	0.000641	0.0298
47	DDX24	100	62.9	70.1	30.5	100	31.5	47.7	39.6	97	16.8	72.6	60.8	0.167	0.167	0.699	0	0.333	0.0549	0.061	0.252	0.324	0.000641	0.037
48	LARP7	100	83.2	43.7	63.5	100	52.3	3	18.8	97	59.9	47.7	60.8	0.167	0.5	0.657	0.352	0.333	0.158	7.36e-08	0.104	0.324	0.000642	0
49	DDX28	100	62.9	34.5	97.5	100	36	19.8	14.2	97	59.9	47.7	60.9	0.167	0.167	0.379	0.704	0.333	0.0699	0.00239	0.0643	0.324	0.000642	0
50	XRCC5	100	62.9	34.5	63.5	100	31	16.8	21.3	97	85.3	58.4	61	0.167	0.167	0.379	0.352	0.333	0.0539	0.00116	0.122	0.324	0.000643	0.0042
51	UTP3	100	62.9	23.4	30.5	100	8.6	41.6	28.4	97	85.3	93.9	61.1	0.167	0.167	0.366	0	0.333	0.00899	0.037	0.172	0.324	0.000643	0.738
52	MTPAP	100	83.2	23.4	63.5	100	28.4	24.9	13.2	97	85.3	52.8	61.1	0.167	0.5	0.366	0.352	0.333	0.048	0.00641	0.0611	0.324	0.000643	0.001
53	UBE2L3	100	100	23.4	84.8	100	19.8	15.2	6.6	100	59.9	63.5	61.2	0.167	0.833	0.366	0.636	0.333	0.022	0.00109	0.0272	0.67	0.000642	0.0106
54	ADAR	100	83.2	23.4	63.5	100	11.7	31.5	16.8	97	100	47.7	61.3	0.167	0.5	0.366	0.352	0.333	0.014	0.0129	0.0882	0.324	0.000646	0
55	ATP5C1	100	62.9	46.7	30.5	100	32.5	37.1	66.5	97	16.8	85.8	61.4	0.167	0.167	0.669	0	0.333	0.0569	0.0257	0.566	0.324	0.000641	0.422
56	ESF1	100	62.9	61.9	30.5	100	48.2	7.6	11.2	97	85.3	71.6	61.5	0.167	0.167	0.68	0	0.333	0.123	5.87e-05	0.0494	0.324	0.000643	0.0324
57	FASTKD2	100	62.9	70.1	63.5	100	43.7	23.9	8.1	97	59.9	47.7	61.5	0.167	0.167	0.699	0.352	0.333	0.0969	0.0054	0.0339	0.324	0.000642	0
58	UPF2	100	100	34.5	63.5	100	4.6	28.9	3.6	97	97	47.7	61.5	0.167	0.833	0.379	0.352	0.333	0.004	0.00843	0.0251	0.324	0.000644	0
59	SFPQ	100	62.9	43.7	63.5	100	36.5	10.7	16.2	97	85.3	62.9	61.7	0.167	0.167	0.657	0.352	0.333	0.0709	0.000271	0.077	0.324	0.000643	0.0102
60	NAA15	100	83.2	43.7	63.5	100	55.3	4.1	25.9	97	59.9	49.2	62	0.167	0.5	0.657	0.352	0.333	0.179	3.34e-07	0.15	0.324	0.000642	2e-04
61	NUFIP2	100	62.9	54.3	30.5	100	21.3	38.6	34.5	97	99.5	47.7	62.4	0.167	0.167	0.679	0	0.333	0.037	0.0276	0.212	0.324	0.000645	0
62	AUH	100	62.9	34.5	63.5	100	39.6	32	50.3	97	59.9	47.7	62.5	0.167	0.167	0.379	0.352	0.333	0.0829	0.0138	0.364	0.324	0.000642	0
63	HNRNPAB	100	62.9	54.3	30.5	100	8.6	28.4	60.4	97	85.3	60.9	62.6	0.167	0.167	0.679	0	0.333	0.00899	0.00757	0.487	0.324	0.000643	0.005
64	DDX3X	100	62.9	12.7	30.5	100	59.9	67	27.4	97	85.3	47.7	62.8	0.167	0.167	0.363	0	0.333	0.226	0.233	0.164	0.324	0.000643	0
65	DDX1	100	83.2	34.5	63.5	100	4.6	40.6	22.3	97	97	47.7	62.8	0.167	0.5	0.379	0.352	0.333	0.004	0.0334	0.128	0.324	0.000644	0
66	PCBP2	100	62.9	100	30.5	100	53.3	52.3	33	97	16.8	47.7	63	0.167	0.167	1	0	0.333	0.171	0.0915	0.207	0.324	0.000641	0
67	MAGOH	100	62.9	54.3	30.5	100	22.8	66	17.8	97	97	47.7	63.3	0.167	0.167	0.679	0	0.333	0.039	0.228	0.0945	0.324	0.000644	0
68	PUM2	100	62.9	23.4	30.5	100	25.4	35.5	47.7	97	85.3	89.8	63.4	0.167	0.167	0.366	0	0.333	0.044	0.0225	0.319	0.324	0.000643	0.655
69	PNPT1	100	83.2	12.7	63.5	100	6.1	34	13.7	97	97	90.4	63.4	0.167	0.5	0.363	0.352	0.333	0.00699	0.016	0.0619	0.324	0.000644	0.663
70	RBM25	100	62.9	61.9	63.5	100	42.6	23.4	40.1	97	59.9	47.7	63.5	0.167	0.167	0.68	0.352	0.333	0.0959	0.00489	0.254	0.324	0.000642	0
71	EIF4G1	100	62.9	7.6	73.6	100	42.1	27.9	55.3	97	85.3	47.7	63.6	0.167	0.167	0.351	0.354	0.333	0.0899	0.00752	0.436	0.324	0.000643	0
72	KIF1C	100	62.9	61.9	30.5	100	49.2	26.4	22.8	97	59.9	98.5	64.5	0.167	0.167	0.68	0	0.333	0.127	0.00711	0.132	0.324	0.000642	0.884
73	ILF2	100	62.9	43.7	63.5	100	69.5	31	36.5	97	59.9	47.7	64.7	0.167	0.167	0.657	0.352	0.333	0.307	0.0128	0.234	0.324	0.000642	0
74	RPS19	100	62.9	7.6	30.5	100	16.8	59.9	82.2	97	85.3	70.6	64.8	0.167	0.167	0.351	0	0.333	0.02	0.176	0.735	0.324	0.000643	0.0302
75	SLBP	100	62.9	70.1	30.5	100	45.2	54.8	23.9	97	59.9	75.6	65.4	0.167	0.167	0.699	0	0.333	0.102	0.125	0.136	0.324	0.000642	0.062
76	SLTM	100	83.2	66	73.6	100	14.2	38.6	18.3	97	85.3	47.7	65.8	0.167	0.5	0.694	0.354	0.333	0.015	0.0276	0.0965	0.324	0.000643	0
77	LIN28B	100	83.2	61.9	63.5	100	50.8	10.2	21.8	100	85.3	47.7	65.9	0.167	0.5	0.68	0.352	0.333	0.136	0.000206	0.127	0.67	0.000643	0
78	DDX27	100	62.9	54.3	30.5	100	28.9	51.3	38.6	97	85.3	76.6	65.9	0.167	0.167	0.679	0	0.333	0.05	0.0866	0.248	0.324	0.000643	0.0824
79	SMN1	100	100	34.5	63.5	100	40.6	25.9	20.3	97	97	47.7	66	0.167	0.833	0.379	0.352	0.333	0.0849	0.00708	0.114	0.324	0.000644	0
80	PARN	100	83.2	23.4	77.2	100	26.9	43.7	31	97	97	47.7	66.1	0.167	0.5	0.366	0.634	0.333	0.045	0.0517	0.189	0.324	0.000644	0
81	NCBP2	100	83.2	43.7	63.5	100	56.3	14.2	34	100	85.3	47.7	66.2	0.167	0.5	0.657	0.352	0.333	0.193	0.00103	0.211	0.67	0.000643	0
82	HNRNPK	100	83.2	43.7	63.5	100	68.5	16.2	48.7	97	59.9	47.7	66.2	0.167	0.5	0.657	0.352	0.333	0.29	0.00112	0.332	0.324	0.000642	0
83	GEMIN5	100	62.9	43.7	77.2	100	54.3	49.7	37.6	97	59.9	47.7	66.4	0.167	0.167	0.657	0.634	0.333	0.175	0.0776	0.239	0.324	0.000642	0
84	HSPD1	100	62.9	46.7	63.5	100	15.7	57.4	20.8	97	85.3	83.8	66.6	0.167	0.167	0.669	0.352	0.333	0.019	0.151	0.12	0.324	0.000643	0.312
85	SF1	100	62.9	54.3	32.5	100	28.4	43.1	72.6	97	97	47.7	66.9	0.167	0.167	0.679	0.282	0.333	0.048	0.0437	0.625	0.324	0.000644	0
86	HNRNPA1	100	62.9	54.3	30.5	100	14.2	39.1	52.8	97	97	88.8	67	0.167	0.167	0.679	0	0.333	0.015	0.0281	0.39	0.324	0.000644	0.496
87	HNRNPU	100	62.9	34.5	63.5	100	60.4	64	69.5	97	16.8	77.7	67.8	0.167	0.167	0.379	0.352	0.333	0.228	0.199	0.606	0.324	0.000641	0.0936
88	EFTUD2	100	62.9	49.7	73.6	100	48.2	59.4	74.1	97	16.8	66	68	0.167	0.167	0.672	0.354	0.333	0.123	0.171	0.648	0.324	0.000641	0.0136
89	SND1	100	83.2	61.9	63.5	100	67	19.3	49.2	97	59.9	47.7	68.1	0.167	0.5	0.68	0.352	0.333	0.278	0.002	0.337	0.324	0.000642	0
90	EIF4A3	100	62.9	12.7	30.5	100	26.9	83.2	99	97	85.3	54.3	68.3	0.167	0.167	0.363	0	0.333	0.045	0.587	0.986	0.324	0.000643	0.0016
91	EIF4B	100	83.2	61.9	84.8	100	67	49.2	44.7	97	16.8	47.7	68.4	0.167	0.5	0.68	0.636	0.333	0.278	0.0698	0.282	0.324	0.000641	0
92	BCCIP	100	100	34.5	97.5	100	29.9	20.8	12.2	100	97	64.5	68.8	0.167	0.833	0.379	0.704	0.333	0.0509	0.00352	0.0586	0.67	0.000644	0.0118
93	SUGP2	100	83.2	43.7	63.5	100	66	12.7	45.7	97	97	47.7	68.8	0.167	0.5	0.657	0.352	0.333	0.275	0.00067	0.297	0.324	0.000644	0
94	LSM11	100	100	7.6	97.5	100	25.4	39.6	31.5	97	97	61.9	68.9	0.167	0.833	0.351	0.704	0.333	0.044	0.0312	0.2	0.324	0.000644	0.0056
95	DKC1	100	62.9	7.6	63.5	100	18.3	80.7	73.6	97	85.3	69	68.9	0.167	0.167	0.351	0.352	0.333	0.021	0.552	0.643	0.324	0.000643	0.0254
96	HNRNPA0	100	62.9	72.6	97.5	100	16.8	44.2	35	97	85.3	47.7	69	0.167	0.167	0.709	0.704	0.333	0.02	0.0523	0.214	0.324	0.000643	0
97	BOP1	100	62.9	7.6	84.8	100	55.8	70.6	62.9	97	59.9	58.4	69.1	0.167	0.167	0.351	0.636	0.333	0.182	0.333	0.524	0.324	0.000642	0.0042
98	RRP9	100	62.9	49.7	73.6	100	47.2	26.9	43.1	97	85.3	75.1	69.2	0.167	0.167	0.672	0.354	0.333	0.119	0.00739	0.268	0.324	0.000643	0.0546
99	DDX47	100	62.9	70.1	30.5	100	64.5	83.8	57.4	97	16.8	79.7	69.3	0.167	0.167	0.699	0	0.333	0.255	0.595	0.452	0.324	0.000641	0.201
100	FKBP4	100	83.2	61.9	63.5	100	78.2	36	75.6	97	16.8	50.8	69.4	0.167	0.5	0.68	0.352	0.333	0.457	0.0229	0.666	0.324	0.000641	4e-04
101	CNOT7	100	100	43.7	63.5	100	51.8	42.6	55.8	97	59.9	50.8	69.5	0.167	0.833	0.657	0.352	0.333	0.155	0.0422	0.438	0.324	0.000642	4e-04
102	NONO	100	62.9	100	97.5	100	58.9	44.7	40.6	97	16.8	47.7	69.6	0.167	0.167	1	0.704	0.333	0.205	0.0528	0.26	0.324	0.000641	0
103	FMR1	100	83.2	23.4	63.5	100	41.1	52.8	32	97	85.3	88.3	69.7	0.167	0.5	0.366	0.352	0.333	0.0869	0.0988	0.204	0.324	0.000643	0.482
104	SART3	100	100	23.4	63.5	100	18.3	61.9	69.5	97	85.3	47.7	69.7	0.167	0.833	0.366	0.352	0.333	0.021	0.187	0.606	0.324	0.000643	0
105	UTP18	100	62.9	23.4	73.6	100	23.9	67.5	38.1	97	85.3	97	69.9	0.167	0.167	0.366	0.354	0.333	0.042	0.234	0.243	0.324	0.000643	0.768
106	AATF	100	83.2	70.1	63.5	100	38.1	65	43.1	97	59.9	49.2	69.9	0.167	0.5	0.699	0.352	0.333	0.0809	0.217	0.268	0.324	0.000642	2e-04
107	PPIG	100	62.9	100	63.5	100	60.9	33	56.9	97	16.8	79.2	70	0.167	0.167	1	0.352	0.333	0.231	0.0158	0.449	0.324	0.000641	0.108
108	EWSR1	100	83.2	100	97.5	100	41.6	17.3	26.9	97	59.9	47.7	70.1	0.167	0.5	1	0.704	0.333	0.0879	0.00142	0.152	0.324	0.000642	0
109	FUS	100	62.9	70.1	73.6	100	26.9	61.9	47.2	97	85.3	47.7	70.2	0.167	0.167	0.699	0.354	0.333	0.045	0.187	0.318	0.324	0.000643	0
110	CPSF6	100	100	61.9	84.8	100	65.5	47.2	52.8	97	16.8	47.7	70.3	0.167	0.833	0.68	0.636	0.333	0.274	0.0576	0.39	0.324	0.000641	0
111	QKI	100	100	61.9	97.5	100	59.4	20.3	36	97	59.9	47.7	70.9	0.167	0.833	0.68	0.704	0.333	0.222	0.00274	0.225	0.324	0.000642	0
112	RBM34	100	83.2	46.7	30.5	100	58.4	80.2	76.6	97	59.9	47.7	70.9	0.167	0.5	0.669	0	0.333	0.203	0.551	0.681	0.324	0.000642	0
113	G3BP1	100	62.9	70.1	30.5	100	82.7	93.4	62.4	97	16.8	65	71	0.167	0.167	0.699	0	0.333	0.542	0.819	0.521	0.324	0.000641	0.012
114	FUBP3	100	62.9	43.7	63.5	100	57.9	71.6	44.2	97	97	47.7	71.4	0.167	0.167	0.657	0.352	0.333	0.202	0.344	0.272	0.324	0.000644	0
115	NPM1	100	83.2	46.7	32.5	100	67.5	88.8	25.4	97	97	47.7	71.4	0.167	0.5	0.669	0.282	0.333	0.279	0.744	0.143	0.324	0.000644	0
116	TIAL1	100	62.9	34.5	63.5	100	43.7	41.1	72.1	97	85.3	89.3	71.8	0.167	0.167	0.379	0.352	0.333	0.0969	0.034	0.624	0.324	0.000643	0.507
117	PABPC4	100	62.9	61.9	77.2	100	70.6	50.8	58.9	100	59.9	47.7	71.8	0.167	0.167	0.68	0.634	0.333	0.313	0.0838	0.468	0.67	0.000642	0
118	HNRNPA2B1	100	62.9	72.6	63.5	100	37.1	58.4	46.7	97	59.9	91.9	71.8	0.167	0.167	0.709	0.352	0.333	0.0729	0.16	0.317	0.324	0.000642	0.728
119	EIF3D	100	62.9	12.7	30.5	100	80.7	94.9	59.9	97	85.3	67	71.9	0.167	0.167	0.363	0	0.333	0.52	0.86	0.477	0.324	0.000643	0.018
120	SUPV3L1	100	62.9	46.7	30.5	100	50.8	73.6	89.3	97	59.9	87.3	72.5	0.167	0.167	0.669	0	0.333	0.136	0.401	0.881	0.324	0.000642	0.479
121	SF3A3	100	100	7.6	84.8	100	75.1	81.2	90.4	97	16.8	47.7	72.8	0.167	0.833	0.351	0.636	0.333	0.403	0.563	0.885	0.324	0.000641	0
122	PUS1	100	62.9	23.4	32.5	100	87.8	90.4	68	97	59.9	81.7	73.1	0.167	0.167	0.366	0.282	0.333	0.638	0.782	0.591	0.324	0.000642	0.242
123	STIP1	100	83.2	72.6	32.5	100	38.6	84.8	62.4	97	85.3	47.7	73.1	0.167	0.5	0.709	0.282	0.333	0.0819	0.617	0.521	0.324	0.000643	0
124	PES1	100	83.2	72.6	63.5	100	54.8	79.2	46.7	97	59.9	47.7	73.1	0.167	0.5	0.709	0.352	0.333	0.177	0.521	0.317	0.324	0.000642	0
125	ASCC1	100	62.9	100	63.5	100	57.9	62.9	53.3	97	59.9	47.7	73.2	0.167	0.167	1	0.352	0.333	0.202	0.198	0.391	0.324	0.000642	0
126	MSI2	100	62.9	23.4	30.5	100	71.6	84.3	92.9	97	59.9	84.8	73.4	0.167	0.167	0.366	0	0.333	0.322	0.611	0.933	0.324	0.000642	0.341
127	SUCLG1	100	62.9	43.7	63.5	100	56.9	58.9	73.1	97	59.9	96.4	73.8	0.167	0.167	0.657	0.352	0.333	0.2	0.161	0.635	0.324	0.000642	0.764
128	ILF3	100	62.9	100	63.5	100	76.1	51.8	53.8	97	59.9	47.7	73.9	0.167	0.167	1	0.352	0.333	0.421	0.0873	0.412	0.324	0.000642	0
129	AKAP8L	100	62.9	66	73.6	100	52.8	46.7	66	97	59.9	91.4	74.2	0.167	0.167	0.694	0.354	0.333	0.169	0.056	0.565	0.324	0.000642	0.706
130	SRSF5	100	62.9	66	73.6	100	61.9	42.1	75.6	97	59.9	80.2	74.5	0.167	0.167	0.694	0.354	0.333	0.243	0.042	0.666	0.324	0.000642	0.221
131	UPF1	100	83.2	43.7	77.2	100	63.5	55.8	49.7	97	85.3	66.5	74.7	0.167	0.5	0.657	0.634	0.333	0.25	0.142	0.346	0.324	0.000643	0.0164
132	TROVE2	100	62.9	43.7	63.5	100	77.2	74.6	96.4	97	16.8	92.9	75	0.167	0.167	0.657	0.352	0.333	0.433	0.426	0.958	0.324	0.000641	0.737
133	DNAJC21	100	62.9	49.7	73.6	100	62.4	53.8	98.5	97	85.3	47.7	75.5	0.167	0.167	0.672	0.354	0.333	0.244	0.111	0.979	0.324	0.000643	0
134	PUF60	100	62.9	12.7	73.6	100	73.1	75.6	67	97	99.5	83.2	76.8	0.167	0.167	0.363	0.354	0.333	0.372	0.439	0.579	0.324	0.000645	0.281
135	TAF15	100	62.9	72.6	100	100	82.2	89.3	37.1	97	59.9	47.7	77.2	0.167	0.167	0.709	0.706	0.333	0.528	0.75	0.237	0.324	0.000642	0
136	TARDBP	100	62.9	61.9	84.8	100	87.3	74.1	80.2	97	59.9	47.7	77.8	0.167	0.167	0.68	0.636	0.333	0.617	0.418	0.711	0.324	0.000642	0
137	PKM	100	83.2	100	63.5	100	9.1	86.8	83.8	97	85.3	47.7	77.8	0.167	0.5	1	0.352	0.333	0.00999	0.68	0.774	0.324	0.000643	0
138	DDX55	100	83.2	61.9	97.5	100	79.7	68	63.5	97	59.9	47.7	78	0.167	0.5	0.68	0.704	0.333	0.503	0.25	0.533	0.324	0.000642	0
139	HNRNPUL1	100	83.2	100	97.5	100	49.7	45.2	41.1	97	97	47.7	78	0.167	0.5	1	0.704	0.333	0.134	0.0532	0.265	0.324	0.000644	0
140	CPSF7	100	100	66	100	100	48.7	40.1	59.4	97	99.5	47.7	78	0.167	0.833	0.694	0.706	0.333	0.125	0.0321	0.472	0.324	0.000645	0
141	HNRNPC	100	62.9	100	73.6	100	51.8	65.5	97.5	97	16.8	94.9	78.2	0.167	0.167	1	0.354	0.333	0.155	0.22	0.962	0.324	0.000641	0.749
142	DNAJC2	100	100	43.7	63.5	100	83.2	56.3	85.8	97	85.3	47.7	78.4	0.167	0.833	0.657	0.352	0.333	0.554	0.146	0.79	0.324	0.000643	0
143	CELF1	100	62.9	49.7	73.6	100	74.6	72.6	91.4	97	59.9	81.2	78.4	0.167	0.167	0.672	0.354	0.333	0.402	0.364	0.898	0.324	0.000642	0.241
144	HNRNPM	100	62.9	66	73.6	100	64	60.9	78.7	97	99.5	64.5	78.8	0.167	0.167	0.694	0.354	0.333	0.251	0.179	0.699	0.324	0.000645	0.0118
145	SF3B4	100	62.9	66	73.6	100	91.4	81.7	87.3	97	59.9	47.7	78.9	0.167	0.167	0.694	0.354	0.333	0.773	0.573	0.82	0.324	0.000642	0
