GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
11	U2AF2	100	64	39.1	27.4	100	1.5	1.5	1	100	73.1	48.7	50.6	0.167	0.167	0.379	0	0.333	0.000999	2.03e-05	0.0088	0.324	6.34e-05	0
12	DDX3X	100	64	39.1	27.4	100	7.1	2.5	1.5	100	73.1	48.7	51.2	0.167	0.167	0.379	0	0.333	0.005	4.83e-05	0.00998	0.324	6.34e-05	0
13	MATR3	100	64	39.1	27.4	100	15.2	12.2	14.7	100	49.2	48.7	51.9	0.167	0.167	0.379	0	0.333	0.014	0.00864	0.105	0.324	6.33e-05	0
14	KRR1	100	64	13.7	27.4	100	17.8	29.9	5.6	100	73.1	48.7	52.7	0.167	0.167	0.363	0	0.333	0.017	0.0621	0.0283	0.324	6.34e-05	0
15	RPS19	100	64	6.1	27.4	100	6.1	13.2	2.5	100	91.4	74.1	53.2	0.167	0.167	0.351	0	0.333	0.004	0.0089	0.0194	0.324	6.35e-05	0.0396
16	PUS1	100	64	13.7	27.4	100	7.1	26.4	16.2	100	49.2	81.7	53.3	0.167	0.167	0.363	0	0.333	0.005	0.0551	0.111	0.324	6.33e-05	0.244
17	SF3B4	100	64	39.1	27.4	100	18.8	6.1	8.6	100	73.1	48.7	53.3	0.167	0.167	0.379	0	0.333	0.018	0.00209	0.0472	0.324	6.34e-05	0
18	PRPF6	100	64	6.1	37.1	100	33	31.5	23.9	100	49.2	48.7	53.9	0.167	0.167	0.351	0.282	0.333	0.034	0.0682	0.175	0.324	6.33e-05	0
19	PCBP1	100	64	60.4	27.4	100	32.5	22.3	27.4	100	13.2	51.3	54.4	0.167	0.167	0.68	0	0.333	0.033	0.036	0.196	0.324	6.32e-05	2e-04
20	FMR1	100	64	13.7	37.1	100	4.1	18.3	3.6	100	73.1	87.3	54.6	0.167	0.167	0.363	0.282	0.333	0.002	0.0194	0.023	0.324	6.34e-05	0.48
21	SUPV3L1	100	64	39.1	27.4	100	10.2	12.7	11.7	100	49.2	88.8	54.8	0.167	0.167	0.379	0	0.333	0.00699	0.00868	0.067	0.324	6.33e-05	0.509
22	KHSRP	100	64	39.1	27.4	100	22.8	19.3	38.1	100	49.2	48.7	55.3	0.167	0.167	0.379	0	0.333	0.02	0.0252	0.301	0.324	6.33e-05	0
23	SF3A3	100	64	39.1	63.5	100	23.9	24.9	34	100	13.2	48.7	55.6	0.167	0.167	0.379	0.352	0.333	0.021	0.0467	0.273	0.324	6.32e-05	0
24	BCLAF1	100	64	39.1	27.4	100	24.4	10.7	18.8	100	49.2	77.7	55.6	0.167	0.167	0.379	0	0.333	0.022	0.00507	0.122	0.324	6.33e-05	0.089
25	DDX47	100	64	20.8	37.1	100	38.6	6.6	16.8	100	49.2	79.7	55.7	0.167	0.167	0.366	0.282	0.333	0.044	0.00288	0.114	0.324	6.33e-05	0.222
26	EIF3D	100	64	39.1	27.4	100	4.1	14.7	7.1	100	91.4	67.5	55.9	0.167	0.167	0.379	0	0.333	0.002	0.0138	0.0358	0.324	6.35e-05	0.0202
27	RAVER1	100	64	20.8	27.4	100	10.2	43.1	29.4	100	73.1	48.7	56.1	0.167	0.167	0.366	0	0.333	0.00699	0.152	0.216	0.324	6.34e-05	0
28	EIF4A3	100	64	39.1	27.4	100	4.1	45.2	11.2	100	73.1	56.9	56.4	0.167	0.167	0.379	0	0.333	0.002	0.179	0.0658	0.324	6.34e-05	0.002
29	FTO	100	64	20.8	27.4	100	13.7	53.3	40.1	100	49.2	52.8	56.5	0.167	0.167	0.366	0	0.333	0.012	0.269	0.316	0.324	6.33e-05	8e-04
30	DAZAP1	100	64	39.1	27.4	100	22.8	15.7	31	100	73.1	48.7	56.5	0.167	0.167	0.379	0	0.333	0.02	0.0152	0.224	0.324	6.34e-05	0
31	ATP5C1	100	64	39.1	27.4	100	20.3	29.4	48.2	100	13.2	85.3	57	0.167	0.167	0.379	0	0.333	0.019	0.0596	0.389	0.324	6.32e-05	0.38
32	CKAP4	100	64	13.7	63.5	100	30.5	4.6	12.2	100	49.2	97.5	57.7	0.167	0.167	0.363	0.352	0.333	0.03	0.00166	0.0711	0.324	6.33e-05	0.853
33	CNOT7	100	64	39.1	63.5	100	16.8	14.2	15.2	100	73.1	51.3	57.9	0.167	0.167	0.379	0.352	0.333	0.016	0.0104	0.106	0.324	6.34e-05	2e-04
34	CSTF2T	100	64	51.3	63.5	100	34.5	3	21.8	100	49.2	51.3	58.1	0.167	0.167	0.669	0.352	0.333	0.036	0.00107	0.15	0.324	6.33e-05	2e-04
35	PUM2	100	64	39.1	27.4	100	22.8	16.8	10.2	100	73.1	89.8	58.5	0.167	0.167	0.379	0	0.333	0.02	0.0179	0.0602	0.324	6.34e-05	0.65
36	RBM22	100	77.7	20.8	63.5	100	16.8	26.9	40.6	100	49.2	48.7	58.6	0.167	0.5	0.366	0.352	0.333	0.016	0.0569	0.318	0.324	6.33e-05	0
37	UTP3	100	64	39.1	27.4	100	11.7	8.1	6.1	100	91.4	96.4	58.6	0.167	0.167	0.379	0	0.333	0.00799	0.00347	0.0289	0.324	6.35e-05	0.76
38	U2AF1	100	64	13.7	27.4	100	30.5	35.5	17.3	100	98	58.9	58.7	0.167	0.167	0.363	0	0.333	0.03	0.0916	0.119	0.324	6.36e-05	0.0038
39	RBM15	100	64	39.1	27.4	100	25.4	13.7	27.9	100	49.2	99.5	58.7	0.167	0.167	0.379	0	0.333	0.023	0.00921	0.199	0.324	6.33e-05	0.9
40	XRCC6	100	64	6.1	27.4	100	27.4	64	29.9	100	73.1	55.8	58.9	0.167	0.167	0.351	0	0.333	0.026	0.388	0.217	0.324	6.34e-05	0.0016
41	EIF2S1	100	64	39.1	63.5	100	38.6	18.8	57.4	100	13.2	54.8	59	0.167	0.167	0.379	0.352	0.333	0.044	0.0214	0.458	0.324	6.32e-05	0.001
42	PUF60	100	64	6.1	37.1	100	31.5	19.8	13.2	100	98	83.8	59.4	0.167	0.167	0.351	0.282	0.333	0.032	0.0276	0.0783	0.324	6.36e-05	0.305
43	STAU1	100	64	20.8	37.1	100	39.1	27.9	35	100	49.2	81.2	59.5	0.167	0.167	0.366	0.282	0.333	0.047	0.057	0.281	0.324	6.33e-05	0.242
44	EIF2S2	100	64	39.1	27.4	100	15.2	11.7	9.6	100	91.4	98.5	59.7	0.167	0.167	0.379	0	0.333	0.014	0.00672	0.056	0.324	6.35e-05	0.895
45	HNRNPA2B1	100	64	6.1	68	100	6.1	42.1	31.5	100	49.2	93.9	60.1	0.167	0.167	0.351	0.354	0.333	0.004	0.142	0.245	0.324	6.33e-05	0.748
46	UCHL5	100	64	39.1	63.5	100	26.9	20.8	57.4	100	13.2	78.7	60.3	0.167	0.167	0.379	0.352	0.333	0.025	0.0338	0.458	0.324	6.32e-05	0.106
47	TARDBP	100	64	78.2	63.5	100	35.5	11.2	19.3	100	49.2	48.7	60.9	0.167	0.167	0.699	0.352	0.333	0.04	0.00662	0.131	0.324	6.33e-05	0
48	QKI	100	64	51.3	63.5	100	44.2	10.2	41.6	100	49.2	48.7	61.1	0.167	0.167	0.669	0.352	0.333	0.0649	0.00436	0.321	0.324	6.33e-05	0
49	NUFIP2	100	64	6.1	27.4	100	28.4	85.8	21.3	100	98	48.7	61.8	0.167	0.167	0.351	0	0.333	0.028	0.751	0.142	0.324	6.36e-05	0
50	RBM34	100	100	39.1	68	100	13.2	41.6	23.4	100	49.2	48.7	62.1	0.167	0.833	0.379	0.354	0.333	0.00999	0.133	0.172	0.324	6.33e-05	0
51	AKAP1	100	64	20.8	27.4	100	34	57.4	81.7	100	49.2	48.7	62.1	0.167	0.167	0.366	0	0.333	0.035	0.315	0.783	0.324	6.33e-05	0
52	PPIG	100	64	51.3	63.5	100	60.4	8.6	49.2	100	13.2	78.2	62.6	0.167	0.167	0.669	0.352	0.333	0.118	0.00363	0.39	0.324	6.32e-05	0.103
53	DDX24	100	64	39.1	63.5	100	28.9	41.1	67	100	13.2	72.1	62.6	0.167	0.167	0.379	0.352	0.333	0.029	0.13	0.596	0.324	6.32e-05	0.0362
54	AUH	100	64	78.2	63.5	100	41.6	28.9	18.8	100	49.2	48.7	63	0.167	0.167	0.699	0.352	0.333	0.0579	0.0588	0.122	0.324	6.33e-05	0
55	UBE2L3	100	100	39.1	84.3	100	26.9	25.4	6.6	100	49.2	63.5	63.2	0.167	0.833	0.379	0.636	0.333	0.025	0.0505	0.0323	0.324	6.33e-05	0.0106
56	AKAP8	100	64	60.4	63.5	100	25.9	20.3	20.3	100	49.2	97	63.7	0.167	0.167	0.68	0.352	0.333	0.024	0.028	0.137	0.324	6.33e-05	0.769
57	DDX1	100	64	13.7	84.3	100	8.1	70.1	13.7	100	98	48.7	63.7	0.167	0.167	0.363	0.636	0.333	0.00599	0.443	0.0917	0.324	6.36e-05	0
58	DHX30	100	100	39.1	91.9	100	31.5	32.5	46.2	100	13.2	48.7	63.9	0.167	0.833	0.379	0.704	0.333	0.032	0.0755	0.365	0.324	6.32e-05	0
59	EIF4B	100	64	60.4	63.5	100	43.7	42.6	67.5	100	13.2	48.7	64	0.167	0.167	0.68	0.352	0.333	0.0599	0.151	0.606	0.324	6.32e-05	0
60	FUS	100	64	39.1	63.5	100	11.7	68	35.5	100	73.1	48.7	64	0.167	0.167	0.379	0.352	0.333	0.00799	0.433	0.284	0.324	6.34e-05	0
61	DDX6	100	64	51.3	63.5	100	43.7	21.3	22.3	100	91.4	48.7	64.2	0.167	0.167	0.669	0.352	0.333	0.0599	0.0346	0.156	0.324	6.35e-05	0
62	BUD13	100	64	20.8	72.1	100	30.5	23.4	30.5	100	73.1	93.4	64.3	0.167	0.167	0.366	0.634	0.333	0.03	0.0387	0.223	0.324	6.34e-05	0.743
63	ADAR	100	77.7	6.1	27.4	100	27.9	45.7	75.6	100	100	48.7	64.5	0.167	0.5	0.351	0	0.333	0.027	0.189	0.709	0.324	6.38e-05	0
64	SERBP1	100	64	20.8	63.5	100	25.4	65.5	26.4	100	98	48.7	64.7	0.167	0.167	0.366	0.352	0.333	0.023	0.414	0.182	0.324	6.36e-05	0
65	ZC3H8	100	64	39.1	68	100	8.1	30.5	68	100	49.2	86.3	64.8	0.167	0.167	0.379	0.354	0.333	0.00599	0.0668	0.61	0.324	6.33e-05	0.44
66	MAGOH	100	64	39.1	27.4	100	38.6	87.8	17.8	100	91.4	48.7	65	0.167	0.167	0.379	0	0.333	0.044	0.76	0.12	0.324	6.35e-05	0
67	AATF	100	77.7	13.7	68	100	16.8	80.2	61.9	100	49.2	48.7	65.1	0.167	0.5	0.363	0.354	0.333	0.016	0.638	0.516	0.324	6.33e-05	0
68	HSPD1	100	64	13.7	63.5	100	36	46.2	37.1	100	73.1	82.7	65.1	0.167	0.167	0.363	0.352	0.333	0.041	0.19	0.293	0.324	6.34e-05	0.255
69	PKM	100	64	39.1	100	100	18.8	40.6	14.2	100	91.4	48.7	65.2	0.167	0.167	0.379	0.706	0.333	0.018	0.128	0.0941	0.324	6.35e-05	0
70	TROVE2	100	64	78.2	63.5	100	22.8	5.1	39.6	100	49.2	94.9	65.2	0.167	0.167	0.699	0.352	0.333	0.02	0.00181	0.311	0.324	6.33e-05	0.753
71	RBM39	100	77.7	20.8	100	100	20.3	49.7	44.7	100	49.2	55.3	65.3	0.167	0.5	0.366	0.706	0.333	0.019	0.228	0.351	0.324	6.33e-05	0.0012
72	CPSF6	100	77.7	51.3	91.9	100	61.9	32	44.2	100	13.2	48.7	65.5	0.167	0.5	0.669	0.704	0.333	0.126	0.0705	0.345	0.324	6.32e-05	0
73	FXR1	100	64	82.7	37.1	100	48.2	38.1	28.9	100	73.1	48.7	65.5	0.167	0.167	0.709	0.282	0.333	0.0719	0.0968	0.2	0.324	6.34e-05	0
74	RCC2	100	64	39.1	63.5	100	45.7	24.4	62.9	100	73.1	48.7	65.6	0.167	0.167	0.379	0.352	0.333	0.0689	0.04	0.547	0.324	6.34e-05	0
75	PRPF8	100	64	6.1	84.3	100	43.7	37.6	16.2	100	91.4	80.2	65.8	0.167	0.167	0.351	0.636	0.333	0.0599	0.0963	0.111	0.324	6.35e-05	0.235
76	SLBP	100	64	39.1	63.5	100	13.2	57.4	64.5	100	49.2	75.6	66	0.167	0.167	0.379	0.352	0.333	0.00999	0.315	0.555	0.324	6.33e-05	0.0576
77	SRSF5	100	64	78.2	63.5	100	46.7	9.1	34.5	100	49.2	82.2	66.1	0.167	0.167	0.699	0.352	0.333	0.0699	0.00373	0.28	0.324	6.33e-05	0.25
78	NELFE	100	64	82.7	37.1	100	49.7	48.7	49.2	100	49.2	48.7	66.3	0.167	0.167	0.709	0.282	0.333	0.0759	0.217	0.39	0.324	6.33e-05	0
79	ZRANB2	100	64	13.7	63.5	100	10.2	91.4	50.3	100	91.4	48.7	66.6	0.167	0.167	0.363	0.352	0.333	0.00699	0.815	0.399	0.324	6.35e-05	0
80	HNRNPL	100	64	39.1	63.5	100	40.1	50.3	43.1	100	73.1	60.9	66.7	0.167	0.167	0.379	0.352	0.333	0.0509	0.239	0.329	0.324	6.34e-05	0.0054
81	AARS	100	64	55.3	37.1	100	69	37.1	52.8	100	73.1	48.7	67	0.167	0.167	0.679	0.282	0.333	0.167	0.0947	0.41	0.324	6.34e-05	0
82	SLTM	100	64	40.6	63.5	100	38.6	69	41.6	100	73.1	48.7	67.2	0.167	0.167	0.657	0.352	0.333	0.044	0.436	0.321	0.324	6.34e-05	0
83	DNAJC21	100	64	55.3	84.3	100	50.8	40.1	20.8	100	73.1	51.3	67.2	0.167	0.167	0.679	0.636	0.333	0.0769	0.127	0.138	0.324	6.34e-05	2e-04
84	BOP1	100	64	13.7	27.4	100	17.8	90.9	91.9	100	73.1	61.9	67.3	0.167	0.167	0.363	0	0.333	0.017	0.811	0.932	0.324	6.34e-05	0.008
85	HNRNPM	100	64	6.1	63.5	100	49.7	69.5	26.4	100	98.5	64	67.4	0.167	0.167	0.351	0.352	0.333	0.0759	0.438	0.182	0.324	6.37e-05	0.0108
86	PABPC1	100	64	60.4	63.5	100	34	48.2	24.9	100	98	48.7	67.4	0.167	0.167	0.68	0.352	0.333	0.035	0.214	0.177	0.324	6.36e-05	0
87	IGF2BP2	100	64	78.2	63.5	100	54.8	34.5	49.7	100	49.2	48.7	67.5	0.167	0.167	0.699	0.352	0.333	0.0909	0.0904	0.393	0.324	6.33e-05	0
88	SND1	100	77.7	51.3	63.5	100	77.7	36	75.1	100	13.2	48.7	67.6	0.167	0.5	0.669	0.352	0.333	0.236	0.0941	0.705	0.324	6.32e-05	0
89	NONO	100	77.7	51.3	100	100	52.8	23.9	46.7	100	49.2	48.7	68.2	0.167	0.5	0.669	0.706	0.333	0.0859	0.039	0.366	0.324	6.33e-05	0
90	XRCC5	100	64	78.2	63.5	100	53.8	39.6	24.4	100	73.1	54.8	68.3	0.167	0.167	0.699	0.352	0.333	0.0889	0.126	0.176	0.324	6.34e-05	0.001
91	FASTKD2	100	64	100	27.4	100	42.1	58.9	39.6	100	73.1	48.7	68.5	0.167	0.167	1	0	0.333	0.0589	0.332	0.311	0.324	6.34e-05	0
92	CCAR2	100	77.7	20.8	84.3	100	11.7	79.2	33.5	100	100	48.7	68.7	0.167	0.5	0.366	0.636	0.333	0.00799	0.58	0.263	0.324	6.38e-05	0
93	SUB1	100	64	78.2	91.9	100	54.3	22.8	43.1	100	13.2	90.4	68.9	0.167	0.167	0.699	0.704	0.333	0.0899	0.038	0.329	0.324	6.32e-05	0.679
94	EEF2	100	64	39.1	27.4	100	46.7	88.3	95.4	100	49.2	48.7	69	0.167	0.167	0.379	0	0.333	0.0699	0.761	0.943	0.324	6.33e-05	0
95	CIRBP	100	64	60.4	100	100	22.8	61.9	89.3	100	13.2	48.7	69.1	0.167	0.167	0.68	0.706	0.333	0.02	0.348	0.912	0.324	6.32e-05	0
96	PCBP2	100	77.7	82.7	37.1	100	78.2	61.4	65.5	100	13.2	48.7	69.5	0.167	0.5	0.709	0.282	0.333	0.239	0.346	0.566	0.324	6.32e-05	0
97	GPKOW	100	77.7	78.2	91.9	100	58.4	28.4	36	100	49.2	48.7	69.9	0.167	0.5	0.699	0.704	0.333	0.106	0.0579	0.285	0.324	6.33e-05	0
98	HLTF	100	64	78.2	63.5	100	48.7	21.8	51.8	100	49.2	91.9	69.9	0.167	0.167	0.699	0.352	0.333	0.0739	0.0356	0.405	0.324	6.33e-05	0.731
99	IGF2BP3	100	64	78.2	63.5	100	63.5	33	58.9	100	49.2	59.4	70	0.167	0.167	0.699	0.352	0.333	0.13	0.0795	0.48	0.324	6.33e-05	0.004
100	PUM1	100	64	13.7	63.5	100	72.6	67.5	70.1	100	49.2	70.1	70.1	0.167	0.167	0.363	0.352	0.333	0.196	0.43	0.637	0.324	6.33e-05	0.0336
101	SAFB2	100	64	62.9	27.4	100	45.7	52.8	85.8	100	73.1	58.9	70.1	0.167	0.167	0.694	0	0.333	0.0689	0.262	0.838	0.324	6.34e-05	0.0038
102	TAF15	100	100	62.9	68	100	32.5	39.1	47.7	100	73.1	48.7	70.2	0.167	0.833	0.694	0.354	0.333	0.033	0.116	0.369	0.324	6.34e-05	0
103	FIP1L1	100	77.7	78.2	63.5	100	38.6	15.2	45.7	100	73.1	83.2	70.5	0.167	0.5	0.699	0.352	0.333	0.044	0.0151	0.364	0.324	6.34e-05	0.261
104	UPF1	100	100	39.1	91.9	100	39.6	17.3	33	100	91.4	65	70.7	0.167	0.833	0.379	0.704	0.333	0.049	0.018	0.25	0.324	6.35e-05	0.0138
105	DDX19B	100	77.7	40.6	72.1	100	48.2	68.5	73.6	100	49.2	48.7	70.8	0.167	0.5	0.657	0.634	0.333	0.0719	0.434	0.68	0.324	6.33e-05	0
106	NSUN2	100	64	78.2	63.5	100	47.2	27.9	63.5	100	49.2	86.8	70.9	0.167	0.167	0.699	0.352	0.333	0.0709	0.057	0.552	0.324	6.33e-05	0.466
107	DNAJC2	100	64	78.2	63.5	100	57.9	16.2	61.4	100	91.4	48.7	71	0.167	0.167	0.699	0.352	0.333	0.0989	0.0163	0.513	0.324	6.35e-05	0
108	FUBP3	100	100	39.1	27.4	100	41.1	81.2	72.1	100	73.1	48.7	71.2	0.167	0.833	0.379	0	0.333	0.0529	0.647	0.672	0.324	6.34e-05	0
109	CCAR1	100	77.7	78.2	84.3	100	59.4	33.5	53.3	100	49.2	48.7	71.3	0.167	0.5	0.699	0.636	0.333	0.112	0.0807	0.414	0.324	6.33e-05	0
110	HNRNPAB	100	77.7	60.4	63.5	100	20.3	73.1	42.1	100	91.4	59.9	71.7	0.167	0.5	0.68	0.352	0.333	0.019	0.475	0.323	0.324	6.35e-05	0.005
111	SMNDC1	100	77.7	78.2	37.1	100	56.3	59.4	95.4	100	13.2	72.6	71.8	0.167	0.5	0.699	0.282	0.333	0.0939	0.335	0.943	0.324	6.32e-05	0.0368
112	EIF4G1	100	64	62.9	27.4	100	50.8	49.2	96.4	100	91.4	48.7	71.9	0.167	0.167	0.694	0	0.333	0.0769	0.219	0.952	0.324	6.35e-05	0
113	GEMIN5	100	77.7	100	27.4	100	74.1	56.3	57.9	100	49.2	48.7	71.9	0.167	0.5	1	0	0.333	0.208	0.307	0.47	0.324	6.33e-05	0
114	PABPC4	100	100	51.3	72.1	100	78.7	51.3	77.2	100	13.2	51.3	72.3	0.167	0.833	0.669	0.634	0.333	0.24	0.242	0.725	0.324	6.32e-05	2e-04
115	SRFBP1	100	77.7	51.3	91.9	100	57.9	25.9	66	100	49.2	76.1	72.4	0.167	0.5	0.669	0.704	0.333	0.0989	0.0507	0.58	0.324	6.33e-05	0.0594
116	NCBP2	100	64	55.3	84.3	100	65	54.3	53.8	100	73.1	48.7	72.6	0.167	0.167	0.679	0.636	0.333	0.143	0.295	0.427	0.324	6.34e-05	0
117	HNRNPU	100	64	78.2	27.4	100	64.5	71.6	70.6	100	49.2	77.2	73	0.167	0.167	0.699	0	0.333	0.141	0.464	0.64	0.324	6.33e-05	0.0804
118	DKC1	100	64	78.2	27.4	100	75.1	91.9	25.4	100	73.1	68	73	0.167	0.167	0.699	0	0.333	0.214	0.831	0.178	0.324	6.34e-05	0.022
119	SF3B1	100	77.7	6.1	84.3	100	60.9	72.6	43.7	100	91.4	71.1	73.4	0.167	0.5	0.351	0.636	0.333	0.123	0.469	0.336	0.324	6.35e-05	0.0342
120	SART3	100	100	82.7	27.4	100	35	37.1	86.3	100	91.4	48.7	73.5	0.167	0.833	0.709	0	0.333	0.038	0.0947	0.845	0.324	6.35e-05	0
121	GRSF1	100	64	51.3	100	100	53.8	43.7	28.9	100	73.1	94.4	73.6	0.167	0.167	0.669	0.706	0.333	0.0889	0.161	0.2	0.324	6.34e-05	0.749
122	NPM1	100	100	60.4	63.5	100	61.9	78.2	5.1	100	91.4	48.7	73.6	0.167	0.833	0.68	0.352	0.333	0.126	0.576	0.0271	0.324	6.35e-05	0
123	XPO5	100	64	55.3	84.3	100	68	47.7	69	100	73.1	48.7	73.7	0.167	0.167	0.679	0.636	0.333	0.161	0.209	0.621	0.324	6.34e-05	0
124	DDX27	100	64	13.7	27.4	100	88.8	87.3	79.7	100	73.1	76.6	73.7	0.167	0.167	0.363	0	0.333	0.56	0.757	0.761	0.324	6.34e-05	0.0676
125	KHDRBS1	100	100	20.8	100	100	51.8	44.2	97.5	100	49.2	48.7	73.8	0.167	0.833	0.366	0.706	0.333	0.0809	0.162	0.958	0.324	6.33e-05	0
126	RBM25	100	64	78.2	100	100	55.3	38.6	54.8	100	73.1	48.7	73.9	0.167	0.167	0.699	0.706	0.333	0.0919	0.115	0.437	0.324	6.34e-05	0
127	RECQL	100	100	51.3	63.5	100	84.3	65	90.4	100	13.2	48.7	74.2	0.167	0.833	0.669	0.352	0.333	0.434	0.407	0.917	0.324	6.32e-05	0
128	SSRP1	100	64	51.3	63.5	100	91.4	73.6	91.4	100	13.2	69	74.3	0.167	0.167	0.669	0.352	0.333	0.663	0.481	0.923	0.324	6.32e-05	0.0312
129	CPSF7	100	100	51.3	100	100	40.6	35	47.7	100	100	48.7	74.9	0.167	0.833	0.669	0.706	0.333	0.0519	0.0908	0.369	0.324	6.38e-05	0
130	RBM17	100	64	62.9	27.4	100	44.7	51.8	83.2	100	91.4	98	74.9	0.167	0.167	0.694	0	0.333	0.0659	0.245	0.806	0.324	6.35e-05	0.889
131	DDX28	100	64	51.3	37.1	100	98	82.7	71.6	100	73.1	48.7	75.1	0.167	0.167	0.669	0.282	0.333	0.842	0.708	0.671	0.324	6.34e-05	0
132	HNRNPA1	100	64	13.7	27.4	100	90.9	93.9	56.3	100	91.4	89.3	75.2	0.167	0.167	0.363	0	0.333	0.643	0.891	0.452	0.324	6.35e-05	0.519
133	FKBP4	100	64	55.3	63.5	100	88.8	70.6	87.8	100	49.2	48.7	75.3	0.167	0.167	0.679	0.352	0.333	0.56	0.462	0.877	0.324	6.33e-05	0
134	RPS10	100	64	78.2	37.1	100	62.4	75.6	58.4	100	91.4	62.9	75.4	0.167	0.167	0.699	0.282	0.333	0.127	0.522	0.479	0.324	6.35e-05	0.0092
135	ASCC1	100	77.7	100	37.1	100	66	60.4	97.5	100	49.2	48.7	76	0.167	0.5	1	0.282	0.333	0.154	0.338	0.958	0.324	6.33e-05	0
136	NAA15	100	64	55.3	63.5	100	87.3	84.3	86.8	100	49.2	51.8	76.6	0.167	0.167	0.679	0.352	0.333	0.521	0.729	0.847	0.324	6.33e-05	4e-04
137	TUFM	100	100	78.2	91.9	100	73.1	71.1	19.8	100	49.2	61.4	76.8	0.167	0.833	0.699	0.704	0.333	0.197	0.463	0.132	0.324	6.33e-05	0.0066
138	TIA1	100	100	78.2	84.3	100	74.6	34	92.9	100	13.2	70.6	77.1	0.167	0.833	0.699	0.636	0.333	0.212	0.0873	0.939	0.324	6.32e-05	0.034
139	ILF2	100	100	78.2	63.5	100	76.1	44.7	64	100	73.1	48.7	77.1	0.167	0.833	0.699	0.352	0.333	0.228	0.172	0.553	0.324	6.34e-05	0
140	SUGP2	100	100	51.3	63.5	100	71.1	47.2	76.1	100	91.4	48.7	77.2	0.167	0.833	0.669	0.352	0.333	0.187	0.2	0.712	0.324	6.35e-05	0
141	PES1	100	100	100	37.1	100	86.3	64.5	66.5	100	49.2	48.7	77.5	0.167	0.833	1	0.282	0.333	0.495	0.396	0.593	0.324	6.33e-05	0
142	AGO1	100	100	100	72.1	100	59.4	55.8	22.8	100	98	48.7	77.9	0.167	0.833	1	0.634	0.333	0.112	0.303	0.169	0.324	6.36e-05	0
143	UTP18	100	100	51.3	84.3	100	51.3	53.8	51.8	100	73.1	92.9	78	0.167	0.833	0.669	0.636	0.333	0.0799	0.287	0.405	0.324	6.34e-05	0.741
144	RRP9	100	64	62.9	63.5	100	70.6	76.6	55.3	100	91.4	74.6	78.1	0.167	0.167	0.694	0.352	0.333	0.185	0.538	0.447	0.324	6.35e-05	0.0538
