GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
20	EIF3D	100	65	31.5	28.9	100	10.2	11.7	4.1	100	86.8	67	55	0.167	0.167	0.363	0	0.333	0.004	0.000372	3.39e-05	0.324	6.5e-05	0.0182
21	DDX47	100	65	41.6	31.5	100	32	5.6	5.1	100	44.7	80.2	55.1	0.167	0.167	0.366	0.282	0.333	0.028	1.31e-05	4.4e-05	0.324	6.48e-05	0.23
22	CELF1	100	65	8.1	28.9	100	12.7	19.3	22.3	100	69	82.2	55.2	0.167	0.167	0.351	0	0.333	0.005	0.00405	0.00347	0.324	6.49e-05	0.246
23	HNRNPL	100	65	31.5	28.9	100	18.3	16.2	23.4	100	69	59.4	55.6	0.167	0.167	0.363	0	0.333	0.00799	0.0025	0.00477	0.324	6.49e-05	0.0046
24	PABPC1	100	65	31.5	28.9	100	14.7	8.6	18.8	100	99	49.2	56	0.167	0.167	0.363	0	0.333	0.00599	7.01e-05	0.00164	0.324	6.52e-05	0
25	XRN2	100	65	31.5	28.9	100	26.9	7.1	26.9	100	44.7	85.3	56	0.167	0.167	0.363	0	0.333	0.018	1.87e-05	0.0129	0.324	6.48e-05	0.406
26	TFIP11	100	65	31.5	28.9	100	40.6	25.4	38.1	100	44.7	49.2	56.7	0.167	0.167	0.363	0	0.333	0.038	0.0182	0.0611	0.324	6.48e-05	0
27	BOP1	100	65	31.5	28.9	100	10.2	35	24.4	100	69	60.9	56.8	0.167	0.167	0.363	0	0.333	0.004	0.0618	0.00916	0.324	6.49e-05	0.0054
28	HNRNPA1	100	65	31.5	28.9	100	3	10.7	3	100	94.9	87.8	56.8	0.167	0.167	0.363	0	0.333	0.000999	0.000203	1.26e-05	0.324	6.51e-05	0.485
29	NOL12	100	65	45.2	28.9	100	24.4	35.5	12.2	100	44.7	69.5	56.9	0.167	0.167	0.379	0	0.333	0.016	0.068	0.00089	0.324	6.48e-05	0.0296
30	RPS19	100	65	41.6	28.9	100	21.3	2	2.5	100	94.9	72.6	57.2	0.167	0.167	0.366	0	0.333	0.013	7.39e-08	8.54e-06	0.324	6.51e-05	0.037
31	EIF4G2	100	65	31.5	28.9	100	7.1	1.5	3.6	100	94.9	98.5	57.4	0.167	0.167	0.363	0	0.333	0.003	2.63e-08	2.39e-05	0.324	6.51e-05	0.89
32	HNRNPM	100	65	41.6	28.9	100	28.4	2.5	2	100	99	63.5	57.4	0.167	0.167	0.366	0	0.333	0.02	1.34e-06	8.08e-06	0.324	6.52e-05	0.01
33	U2AF2	100	65	31.5	28.9	100	18.3	28.4	42.1	100	69	51.8	57.7	0.167	0.167	0.363	0	0.333	0.00799	0.024	0.0874	0.324	6.49e-05	2e-04
34	PNPT1	100	65	41.6	28.9	100	10.2	6.6	6.6	100	86.8	89.8	57.8	0.167	0.167	0.366	0	0.333	0.004	1.85e-05	7.69e-05	0.324	6.5e-05	0.675
35	SFPQ	100	65	31.5	28.9	100	23.4	12.2	27.9	100	86.8	66.5	58.4	0.167	0.167	0.363	0	0.333	0.014	0.00041	0.0154	0.324	6.5e-05	0.0172
36	RBM17	100	65	41.6	28.9	100	12.7	4.6	8.6	100	86.8	98	58.7	0.167	0.167	0.366	0	0.333	0.005	5.46e-06	0.000451	0.324	6.5e-05	0.877
37	NONO	100	65	31.5	43.1	100	44.7	18.8	49.7	100	44.7	49.2	58.8	0.167	0.167	0.363	0.352	0.333	0.047	0.0035	0.126	0.324	6.48e-05	0
38	HSPD1	100	65	41.6	28.9	100	18.8	8.1	15.7	100	86.8	83.2	58.9	0.167	0.167	0.366	0	0.333	0.00999	3.73e-05	0.00128	0.324	6.5e-05	0.3
39	UTP3	100	65	31.5	28.9	100	15.7	14.2	10.2	100	86.8	96.4	59	0.167	0.167	0.363	0	0.333	0.00699	0.000757	0.000798	0.324	6.5e-05	0.764
40	DDX27	100	65	41.6	28.9	100	23.4	34.5	11.7	100	69	76.6	59.2	0.167	0.167	0.366	0	0.333	0.014	0.0597	0.000845	0.324	6.49e-05	0.0734
41	PRPF8	100	65	41.6	28.9	100	36.5	9.1	7.1	100	86.8	82.7	59.8	0.167	0.167	0.366	0	0.333	0.032	7.24e-05	0.000118	0.324	6.5e-05	0.266
42	HNRNPA0	100	65	31.5	46.2	100	27.4	33	23.9	100	86.8	49.2	60.3	0.167	0.167	0.363	0.354	0.333	0.019	0.0468	0.00535	0.324	6.5e-05	0
43	APOBEC3C	100	65	41.6	43.1	100	18.3	13.2	9.6	100	99	79.2	60.8	0.167	0.167	0.366	0.352	0.333	0.00799	0.000546	0.000637	0.324	6.52e-05	0.123
44	SUPT6H	100	65	41.6	31.5	100	45.2	23.4	7.6	100	69	91.9	61.4	0.167	0.167	0.366	0.282	0.333	0.049	0.0139	0.000186	0.324	6.49e-05	0.734
45	SAFB2	100	65	31.5	28.9	100	23.9	41.1	39.6	100	86.8	58.4	61.4	0.167	0.167	0.363	0	0.333	0.015	0.0989	0.0689	0.324	6.5e-05	0.0034
46	GRSF1	100	65	55.8	43.1	100	42.6	21.3	10.7	100	44.7	93.4	61.5	0.167	0.167	0.669	0.352	0.333	0.043	0.00658	0.000817	0.324	6.48e-05	0.745
47	SF3B4	100	65	31.5	43.1	100	39.6	24.4	56.9	100	69	49.2	61.7	0.167	0.167	0.363	0.352	0.333	0.036	0.0146	0.202	0.324	6.49e-05	0
48	G3BP1	100	65	31.5	43.1	100	36.5	61.9	68.5	100	8.1	65	61.8	0.167	0.167	0.363	0.352	0.333	0.032	0.301	0.371	0.324	6.47e-05	0.0124
49	MTPAP	100	65	31.5	70.1	100	26.9	28.9	14.7	100	86.8	57.4	61.9	0.167	0.167	0.363	0.704	0.333	0.018	0.0277	0.00109	0.324	6.5e-05	0.003
50	SSB	100	65	8.1	28.9	100	21.3	57.9	44.2	100	69	88.3	62.1	0.167	0.167	0.351	0	0.333	0.013	0.254	0.0945	0.324	6.49e-05	0.492
51	MAGOH	100	65	41.6	46.2	100	23.4	43.7	19.3	100	94.9	49.2	62.1	0.167	0.167	0.366	0.354	0.333	0.014	0.122	0.00168	0.324	6.51e-05	0
52	PUS1	100	65	31.5	43.1	100	19.8	54.8	48.2	100	44.7	81.7	62.6	0.167	0.167	0.363	0.352	0.333	0.011	0.221	0.116	0.324	6.48e-05	0.245
53	DKC1	100	65	41.6	64	100	3	40.1	27.4	100	86.8	67.5	63.2	0.167	0.167	0.366	0.634	0.333	0.000999	0.0936	0.015	0.324	6.5e-05	0.0192
54	EFTUD2	100	65	31.5	28.9	100	38.6	45.7	77.7	100	44.7	64	63.3	0.167	0.167	0.363	0	0.333	0.035	0.136	0.543	0.324	6.48e-05	0.0114
55	SF1	100	65	31.5	28.9	100	18.3	88.3	31	100	86.8	49.2	63.5	0.167	0.167	0.363	0	0.333	0.00799	0.774	0.0218	0.324	6.5e-05	0
56	CKAP4	100	65	55.8	43.1	100	37.6	13.7	41.6	100	44.7	97.5	63.5	0.167	0.167	0.669	0.352	0.333	0.034	0.000683	0.0865	0.324	6.48e-05	0.874
57	G3BP2	100	75.1	68	64	100	64.5	19.8	14.7	100	44.7	49.2	63.6	0.167	0.5	0.709	0.634	0.333	0.143	0.00507	0.00109	0.324	6.48e-05	0
58	DNAJC21	100	65	31.5	100	100	23.4	50.3	12.7	100	69	49.2	63.7	0.167	0.167	0.363	0.706	0.333	0.014	0.166	0.00101	0.324	6.49e-05	0
59	RPS10	100	65	60.4	43.1	100	46.7	26.4	33.5	100	69	62.4	64.2	0.167	0.167	0.694	0.352	0.333	0.0529	0.0186	0.0315	0.324	6.49e-05	0.009
60	UPF1	100	65	31.5	100	100	31	12.7	16.2	100	86.8	65.5	64.4	0.167	0.167	0.363	0.706	0.333	0.026	0.000412	0.00144	0.324	6.5e-05	0.0132
61	PUM2	100	65	31.5	43.1	100	39.6	22.3	29.9	100	86.8	90.4	64.4	0.167	0.167	0.363	0.352	0.333	0.036	0.00911	0.0201	0.324	6.5e-05	0.688
62	RPS3A	100	65	41.6	64	100	55.3	30.5	8.1	100	94.9	49.2	64.4	0.167	0.167	0.366	0.634	0.333	0.0929	0.0311	0.000288	0.324	6.51e-05	0
63	NPM1	100	75.1	45.2	68	100	7.1	46.2	32.5	100	86.8	49.2	64.6	0.167	0.5	0.379	0.636	0.333	0.003	0.137	0.0281	0.324	6.5e-05	0
64	SERBP1	100	65	8.1	28.9	100	53.8	71.1	40.1	100	94.9	49.2	64.7	0.167	0.167	0.351	0	0.333	0.0879	0.449	0.0726	0.324	6.51e-05	0
65	TBRG4	100	65	45.2	46.2	100	25.4	47.2	47.2	100	86.8	49.2	64.7	0.167	0.167	0.379	0.354	0.333	0.017	0.148	0.105	0.324	6.5e-05	0
66	RECQL	100	100	55.8	43.1	100	50.3	15.2	55.3	100	44.7	49.2	64.9	0.167	0.833	0.669	0.352	0.333	0.0739	0.00201	0.197	0.324	6.48e-05	0
67	AATF	100	65	31.5	28.9	100	32.5	75.1	88.3	100	44.7	49.2	65	0.167	0.167	0.363	0	0.333	0.029	0.494	0.771	0.324	6.48e-05	0
68	STIP1	100	75.1	31.5	68	100	14.7	77.2	31.5	100	69	49.2	65.1	0.167	0.5	0.363	0.636	0.333	0.00599	0.538	0.0256	0.324	6.49e-05	0
69	GRWD1	100	65	55.8	70.1	100	43.1	32	52.3	100	44.7	57.9	65.5	0.167	0.167	0.669	0.704	0.333	0.044	0.0445	0.147	0.324	6.48e-05	0.0032
70	SNRNP200	100	65	31.5	43.1	100	31.5	70.6	61.4	100	44.7	74.6	65.7	0.167	0.167	0.363	0.352	0.333	0.027	0.44	0.26	0.324	6.48e-05	0.0436
71	FTO	100	75.1	31.5	68	100	42.1	43.1	65.5	100	44.7	54.3	65.9	0.167	0.5	0.363	0.636	0.333	0.042	0.118	0.335	0.324	6.48e-05	0.001
72	EIF2S2	100	65	31.5	46.2	100	33.5	17.8	44.7	100	86.8	99	65.9	0.167	0.167	0.363	0.354	0.333	0.03	0.00317	0.0952	0.324	6.5e-05	0.894
73	SLBP	100	65	60.4	68	100	33.5	39.6	38.6	100	44.7	76.1	66	0.167	0.167	0.694	0.636	0.333	0.03	0.0886	0.0639	0.324	6.48e-05	0.0552
74	CIRBP	100	65	8.1	70.1	100	47.7	90.4	87.8	100	8.1	49.2	66	0.167	0.167	0.351	0.704	0.333	0.0559	0.834	0.757	0.324	6.47e-05	0
75	SART3	100	65	60.4	28.9	100	19.8	39.1	79.7	100	86.8	49.2	66.3	0.167	0.167	0.694	0	0.333	0.011	0.0861	0.587	0.324	6.5e-05	0
76	FIP1L1	100	65	31.5	100	100	36.5	15.7	32	100	69	80.7	66.4	0.167	0.167	0.363	0.706	0.333	0.032	0.00214	0.0272	0.324	6.49e-05	0.236
77	YBX3	100	65	8.1	100	100	47.2	58.9	17.3	100	86.8	49.2	66.6	0.167	0.167	0.351	0.706	0.333	0.0549	0.26	0.0015	0.324	6.5e-05	0
78	NUFIP2	100	65	8.1	28.9	100	41.1	66	76.1	100	99	49.2	66.7	0.167	0.167	0.351	0	0.333	0.04	0.341	0.534	0.324	6.52e-05	0
79	ILF3	100	65	41.6	100	100	58.4	42.6	34	100	44.7	49.2	66.9	0.167	0.167	0.366	0.706	0.333	0.106	0.116	0.0331	0.324	6.48e-05	0
80	PUF60	100	65	41.6	64	100	40.1	29.4	13.7	100	99	83.8	67	0.167	0.167	0.366	0.634	0.333	0.037	0.0291	0.00107	0.324	6.52e-05	0.31
81	HNRNPA2B1	100	65	31.5	64	100	37.1	48.7	55.3	100	44.7	95.4	67.4	0.167	0.167	0.363	0.634	0.333	0.033	0.156	0.197	0.324	6.48e-05	0.761
82	DDX19B	100	100	8.1	68	100	29.9	59.9	82.7	100	44.7	49.2	67.5	0.167	0.833	0.351	0.636	0.333	0.024	0.261	0.65	0.324	6.48e-05	0
83	PPIL4	100	65	8.1	28.9	100	68	99	80.2	100	44.7	49.2	67.6	0.167	0.167	0.351	0	0.333	0.194	0.985	0.591	0.324	6.48e-05	0
84	SLTM	100	65	31.5	28.9	100	31	81.2	69.5	100	86.8	49.2	67.6	0.167	0.167	0.363	0	0.333	0.026	0.641	0.39	0.324	6.5e-05	0
85	FAM120A	100	65	55.8	43.1	100	78.2	32.5	77.2	100	44.7	49.2	67.8	0.167	0.167	0.669	0.352	0.333	0.278	0.0461	0.539	0.324	6.48e-05	0
86	DDX52	100	100	46.7	28.9	100	54.3	36	62.4	100	69	49.2	67.9	0.167	0.833	0.657	0	0.333	0.0919	0.0717	0.268	0.324	6.49e-05	0
87	METAP2	100	75.1	55.8	100	100	56.9	17.3	48.7	100	44.7	49.2	68	0.167	0.5	0.669	0.706	0.333	0.0989	0.00263	0.118	0.324	6.48e-05	0
88	PUM1	100	65	68	43.1	100	56.3	50.3	28.4	100	69	70.1	68.2	0.167	0.167	0.709	0.352	0.333	0.0979	0.166	0.0155	0.324	6.49e-05	0.0342
89	PHF6	100	100	31.5	64	100	34	37.6	46.7	100	69	68.5	68.3	0.167	0.833	0.363	0.634	0.333	0.031	0.0772	0.103	0.324	6.49e-05	0.0234
90	RRP9	100	65	41.6	46.2	100	44.2	45.2	47.7	100	86.8	75.1	68.3	0.167	0.167	0.366	0.354	0.333	0.046	0.135	0.112	0.324	6.5e-05	0.0524
91	SF3B1	100	65	8.1	100	100	28.9	54.8	39.1	100	86.8	74.1	68.8	0.167	0.167	0.351	0.706	0.333	0.022	0.221	0.0641	0.324	6.5e-05	0.042
92	DAZAP1	100	65	68	43.1	100	75.1	69.5	20.8	100	69	49.2	69.1	0.167	0.167	0.709	0.352	0.333	0.247	0.429	0.0027	0.324	6.49e-05	0
93	ZRANB2	100	65	46.7	28.9	100	52.8	51.8	74.6	100	94.9	49.2	69.5	0.167	0.167	0.657	0	0.333	0.0819	0.193	0.523	0.324	6.51e-05	0
94	ASCC1	100	100	41.6	64	100	61.4	60.9	42.6	100	44.7	49.2	69.5	0.167	0.833	0.366	0.634	0.333	0.117	0.285	0.088	0.324	6.48e-05	0
95	EIF4B	100	65	100	28.9	100	48.2	67	99.5	100	8.1	49.2	69.6	0.167	0.167	1	0	0.333	0.0659	0.394	0.992	0.324	6.47e-05	0
96	PCBP2	100	65	56.9	43.1	100	94.9	92.9	57.4	100	8.1	49.2	69.8	0.167	0.167	0.679	0.352	0.333	0.742	0.906	0.203	0.324	6.47e-05	0
97	FUS	100	65	31.5	28.9	100	55.3	81.7	87.3	100	69	49.2	69.8	0.167	0.167	0.363	0	0.333	0.0929	0.652	0.753	0.324	6.49e-05	0
98	DDX24	100	65	60.4	64	100	58.9	47.7	93.4	100	8.1	72.1	70	0.167	0.167	0.694	0.634	0.333	0.107	0.149	0.885	0.324	6.47e-05	0.0362
99	BCCIP	100	65	45.2	70.1	100	43.7	34	54.3	100	94.9	62.9	70	0.167	0.167	0.379	0.704	0.333	0.045	0.0577	0.189	0.324	6.51e-05	0.0098
100	AKAP8	100	65	55.8	64	100	48.7	36.5	35.5	100	69	97	70.1	0.167	0.167	0.669	0.634	0.333	0.0689	0.0744	0.0473	0.324	6.49e-05	0.769
101	UPF2	100	65	45.2	100	100	5.6	63.5	45.2	100	99	49.2	70.2	0.167	0.167	0.379	0.706	0.333	0.002	0.308	0.0964	0.324	6.52e-05	0
102	TAF15	100	100	8.1	100	100	45.7	64.5	36.5	100	69	49.2	70.3	0.167	0.833	0.351	0.706	0.333	0.05	0.32	0.056	0.324	6.49e-05	0
103	STAU1	100	65	8.1	43.1	100	80.7	92.4	67.5	100	44.7	81.2	71.2	0.167	0.167	0.351	0.352	0.333	0.311	0.902	0.354	0.324	6.48e-05	0.243
104	FKBP4	100	65	68	100	100	84.3	65.5	5.6	100	44.7	51.8	71.3	0.167	0.167	0.709	0.706	0.333	0.405	0.332	5.35e-05	0.324	6.48e-05	2e-04
105	DDX1	100	65	55.8	68	100	36.5	73.6	44.2	100	94.9	49.2	71.6	0.167	0.167	0.669	0.636	0.333	0.032	0.483	0.0945	0.324	6.51e-05	0
106	SSRP1	100	65	68	100	100	68.5	55.8	15.2	100	44.7	70.6	71.6	0.167	0.167	0.709	0.706	0.333	0.195	0.242	0.0012	0.324	6.48e-05	0.0346
107	HNRNPU	100	65	100	28.9	100	38.6	53.8	82.2	100	44.7	77.2	71.9	0.167	0.167	1	0	0.333	0.035	0.214	0.642	0.324	6.48e-05	0.0784
108	QKI	100	75.1	55.8	64	100	65.5	44.7	91.4	100	44.7	49.2	71.9	0.167	0.5	0.669	0.634	0.333	0.154	0.131	0.835	0.324	6.48e-05	0
109	RBM34	100	100	60.4	31.5	100	15.7	91.4	97.5	100	44.7	49.2	71.9	0.167	0.833	0.694	0.282	0.333	0.00699	0.852	0.965	0.324	6.48e-05	0
110	DDX55	100	65	68	43.1	100	92.4	75.6	34.5	100	69	49.2	72.5	0.167	0.167	0.709	0.352	0.333	0.659	0.496	0.0357	0.324	6.49e-05	0
111	AARS	100	65	68	100	100	74.1	52.8	22.8	100	69	49.2	72.8	0.167	0.167	0.709	0.706	0.333	0.24	0.207	0.00474	0.324	6.49e-05	0
112	HNRNPK	100	65	68	100	100	82.7	56.9	35	100	44.7	49.2	72.9	0.167	0.167	0.709	0.706	0.333	0.342	0.245	0.0388	0.324	6.48e-05	0
113	GTF2F1	100	75.1	100	28.9	100	14.7	64	74.6	100	94.9	49.2	72.9	0.167	0.5	1	0	0.333	0.00599	0.314	0.523	0.324	6.51e-05	0
114	PCBP1	100	65	68	43.1	100	98	80.7	53.3	100	44.7	49.2	72.9	0.167	0.167	0.709	0.352	0.333	0.83	0.633	0.184	0.324	6.48e-05	0
115	SND1	100	75.1	68	43.1	100	98.5	78.2	46.7	100	44.7	49.2	73.1	0.167	0.5	0.709	0.352	0.333	0.855	0.552	0.103	0.324	6.48e-05	0
116	AUH	100	100	55.8	100	100	49.7	26.9	54.3	100	69	49.2	73.2	0.167	0.833	0.669	0.706	0.333	0.0729	0.0187	0.189	0.324	6.49e-05	0
117	EIF4G1	100	65	46.7	100	100	56.3	68	51.3	100	69	49.2	73.2	0.167	0.167	0.657	0.706	0.333	0.0979	0.406	0.141	0.324	6.49e-05	0
118	CNOT7	100	65	100	64	100	67	51.3	66	100	44.7	51.8	73.6	0.167	0.167	1	0.634	0.333	0.168	0.177	0.349	0.324	6.48e-05	2e-04
119	SUPV3L1	100	65	100	100	100	36.5	27.9	50.3	100	44.7	87.3	73.8	0.167	0.167	1	0.706	0.333	0.032	0.022	0.134	0.324	6.48e-05	0.484
120	KIF1C	100	65	41.6	100	100	57.4	57.9	45.7	100	44.7	99.5	73.8	0.167	0.167	0.366	0.706	0.333	0.104	0.254	0.101	0.324	6.48e-05	0.902
121	TIA1	100	100	100	64	100	61.9	31	80.7	100	8.1	68	74	0.167	0.833	1	0.634	0.333	0.119	0.0394	0.606	0.324	6.47e-05	0.0232
122	FASTKD2	100	65	60.4	28.9	100	74.6	74.1	92.4	100	69	49.2	74	0.167	0.167	0.694	0	0.333	0.245	0.486	0.852	0.324	6.49e-05	0
123	RBM39	100	65	8.1	100	100	50.8	94.4	100	100	44.7	55.8	74.4	0.167	0.167	0.351	0.706	0.333	0.0759	0.913	0.998	0.324	6.48e-05	0.002
124	EIF2S1	100	100	100	64	100	65	40.6	90.4	100	8.1	55.3	74.9	0.167	0.833	1	0.634	0.333	0.144	0.0971	0.82	0.324	6.47e-05	0.0018
125	DDX3X	100	65	100	64	100	66.5	42.1	69	100	69	49.2	75	0.167	0.167	1	0.634	0.333	0.165	0.105	0.387	0.324	6.49e-05	0
126	UTP18	100	100	55.8	64	100	46.2	46.7	51.8	100	69	94.9	75.3	0.167	0.833	0.669	0.634	0.333	0.0519	0.147	0.146	0.324	6.49e-05	0.758
127	U2AF1	100	65	55.8	68	100	58.4	60.4	67.5	100	94.9	60.4	75.5	0.167	0.167	0.669	0.636	0.333	0.106	0.277	0.354	0.324	6.51e-05	0.005
128	NSUN2	100	65	100	100	100	52.8	29.9	52.8	100	44.7	86.8	75.6	0.167	0.167	1	0.706	0.333	0.0819	0.0295	0.166	0.324	6.48e-05	0.482
129	LARP4	100	65	100	100	100	75.6	48.2	26.4	100	69	49.2	75.8	0.167	0.167	1	0.706	0.333	0.261	0.155	0.0114	0.324	6.49e-05	0
130	DHX30	100	75.1	61.9	100	100	29.9	87.8	85.8	100	44.7	49.2	75.9	0.167	0.5	0.699	0.706	0.333	0.024	0.752	0.718	0.324	6.48e-05	0
131	MSI2	100	65	100	100	100	41.6	33.5	41.1	100	69	84.3	75.9	0.167	0.167	1	0.706	0.333	0.041	0.0573	0.0859	0.324	6.49e-05	0.323
132	TARDBP	100	100	100	64	100	61.4	38.1	78.2	100	44.7	49.2	76	0.167	0.833	1	0.634	0.333	0.117	0.0793	0.559	0.324	6.48e-05	0
133	RBM15	100	65	100	64	100	59.4	38.6	71.6	100	44.7	100	76.6	0.167	0.167	1	0.634	0.333	0.108	0.0842	0.436	0.324	6.48e-05	0.903
134	RTF1	100	65	41.6	100	100	80.2	87.3	50.8	100	69	49.2	76.6	0.167	0.167	0.366	0.706	0.333	0.305	0.751	0.135	0.324	6.49e-05	0
135	BUD13	100	65	55.8	68	100	25.4	82.2	83.2	100	69	95.9	76.8	0.167	0.167	0.669	0.636	0.333	0.017	0.655	0.663	0.324	6.49e-05	0.763
136	TROVE2	100	75.1	100	100	100	52.8	21.8	59.9	100	44.7	92.4	77	0.167	0.5	1	0.706	0.333	0.0819	0.00801	0.24	0.324	6.48e-05	0.738
137	TIAL1	100	65	100	100	100	53.3	27.4	25.9	100	86.8	88.8	77	0.167	0.167	1	0.706	0.333	0.0839	0.02	0.011	0.324	6.5e-05	0.507
138	RCC2	100	65	55.8	100	100	60.4	56.3	91.9	100	69	49.2	77.1	0.167	0.167	0.669	0.706	0.333	0.115	0.243	0.851	0.324	6.49e-05	0
139	NAA15	100	75.1	100	43.1	100	89.8	58.4	88.8	100	44.7	49.2	77.2	0.167	0.5	1	0.352	0.333	0.56	0.257	0.785	0.324	6.48e-05	0
140	ZC3H8	100	75.1	100	64	100	62.4	49.2	70.6	100	44.7	85.8	77.4	0.167	0.5	1	0.634	0.333	0.121	0.159	0.398	0.324	6.48e-05	0.429
141	NCBP2	100	65	68	100	100	87.8	83.2	29.4	100	69	49.2	77.4	0.167	0.167	0.709	0.706	0.333	0.508	0.658	0.017	0.324	6.49e-05	0
142	ADAR	100	65	61.9	28.9	100	99.5	85.3	61.9	100	100	49.2	77.4	0.167	0.167	0.699	0	0.333	0.925	0.731	0.267	0.324	6.53e-05	0
143	EWSR1	100	65	100	64	100	77.7	85.8	66.5	100	44.7	49.2	77.5	0.167	0.167	1	0.634	0.333	0.273	0.732	0.352	0.324	6.48e-05	0
144	DDX6	100	65	100	100	100	59.9	44.2	64.5	100	69	52.8	77.8	0.167	0.167	1	0.706	0.333	0.111	0.124	0.285	0.324	6.49e-05	6e-04
145	PPIG	100	100	100	64	100	70.1	41.6	93.9	100	8.1	78.7	77.8	0.167	0.833	1	0.634	0.333	0.213	0.104	0.911	0.324	6.47e-05	0.103
146	DDX28	100	75.1	100	31.5	100	73.6	69	90.9	100	69	49.2	78	0.167	0.5	1	0.282	0.333	0.232	0.424	0.833	0.324	6.49e-05	0
147	SF3A3	100	75.1	100	100	100	76.1	79.2	73.6	100	8.1	49.2	78.3	0.167	0.5	1	0.706	0.333	0.271	0.621	0.495	0.324	6.47e-05	0
