GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
18	EIF4A3	100	58.4	6.6	27.4	100	6.6	54.3	42.1	100	97.5	59.9	59.3	0.167	0.167	0.363	0	0.333	0.013	0.183	0.18	0.324	0.0218	0.0046
19	SUGP2	100	58.4	56.3	61.9	100	29.4	3	1	100	97.5	49.2	59.7	0.167	0.167	0.657	0.352	0.333	0.105	2.9e-09	3.68e-05	0.324	0.0218	0
20	GPKOW	100	58.4	18.8	61.9	100	36.5	17.3	18.8	100	97.5	49.2	59.9	0.167	0.167	0.366	0.352	0.333	0.137	0.00486	0.0469	0.324	0.0218	0
21	PPIL4	100	58.4	18.8	27.4	100	0.5	55.8	52.3	100	97.5	49.2	60	0.167	0.167	0.366	0	0.333	0.003	0.213	0.307	0.324	0.0218	0
22	CIRBP	100	58.4	28.4	27.4	100	8.1	36	54.8	100	97.5	49.2	60	0.167	0.167	0.379	0	0.333	0.017	0.0641	0.322	0.324	0.0218	0
23	SND1	100	58.4	56.3	61.9	100	28.4	3.6	4.6	100	97.5	49.2	60	0.167	0.167	0.657	0.352	0.333	0.0989	3.21e-07	0.00184	0.324	0.0218	0
24	XPO5	100	58.4	56.3	61.9	100	25.9	4.6	7.1	100	97.5	49.2	60.1	0.167	0.167	0.657	0.352	0.333	0.0859	2.88e-06	0.0061	0.324	0.0218	0
25	NCBP2	100	58.4	56.3	61.9	100	28.9	5.6	3.6	100	97.5	49.2	60.1	0.167	0.167	0.657	0.352	0.333	0.102	8.96e-06	0.000525	0.324	0.0218	0
26	SNRNP200	100	58.4	18.8	27.4	100	3	41.6	41.1	100	97.5	74.6	60.2	0.167	0.167	0.366	0	0.333	0.00699	0.0884	0.166	0.324	0.0218	0.0464
27	PCBP2	100	58.4	18.8	27.4	100	16.2	37.1	60.9	100	97.5	49.2	60.5	0.167	0.167	0.366	0	0.333	0.043	0.0646	0.407	0.324	0.0218	0
28	METAP2	100	58.4	56.3	61.9	100	30.5	6.1	8.6	100	97.5	49.2	60.8	0.167	0.167	0.657	0.352	0.333	0.107	3.8e-05	0.0122	0.324	0.0218	0
29	RPS19	100	58.4	28.4	27.4	100	5.6	35	45.2	100	97.5	71.1	60.8	0.167	0.167	0.379	0	0.333	0.011	0.0617	0.205	0.324	0.0218	0.03
30	AKAP1	100	58.4	28.4	27.4	100	4.6	50.3	53.3	100	97.5	49.2	60.8	0.167	0.167	0.379	0	0.333	0.00999	0.169	0.315	0.324	0.0218	0
31	DDX47	100	58.4	28.4	27.4	100	9.6	22.3	50.3	100	97.5	79.7	61.2	0.167	0.167	0.379	0	0.333	0.02	0.0109	0.261	0.324	0.0218	0.195
32	SUCLG1	100	73.6	18.8	27.4	100	27.4	15.2	21.8	100	97.5	92.4	61.3	0.167	0.5	0.366	0	0.333	0.0929	0.00305	0.0595	0.324	0.0218	0.722
33	FAM120A	100	73.6	56.3	61.9	100	35	1.5	0.5	100	97.5	49.2	61.4	0.167	0.5	0.657	0.352	0.333	0.129	1.53e-11	1.24e-05	0.324	0.0218	0
34	QKI	100	58.4	56.3	61.9	100	40.1	7.1	9.1	100	97.5	49.2	61.8	0.167	0.167	0.657	0.352	0.333	0.15	6.77e-05	0.0134	0.324	0.0218	0
35	ZRANB2	100	73.6	6.6	27.4	100	8.1	48.2	71.1	100	97.5	49.2	62	0.167	0.5	0.363	0	0.333	0.017	0.16	0.593	0.324	0.0218	0
36	SAFB2	100	58.4	28.4	27.4	100	21.3	25.9	69.5	100	97.5	56.3	62.3	0.167	0.167	0.379	0	0.333	0.0689	0.0199	0.56	0.324	0.0218	0.0014
37	ILF2	100	58.4	56.3	61.9	100	45.2	12.7	5.1	100	97.5	49.2	62.4	0.167	0.167	0.657	0.352	0.333	0.174	0.000935	0.00387	0.324	0.0218	0
38	PUM1	100	58.4	56.3	61.9	100	23.4	8.1	8.1	100	97.5	74.1	62.5	0.167	0.167	0.657	0.352	0.333	0.0739	0.000141	0.00882	0.324	0.0218	0.0364
39	ABCF1	100	58.4	18.8	27.4	100	4.1	74.6	53.8	100	97.5	56.9	62.9	0.167	0.167	0.366	0	0.333	0.00899	0.528	0.319	0.324	0.0218	0.0024
40	DAZAP1	100	58.4	56.3	61.9	100	39.6	18.3	11.2	100	97.5	49.2	62.9	0.167	0.167	0.657	0.352	0.333	0.147	0.00555	0.0204	0.324	0.0218	0
41	FKBP4	100	58.4	56.3	61.9	100	53.8	7.6	9.6	100	97.5	49.2	63.1	0.167	0.167	0.657	0.352	0.333	0.203	7.67e-05	0.016	0.324	0.0218	0
42	ADAR	100	58.4	2	27.4	100	16.8	45.2	98.5	100	100	49.2	63.4	0.167	0.167	0.351	0	0.333	0.045	0.129	0.977	0.324	0.0219	0
43	DDX28	100	58.4	28.4	61.9	100	43.7	27.9	32.5	100	97.5	49.2	63.6	0.167	0.167	0.379	0.352	0.333	0.166	0.0293	0.117	0.324	0.0218	0
44	RPS3A	100	58.4	56.3	61.9	100	32.5	31	13.7	100	97.5	49.2	63.7	0.167	0.167	0.657	0.352	0.333	0.118	0.0428	0.0335	0.324	0.0218	0
45	RAVER1	100	58.4	2	32.5	100	55.8	53.3	52.8	100	97.5	49.2	63.8	0.167	0.167	0.351	0.282	0.333	0.21	0.18	0.31	0.324	0.0218	0
46	DDX55	100	73.6	56.3	61.9	100	36	16.8	12.7	100	97.5	49.2	64	0.167	0.5	0.657	0.352	0.333	0.133	0.00473	0.027	0.324	0.0218	0
47	RBM17	100	58.4	2	27.4	100	15.2	39.1	67	100	97.5	98	64.1	0.167	0.167	0.351	0	0.333	0.039	0.0686	0.482	0.324	0.0218	0.87
48	PPIG	100	58.4	56.3	61.9	100	34	12.2	7.6	100	97.5	78.2	64.2	0.167	0.167	0.657	0.352	0.333	0.125	0.000873	0.00713	0.324	0.0218	0.086
49	LIN28B	100	73.6	56.3	61.9	100	41.1	11.2	16.2	100	97.5	49.2	64.3	0.167	0.5	0.657	0.352	0.333	0.151	0.000686	0.0375	0.324	0.0218	0
50	APOBEC3C	100	58.4	18.8	27.4	100	5.6	40.1	80.2	100	97.5	79.2	64.3	0.167	0.167	0.366	0	0.333	0.011	0.0767	0.697	0.324	0.0218	0.117
51	PABPC1	100	58.4	28.4	32.5	100	6.6	76.6	58.9	100	97.5	49.2	64.4	0.167	0.167	0.379	0.282	0.333	0.013	0.562	0.371	0.324	0.0218	0
52	RBM25	100	100	56.3	61.9	100	26.9	11.7	6.6	100	97.5	49.2	64.6	0.167	0.833	0.657	0.352	0.333	0.0899	0.000745	0.00554	0.324	0.0218	0
53	KIF1C	100	58.4	56.3	27.4	100	17.8	19.3	35.5	100	97.5	99.5	64.7	0.167	0.167	0.657	0	0.333	0.05	0.00606	0.13	0.324	0.0218	0.9
54	AARS	100	58.4	56.3	61.9	100	33	13.2	43.7	100	97.5	49.2	64.8	0.167	0.167	0.657	0.352	0.333	0.122	0.00149	0.19	0.324	0.0218	0
55	TRA2A	100	100	56.3	61.9	100	34.5	10.7	6.1	100	97.5	49.2	65.1	0.167	0.833	0.657	0.352	0.333	0.126	0.000651	0.00523	0.324	0.0218	0
56	EIF2S1	100	58.4	56.3	61.9	100	48.2	25.4	14.7	100	97.5	56.3	65.3	0.167	0.167	0.657	0.352	0.333	0.186	0.0192	0.0368	0.324	0.0218	0.0014
57	RBM22	100	58.4	18.8	27.4	100	60.9	64	47.2	100	97.5	49.2	65.8	0.167	0.167	0.366	0	0.333	0.256	0.304	0.221	0.324	0.0218	0
58	HNRNPU	100	58.4	18.8	61.9	100	46.7	33.5	29.9	100	97.5	77.2	65.8	0.167	0.167	0.366	0.352	0.333	0.18	0.0575	0.111	0.324	0.0218	0.067
59	SF1	100	58.4	69	27.4	100	18.3	67.5	38.6	100	97.5	49.2	66	0.167	0.167	0.699	0	0.333	0.0509	0.376	0.143	0.324	0.0218	0
60	SART3	100	73.6	18.8	27.4	100	3	62.4	93.9	100	97.5	49.2	66	0.167	0.5	0.366	0	0.333	0.00699	0.276	0.938	0.324	0.0218	0
61	TARDBP	100	73.6	56.3	61.9	100	51.3	20.8	15.7	100	97.5	49.2	66	0.167	0.5	0.657	0.352	0.333	0.193	0.00859	0.0371	0.324	0.0218	0
62	TFIP11	100	58.4	28.4	27.4	100	65.5	48.7	56.9	100	97.5	49.2	66.5	0.167	0.167	0.379	0	0.333	0.294	0.164	0.348	0.324	0.0218	0
63	CNOT7	100	58.4	18.8	61.9	100	60.4	34	48.7	100	97.5	53.8	66.7	0.167	0.167	0.366	0.352	0.333	0.254	0.0604	0.238	0.324	0.0218	6e-04
64	TROVE2	100	73.6	18.8	61.9	100	37.6	24.4	24.9	100	97.5	97	66.9	0.167	0.5	0.366	0.352	0.333	0.145	0.0153	0.0698	0.324	0.0218	0.762
65	NUFIP2	100	58.4	75.1	27.4	100	15.7	60.4	51.8	100	97.5	49.2	66.9	0.167	0.167	0.709	0	0.333	0.04	0.264	0.297	0.324	0.0218	0
66	TRIM56	100	100	56.3	61.9	100	31	9.1	17.3	100	97.5	66	67.2	0.167	0.833	0.657	0.352	0.333	0.113	0.000271	0.0394	0.324	0.0218	0.0138
67	PNPT1	100	58.4	6.6	27.4	100	10.7	73.1	79.2	100	97.5	89.8	67.5	0.167	0.167	0.363	0	0.333	0.021	0.492	0.682	0.324	0.0218	0.656
68	CPSF6	100	100	56.3	61.9	100	49.2	19.8	10.7	100	97.5	49.2	67.7	0.167	0.833	0.657	0.352	0.333	0.187	0.00638	0.0199	0.324	0.0218	0
69	HNRNPA1	100	58.4	2	27.4	100	19.8	53.8	97.5	100	97.5	88.8	67.7	0.167	0.167	0.351	0	0.333	0.0599	0.182	0.969	0.324	0.0218	0.495
70	U2AF1	100	73.6	56.3	61.9	100	49.2	32.5	22.3	100	97.5	56.3	68.2	0.167	0.5	0.657	0.352	0.333	0.187	0.0471	0.0596	0.324	0.0218	0.0014
71	EIF3G	100	58.4	56.3	27.4	100	50.3	26.4	63.5	100	97.5	72.1	68.3	0.167	0.167	0.657	0	0.333	0.188	0.0209	0.446	0.324	0.0218	0.0328
72	STAU1	100	58.4	56.3	27.4	100	23.4	57.9	50.8	100	97.5	81.2	68.4	0.167	0.167	0.657	0	0.333	0.0739	0.228	0.295	0.324	0.0218	0.236
73	KRR1	100	73.6	69	61.9	100	8.6	58.4	36	100	97.5	49.2	68.6	0.167	0.5	0.699	0.352	0.333	0.019	0.23	0.131	0.324	0.0218	0
74	HNRNPM	100	58.4	56.3	61.9	100	39.6	46.7	28.4	100	100	64.5	68.7	0.167	0.167	0.657	0.352	0.333	0.147	0.152	0.098	0.324	0.0219	0.0106
75	CSTF2T	100	73.6	56.3	61.9	100	61.9	23.9	33.5	100	97.5	49.2	68.9	0.167	0.5	0.657	0.352	0.333	0.259	0.0145	0.119	0.324	0.0218	0
76	CPSF7	100	58.4	56.3	61.9	100	38.6	51.8	41.6	100	100	49.2	68.9	0.167	0.167	0.657	0.352	0.333	0.146	0.173	0.171	0.324	0.0219	0
77	RECQL	100	73.6	66.5	61.9	100	59.4	14.2	36.5	100	97.5	49.2	69	0.167	0.5	0.68	0.352	0.333	0.236	0.00208	0.132	0.324	0.0218	0
78	KHSRP	100	100	56.3	80.2	100	45.7	21.3	11.7	100	97.5	49.2	69.3	0.167	0.833	0.657	0.634	0.333	0.178	0.01	0.0228	0.324	0.0218	0
79	PES1	100	100	60.4	82.7	100	20.8	40.6	14.2	100	97.5	49.2	69.6	0.167	0.833	0.679	0.636	0.333	0.0669	0.0778	0.0343	0.324	0.0218	0
80	EWSR1	100	100	56.3	61.9	100	42.1	29.9	28.9	100	97.5	49.2	69.6	0.167	0.833	0.657	0.352	0.333	0.152	0.0331	0.105	0.324	0.0218	0
81	HSPD1	100	58.4	18.8	27.4	100	9.6	84.3	89.8	100	97.5	83.8	70	0.167	0.167	0.366	0	0.333	0.02	0.754	0.852	0.324	0.0218	0.274
82	SUPT6H	100	58.4	56.3	61.9	100	36	30.5	32.5	100	97.5	96.4	70	0.167	0.167	0.657	0.352	0.333	0.133	0.036	0.117	0.324	0.0218	0.761
83	STIP1	100	73.6	75.1	32.5	100	10.7	41.1	90.4	100	97.5	49.2	70	0.167	0.5	0.709	0.282	0.333	0.021	0.0782	0.866	0.324	0.0218	0
84	G3BP2	100	58.4	66.5	61.9	100	50.3	16.2	72.1	100	97.5	49.2	70.2	0.167	0.167	0.68	0.352	0.333	0.188	0.00352	0.61	0.324	0.0218	0
85	FUBP3	100	100	56.3	80.2	100	14.2	47.7	29.4	100	97.5	49.2	70.4	0.167	0.833	0.657	0.634	0.333	0.035	0.155	0.106	0.324	0.0218	0
86	XRCC6	100	58.4	6.6	27.4	100	78.7	73.6	78.2	100	97.5	57.4	70.7	0.167	0.167	0.363	0	0.333	0.483	0.515	0.676	0.324	0.0218	0.0026
87	DNAJC2	100	100	100	80.2	100	42.6	5.1	5.6	100	97.5	49.2	70.9	0.167	0.833	1	0.634	0.333	0.159	5.1e-06	0.00394	0.324	0.0218	0
88	PSIP1	100	100	66.5	61.9	100	54.8	23.4	15.2	100	97.5	61.9	71	0.167	0.833	0.68	0.352	0.333	0.209	0.0131	0.0369	0.324	0.0218	0.0056
89	SBDS	100	100	56.3	80.2	100	52.3	15.7	27.4	100	97.5	52.8	71.1	0.167	0.833	0.657	0.634	0.333	0.199	0.00322	0.0942	0.324	0.0218	4e-04
90	BOP1	100	58.4	6.6	32.5	100	38.6	93.4	95.9	100	97.5	59.4	71.1	0.167	0.167	0.363	0.282	0.333	0.146	0.905	0.955	0.324	0.0218	0.0044
91	ILF3	100	58.4	56.3	61.9	100	71.6	49.7	40.6	100	97.5	49.2	71.4	0.167	0.167	0.657	0.352	0.333	0.357	0.167	0.16	0.324	0.0218	0
92	MATR3	100	58.4	56.3	88.8	100	62.9	42.6	37.1	100	97.5	49.2	72.1	0.167	0.167	0.657	0.704	0.333	0.266	0.101	0.136	0.324	0.0218	0
93	ASCC1	100	58.4	57.9	61.9	100	25.9	60.9	81.7	100	97.5	49.2	72.1	0.167	0.167	0.669	0.352	0.333	0.0859	0.274	0.713	0.324	0.0218	0
94	FTO	100	58.4	75.1	32.5	100	68.5	68	40.6	100	97.5	52.8	72.1	0.167	0.167	0.709	0.282	0.333	0.316	0.393	0.16	0.324	0.0218	4e-04
95	RTF1	100	58.4	66.5	61.9	100	56.9	45.7	59.9	100	97.5	49.2	72.4	0.167	0.167	0.68	0.352	0.333	0.217	0.131	0.388	0.324	0.0218	0
96	RCC2	100	100	66.5	61.9	100	67	31.5	20.8	100	97.5	51.3	72.4	0.167	0.833	0.68	0.352	0.333	0.303	0.0434	0.0549	0.324	0.0218	2e-04
97	RBFOX2	100	100	66.5	88.8	100	32.5	22.8	39.1	100	97.5	49.2	72.4	0.167	0.833	0.68	0.704	0.333	0.118	0.0115	0.144	0.324	0.0218	0
98	NELFE	100	58.4	6.6	27.4	100	91.4	86.3	82.7	100	97.5	49.2	72.7	0.167	0.167	0.363	0	0.333	0.679	0.776	0.732	0.324	0.0218	0
99	MAGOH	100	58.4	69	32.5	100	11.7	92.4	90.9	100	97.5	49.2	72.9	0.167	0.167	0.699	0.282	0.333	0.027	0.878	0.892	0.324	0.0218	0
100	FUS	100	58.4	60.4	27.4	100	33.5	90.9	84.8	100	97.5	49.2	72.9	0.167	0.167	0.679	0	0.333	0.124	0.867	0.766	0.324	0.0218	0
101	EIF4G2	100	58.4	18.8	27.4	100	62.9	70.1	73.6	100	97.5	98.5	73.4	0.167	0.167	0.366	0	0.333	0.266	0.429	0.621	0.324	0.0218	0.89
102	HNRNPAB	100	58.4	28.4	27.4	100	99	80.7	59.4	100	97.5	59.4	73.7	0.167	0.167	0.379	0	0.333	0.977	0.642	0.384	0.324	0.0218	0.0044
103	PABPC4	100	58.4	100	80.2	100	67	28.4	31	100	97.5	49.2	73.8	0.167	0.167	1	0.634	0.333	0.303	0.0303	0.114	0.324	0.0218	0
104	NUSAP1	100	100	56.3	88.8	100	56.3	28.9	37.6	100	97.5	49.2	74.1	0.167	0.833	0.657	0.704	0.333	0.215	0.0305	0.141	0.324	0.0218	0
105	EIF4G1	100	58.4	56.3	61.9	100	51.8	84.8	55.3	100	97.5	49.2	74.1	0.167	0.167	0.657	0.352	0.333	0.196	0.759	0.326	0.324	0.0218	0
106	UTP3	100	58.4	28.4	27.4	100	43.1	88.8	76.6	100	97.5	95.4	74.2	0.167	0.167	0.379	0	0.333	0.162	0.842	0.663	0.324	0.0218	0.749
107	TIA1	100	100	56.3	80.2	100	69.5	27.4	16.8	100	97.5	68.5	74.2	0.167	0.833	0.657	0.634	0.333	0.337	0.0246	0.0386	0.324	0.0218	0.0236
108	SFPQ	100	58.4	56.3	61.9	100	74.1	43.7	61.4	100	97.5	65	74.4	0.167	0.167	0.657	0.352	0.333	0.391	0.119	0.41	0.324	0.0218	0.0124
109	DDX1	100	58.4	28.4	82.7	100	23.9	94.9	85.8	100	97.5	49.2	74.6	0.167	0.167	0.379	0.636	0.333	0.0759	0.92	0.776	0.324	0.0218	0
110	RBM34	100	100	100	61.9	100	37.1	52.8	24.4	100	97.5	49.2	74.8	0.167	0.833	1	0.352	0.333	0.144	0.179	0.0684	0.324	0.0218	0
111	NONO	100	58.4	56.3	80.2	100	81.7	62.9	38.1	100	97.5	49.2	74.9	0.167	0.167	0.657	0.634	0.333	0.529	0.3	0.142	0.324	0.0218	0
112	HNRNPA2B1	100	58.4	75.1	27.4	100	42.1	67	65	100	97.5	93.9	75.1	0.167	0.167	0.709	0	0.333	0.152	0.375	0.459	0.324	0.0218	0.737
113	EFTUD2	100	58.4	56.3	61.9	100	76.1	64	49.2	100	97.5	64	75.2	0.167	0.167	0.657	0.352	0.333	0.435	0.304	0.244	0.324	0.0218	0.01
114	SSRP1	100	58.4	100	80.2	100	64	36.5	22.8	100	97.5	70.6	75.4	0.167	0.167	1	0.634	0.333	0.28	0.0645	0.061	0.324	0.0218	0.0296
115	GEMIN5	100	73.6	100	80.2	100	63.5	38.6	27.9	100	97.5	49.2	75.5	0.167	0.5	1	0.634	0.333	0.273	0.0672	0.0969	0.324	0.0218	0
116	TIAL1	100	58.4	56.3	61.9	100	64.5	42.1	62.4	100	97.5	88.3	75.6	0.167	0.167	0.657	0.352	0.333	0.289	0.0946	0.424	0.324	0.0218	0.491
117	PUM2	100	58.4	66.5	61.9	100	53.8	43.1	62.9	100	97.5	90.9	75.9	0.167	0.167	0.68	0.352	0.333	0.203	0.107	0.428	0.324	0.0218	0.685
118	SUB1	100	100	56.3	80.2	100	66	24.9	21.3	100	97.5	90.4	76	0.167	0.833	0.657	0.634	0.333	0.302	0.0191	0.0555	0.324	0.0218	0.667
119	MSI2	100	58.4	6.6	27.4	100	95.9	78.7	88.8	100	97.5	84.3	76.1	0.167	0.167	0.363	0	0.333	0.793	0.598	0.843	0.324	0.0218	0.294
120	MTPAP	100	100	56.3	80.2	100	58.9	44.2	45.7	100	97.5	54.8	76.1	0.167	0.833	0.657	0.634	0.333	0.227	0.124	0.208	0.324	0.0218	0.0012
121	RBM15	100	58.4	100	80.2	100	48.2	34.5	19.8	100	97.5	100	76.2	0.167	0.167	1	0.634	0.333	0.186	0.0607	0.0531	0.324	0.0218	0.904
122	XRCC5	100	73.6	57.9	88.8	100	48.2	59.4	60.4	100	97.5	53.8	76.3	0.167	0.5	0.669	0.704	0.333	0.186	0.249	0.403	0.324	0.0218	6e-04
123	SRSF1	100	58.4	28.4	100	100	85.8	76.1	45.2	100	97.5	49.2	76.4	0.167	0.167	0.379	0.706	0.333	0.568	0.536	0.205	0.324	0.0218	0
124	DDX27	100	58.4	69	27.4	100	46.2	100	68	100	97.5	76.6	76.6	0.167	0.167	0.699	0	0.333	0.179	0.995	0.519	0.324	0.0218	0.066
125	UCHL5	100	58.4	56.3	65.5	100	86.3	66.5	35.5	100	97.5	78.7	76.8	0.167	0.167	0.657	0.354	0.333	0.58	0.371	0.13	0.324	0.0218	0.0896
126	DDX3X	100	73.6	56.3	80.2	100	69	44.7	72.6	100	97.5	51.3	76.8	0.167	0.5	0.657	0.634	0.333	0.334	0.128	0.617	0.324	0.0218	2e-04
127	EXOSC9	100	100	75.1	80.2	100	57.9	32	20.8	100	97.5	84.8	77.1	0.167	0.833	0.709	0.634	0.333	0.225	0.0458	0.0549	0.324	0.0218	0.318
128	HNRNPL	100	58.4	28.4	27.4	100	94.9	85.8	94.4	100	97.5	61.4	77.1	0.167	0.167	0.379	0	0.333	0.774	0.761	0.952	0.324	0.0218	0.0048
129	EEF2	100	58.4	60.4	32.5	100	84.3	82.7	84.3	100	97.5	49.2	77.2	0.167	0.167	0.679	0.282	0.333	0.546	0.732	0.764	0.324	0.0218	0
130	SF3B4	100	73.6	56.3	61.9	100	92.9	64.5	56.3	100	97.5	49.2	77.5	0.167	0.5	0.657	0.352	0.333	0.703	0.333	0.336	0.324	0.0218	0
131	NOL12	100	58.4	100	27.4	100	59.9	90.4	51.8	100	97.5	70.6	77.8	0.167	0.167	1	0	0.333	0.248	0.853	0.297	0.324	0.0218	0.0296
132	SRP68	100	100	56.3	100	100	74.6	38.1	26.9	100	97.5	69	78.4	0.167	0.833	0.657	0.706	0.333	0.393	0.0665	0.0892	0.324	0.0218	0.0242
133	RRP9	100	58.4	58.4	65.5	100	75.1	55.3	77.2	100	97.5	75.6	78.4	0.167	0.167	0.672	0.354	0.333	0.403	0.209	0.664	0.324	0.0218	0.0536
134	HLTF	100	100	100	80.2	100	54.3	20.3	18.3	100	97.5	93.4	78.5	0.167	0.833	1	0.634	0.333	0.208	0.00661	0.0462	0.324	0.0218	0.736
135	SLTM	100	58.4	75.1	80.2	100	31.5	82.2	92.4	100	97.5	49.2	78.8	0.167	0.167	0.709	0.634	0.333	0.117	0.69	0.917	0.324	0.0218	0
136	IGF2BP2	100	100	100	80.2	100	73.6	38.1	30.5	100	97.5	49.2	79	0.167	0.833	1	0.634	0.333	0.386	0.0665	0.112	0.324	0.0218	0
137	U2AF2	100	73.6	100	27.4	100	82.7	92.9	46.2	100	97.5	49.2	79	0.167	0.5	1	0	0.333	0.537	0.898	0.212	0.324	0.0218	0
138	HNRNPA0	100	58.4	66.5	82.7	100	77.2	69.5	71.6	100	97.5	49.2	79.3	0.167	0.167	0.68	0.636	0.333	0.45	0.425	0.602	0.324	0.0218	0
139	GTF2F1	100	100	75.1	100	100	19.3	78.2	54.3	100	97.5	49.2	79.4	0.167	0.833	0.709	0.706	0.333	0.0569	0.59	0.32	0.324	0.0218	0
140	GRWD1	100	58.4	6.6	82.7	100	98	79.2	96.4	100	97.5	58.4	79.7	0.167	0.167	0.363	0.636	0.333	0.858	0.611	0.965	0.324	0.0218	0.0034
141	CCAR1	100	100	100	80.2	100	70.1	39.6	42.6	100	97.5	49.2	79.9	0.167	0.833	1	0.634	0.333	0.339	0.0712	0.183	0.324	0.0218	0
142	CELF1	100	58.4	100	61.9	100	44.2	77.7	58.9	100	97.5	80.7	79.9	0.167	0.167	1	0.352	0.333	0.169	0.589	0.371	0.324	0.0218	0.235
143	DKC1	100	58.4	75.1	65.5	100	27.9	96.4	91.9	100	97.5	66.5	79.9	0.167	0.167	0.709	0.354	0.333	0.0959	0.945	0.911	0.324	0.0218	0.0174
144	UPF2	100	73.6	100	61.9	100	65	65.5	68.5	100	97.5	49.2	80.1	0.167	0.5	1	0.352	0.333	0.293	0.346	0.535	0.324	0.0218	0
145	TUFM	100	100	66.5	88.8	100	53.8	35.5	83.8	100	97.5	61.4	80.7	0.167	0.833	0.68	0.704	0.333	0.203	0.062	0.75	0.324	0.0218	0.0048
146	HNRNPC	100	58.4	100	65.5	100	41.1	58.9	74.1	100	97.5	92.9	80.8	0.167	0.167	1	0.354	0.333	0.151	0.247	0.635	0.324	0.0218	0.732
