GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
12	SUPV3L1	100	61.4	22.3	24.4	100	10.2	17.3	4.1	100	100	87.8	57	0.167	0.167	0.363	0	0.333	0.024	0.0142	0.0287	0.324	0.244	0.462
13	CPSF7	100	61.4	22.3	24.4	100	10.2	16.2	46.2	100	100	46.7	57	0.167	0.167	0.363	0	0.333	0.024	0.0107	0.321	0.324	0.244	0
14	PCBP1	100	61.4	22.3	24.4	100	26.9	13.2	35	100	100	46.7	57.3	0.167	0.167	0.363	0	0.333	0.0859	0.00697	0.21	0.324	0.244	0
15	FUS	100	61.4	6.6	24.4	100	26.4	45.2	20.8	100	100	46.7	57.4	0.167	0.167	0.351	0	0.333	0.0839	0.162	0.111	0.324	0.244	0
16	RBM17	100	61.4	22.3	24.4	100	2.5	4.6	22.3	100	100	98	57.8	0.167	0.167	0.363	0	0.333	0.002	0.000697	0.115	0.324	0.244	0.877
17	HNRNPC	100	61.4	22.3	24.4	100	8.6	20.8	7.1	100	100	91.4	57.8	0.167	0.167	0.363	0	0.333	0.021	0.0238	0.0439	0.324	0.244	0.729
18	EEF2	100	61.4	27.9	24.4	100	2.5	23.4	50.8	100	100	46.7	57.9	0.167	0.167	0.366	0	0.333	0.002	0.0328	0.362	0.324	0.244	0
19	TFIP11	100	61.4	22.3	48.2	100	32	23.9	10.7	100	100	46.7	58.7	0.167	0.167	0.363	0.354	0.333	0.11	0.0378	0.0572	0.324	0.244	0
20	UCHL5	100	61.4	22.3	36.5	100	16.8	21.3	11.2	100	100	77.2	58.8	0.167	0.167	0.363	0.352	0.333	0.048	0.0241	0.059	0.324	0.244	0.0846
21	BCLAF1	100	61.4	22.3	48.2	100	31	3	2	100	100	78.7	58.8	0.167	0.167	0.363	0.354	0.333	0.106	0.000445	0.0227	0.324	0.244	0.105
22	EIF3G	100	61.4	40.1	24.4	100	29.9	7.6	13.7	100	100	71.6	59	0.167	0.167	0.669	0	0.333	0.101	0.00301	0.0673	0.324	0.244	0.0332
23	TAF15	100	61.4	22.3	36.5	100	21.3	35.5	29.4	100	100	46.7	59.4	0.167	0.167	0.363	0.352	0.333	0.0589	0.0923	0.178	0.324	0.244	0
24	EFTUD2	100	61.4	22.3	24.4	100	24.4	29.4	32.5	100	100	66	60	0.167	0.167	0.363	0	0.333	0.0719	0.0653	0.194	0.324	0.244	0.013
25	AKAP8	100	61.4	58.4	24.4	100	16.2	7.1	0.5	100	100	93.4	60.1	0.167	0.167	0.694	0	0.333	0.047	0.00181	0.0101	0.324	0.244	0.736
26	PABPC1	100	61.4	40.1	24.4	100	7.1	53.8	28.4	100	100	46.7	60.2	0.167	0.167	0.669	0	0.333	0.015	0.241	0.168	0.324	0.244	0
27	AKAP1	100	61.4	6.6	24.4	100	1	36.5	86.8	100	100	46.7	60.3	0.167	0.167	0.351	0	0.333	0.000999	0.0933	0.786	0.324	0.244	0
28	SERBP1	100	61.4	22.3	24.4	100	18.8	33.5	56.3	100	100	46.7	60.3	0.167	0.167	0.363	0	0.333	0.0539	0.086	0.429	0.324	0.244	0
29	DDX47	100	61.4	27.9	24.4	100	43.1	14.7	15.2	100	100	79.7	60.6	0.167	0.167	0.366	0	0.333	0.184	0.00832	0.0777	0.324	0.244	0.193
30	EIF3D	100	61.4	22.3	24.4	100	17.8	38.6	39.1	100	100	66.5	60.9	0.167	0.167	0.363	0	0.333	0.049	0.113	0.248	0.324	0.244	0.0156
31	DDX24	100	61.4	6.6	48.2	100	29.4	35	14.2	100	100	78.2	61.2	0.167	0.167	0.351	0.354	0.333	0.0989	0.0879	0.0685	0.324	0.244	0.0986
32	RBM39	100	61.4	27.9	29.4	100	32.5	45.7	26.4	100	100	54.3	61.6	0.167	0.167	0.366	0.282	0.333	0.112	0.165	0.144	0.324	0.244	8e-04
33	RPS19	100	61.4	32.5	24.4	100	25.9	32.5	28.9	100	100	72.1	61.6	0.167	0.167	0.379	0	0.333	0.0809	0.0841	0.171	0.324	0.244	0.0344
34	SSB	100	61.4	32.5	24.4	100	13.7	19.3	39.6	100	100	87.3	61.7	0.167	0.167	0.379	0	0.333	0.034	0.021	0.257	0.324	0.244	0.459
35	DDX6	100	76.1	58.4	48.2	100	34.5	9.6	6.1	100	100	53.3	62.4	0.167	0.5	0.694	0.354	0.333	0.122	0.00367	0.039	0.324	0.244	6e-04
36	RRP9	100	61.4	6.6	24.4	100	4.6	25.4	89.3	100	100	74.6	62.4	0.167	0.167	0.351	0	0.333	0.00799	0.052	0.813	0.324	0.244	0.048
37	NPM1	100	76.1	22.3	64	100	23.9	44.7	17.8	100	100	46.7	63.2	0.167	0.5	0.363	0.634	0.333	0.0679	0.157	0.0973	0.324	0.244	0
38	SAFB2	100	61.4	27.9	24.4	100	6.6	51.8	68.5	100	100	55.3	63.3	0.167	0.167	0.366	0	0.333	0.012	0.228	0.531	0.324	0.244	0.0016
39	DKC1	100	61.4	6.6	24.4	100	5.6	49.2	82.7	100	100	67.5	63.4	0.167	0.167	0.351	0	0.333	0.011	0.204	0.738	0.324	0.244	0.0214
40	SSRP1	100	61.4	22.3	48.2	100	44.2	4.1	45.7	100	100	74.1	63.6	0.167	0.167	0.363	0.354	0.333	0.187	0.000694	0.319	0.324	0.244	0.0432
41	UBE2L3	100	100	6.6	69	100	12.2	33	18.3	100	100	64.5	64	0.167	0.833	0.351	0.704	0.333	0.029	0.0854	0.1	0.324	0.244	0.0096
42	SRSF5	100	61.4	58.4	48.2	100	41.6	12.2	1.5	100	100	80.7	64	0.167	0.167	0.694	0.354	0.333	0.175	0.00612	0.0218	0.324	0.244	0.226
43	AUH	100	61.4	100	36.5	100	46.2	5.6	7.6	100	100	46.7	64	0.167	0.167	1	0.352	0.333	0.211	0.00147	0.0449	0.324	0.244	0
44	UTP3	100	61.4	32.5	36.5	100	4.6	50.8	25.4	100	100	93.9	64.1	0.167	0.167	0.379	0.352	0.333	0.00799	0.213	0.137	0.324	0.244	0.737
45	CELF1	100	61.4	22.3	24.4	100	19.3	40.1	57.4	100	100	81.7	64.2	0.167	0.167	0.363	0	0.333	0.0569	0.118	0.435	0.324	0.244	0.245
46	AKAP8L	100	61.4	58.4	48.2	100	38.6	8.1	3	100	100	92.4	64.6	0.167	0.167	0.694	0.354	0.333	0.155	0.00302	0.0248	0.324	0.244	0.73
47	TROVE2	100	61.4	58.4	48.2	100	33	12.7	4.6	100	100	92.4	64.6	0.167	0.167	0.694	0.354	0.333	0.12	0.00659	0.0294	0.324	0.244	0.73
48	PUM2	100	61.4	58.4	24.4	100	24.9	34	20.3	100	100	90.4	64.9	0.167	0.167	0.694	0	0.333	0.0739	0.0864	0.105	0.324	0.244	0.648
49	EIF4A3	100	61.4	6.6	24.4	100	8.6	70.1	85.3	100	100	57.4	64.9	0.167	0.167	0.351	0	0.333	0.021	0.498	0.778	0.324	0.244	0.0024
50	HSPD1	100	61.4	58.9	36.5	100	22.8	27.9	24.4	100	100	83.2	65	0.167	0.167	0.699	0.352	0.333	0.0659	0.0611	0.121	0.324	0.244	0.271
51	RAVER1	100	61.4	32.5	48.2	100	15.7	75.1	38.1	100	100	46.7	65.3	0.167	0.167	0.379	0.354	0.333	0.044	0.542	0.237	0.324	0.244	0
52	ADAR	100	61.4	32.5	24.4	100	18.3	47.7	89.3	100	100	46.7	65.5	0.167	0.167	0.379	0	0.333	0.0519	0.184	0.813	0.324	0.244	0
53	IGF2BP2	100	76.1	58.4	48.2	100	47.7	17.8	22.8	100	100	50.3	65.6	0.167	0.5	0.694	0.354	0.333	0.219	0.0185	0.118	0.324	0.244	2e-04
54	NOL12	100	61.4	22.3	24.4	100	20.3	40.6	80.2	100	100	72.6	65.6	0.167	0.167	0.363	0	0.333	0.0579	0.123	0.684	0.324	0.244	0.0376
55	DHX30	100	76.1	40.1	24.4	100	7.6	54.8	73.6	100	100	46.7	65.8	0.167	0.5	0.669	0	0.333	0.016	0.255	0.586	0.324	0.244	0
56	KHSRP	100	61.4	58.4	100	100	39.6	6.1	12.2	100	100	46.7	65.9	0.167	0.167	0.694	0.706	0.333	0.158	0.00163	0.062	0.324	0.244	0
57	SF3A3	100	76.1	58.4	48.2	100	37.1	38.1	21.3	100	100	46.7	66	0.167	0.5	0.694	0.354	0.333	0.151	0.112	0.113	0.324	0.244	0
58	SF3B4	100	61.4	100	48.2	100	42.6	10.7	16.8	100	100	46.7	66	0.167	0.167	1	0.354	0.333	0.179	0.00403	0.089	0.324	0.244	0
59	KRR1	100	61.4	6.6	24.4	100	48.7	78.7	61.4	100	100	46.7	66.2	0.167	0.167	0.351	0	0.333	0.226	0.597	0.464	0.324	0.244	0
60	DNAJC2	100	76.1	58.4	100	100	37.1	0.5	9.6	100	100	46.7	66.2	0.167	0.5	0.694	0.706	0.333	0.151	2.77e-06	0.0522	0.324	0.244	0
61	HNRNPAB	100	61.4	27.9	24.4	100	2.5	60.4	91.4	100	100	61.4	66.3	0.167	0.167	0.366	0	0.333	0.002	0.312	0.858	0.324	0.244	0.0052
62	RBM15	100	61.4	58.4	48.2	100	34.5	22.8	5.1	100	100	100	66.4	0.167	0.167	0.694	0.354	0.333	0.122	0.0289	0.0303	0.324	0.244	0.9
63	KIF1C	100	61.4	22.3	24.4	100	31.5	24.9	68.5	100	100	99.5	66.6	0.167	0.167	0.363	0	0.333	0.108	0.0499	0.531	0.324	0.244	0.896
64	AGO1	100	100	22.3	69	100	20.3	44.2	36	100	100	46.7	67.1	0.167	0.833	0.363	0.704	0.333	0.0579	0.145	0.218	0.324	0.244	0
65	SLTM	100	100	6.6	48.2	100	3	64	71.1	100	100	46.7	67.2	0.167	0.833	0.351	0.354	0.333	0.00599	0.367	0.558	0.324	0.244	0
66	UPF2	100	61.4	6.6	24.4	100	28.9	79.7	91.9	100	100	46.7	67.2	0.167	0.167	0.351	0	0.333	0.0979	0.615	0.861	0.324	0.244	0
67	PES1	100	61.4	22.3	100	100	45.7	42.1	21.8	100	100	46.7	67.3	0.167	0.167	0.363	0.706	0.333	0.205	0.134	0.114	0.324	0.244	0
68	ILF2	100	61.4	58.4	100	100	40.1	6.6	26.9	100	100	46.7	67.3	0.167	0.167	0.694	0.706	0.333	0.163	0.00172	0.15	0.324	0.244	0
69	PUM1	100	76.1	22.3	100	100	33.5	10.2	25.9	100	100	73.6	67.4	0.167	0.5	0.363	0.706	0.333	0.121	0.00384	0.143	0.324	0.244	0.0414
70	CCAR2	100	61.4	42.6	24.4	100	37.6	66.5	64	100	100	46.7	67.6	0.167	0.167	0.672	0	0.333	0.152	0.398	0.477	0.324	0.244	0
71	SNRNP200	100	61.4	32.5	36.5	100	28.4	59.9	54.3	100	100	71.1	67.7	0.167	0.167	0.379	0.352	0.333	0.0959	0.306	0.402	0.324	0.244	0.033
72	EIF4G2	100	61.4	27.9	24.4	100	3.6	43.7	86.3	100	100	98.5	67.8	0.167	0.167	0.366	0	0.333	0.00699	0.142	0.785	0.324	0.244	0.882
73	MAGOH	100	61.4	27.9	24.4	100	27.9	68.5	97.5	100	100	46.7	68.6	0.167	0.167	0.366	0	0.333	0.0939	0.468	0.981	0.324	0.244	0
74	BOP1	100	61.4	32.5	24.4	100	27.4	70.6	77.2	100	100	61.4	68.6	0.167	0.167	0.379	0	0.333	0.0919	0.499	0.644	0.324	0.244	0.0052
75	FXR1	100	61.4	6.6	24.4	100	73.6	89.8	53.8	100	100	46.7	68.8	0.167	0.167	0.351	0	0.333	0.498	0.765	0.391	0.324	0.244	0
76	PUS1	100	61.4	58.4	24.4	100	25.4	62.4	42.6	100	100	82.2	68.8	0.167	0.167	0.694	0	0.333	0.0759	0.341	0.285	0.324	0.244	0.246
77	NELFE	100	61.4	58.4	36.5	100	69.5	56.9	30.5	100	100	46.7	69.1	0.167	0.167	0.694	0.352	0.333	0.43	0.283	0.188	0.324	0.244	0
78	HNRNPA1	100	61.4	27.9	24.4	100	11.2	47.7	98	100	100	89.3	69.1	0.167	0.167	0.366	0	0.333	0.026	0.184	0.994	0.324	0.244	0.501
79	RTF1	100	61.4	46.7	36.5	100	78.2	55.3	41.1	100	100	46.7	69.6	0.167	0.167	0.68	0.352	0.333	0.544	0.262	0.272	0.324	0.244	0
80	SF1	100	61.4	32.5	64	100	35	62.9	65	100	100	46.7	69.8	0.167	0.167	0.379	0.634	0.333	0.137	0.363	0.496	0.324	0.244	0
81	RCC2	100	100	40.1	100	100	43.7	22.3	15.7	100	100	46.7	69.9	0.167	0.833	0.669	0.706	0.333	0.185	0.0251	0.0816	0.324	0.244	0
82	QKI	100	61.4	100	100	100	47.2	5.1	10.2	100	100	46.7	70.1	0.167	0.167	1	0.706	0.333	0.216	0.00113	0.0541	0.324	0.244	0
83	EIF2S2	100	61.4	100	48.2	100	30.5	19.8	14.7	100	100	99	70.3	0.167	0.167	1	0.354	0.333	0.102	0.0213	0.0733	0.324	0.244	0.887
84	APOBEC3C	100	61.4	27.9	29.4	100	21.3	57.9	96.4	100	100	79.2	70.3	0.167	0.167	0.366	0.282	0.333	0.0589	0.292	0.959	0.324	0.244	0.106
85	BUD13	100	76.1	45.2	29.4	100	59.4	41.6	29.9	100	100	92.9	70.4	0.167	0.5	0.679	0.282	0.333	0.306	0.131	0.182	0.324	0.244	0.733
86	FKBP4	100	76.1	100	100	100	41.1	1	12.7	100	100	46.7	70.7	0.167	0.5	1	0.706	0.333	0.171	4.97e-06	0.0644	0.324	0.244	0
87	UPF1	100	76.1	40.1	100	100	47.2	26.9	24.9	100	100	63.5	70.8	0.167	0.5	0.669	0.706	0.333	0.216	0.0584	0.127	0.324	0.244	0.0084
88	GEMIN5	100	76.1	34.5	48.2	100	50.8	71.1	55.3	100	100	46.7	71.2	0.167	0.5	0.657	0.354	0.333	0.245	0.501	0.418	0.324	0.244	0
89	DDX27	100	61.4	6.6	24.4	100	35.5	88.3	95.9	100	100	76.6	71.7	0.167	0.167	0.351	0	0.333	0.139	0.714	0.957	0.324	0.244	0.0788
90	DDX52	100	100	22.3	100	100	9.1	60.9	51.3	100	100	46.7	71.9	0.167	0.833	0.363	0.706	0.333	0.022	0.315	0.364	0.324	0.244	0
91	TRIM56	100	61.4	100	48.2	100	56.3	31.5	27.9	100	100	65.5	71.9	0.167	0.167	1	0.354	0.333	0.284	0.0784	0.156	0.324	0.244	0.011
92	SUPT6H	100	61.4	22.3	100	100	36	15.7	62.4	100	100	97	72.3	0.167	0.167	0.363	0.706	0.333	0.141	0.0105	0.468	0.324	0.244	0.758
93	XRCC6	100	61.4	45.2	24.4	100	79.2	80.2	48.2	100	100	58.4	72.5	0.167	0.167	0.679	0	0.333	0.564	0.627	0.342	0.324	0.244	0.003
94	HLTF	100	61.4	42.6	48.2	100	69	48.2	34.5	100	100	95.9	72.7	0.167	0.167	0.672	0.354	0.333	0.424	0.188	0.208	0.324	0.244	0.747
95	ZC3H8	100	61.4	58.4	67	100	38.1	49.7	40.6	100	100	85.3	72.8	0.167	0.167	0.694	0.636	0.333	0.154	0.206	0.269	0.324	0.244	0.39
96	TUFM	100	100	58.4	100	100	40.6	32	11.7	100	100	58.9	72.9	0.167	0.833	0.694	0.706	0.333	0.167	0.0822	0.0602	0.324	0.244	0.0032
97	SART3	100	61.4	100	36.5	100	23.9	66	67	100	100	46.7	72.9	0.167	0.167	1	0.352	0.333	0.0679	0.397	0.525	0.324	0.244	0
98	NSUN2	100	61.4	100	48.2	100	53.3	34.5	19.3	100	100	86.8	73.1	0.167	0.167	1	0.354	0.333	0.261	0.0869	0.103	0.324	0.244	0.458
99	DNAJC21	100	61.4	34.5	36.5	100	86.8	74.1	63.5	100	100	52.8	73.6	0.167	0.167	0.657	0.352	0.333	0.712	0.536	0.473	0.324	0.244	4e-04
100	DDX1	100	76.1	40.1	64	100	64.5	65	53.3	100	100	46.7	73.6	0.167	0.5	0.669	0.634	0.333	0.389	0.381	0.386	0.324	0.244	0
101	SUGP2	100	100	100	100	100	44.7	2.5	17.3	100	100	46.7	73.7	0.167	0.833	1	0.706	0.333	0.188	4.78e-05	0.0894	0.324	0.244	0
102	ILF3	100	61.4	22.3	100	100	57.4	43.1	81.7	100	100	46.7	73.9	0.167	0.167	0.363	0.706	0.333	0.297	0.135	0.702	0.324	0.244	0
103	PARN	100	61.4	61.9	29.4	100	55.8	74.6	83.8	100	100	46.7	74	0.167	0.167	0.709	0.282	0.333	0.281	0.541	0.755	0.324	0.244	0
104	EIF4B	100	76.1	100	29.4	100	54.8	58.4	49.2	100	100	46.7	74.1	0.167	0.5	1	0.282	0.333	0.275	0.299	0.348	0.324	0.244	0
105	SND1	100	61.4	100	100	100	58.4	11.7	38.6	100	100	46.7	74.3	0.167	0.167	1	0.706	0.333	0.304	0.00542	0.238	0.324	0.244	0
106	NUSAP1	100	100	40.1	100	100	62.9	30.5	31	100	100	52.8	74.3	0.167	0.833	0.669	0.706	0.333	0.364	0.0713	0.189	0.324	0.244	4e-04
107	UTP18	100	61.4	100	67	100	39.1	41.1	13.2	100	100	95.4	74.3	0.167	0.167	1	0.636	0.333	0.156	0.127	0.0651	0.324	0.244	0.744
108	RPS10	100	61.4	34.5	24.4	100	74.1	96.4	64.5	100	100	64	74.5	0.167	0.167	0.657	0	0.333	0.5	0.926	0.495	0.324	0.244	0.009
109	ABCF1	100	61.4	61.9	64	100	62.4	55.8	60.4	100	100	55.3	74.7	0.167	0.167	0.709	0.634	0.333	0.358	0.269	0.452	0.324	0.244	0.0016
110	NONO	100	61.4	100	100	100	57.9	20.3	35.5	100	100	46.7	74.7	0.167	0.167	1	0.706	0.333	0.299	0.0237	0.216	0.324	0.244	0
111	SMNDC1	100	76.1	58.4	100	100	49.7	39.6	34.5	100	100	70.6	75.4	0.167	0.5	0.694	0.706	0.333	0.235	0.114	0.208	0.324	0.244	0.0326
112	STIP1	100	100	45.2	36.5	100	60.4	77.7	62.4	100	100	46.7	75.4	0.167	0.833	0.679	0.352	0.333	0.32	0.586	0.468	0.324	0.244	0
113	SRP68	100	100	42.6	69	100	65.5	56.3	27.4	100	100	69	75.4	0.167	0.833	0.672	0.704	0.333	0.395	0.27	0.155	0.324	0.244	0.0274
114	G3BP2	100	61.4	100	100	100	48.2	8.6	65.5	100	100	46.7	75.5	0.167	0.167	1	0.706	0.333	0.224	0.00346	0.499	0.324	0.244	0
115	AARS	100	61.4	34.5	64	100	95.9	84.3	47.2	100	100	46.7	75.8	0.167	0.167	0.657	0.634	0.333	0.923	0.669	0.326	0.324	0.244	0
116	TARDBP	100	61.4	100	100	100	58.9	28.9	44.2	100	100	46.7	76.4	0.167	0.167	1	0.706	0.333	0.305	0.0625	0.296	0.324	0.244	0
117	G3BP1	100	61.4	40.1	64	100	81.2	82.2	50.3	100	100	62.4	76.5	0.167	0.167	0.669	0.634	0.333	0.598	0.647	0.359	0.324	0.244	0.0066
118	FMR1	100	100	61.9	100	100	21.8	46.2	23.9	100	100	88.8	76.6	0.167	0.833	0.709	0.706	0.333	0.0599	0.166	0.12	0.324	0.244	0.487
119	CCAR1	100	100	100	64	100	56.9	29.9	47.7	100	100	46.7	76.8	0.167	0.833	1	0.634	0.333	0.29	0.0667	0.34	0.324	0.244	0
120	SUB1	100	76.1	100	100	100	51.8	9.6	18.8	100	100	89.8	76.9	0.167	0.5	1	0.706	0.333	0.25	0.00367	0.101	0.324	0.244	0.644
121	PPIG	100	100	100	100	100	49.2	3.6	16.2	100	100	77.7	77	0.167	0.833	1	0.706	0.333	0.227	0.000465	0.0845	0.324	0.244	0.0884
122	ATP5C1	100	61.4	27.9	100	100	71.1	68	33	100	100	86.3	77.1	0.167	0.167	0.366	0.706	0.333	0.45	0.433	0.196	0.324	0.244	0.432
123	HNRNPM	100	61.4	42.6	48.2	100	61.4	80.7	99.5	100	100	59.9	77.6	0.167	0.167	0.672	0.354	0.333	0.327	0.632	0.998	0.324	0.244	0.0038
124	DDX19B	100	61.4	61.9	64	100	88.8	85.8	51.8	100	100	46.7	78.2	0.167	0.167	0.709	0.634	0.333	0.784	0.694	0.368	0.324	0.244	0
125	ZRANB2	100	76.1	100	36.5	100	55.8	76.1	69.5	100	100	46.7	78.3	0.167	0.5	1	0.352	0.333	0.281	0.547	0.542	0.324	0.244	0
126	TBRG4	100	76.1	42.6	100	100	67	79.2	49.7	100	100	46.7	78.3	0.167	0.5	0.672	0.706	0.333	0.412	0.606	0.357	0.324	0.244	0
127	SRFBP1	100	76.1	100	100	100	59.9	16.8	33.5	100	100	75.6	78.4	0.167	0.5	1	0.706	0.333	0.314	0.0136	0.199	0.324	0.244	0.0592
128	RBM22	100	61.4	100	100	100	14.7	57.4	82.2	100	100	46.7	78.4	0.167	0.167	1	0.706	0.333	0.035	0.289	0.737	0.324	0.244	0
129	NUFIP2	100	61.4	100	29.4	100	45.2	91.9	89.8	100	100	46.7	78.6	0.167	0.167	1	0.282	0.333	0.199	0.783	0.844	0.324	0.244	0
130	GPKOW	100	61.4	100	100	100	75.6	51.3	32	100	100	46.7	78.8	0.167	0.167	1	0.706	0.333	0.512	0.217	0.192	0.324	0.244	0
131	HNRNPL	100	100	61.9	29.4	100	72.6	77.2	66	100	100	62.4	79	0.167	0.833	0.709	0.282	0.333	0.482	0.582	0.509	0.324	0.244	0.0066
132	ASCC1	100	61.4	58.4	64	100	92.9	87.8	59.4	100	100	46.7	79.1	0.167	0.167	0.694	0.634	0.333	0.885	0.713	0.443	0.324	0.244	0
133	STAU1	100	61.4	45.2	64	100	92.4	82.7	43.1	100	100	82.7	79.2	0.167	0.167	0.679	0.634	0.333	0.873	0.651	0.289	0.324	0.244	0.257
134	HNRNPU	100	61.4	100	36.5	100	80.2	75.6	44.7	100	100	76.1	79.5	0.167	0.167	1	0.352	0.333	0.576	0.545	0.299	0.324	0.244	0.0694
135	CSTF2T	100	100	100	100	100	70.6	25.9	38.1	100	100	46.7	80.1	0.167	0.833	1	0.706	0.333	0.447	0.0542	0.237	0.324	0.244	0
136	HNRNPA2B1	100	61.4	58.4	64	100	51.8	83.2	69	100	100	94.4	80.2	0.167	0.167	0.694	0.634	0.333	0.25	0.653	0.54	0.324	0.244	0.74
137	XPO5	100	100	100	64	100	81.7	50.3	41.6	100	100	46.7	80.4	0.167	0.833	1	0.634	0.333	0.609	0.211	0.276	0.324	0.244	0
138	PNPT1	100	61.4	22.3	67	100	90.4	94.4	58.4	100	100	90.9	80.4	0.167	0.167	0.363	0.636	0.333	0.826	0.857	0.437	0.324	0.244	0.654
139	TIA1	100	100	100	64	100	68	31	54.8	100	100	68	80.5	0.167	0.833	1	0.634	0.333	0.415	0.0723	0.407	0.324	0.244	0.0218
140	RPS3A	100	61.4	58.4	100	100	70.1	65.5	85.8	100	100	46.7	80.7	0.167	0.167	0.694	0.706	0.333	0.435	0.383	0.78	0.324	0.244	0
141	CKAP4	100	61.4	100	100	100	50.3	37.1	45.2	100	100	97.5	81	0.167	0.167	1	0.706	0.333	0.237	0.106	0.311	0.324	0.244	0.857
142	LIN28B	100	100	100	64	100	65.5	48.7	66.5	100	100	46.7	81	0.167	0.833	1	0.634	0.333	0.395	0.202	0.511	0.324	0.244	0
143	PRPF6	100	61.4	58.4	64	100	97	89.3	72.6	100	100	50.3	81.2	0.167	0.167	0.694	0.634	0.333	0.93	0.754	0.571	0.324	0.244	2e-04
144	PA2G4	100	100	100	67	100	54.3	71.6	56.9	100	100	46.7	81.5	0.167	0.833	1	0.636	0.333	0.273	0.504	0.433	0.324	0.244	0
145	FASTKD2	100	100	100	100	100	52.8	52.8	44.2	100	100	46.7	81.5	0.167	0.833	1	0.706	0.333	0.26	0.235	0.296	0.324	0.244	0
146	CSTF2	100	61.4	58.4	100	100	78.7	58.9	70.1	100	100	69.5	81.5	0.167	0.167	0.694	0.706	0.333	0.559	0.305	0.548	0.324	0.244	0.0282
147	SLBP	100	61.4	40.1	64	100	79.7	99.5	78.7	100	100	75.1	81.7	0.167	0.167	0.669	0.634	0.333	0.574	0.995	0.668	0.324	0.244	0.0574
148	PABPC4	100	100	100	100	100	68.5	27.4	52.8	100	100	50.3	81.7	0.167	0.833	1	0.706	0.333	0.421	0.0601	0.383	0.324	0.244	2e-04
149	EIF2S1	100	76.1	100	64	100	80.7	61.4	62.9	100	100	54.3	81.8	0.167	0.5	1	0.634	0.333	0.583	0.329	0.469	0.324	0.244	8e-04
150	MTPAP	100	100	61.9	64	100	53.8	67.5	99.5	100	100	55.8	82	0.167	0.833	0.709	0.634	0.333	0.264	0.424	0.998	0.324	0.244	0.002
151	CNOT7	100	76.1	100	64	100	84.8	69	58.9	100	100	50.3	82.1	0.167	0.5	1	0.634	0.333	0.7	0.481	0.441	0.324	0.244	2e-04
152	HNRNPK	100	76.1	100	100	100	71.6	28.4	80.7	100	100	46.7	82.1	0.167	0.5	1	0.706	0.333	0.457	0.0615	0.695	0.324	0.244	0
