GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
81	QKI	100	67	59.9	76.1	100	68.5	38.1	28.9	100	46.2	50.3	66.8	0.167	0.167	0.709	0.634	0.333	0.303	0.213	0.384	0.324	9.67e-06	0
82	HSPD1	100	67	39.6	26.9	100	5.1	37.1	94.9	100	81.2	83.8	66.9	0.167	0.167	0.379	0	0.333	0.00799	0.205	0.975	0.324	9.7e-06	0.284
83	SSRP1	100	100	100	76.1	100	47.2	4.6	14.2	100	28.4	73.6	67.7	0.167	0.833	1	0.634	0.333	0.122	0.00645	0.204	0.324	9.66e-06	0.0378
84	SF3A3	100	77.2	33	83.8	100	51.8	59.4	84.3	100	6.6	50.3	67.8	0.167	0.5	0.366	0.704	0.333	0.136	0.454	0.907	0.324	9.65e-06	0
85	NELFE	100	67	59.9	26.9	100	29.4	98.5	68	100	46.2	50.3	67.8	0.167	0.167	0.709	0	0.333	0.0609	0.987	0.764	0.324	9.67e-06	0
86	BOP1	100	67	51.3	26.9	100	55.3	55.8	69.5	100	58.9	61.4	67.8	0.167	0.167	0.679	0	0.333	0.165	0.419	0.781	0.324	9.68e-06	0.0052
87	UCHL5	100	67	46.2	79.2	100	49.2	57.9	61.9	100	6.6	79.2	67.9	0.167	0.167	0.657	0.636	0.333	0.126	0.441	0.712	0.324	9.65e-06	0.0944
88	IGF2BP3	100	67	33	36.5	100	57.4	54.3	95.4	100	46.2	61.9	68.3	0.167	0.167	0.366	0.282	0.333	0.183	0.385	0.98	0.324	9.67e-06	0.0054
89	IGF2BP2	100	77.2	100	76.1	100	48.7	29.9	41.6	100	28.4	50.3	68.4	0.167	0.5	1	0.634	0.333	0.125	0.146	0.546	0.324	9.66e-06	0
90	DDX55	100	100	100	76.1	100	41.6	6.1	9.1	100	70.6	50.3	68.5	0.167	0.833	1	0.634	0.333	0.105	0.00797	0.151	0.324	9.69e-06	0
91	SUB1	100	67	100	76.1	100	53.3	24.9	17.3	100	28.4	89.8	68.8	0.167	0.167	1	0.634	0.333	0.153	0.105	0.262	0.324	9.66e-06	0.644
92	KHSRP	100	100	100	76.1	100	65.5	14.7	23.4	100	28.4	50.3	68.9	0.167	0.833	1	0.634	0.333	0.262	0.0345	0.331	0.324	9.66e-06	0
93	PNPT1	100	67	49.7	26.9	100	14.2	51.8	66.5	100	94.4	90.9	69.2	0.167	0.167	0.672	0	0.333	0.021	0.35	0.759	0.324	9.72e-06	0.665
94	SUCLG1	100	67	53.8	48.7	100	73.1	52.3	29.4	100	46.2	91.9	69.3	0.167	0.167	0.68	0.354	0.333	0.402	0.352	0.385	0.324	9.67e-06	0.722
95	ADAR	100	67	55.8	100	100	43.1	36.5	11.7	100	100	50.3	69.5	0.167	0.167	0.694	0.706	0.333	0.109	0.187	0.182	0.324	9.76e-06	0
96	TRA2A	100	100	100	36.5	100	77.2	41.6	52.8	100	6.6	50.3	69.5	0.167	0.833	1	0.282	0.333	0.445	0.233	0.647	0.324	9.65e-06	0
97	PPIL4	100	100	100	48.7	100	21.8	48.7	49.2	100	46.2	50.3	69.5	0.167	0.833	1	0.354	0.333	0.035	0.321	0.623	0.324	9.67e-06	0
98	FKBP4	100	100	100	76.1	100	70.6	15.7	26.9	100	28.4	50.3	69.8	0.167	0.833	1	0.634	0.333	0.359	0.0369	0.359	0.324	9.66e-06	0
99	AKAP8	100	67	10.7	46.7	100	44.7	78.7	67	100	58.9	95.4	69.9	0.167	0.167	0.363	0.352	0.333	0.113	0.66	0.762	0.324	9.68e-06	0.745
100	DDX52	100	100	100	76.1	100	19.3	41.1	37.1	100	46.2	50.3	70	0.167	0.833	1	0.634	0.333	0.029	0.232	0.512	0.324	9.67e-06	0
101	DHX30	100	67	100	76.1	100	59.4	54.8	56.3	100	6.6	50.3	70.1	0.167	0.167	1	0.634	0.333	0.216	0.394	0.662	0.324	9.65e-06	0
102	DDX24	100	67	10.7	83.8	100	56.9	100	80.7	100	6.6	71.6	70.7	0.167	0.167	0.363	0.704	0.333	0.179	0.991	0.86	0.324	9.65e-06	0.0316
103	G3BP1	100	77.2	100	76.1	100	48.7	49.2	39.1	100	28.4	63.5	71.1	0.167	0.5	1	0.634	0.333	0.125	0.325	0.534	0.324	9.66e-06	0.011
104	SRFBP1	100	67	100	76.1	100	60.9	41.1	33.5	100	28.4	76.1	71.2	0.167	0.167	1	0.634	0.333	0.227	0.232	0.451	0.324	9.66e-06	0.0718
105	SMNDC1	100	67	33	46.7	100	94.4	76.1	88.3	100	6.6	72.6	71.3	0.167	0.167	0.366	0.352	0.333	0.833	0.643	0.937	0.324	9.65e-06	0.0348
106	GRSF1	100	67	46.2	26.9	100	63.5	71.6	67.5	100	46.2	95.9	71.3	0.167	0.167	0.657	0	0.333	0.258	0.614	0.763	0.324	9.67e-06	0.752
107	CPSF7	100	100	100	76.1	100	27.9	25.4	7.6	100	99	50.3	71.5	0.167	0.833	1	0.634	0.333	0.0539	0.111	0.145	0.324	9.75e-06	0
108	GTF2F1	100	100	100	76.1	100	8.6	30.5	25.9	100	95.4	50.3	71.5	0.167	0.833	1	0.634	0.333	0.013	0.153	0.355	0.324	9.73e-06	0
109	HNRNPL	100	67	33	79.2	100	49.7	50.8	72.1	100	70.6	66	71.7	0.167	0.167	0.366	0.636	0.333	0.13	0.346	0.803	0.324	9.69e-06	0.0148
110	EIF4B	100	67	51.3	46.7	100	80.2	89.8	75.1	100	28.4	50.3	71.7	0.167	0.167	0.679	0.352	0.333	0.49	0.768	0.834	0.324	9.66e-06	0
111	MAGOH	100	67	39.6	26.9	100	74.6	96.4	48.2	100	89.3	50.3	72	0.167	0.167	0.379	0	0.333	0.413	0.944	0.62	0.324	9.71e-06	0
112	DNAJC2	100	100	100	76.1	100	64	8.1	14.2	100	81.2	50.3	72.2	0.167	0.833	1	0.634	0.333	0.259	0.0149	0.204	0.324	9.7e-06	0
113	SRP68	100	77.2	46.2	100	100	63.5	66.5	25.4	100	46.2	70.6	72.3	0.167	0.5	0.657	0.706	0.333	0.258	0.547	0.354	0.324	9.67e-06	0.029
114	STAU1	100	67	48.2	36.5	100	58.9	93.4	81.7	100	28.4	82.2	72.4	0.167	0.167	0.669	0.282	0.333	0.215	0.845	0.883	0.324	9.66e-06	0.237
115	FTO	100	67	5.1	46.7	100	97	83.8	86.3	100	58.9	52.3	72.5	0.167	0.167	0.351	0.352	0.333	0.926	0.698	0.932	0.324	9.68e-06	2e-04
116	PUM1	100	100	100	76.1	100	52.3	16.2	24.9	100	58.9	69.5	72.5	0.167	0.833	1	0.634	0.333	0.138	0.0394	0.348	0.324	9.68e-06	0.0284
117	BCCIP	100	67	55.8	100	100	56.3	29.4	34	100	94.4	64.5	72.9	0.167	0.167	0.694	0.706	0.333	0.175	0.144	0.456	0.324	9.72e-06	0.0112
118	PHF6	100	100	100	83.8	100	20.3	37.6	13.2	100	81.2	67.5	73.1	0.167	0.833	1	0.704	0.333	0.031	0.207	0.2	0.324	9.7e-06	0.0216
119	SUPT6H	100	100	100	76.1	100	46.2	9.6	16.2	100	58.9	97	73.1	0.167	0.833	1	0.634	0.333	0.118	0.0174	0.241	0.324	9.68e-06	0.768
120	SLBP	100	67	48.2	79.2	100	72.6	73.6	63.5	100	28.4	75.6	73.5	0.167	0.167	0.669	0.636	0.333	0.373	0.62	0.734	0.324	9.66e-06	0.0584
121	PRPF8	100	67	53.8	26.9	100	26.4	73.6	98	100	81.2	81.7	73.5	0.167	0.167	0.68	0	0.333	0.05	0.62	0.991	0.324	9.7e-06	0.228
122	PABPC4	100	77.2	100	76.1	100	65.5	50.8	61.9	100	28.4	50.3	73.7	0.167	0.5	1	0.634	0.333	0.262	0.346	0.712	0.324	9.66e-06	0
123	STIP1	100	67	100	83.8	100	42.1	61.9	35	100	70.6	50.3	73.7	0.167	0.167	1	0.704	0.333	0.106	0.496	0.473	0.324	9.69e-06	0
124	FUBP3	100	77.2	100	76.1	100	50.8	45.7	31	100	81.2	50.3	73.8	0.167	0.5	1	0.634	0.333	0.133	0.284	0.413	0.324	9.7e-06	0
125	METAP2	100	67	100	76.1	100	68	48.7	57.9	100	46.2	50.3	74	0.167	0.167	1	0.634	0.333	0.297	0.321	0.667	0.324	9.67e-06	0
126	RBM34	100	100	100	100	100	53.8	47.7	16.8	100	46.2	50.3	74.1	0.167	0.833	1	0.706	0.333	0.156	0.319	0.246	0.324	9.67e-06	0
127	MATR3	100	67	33	79.2	100	67	72.6	90.9	100	58.9	50.3	74.4	0.167	0.167	0.366	0.636	0.333	0.277	0.618	0.954	0.324	9.68e-06	0
128	PUM2	100	77.2	33	46.7	100	51.8	67	82.7	100	70.6	90.4	74.5	0.167	0.5	0.366	0.352	0.333	0.136	0.56	0.889	0.324	9.69e-06	0.659
129	SND1	100	100	100	76.1	100	83.8	47.2	37.6	100	28.4	50.3	74.9	0.167	0.833	1	0.634	0.333	0.649	0.316	0.524	0.324	9.66e-06	0
130	LSM11	100	67	55.8	100	100	67.5	42.6	47.2	100	89.3	57.4	75.2	0.167	0.167	0.694	0.706	0.333	0.291	0.254	0.616	0.324	9.71e-06	0.0026
131	TRIM56	100	67	100	76.1	100	60.9	57.4	76.1	100	28.4	65.5	75.6	0.167	0.167	1	0.634	0.333	0.227	0.439	0.835	0.324	9.66e-06	0.0138
132	PUF60	100	67	10.7	26.9	100	88.3	81.2	77.2	100	97.5	83.2	75.6	0.167	0.167	0.363	0	0.333	0.69	0.691	0.843	0.324	9.74e-06	0.276
133	LIN28B	100	67	100	100	100	69	33	32.5	100	81.2	50.3	75.7	0.167	0.167	1	0.706	0.333	0.318	0.159	0.441	0.324	9.7e-06	0
134	HNRNPA0	100	67	55.8	46.7	100	82.7	76.1	65.5	100	89.3	50.3	75.8	0.167	0.167	0.694	0.352	0.333	0.634	0.643	0.744	0.324	9.71e-06	0
135	RECQL	100	77.2	100	46.7	100	79.7	68	66	100	46.2	50.3	75.8	0.167	0.5	1	0.352	0.333	0.487	0.578	0.757	0.324	9.67e-06	0
136	RBM25	100	67	100	36.5	100	89.3	60.9	88.3	100	46.2	50.3	76.2	0.167	0.167	1	0.282	0.333	0.712	0.49	0.937	0.324	9.67e-06	0
137	HNRNPA2B1	100	67	33	83.8	100	85.3	75.1	73.1	100	28.4	93.9	76.3	0.167	0.167	0.366	0.704	0.333	0.668	0.631	0.816	0.324	9.66e-06	0.729
138	TBRG4	100	67	46.2	100	100	54.3	88.8	64.5	100	70.6	50.3	76.5	0.167	0.167	0.657	0.706	0.333	0.159	0.75	0.742	0.324	9.69e-06	0
139	FUS	100	67	53.8	46.7	100	71.1	97	97	100	58.9	50.3	76.5	0.167	0.167	0.68	0.352	0.333	0.36	0.954	0.989	0.324	9.68e-06	0
140	SUGP2	100	100	100	76.1	100	78.7	23.4	31.5	100	81.2	52.3	76.6	0.167	0.833	1	0.634	0.333	0.478	0.0696	0.42	0.324	9.7e-06	2e-04
141	GEMIN5	100	67	100	100	100	91.9	65	43.1	100	28.4	50.3	76.9	0.167	0.167	1	0.706	0.333	0.769	0.535	0.561	0.324	9.66e-06	0
142	RTF1	100	67	100	100	100	39.1	53.3	78.2	100	58.9	50.3	77	0.167	0.167	1	0.706	0.333	0.0839	0.376	0.849	0.324	9.68e-06	0
143	AATF	100	100	53.8	46.7	100	93.9	78.7	81.2	100	46.2	50.3	77.3	0.167	0.833	0.68	0.352	0.333	0.825	0.66	0.867	0.324	9.67e-06	0
144	NPM1	100	100	33	100	100	61.4	85.3	39.6	100	81.2	50.3	77.3	0.167	0.833	0.366	0.706	0.333	0.233	0.706	0.535	0.324	9.7e-06	0
145	ILF2	100	100	100	76.1	100	87.3	46.7	33	100	58.9	50.3	77.5	0.167	0.833	1	0.634	0.333	0.676	0.31	0.445	0.324	9.68e-06	0
146	SF3B1	100	100	100	76.1	100	7.6	49.7	68.5	100	81.2	69	77.5	0.167	0.833	1	0.634	0.333	0.012	0.337	0.765	0.324	9.7e-06	0.0254
147	CPSF6	100	77.2	100	100	100	74.6	65.5	65.5	100	28.4	50.3	78.3	0.167	0.5	1	0.706	0.333	0.413	0.54	0.744	0.324	9.66e-06	0
