GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
25	MATR3	100	58.9	61.9	26.4	87.8	16.2	17.8	13.7	93.9	100	47.7	56.8	0.167	0.167	0.699	0	0.333	0.148	0.00342	0.214	0.324	0.787	0
26	HNRNPL	100	58.9	61.9	26.4	87.8	7.6	20.8	8.6	93.9	100	61.4	57	0.167	0.167	0.699	0	0.333	0.0709	0.00594	0.131	0.324	0.787	0.005
27	NPM1	100	81.7	32.5	29.4	100	9.6	30.5	3	93.9	100	47.7	57.1	0.167	0.5	0.657	0.282	0.667	0.0879	0.0341	0.0656	0.324	0.787	0
28	SRSF1	100	58.9	61.9	26.4	87.8	5.1	34	16.8	93.9	100	47.7	57.5	0.167	0.167	0.699	0	0.333	0.0519	0.0526	0.253	0.324	0.787	0
29	RBM39	100	58.9	36	26.4	87.8	10.2	35	28.4	93.9	100	56.9	57.6	0.167	0.167	0.669	0	0.333	0.0889	0.0664	0.421	0.324	0.787	0.0028
30	KRR1	100	58.9	15.2	26.4	87.8	8.1	52.8	47.7	93.9	100	47.7	58.1	0.167	0.167	0.366	0	0.333	0.0729	0.255	0.607	0.324	0.787	0
31	PRPF6	100	58.9	56.9	61.4	87.8	18.8	10.7	4.1	93.9	100	47.7	58.2	0.167	0.167	0.694	0.354	0.333	0.167	0.000634	0.0769	0.324	0.787	0
32	EEF2	100	58.9	15.2	26.4	87.8	33.5	64.5	16.2	93.9	100	47.7	58.6	0.167	0.167	0.366	0	0.333	0.301	0.426	0.252	0.324	0.787	0
33	EIF3D	100	58.9	36	26.4	87.8	13.2	46.2	15.2	93.9	100	67	58.6	0.167	0.167	0.669	0	0.333	0.13	0.193	0.229	0.324	0.787	0.0182
34	SF1	100	58.9	27.4	26.4	87.8	11.2	53.3	45.2	93.9	100	47.7	59.3	0.167	0.167	0.379	0	0.333	0.0949	0.256	0.596	0.324	0.787	0
35	RPS10	100	58.9	32.5	26.4	87.8	33	36.5	20.3	93.9	100	64	59.4	0.167	0.167	0.657	0	0.333	0.295	0.0757	0.33	0.324	0.787	0.008
36	DDX47	100	58.9	56.9	26.4	87.8	28.4	17.3	6.6	93.9	100	79.7	59.6	0.167	0.167	0.694	0	0.333	0.249	0.00295	0.115	0.324	0.787	0.199
37	DDX3X	100	58.9	100	26.4	87.8	16.2	12.2	8.6	93.9	100	52.3	59.7	0.167	0.167	1	0	0.333	0.148	0.00198	0.131	0.324	0.787	6e-04
38	SSB	100	58.9	27.4	26.4	87.8	11.7	36	26.4	93.9	100	89.3	59.8	0.167	0.167	0.379	0	0.333	0.111	0.0722	0.41	0.324	0.787	0.509
39	TBRG4	100	58.9	27.4	54.8	87.8	19.3	55.3	14.7	93.9	100	47.7	60	0.167	0.167	0.379	0.352	0.333	0.173	0.277	0.22	0.324	0.787	0
40	CPSF7	100	58.9	27.4	26.4	87.8	25.4	27.4	71.1	93.9	100	47.7	60.5	0.167	0.167	0.379	0	0.333	0.21	0.0247	0.796	0.324	0.787	0
41	NONO	100	58.9	27.4	95.4	87.8	28.9	7.6	21.8	93.9	100	47.7	60.9	0.167	0.167	0.379	0.704	0.333	0.262	0.00012	0.34	0.324	0.787	0
42	SLTM	100	58.9	15.2	26.4	87.8	3.6	67.5	71.1	93.9	100	47.7	61.1	0.167	0.167	0.366	0	0.333	0.044	0.478	0.796	0.324	0.787	0
43	FXR1	100	58.9	100	54.8	87.8	17.8	11.2	6.1	93.9	100	47.7	61.7	0.167	0.167	1	0.352	0.333	0.165	0.000738	0.11	0.324	0.787	0
44	ATP5C1	100	58.9	36	26.4	87.8	13.7	47.2	29.9	93.9	100	85.3	61.7	0.167	0.167	0.669	0	0.333	0.136	0.199	0.438	0.324	0.787	0.37
45	RCC2	100	81.7	27.4	54.8	87.8	31	13.7	35.5	93.9	100	54.3	61.8	0.167	0.5	0.379	0.352	0.333	0.278	0.00218	0.489	0.324	0.787	8e-04
46	SAFB2	100	58.9	43.1	26.4	87.8	34.5	62.4	11.7	93.9	100	61.4	61.8	0.167	0.167	0.672	0	0.333	0.335	0.379	0.187	0.324	0.787	0.005
47	PUM1	100	58.9	55.8	54.8	87.8	30.5	5.1	25.9	93.9	100	70.6	62.1	0.167	0.167	0.68	0.352	0.333	0.271	3.35e-05	0.406	0.324	0.787	0.0328
48	SF3A3	100	81.7	9.1	61.4	87.8	29.4	46.7	27.4	93.9	100	47.7	62.3	0.167	0.5	0.363	0.354	0.333	0.27	0.197	0.416	0.324	0.787	0
49	PABPC1	100	58.9	63.5	26.4	87.8	21.8	80.7	17.8	93.9	100	47.7	63.5	0.167	0.167	0.709	0	0.333	0.185	0.697	0.277	0.324	0.787	0
50	MAGOH	100	58.9	63.5	29.4	87.8	34	72.6	12.2	93.9	100	47.7	63.6	0.167	0.167	0.709	0.282	0.333	0.313	0.558	0.196	0.324	0.787	0
51	PCBP1	100	58.9	55.8	54.8	87.8	45.7	33.5	30.5	93.9	100	47.7	64.4	0.167	0.167	0.68	0.352	0.333	0.418	0.049	0.45	0.324	0.787	0
52	PUS1	100	58.9	2	29.4	87.8	12.7	91.4	53.8	93.9	100	80.2	64.6	0.167	0.167	0.351	0.282	0.333	0.127	0.853	0.671	0.324	0.787	0.224
53	XRN2	100	81.7	27.4	54.8	87.8	32	19.3	26.9	93.9	100	86.3	64.6	0.167	0.5	0.379	0.352	0.333	0.288	0.00387	0.415	0.324	0.787	0.437
54	PHF6	100	81.7	43.1	54.8	87.8	19.8	32.5	32	93.9	100	67.5	64.8	0.167	0.5	0.672	0.352	0.333	0.176	0.047	0.46	0.324	0.787	0.0194
55	SLBP	100	58.9	27.4	54.8	87.8	31.5	54.8	36.5	93.9	100	73.6	65.4	0.167	0.167	0.379	0.352	0.333	0.284	0.265	0.512	0.324	0.787	0.0442
56	HNRNPK	100	81.7	55.8	54.8	87.8	45.2	3	46.7	100	100	47.7	65.7	0.167	0.5	0.68	0.352	0.333	0.405	1.22e-06	0.604	0.67	0.787	0
57	BUD13	100	81.7	36	54.8	87.8	26.9	32	17.3	93.9	100	93.9	65.9	0.167	0.5	0.669	0.352	0.333	0.229	0.0363	0.256	0.324	0.787	0.747
58	SRP68	100	81.7	15.2	65	87.8	37.6	37.1	37.6	93.9	100	69	65.9	0.167	0.5	0.366	0.634	0.333	0.361	0.0758	0.517	0.324	0.787	0.0308
59	DAZAP1	100	81.7	55.8	54.8	87.8	38.6	15.7	50.3	93.9	100	47.7	66	0.167	0.5	0.68	0.352	0.333	0.372	0.00259	0.619	0.324	0.787	0
60	EIF4A3	100	58.9	100	26.4	87.8	40.6	48.2	18.3	93.9	100	54.3	66.2	0.167	0.167	1	0	0.333	0.384	0.201	0.285	0.324	0.787	8e-04
61	LARP4	100	58.9	43.1	61.4	87.8	64	41.6	31	93.9	100	47.7	66.3	0.167	0.167	0.672	0.354	0.333	0.587	0.116	0.459	0.324	0.787	0
62	CCAR2	100	58.9	100	54.8	87.8	15.2	60.4	13.2	93.9	100	47.7	66.5	0.167	0.167	1	0.352	0.333	0.147	0.345	0.212	0.324	0.787	0
63	TROVE2	100	58.9	32.5	54.8	87.8	46.7	31	36	93.9	100	92.9	66.8	0.167	0.167	0.657	0.352	0.333	0.424	0.0347	0.496	0.324	0.787	0.741
64	FUBP3	100	100	61.9	95.4	87.8	20.8	22.8	5.6	93.9	100	47.7	66.9	0.167	0.833	0.699	0.704	0.333	0.181	0.00845	0.106	0.324	0.787	0
65	PA2G4	100	81.7	100	73.1	87.8	12.2	29.4	11.2	93.9	100	47.7	67	0.167	0.5	1	0.636	0.333	0.117	0.0321	0.174	0.324	0.787	0
66	FASTKD2	100	81.7	61.9	54.8	87.8	35	35.5	39.1	93.9	100	47.7	67.1	0.167	0.5	0.699	0.352	0.333	0.343	0.071	0.529	0.324	0.787	0
67	PUF60	100	58.9	27.4	26.4	87.8	18.8	52.3	90.9	93.9	100	83.2	67.2	0.167	0.167	0.379	0	0.333	0.167	0.248	0.947	0.324	0.787	0.261
68	DKC1	100	58.9	15.2	26.4	87.8	26.4	71.1	92.9	93.9	100	68	67.3	0.167	0.167	0.366	0	0.333	0.222	0.517	0.963	0.324	0.787	0.0198
69	TFIP11	100	100	32.5	54.8	100	39.1	33	40.1	93.9	100	47.7	67.4	0.167	0.833	0.657	0.352	0.667	0.378	0.0489	0.533	0.324	0.787	0
70	SUGP2	100	100	55.8	54.8	100	42.1	1	40.6	100	100	47.7	67.5	0.167	0.833	0.68	0.352	0.667	0.392	1.51e-07	0.537	0.67	0.787	0
71	PES1	100	58.9	100	95.4	87.8	23.4	23.4	12.7	93.9	100	47.7	67.6	0.167	0.167	1	0.704	0.333	0.192	0.00921	0.21	0.324	0.787	0
72	PNPT1	100	58.9	15.2	54.8	87.8	39.6	80.2	24.4	93.9	100	90.9	67.8	0.167	0.167	0.366	0.352	0.333	0.381	0.69	0.391	0.324	0.787	0.712
73	HNRNPA1	100	58.9	9.1	26.4	87.8	21.3	61.9	100	93.9	100	86.8	67.8	0.167	0.167	0.363	0	0.333	0.182	0.363	1	0.324	0.787	0.467
74	DDX27	100	58.9	27.4	26.4	87.8	23.9	57.9	95.9	93.9	100	74.6	67.9	0.167	0.167	0.379	0	0.333	0.198	0.323	0.977	0.324	0.787	0.0652
75	ILF2	100	81.7	55.8	54.8	87.8	55.3	12.7	57.9	93.9	100	47.7	68	0.167	0.5	0.68	0.352	0.333	0.508	0.00212	0.699	0.324	0.787	0
76	AKAP1	100	58.9	15.2	54.8	87.8	68	82.7	41.1	93.9	100	47.7	68.2	0.167	0.167	0.366	0.352	0.333	0.608	0.733	0.543	0.324	0.787	0
77	PKM	100	58.9	63.5	29.4	87.8	54.3	59.9	55.3	93.9	100	47.7	68.3	0.167	0.167	0.709	0.282	0.333	0.498	0.339	0.682	0.324	0.787	0
78	MSI2	100	58.9	9.1	61.4	87.8	48.7	74.1	32.5	93.9	100	84.8	68.3	0.167	0.167	0.363	0.354	0.333	0.449	0.569	0.463	0.324	0.787	0.322
79	NOL12	100	58.9	27.4	26.4	87.8	61.4	79.7	44.2	93.9	100	72.1	68.3	0.167	0.167	0.379	0	0.333	0.569	0.646	0.587	0.324	0.787	0.0356
80	GRSF1	100	58.9	100	54.8	87.8	27.4	14.2	19.3	93.9	100	95.9	68.4	0.167	0.167	1	0.352	0.333	0.243	0.0023	0.303	0.324	0.787	0.765
81	DNAJC2	100	81.7	55.8	54.8	100	49.2	6.6	56.9	100	100	47.7	68.4	0.167	0.5	0.68	0.352	0.667	0.452	5.16e-05	0.696	0.67	0.787	0
82	ABCF1	100	58.9	61.9	29.4	87.8	72.6	78.2	21.8	93.9	100	52.3	68.8	0.167	0.167	0.699	0.282	0.333	0.647	0.61	0.34	0.324	0.787	6e-04
83	EIF4G2	100	58.9	45.7	54.8	87.8	25.9	79.2	14.2	93.9	100	98.5	69	0.167	0.167	0.679	0.352	0.333	0.221	0.641	0.217	0.324	0.787	0.889
84	RECQL	100	81.7	55.8	95.4	87.8	41.6	5.6	50.8	93.9	100	47.7	69.1	0.167	0.5	0.68	0.704	0.333	0.39	3.99e-05	0.633	0.324	0.787	0
85	DDX24	100	58.9	61.9	54.8	87.8	22.8	51.8	52.8	93.9	100	78.7	69.4	0.167	0.167	0.699	0.352	0.333	0.191	0.242	0.653	0.324	0.787	0.106
86	ADAR	100	58.9	100	26.4	87.8	35.5	43.1	70.1	93.9	100	47.7	69.4	0.167	0.167	1	0	0.333	0.348	0.165	0.794	0.324	0.787	0
87	NAA15	100	81.7	55.8	54.8	100	56.3	8.6	58.4	100	100	51.3	69.7	0.167	0.5	0.68	0.352	0.667	0.509	0.000275	0.703	0.67	0.787	4e-04
88	BOP1	100	58.9	61.9	26.4	87.8	32.5	69	75.1	93.9	100	61.4	69.7	0.167	0.167	0.699	0	0.333	0.292	0.501	0.82	0.324	0.787	0.005
89	YBX3	100	58.9	55.8	54.8	87.8	57.9	44.2	67.5	93.9	100	47.7	69.9	0.167	0.167	0.68	0.352	0.333	0.53	0.179	0.782	0.324	0.787	0
90	FIP1L1	100	58.9	32.5	95.4	87.8	50.3	29.9	42.6	93.9	100	81.7	70.3	0.167	0.167	0.657	0.704	0.333	0.459	0.0326	0.551	0.324	0.787	0.235
91	CIRBP	100	58.9	27.4	61.4	87.8	51.3	89.8	58.9	93.9	100	47.7	70.7	0.167	0.167	0.379	0.354	0.333	0.466	0.835	0.716	0.324	0.787	0
92	LARP7	100	81.7	100	54.8	100	47.7	3.6	42.6	100	100	47.7	70.7	0.167	0.5	1	0.352	0.667	0.428	3.26e-06	0.551	0.67	0.787	0
93	KHDRBS1	100	58.9	100	95.4	87.8	37.6	26.9	32	93.9	100	47.7	70.9	0.167	0.167	1	0.704	0.333	0.361	0.0242	0.46	0.324	0.787	0
94	RBM17	100	58.9	55.8	26.4	87.8	44.7	59.4	55.8	93.9	100	98	71	0.167	0.167	0.68	0	0.333	0.403	0.338	0.684	0.324	0.787	0.872
95	CELF1	100	58.9	27.4	54.8	87.8	43.7	45.2	87.8	93.9	100	82.2	71.1	0.167	0.167	0.379	0.352	0.333	0.398	0.188	0.937	0.324	0.787	0.243
96	QKI	100	58.9	100	95.4	87.8	43.7	11.7	46.2	93.9	100	47.7	71.4	0.167	0.167	1	0.704	0.333	0.398	0.00081	0.603	0.324	0.787	0
97	BCLAF1	100	58.9	55.8	54.8	87.8	60.9	44.7	51.8	93.9	100	78.2	71.5	0.167	0.167	0.68	0.352	0.333	0.567	0.184	0.634	0.324	0.787	0.103
98	RRP9	100	58.9	27.4	26.4	87.8	67	74.6	78.2	93.9	100	75.1	71.8	0.167	0.167	0.379	0	0.333	0.605	0.579	0.845	0.324	0.787	0.0686
99	SUPT6H	100	81.7	55.8	54.8	87.8	46.7	22.3	54.8	93.9	100	91.9	71.8	0.167	0.5	0.68	0.352	0.333	0.424	0.00803	0.681	0.324	0.787	0.722
100	UPF2	100	58.9	36	54.8	87.8	57.4	75.1	83.2	93.9	100	47.7	72.3	0.167	0.167	0.669	0.352	0.333	0.528	0.582	0.902	0.324	0.787	0
101	DDX6	100	58.9	100	95.4	87.8	44.2	28.4	41.6	93.9	100	48.2	72.6	0.167	0.167	1	0.704	0.333	0.401	0.0286	0.546	0.324	0.787	2e-04
102	AATF	100	58.9	100	29.4	87.8	51.8	83.2	48.2	93.9	100	47.7	72.8	0.167	0.167	1	0.282	0.333	0.477	0.743	0.608	0.324	0.787	0
103	U2AF2	100	58.9	45.7	61.4	87.8	75.6	84.8	45.7	93.9	100	47.7	72.9	0.167	0.167	0.679	0.354	0.333	0.69	0.75	0.597	0.324	0.787	0
104	PUM2	100	58.9	43.1	54.8	87.8	67.5	64	43.7	93.9	100	89.8	73.1	0.167	0.167	0.672	0.352	0.333	0.606	0.414	0.581	0.324	0.787	0.664
105	G3BP1	100	81.7	27.4	26.4	87.8	65.5	96.4	60.4	93.9	100	65.5	73.2	0.167	0.5	0.379	0	0.333	0.594	0.959	0.745	0.324	0.787	0.012
106	METAP2	100	100	100	95.4	87.8	36.5	7.1	37.1	93.9	100	47.7	73.2	0.167	0.833	1	0.704	0.333	0.357	8.63e-05	0.513	0.324	0.787	0
107	SND1	100	100	55.8	54.8	87.8	64.5	23.9	77.7	93.9	100	47.7	73.3	0.167	0.833	0.68	0.352	0.333	0.588	0.00979	0.844	0.324	0.787	0
108	MTPAP	100	100	9.1	73.1	87.8	52.3	60.9	75.6	93.9	100	55.8	73.5	0.167	0.833	0.363	0.636	0.333	0.483	0.353	0.827	0.324	0.787	0.001
109	SMN1	100	100	32.5	54.8	87.8	69.5	49.7	74.1	93.9	100	47.7	73.7	0.167	0.833	0.657	0.352	0.333	0.611	0.223	0.815	0.324	0.787	0
110	DDX55	100	81.7	100	95.4	87.8	41.6	18.3	49.7	93.9	100	47.7	74.2	0.167	0.5	1	0.704	0.333	0.39	0.0035	0.617	0.324	0.787	0
111	SMNDC1	100	100	2	100	87.8	63.5	61.4	38.6	93.9	100	73.1	74.6	0.167	0.833	0.351	0.706	0.333	0.582	0.36	0.527	0.324	0.787	0.041
112	SUB1	100	100	32.5	54.8	87.8	56.9	25.4	79.7	93.9	100	90.4	74.7	0.167	0.833	0.657	0.352	0.333	0.526	0.0168	0.853	0.324	0.787	0.671
113	TRIM56	100	81.7	43.1	54.8	87.8	68.5	48.7	77.2	93.9	100	66	74.7	0.167	0.5	0.672	0.352	0.333	0.609	0.202	0.842	0.324	0.787	0.0134
114	HNRNPAB	100	58.9	45.7	54.8	87.8	93.9	95.9	28.9	93.9	100	62.4	74.8	0.167	0.167	0.679	0.352	0.333	0.933	0.952	0.428	0.324	0.787	0.0058
115	FKBP4	100	81.7	100	54.8	87.8	61.9	14.7	80.2	93.9	100	47.7	74.8	0.167	0.5	1	0.352	0.333	0.573	0.00237	0.857	0.324	0.787	0
116	FTO	100	58.9	100	95.4	100	36	63.5	25.4	93.9	100	51.3	74.9	0.167	0.167	1	0.704	0.667	0.356	0.405	0.404	0.324	0.787	4e-04
117	HNRNPM	100	58.9	55.8	54.8	87.8	99.5	95.4	22.3	93.9	100	56.9	75	0.167	0.167	0.68	0.352	0.333	0.996	0.923	0.346	0.324	0.787	0.0028
118	SFPQ	100	58.9	100	95.4	100	50.8	38.1	23.4	93.9	100	66.5	75.2	0.167	0.167	1	0.704	0.667	0.463	0.0807	0.376	0.324	0.787	0.0178
119	ESF1	100	100	55.8	95.4	87.8	49.7	13.7	56.3	93.9	100	77.2	75.4	0.167	0.833	0.68	0.704	0.333	0.456	0.00218	0.685	0.324	0.787	0.0952
120	TAF15	100	81.7	100	73.1	87.8	60.4	54.3	34.5	93.9	100	47.7	75.8	0.167	0.5	1	0.636	0.333	0.566	0.262	0.487	0.324	0.787	0
121	NUSAP1	100	100	32.5	95.4	87.8	59.9	31.5	86.8	93.9	100	47.7	76	0.167	0.833	0.657	0.704	0.333	0.555	0.0351	0.932	0.324	0.787	0
122	ASCC1	100	58.9	61.9	54.8	87.8	88.3	90.4	53.3	93.9	100	47.7	76.1	0.167	0.167	0.699	0.352	0.333	0.857	0.841	0.667	0.324	0.787	0
123	TIA1	100	100	55.8	95.4	87.8	52.8	24.9	60.9	93.9	100	68.5	76.4	0.167	0.833	0.68	0.704	0.333	0.489	0.0122	0.747	0.324	0.787	0.024
124	ZC3H8	100	58.9	2	54.8	87.8	78.2	82.2	97	93.9	100	85.8	76.4	0.167	0.167	0.351	0.352	0.333	0.724	0.725	0.981	0.324	0.787	0.374
125	DDX19B	100	81.7	36	95.4	100	47.2	75.6	61.4	93.9	100	51.3	76.6	0.167	0.5	0.669	0.704	0.667	0.425	0.596	0.751	0.324	0.787	4e-04
126	PPIG	100	100	100	95.4	87.8	38.1	6.1	47.7	93.9	100	77.7	77	0.167	0.833	1	0.704	0.333	0.369	4.16e-05	0.607	0.324	0.787	0.096
127	UTP3	100	58.9	9.1	61.4	87.8	70.1	84.3	89.3	93.9	100	94.9	77.2	0.167	0.167	0.363	0.354	0.333	0.62	0.749	0.944	0.324	0.787	0.762
128	RBM22	100	58.9	43.1	54.8	87.8	92.9	99.5	72.6	93.9	100	47.7	77.4	0.167	0.167	0.672	0.352	0.333	0.915	0.999	0.801	0.324	0.787	0
129	EIF4G1	100	58.9	100	54.8	100	73.6	68	54.3	93.9	100	47.7	77.4	0.167	0.167	1	0.352	0.667	0.663	0.486	0.672	0.324	0.787	0
130	TUFM	100	100	100	95.4	87.8	40.1	42.6	35	93.9	100	59.4	77.7	0.167	0.833	1	0.704	0.333	0.382	0.147	0.488	0.324	0.787	0.0038
131	TARDBP	100	58.9	100	95.4	87.8	65	40.6	65.5	93.9	100	47.7	77.7	0.167	0.167	1	0.704	0.333	0.589	0.108	0.768	0.324	0.787	0
132	G3BP2	100	81.7	43.1	54.8	87.8	92.4	77.2	76.6	93.9	100	47.7	77.8	0.167	0.5	0.672	0.352	0.333	0.901	0.608	0.834	0.324	0.787	0
133	RTF1	100	58.9	100	100	87.8	73.1	56.3	40.1	93.9	100	47.7	78	0.167	0.167	1	0.706	0.333	0.661	0.301	0.533	0.324	0.787	0
134	GRWD1	100	81.7	9.1	73.1	87.8	83.2	91.9	79.2	93.9	100	58.4	78	0.167	0.5	0.363	0.636	0.333	0.792	0.86	0.851	0.324	0.787	0.0034
135	EIF4B	100	58.9	43.1	73.1	87.8	85.3	85.3	87.3	93.9	100	47.7	78.4	0.167	0.167	0.672	0.636	0.333	0.845	0.753	0.935	0.324	0.787	0
136	CKAP4	100	58.9	55.8	95.4	87.8	66	43.7	64	93.9	100	97.5	78.4	0.167	0.167	0.68	0.704	0.333	0.596	0.171	0.756	0.324	0.787	0.843
137	HNRNPUL1	100	100	100	95.4	87.8	58.9	45.7	33.5	93.9	100	47.7	78.4	0.167	0.833	1	0.704	0.333	0.539	0.191	0.48	0.324	0.787	0
138	AARS	100	58.9	100	73.1	87.8	89.3	71.6	45.2	93.9	100	47.7	78.9	0.167	0.167	1	0.636	0.333	0.861	0.52	0.596	0.324	0.787	0
139	IGF2BP3	100	58.9	100	54.8	87.8	80.2	68.5	62.9	93.9	100	62.9	79.1	0.167	0.167	1	0.352	0.333	0.744	0.492	0.754	0.324	0.787	0.0068
140	SRSF5	100	100	55.8	73.1	87.8	62.9	38.6	79.2	93.9	100	81.7	79.4	0.167	0.833	0.68	0.636	0.333	0.578	0.0886	0.851	0.324	0.787	0.235
141	LSM11	100	58.9	100	65	87.8	81.7	69.5	62.4	93.9	100	58.4	79.8	0.167	0.167	1	0.634	0.333	0.757	0.505	0.753	0.324	0.787	0.0034
142	DDX1	100	58.9	100	95.4	87.8	71.6	73.6	48.7	93.9	100	47.7	79.8	0.167	0.167	1	0.704	0.333	0.626	0.561	0.61	0.324	0.787	0
143	UBE2L3	100	100	100	95.4	100	30.5	55.8	33	100	100	63.5	79.8	0.167	0.833	1	0.704	0.667	0.271	0.282	0.472	0.67	0.787	0.0074
144	SRFBP1	100	81.7	100	95.4	87.8	54.8	26.4	63.5	93.9	100	75.6	79.9	0.167	0.5	1	0.704	0.333	0.506	0.02	0.755	0.324	0.787	0.0732
145	PABPC4	100	100	100	95.4	87.8	62.4	34.5	59.4	93.9	100	47.7	80.1	0.167	0.833	1	0.704	0.333	0.574	0.0542	0.732	0.324	0.787	0
146	CNOT7	100	58.9	43.1	73.1	87.8	87.8	86.3	98.5	93.9	100	54.3	80.3	0.167	0.167	0.672	0.636	0.333	0.856	0.777	0.983	0.324	0.787	8e-04
