GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
56	SAFB2	100	59.9	32.5	26.9	100	9.1	73.1	66.5	100	100	52.8	65.5	0.167	0.167	0.379	0	0.333	0.011	0.572	0.482	0.324	0.991	6e-04
57	SUPV3L1	100	59.9	32.5	26.9	100	11.7	68	36.5	100	100	87.3	65.7	0.167	0.167	0.379	0	0.333	0.014	0.504	0.243	0.324	0.991	0.469
58	RAVER1	100	59.9	32.5	45.7	100	13.2	60.9	62.4	100	100	48.2	65.7	0.167	0.167	0.379	0.352	0.333	0.018	0.399	0.455	0.324	0.991	0
59	AATF	100	59.9	35.5	63.5	100	30.5	50.3	32.5	100	100	51.3	65.8	0.167	0.167	0.672	0.636	0.333	0.0669	0.257	0.216	0.324	0.991	2e-04
60	BCCIP	100	59.9	32.5	98	100	24.4	17.8	27.4	100	100	64.5	65.9	0.167	0.167	0.379	0.704	0.333	0.0509	0.0276	0.194	0.324	0.991	0.0118
61	GPKOW	100	59.9	46.2	98	100	34.5	11.2	32.5	100	100	48.2	66.4	0.167	0.167	0.68	0.704	0.333	0.104	0.0108	0.216	0.324	0.991	0
62	PTBP1	100	59.9	46.2	26.9	100	33.5	47.7	72.6	100	100	48.2	66.8	0.167	0.167	0.68	0	0.333	0.0959	0.25	0.519	0.324	0.991	0
63	HNRNPL	100	59.9	35.5	26.9	100	53.8	59.9	44.2	100	100	59.9	67.3	0.167	0.167	0.672	0	0.333	0.194	0.369	0.318	0.324	0.991	0.005
64	TRA2A	100	73.1	60.9	98	100	33	13.7	18.3	100	100	48.2	67.7	0.167	0.5	0.699	0.704	0.333	0.0939	0.0133	0.12	0.324	0.991	0
65	GTF2F1	100	100	33.5	50.3	100	34	63.5	22.8	100	100	48.2	68.4	0.167	0.833	0.657	0.634	0.333	0.0999	0.451	0.155	0.324	0.991	0
66	PPIL4	100	100	35.5	45.7	100	3	55.3	67	100	100	48.2	68.6	0.167	0.833	0.672	0.352	0.333	0.002	0.308	0.484	0.324	0.991	0
67	IGF2BP3	100	59.9	32.5	45.7	100	45.7	47.7	63.5	100	100	60.9	68.7	0.167	0.167	0.379	0.352	0.333	0.148	0.25	0.461	0.324	0.991	0.0058
68	HNRNPAB	100	59.9	32.5	26.9	100	21.3	67.5	86.8	100	100	61.4	68.8	0.167	0.167	0.379	0	0.333	0.042	0.501	0.683	0.324	0.991	0.0062
69	HNRNPK	100	73.1	100	45.7	100	57.9	3	29.9	100	100	48.2	68.9	0.167	0.5	1	0.352	0.333	0.228	5.45e-05	0.21	0.324	0.991	0
70	SMNDC1	100	73.1	46.2	26.9	100	43.7	85.8	12.2	100	100	70.6	68.9	0.167	0.5	0.68	0	0.333	0.144	0.733	0.0804	0.324	0.991	0.0284
71	EXOSC9	100	100	60.9	32	100	29.9	40.6	11.2	100	100	84.8	69	0.167	0.833	0.699	0.282	0.333	0.0649	0.196	0.0774	0.324	0.991	0.325
72	CPSF6	100	73.1	60.9	98	100	33	8.6	38.1	100	100	48.2	69.1	0.167	0.5	0.699	0.704	0.333	0.0939	0.00557	0.246	0.324	0.991	0
73	FUS	100	59.9	6.6	45.7	100	25.4	76.6	98	100	100	48.2	69.1	0.167	0.167	0.351	0.352	0.333	0.0529	0.612	0.942	0.324	0.991	0
74	TIAL1	100	59.9	60.9	45.7	100	28.9	33	49.2	100	100	88.3	69.6	0.167	0.167	0.699	0.352	0.333	0.0629	0.143	0.36	0.324	0.991	0.473
75	CNOT7	100	73.1	60.9	98	100	41.1	24.9	29.4	100	100	52.8	70.9	0.167	0.5	0.699	0.704	0.333	0.134	0.0668	0.207	0.324	0.991	6e-04
76	GRSF1	100	59.9	46.2	26.9	100	36	38.6	84.3	100	100	93.4	71.4	0.167	0.167	0.68	0	0.333	0.113	0.175	0.643	0.324	0.991	0.732
77	STIP1	100	73.1	100	32	100	39.6	71.1	24.9	100	100	48.2	71.7	0.167	0.5	1	0.282	0.333	0.127	0.546	0.176	0.324	0.991	0
78	HNRNPM	100	59.9	40.1	32	100	74.6	84.3	33	100	100	65	71.7	0.167	0.167	0.679	0.282	0.333	0.411	0.713	0.225	0.324	0.991	0.0142
79	HNRNPA2B1	100	59.9	6.6	48.2	100	49.2	86.3	47.7	100	100	92.9	71.9	0.167	0.167	0.351	0.354	0.333	0.162	0.734	0.349	0.324	0.991	0.729
80	CIRBP	100	59.9	32.5	100	100	29.4	43.1	79.7	100	100	48.2	72.1	0.167	0.167	0.379	0.706	0.333	0.0639	0.211	0.591	0.324	0.991	0
81	ABCF1	100	59.9	46.2	26.9	100	61.4	56.9	87.8	100	100	54.8	72.2	0.167	0.167	0.68	0	0.333	0.254	0.336	0.695	0.324	0.991	0.001
82	RBM15	100	59.9	46.2	48.2	100	37.1	79.2	28.4	100	100	99.5	72.6	0.167	0.167	0.68	0.354	0.333	0.117	0.636	0.204	0.324	0.991	0.897
83	LIN28B	100	59.9	100	98	100	43.1	8.1	42.6	100	100	48.2	72.7	0.167	0.167	1	0.704	0.333	0.143	0.00488	0.309	0.324	0.991	0
84	RECQL	100	73.1	60.9	98	100	54.3	9.1	58.9	100	100	48.2	73	0.167	0.5	0.699	0.704	0.333	0.198	0.00559	0.434	0.324	0.991	0
85	TIA1	100	100	60.9	98	100	47.7	9.6	17.3	100	100	69.5	73	0.167	0.833	0.699	0.704	0.333	0.159	0.00751	0.109	0.324	0.991	0.0242
86	LARP7	100	100	100	98	100	53.3	2	3	100	100	48.2	73.1	0.167	0.833	1	0.704	0.333	0.187	2.72e-05	0.0368	0.324	0.991	0
87	SUB1	100	100	32.5	98	100	46.2	20.8	19.3	100	100	89.8	73.3	0.167	0.833	0.379	0.704	0.333	0.15	0.0399	0.129	0.324	0.991	0.638
88	AGO1	100	100	100	63.5	100	22.8	51.3	21.8	100	100	48.2	73.4	0.167	0.833	1	0.636	0.333	0.048	0.264	0.152	0.324	0.991	0
89	FAM120A	100	100	100	98	100	55.8	1	7.1	100	100	48.2	73.7	0.167	0.833	1	0.704	0.333	0.21	1.23e-06	0.0607	0.324	0.991	0
90	HLTF	100	100	60.9	63.5	100	39.1	35.5	18.8	100	100	92.9	73.7	0.167	0.833	0.699	0.636	0.333	0.123	0.164	0.124	0.324	0.991	0.729
91	DNAJC21	100	59.9	100	98	100	58.4	25.4	20.8	100	100	48.2	73.7	0.167	0.167	1	0.704	0.333	0.232	0.0682	0.149	0.324	0.991	0
92	TAF15	100	73.1	47.7	45.7	100	52.8	56.3	88.3	100	100	48.2	73.8	0.167	0.5	0.694	0.352	0.333	0.181	0.325	0.698	0.324	0.991	0
93	NCBP2	100	100	100	98	100	45.2	14.2	6.6	100	100	48.2	73.8	0.167	0.833	1	0.704	0.333	0.146	0.0136	0.0599	0.324	0.991	0
94	RBM25	100	59.9	100	63.5	100	59.9	52.3	30.5	100	100	48.2	74	0.167	0.167	1	0.636	0.333	0.24	0.283	0.211	0.324	0.991	0
95	PUM2	100	59.9	32.5	45.7	100	35.5	82.7	68.5	100	100	90.4	74.1	0.167	0.167	0.379	0.352	0.333	0.11	0.692	0.496	0.324	0.991	0.691
96	PHF6	100	59.9	47.7	98	100	25.9	42.6	71.6	100	100	69.5	74.1	0.167	0.167	0.694	0.704	0.333	0.0539	0.204	0.515	0.324	0.991	0.0242
97	EIF4G2	100	59.9	6.6	26.9	100	51.8	74.1	98.5	100	100	98.5	74.2	0.167	0.167	0.351	0	0.333	0.171	0.577	0.948	0.324	0.991	0.879
98	SUGP2	100	100	100	98	100	60.4	6.1	4.6	100	100	48.2	74.3	0.167	0.833	1	0.704	0.333	0.247	0.00135	0.0532	0.324	0.991	0
99	SUCLG1	100	59.9	46.2	63.5	100	41.1	62.9	50.8	100	100	94.4	74.4	0.167	0.167	0.68	0.636	0.333	0.134	0.432	0.371	0.324	0.991	0.736
100	PA2G4	100	100	60.9	100	100	35	35	39.6	100	100	48.2	74.4	0.167	0.833	0.699	0.706	0.333	0.109	0.16	0.275	0.324	0.991	0
101	NAA15	100	100	100	98	100	58.9	6.6	7.6	100	100	51.3	74.8	0.167	0.833	1	0.704	0.333	0.235	0.00159	0.0611	0.324	0.991	2e-04
102	NOL12	100	59.9	100	26.9	100	74.1	60.4	35	100	100	70.1	75.1	0.167	0.167	1	0	0.333	0.406	0.394	0.237	0.324	0.991	0.025
103	NUSAP1	100	73.1	60.9	98	100	54.8	27.4	64.5	100	100	48.2	75.2	0.167	0.5	0.699	0.704	0.333	0.2	0.0788	0.467	0.324	0.991	0
104	NPM1	100	73.1	100	63.5	100	66	67	10.2	100	100	48.2	75.3	0.167	0.5	1	0.636	0.333	0.294	0.49	0.0738	0.324	0.991	0
105	XRN2	100	100	60.9	98	100	40.1	10.2	33.5	100	100	86.3	75.4	0.167	0.833	0.699	0.704	0.333	0.129	0.00839	0.228	0.324	0.991	0.404
106	SF3B1	100	59.9	15.7	63.5	100	50.8	84.8	80.7	100	100	74.1	75.4	0.167	0.167	0.366	0.636	0.333	0.169	0.718	0.61	0.324	0.991	0.0338
107	PUS1	100	59.9	15.7	45.7	100	71.6	97.5	59.4	100	100	80.2	75.4	0.167	0.167	0.366	0.352	0.333	0.372	0.965	0.438	0.324	0.991	0.222
108	MSI2	100	59.9	40.1	26.9	100	49.7	80.2	89.3	100	100	84.3	75.5	0.167	0.167	0.679	0	0.333	0.168	0.641	0.718	0.324	0.991	0.292
109	DDX6	100	73.1	60.9	63.5	100	67	66	48.2	100	100	51.8	75.5	0.167	0.5	0.699	0.636	0.333	0.304	0.48	0.351	0.324	0.991	4e-04
110	RRP9	100	59.9	40.1	32	100	62.4	64.5	100	100	100	75.1	75.8	0.167	0.167	0.679	0.282	0.333	0.26	0.461	0.998	0.324	0.991	0.043
111	SFPQ	100	59.9	100	98	100	36.5	12.7	60.4	100	100	66.5	75.8	0.167	0.167	1	0.704	0.333	0.116	0.0116	0.444	0.324	0.991	0.0172
112	APOBEC3C	100	59.9	60.9	26.9	100	96.4	92.4	22.3	100	100	79.2	76.2	0.167	0.167	0.699	0	0.333	0.823	0.833	0.153	0.324	0.991	0.111
113	DDX55	100	73.1	100	98	100	64.5	19.8	40.1	100	100	48.2	76.7	0.167	0.5	1	0.704	0.333	0.281	0.0311	0.282	0.324	0.991	0
114	DDX27	100	59.9	15.7	26.9	100	93.9	95.4	80.2	100	100	76.6	77.2	0.167	0.167	0.366	0	0.333	0.78	0.903	0.608	0.324	0.991	0.0676
115	RBFOX2	100	100	60.9	98	100	46.7	37.6	57.9	100	100	48.2	77.2	0.167	0.833	0.699	0.704	0.333	0.155	0.173	0.428	0.324	0.991	0
116	HNRNPA0	100	59.9	32.5	98	100	38.6	79.7	93.4	100	100	48.2	77.3	0.167	0.167	0.379	0.704	0.333	0.119	0.639	0.875	0.324	0.991	0
117	SSRP1	100	59.9	100	98	100	75.1	17.3	37.1	100	100	69.5	77.9	0.167	0.167	1	0.704	0.333	0.424	0.0261	0.244	0.324	0.991	0.0242
118	TARDBP	100	100	100	98	100	48.7	32	31	100	100	48.2	78	0.167	0.833	1	0.704	0.333	0.16	0.139	0.215	0.324	0.991	0
119	LSM11	100	73.1	32.5	63.5	100	57.9	71.6	99.5	100	100	60.9	78.1	0.167	0.5	0.379	0.636	0.333	0.228	0.554	0.989	0.324	0.991	0.0058
120	CCAR1	100	100	100	63.5	100	68.5	46.2	34	100	100	48.2	78.2	0.167	0.833	1	0.636	0.333	0.325	0.241	0.23	0.324	0.991	0
121	CPSF7	100	59.9	40.1	98	100	76.1	93.4	46.7	100	100	48.2	78.4	0.167	0.167	0.679	0.704	0.333	0.431	0.845	0.333	0.324	0.991	0
122	DNAJC2	100	100	100	98	100	80.2	27.9	8.6	100	100	48.2	78.4	0.167	0.833	1	0.704	0.333	0.475	0.0796	0.0666	0.324	0.991	0
123	HSPD1	100	59.9	46.2	45.7	100	61.9	96.4	71.1	100	100	82.7	78.5	0.167	0.167	0.68	0.352	0.333	0.257	0.924	0.507	0.324	0.991	0.246
124	SART3	100	100	46.2	45.7	100	67.5	83.2	73.1	100	100	48.2	78.5	0.167	0.833	0.68	0.352	0.333	0.322	0.704	0.522	0.324	0.991	0
125	U2AF1	100	59.9	100	98	100	48.7	44.2	56.3	100	100	57.9	78.6	0.167	0.167	1	0.704	0.333	0.16	0.213	0.415	0.324	0.991	0.0036
126	DAZAP1	100	59.9	100	98	100	78.7	55.8	25.9	100	100	48.2	78.8	0.167	0.167	1	0.704	0.333	0.471	0.322	0.185	0.324	0.991	0
127	FIP1L1	100	59.9	100	98	100	41.6	34	51.8	100	100	81.7	78.8	0.167	0.167	1	0.704	0.333	0.14	0.157	0.375	0.324	0.991	0.239
128	TRIM56	100	73.1	60.9	98	100	56.3	44.2	72.1	100	100	62.9	78.9	0.167	0.5	0.699	0.704	0.333	0.211	0.213	0.517	0.324	0.991	0.0092
129	SRSF5	100	100	60.9	63.5	100	68	57.4	38.6	100	100	79.7	78.9	0.167	0.833	0.699	0.636	0.333	0.323	0.338	0.267	0.324	0.991	0.221
130	FMR1	100	100	40.1	45.7	100	50.8	75.1	70.6	100	100	87.8	79.1	0.167	0.833	0.679	0.352	0.333	0.169	0.593	0.502	0.324	0.991	0.472
131	PRPF8	100	59.9	15.7	45.7	100	82.7	99	87.3	100	100	83.2	79.4	0.167	0.167	0.366	0.352	0.333	0.512	0.98	0.688	0.324	0.991	0.264
132	DDX1	100	73.1	46.2	45.7	100	71.1	93.4	95.9	100	100	48.2	79.4	0.167	0.5	0.68	0.352	0.333	0.366	0.845	0.918	0.324	0.991	0
133	CSTF2T	100	73.1	100	98	100	65.5	36.5	49.7	100	100	51.3	79.5	0.167	0.5	1	0.704	0.333	0.285	0.169	0.365	0.324	0.991	2e-04
134	SBDS	100	100	100	98	100	55.3	22.8	43.7	100	100	55.3	79.6	0.167	0.833	1	0.704	0.333	0.206	0.0565	0.312	0.324	0.991	0.0012
135	STAU1	100	59.9	100	26.9	100	72.1	44.7	89.8	100	100	82.2	79.6	0.167	0.167	1	0	0.333	0.374	0.215	0.722	0.324	0.991	0.243
136	SRP68	100	100	60.9	32	100	73.6	78.7	62.9	100	100	68	79.6	0.167	0.833	0.699	0.282	0.333	0.401	0.633	0.458	0.324	0.991	0.0228
137	QKI	100	59.9	100	98	100	69	40.1	60.9	100	100	48.2	79.6	0.167	0.167	1	0.704	0.333	0.33	0.194	0.449	0.324	0.991	0
138	BOP1	100	59.9	40.1	32	100	97	95.9	91.9	100	100	59.4	79.6	0.167	0.167	0.679	0.282	0.333	0.826	0.908	0.774	0.324	0.991	0.0048
139	EIF4G1	100	73.1	100	98	100	69.5	41.1	47.2	100	100	48.2	79.7	0.167	0.5	1	0.704	0.333	0.339	0.198	0.336	0.324	0.991	0
140	EWSR1	100	100	100	98	100	52.3	23.9	55.8	100	100	48.2	79.8	0.167	0.833	1	0.704	0.333	0.179	0.0655	0.412	0.324	0.991	0
141	PSIP1	100	73.1	100	63.5	100	70.1	49.2	65	100	100	58.4	79.9	0.167	0.5	1	0.636	0.333	0.342	0.253	0.471	0.324	0.991	0.0038
142	RBM34	100	59.9	100	45.7	100	70.6	66.5	90.9	100	100	48.2	80.2	0.167	0.167	1	0.352	0.333	0.362	0.481	0.731	0.324	0.991	0
143	TROVE2	100	59.9	60.9	98	100	59.4	64	44.7	100	100	95.9	80.2	0.167	0.167	0.699	0.704	0.333	0.239	0.453	0.324	0.324	0.991	0.751
144	DDX19B	100	59.9	46.2	98	100	73.1	80.7	76.6	100	100	48.2	80.2	0.167	0.167	0.68	0.704	0.333	0.378	0.643	0.564	0.324	0.991	0
145	PUM1	100	59.9	100	98	100	84.3	46.7	19.8	100	100	74.1	80.2	0.167	0.167	1	0.704	0.333	0.522	0.246	0.138	0.324	0.991	0.0338
146	CSTF2	100	100	60.9	98	100	47.2	38.1	67.5	100	100	72.1	80.3	0.167	0.833	0.699	0.704	0.333	0.156	0.174	0.485	0.324	0.991	0.031
147	PCBP2	100	59.9	40.1	45.7	100	97.5	98.5	94.9	100	100	48.2	80.4	0.167	0.167	0.679	0.352	0.333	0.838	0.97	0.909	0.324	0.991	0
148	SMN1	100	59.9	60.9	98	100	63.5	65	91.4	100	100	48.2	80.6	0.167	0.167	0.699	0.704	0.333	0.275	0.464	0.76	0.324	0.991	0
149	UTP3	100	59.9	32.5	26.9	100	91.4	88.3	92.4	100	100	96.4	80.7	0.167	0.167	0.379	0	0.333	0.664	0.771	0.799	0.324	0.991	0.754
150	G3BP1	100	100	40.1	32	100	94.4	85.3	74.1	100	100	63.5	80.8	0.167	0.833	0.679	0.282	0.333	0.788	0.731	0.525	0.324	0.991	0.0098
151	EIF4B	100	59.9	100	98	100	60.9	54.3	69	100	100	48.2	80.9	0.167	0.167	1	0.704	0.333	0.25	0.295	0.497	0.324	0.991	0
152	PARN	100	100	100	63.5	100	44.2	58.4	76.1	100	100	48.2	80.9	0.167	0.833	1	0.636	0.333	0.145	0.35	0.563	0.324	0.991	0
153	UTP18	100	73.1	100	63.5	100	43.1	77.2	43.1	100	100	91.4	81	0.167	0.5	1	0.636	0.333	0.143	0.624	0.311	0.324	0.991	0.725
