GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
73	DDX19B	100	74.1	17.8	22.8	96.4	74.1	92.9	28.4	95.4	100	49.2	68.3	0.167	0.5	0.366	0	0.333	0.795	0.886	0.13	0.324	0.996	0
74	BCLAF1	100	47.2	40.6	57.9	96.4	33	8.6	94.4	95.4	100	77.7	68.3	0.167	0.167	0.669	0.352	0.333	0.273	0.00466	0.899	0.324	0.996	0.0796
75	DKC1	100	47.2	51.8	22.8	96.4	43.7	70.1	56.3	95.4	100	67.5	68.3	0.167	0.167	0.694	0	0.333	0.437	0.646	0.439	0.324	0.996	0.0176
76	APOBEC3C	100	47.2	51.8	22.8	96.4	42.1	83.8	34	95.4	100	79.2	68.4	0.167	0.167	0.694	0	0.333	0.415	0.771	0.178	0.324	0.996	0.106
77	AKAP1	100	47.2	17.8	22.8	96.4	53.3	83.8	90.4	95.4	100	49.2	68.8	0.167	0.167	0.366	0	0.333	0.567	0.771	0.829	0.324	0.996	0
78	HNRNPU	100	47.2	59.9	22.8	96.4	61.9	68.5	32	95.4	100	77.2	69.2	0.167	0.167	0.709	0	0.333	0.668	0.636	0.163	0.324	0.996	0.0758
79	SLTM	100	100	32	57.9	96.4	36.5	52.8	44.7	95.4	100	49.2	69.5	0.167	0.833	0.657	0.352	0.333	0.351	0.343	0.279	0.324	0.996	0
80	SFPQ	100	47.2	42.6	31.5	96.4	49.2	37.6	100	95.4	100	65	69.5	0.167	0.167	0.679	0.282	0.333	0.528	0.18	0.999	0.324	0.996	0.012
81	KRR1	100	47.2	100	86.8	96.4	14.2	47.7	28.9	95.4	100	49.2	69.6	0.167	0.167	1	0.704	0.333	0.112	0.288	0.134	0.324	0.996	0
82	SUGP2	100	100	40.6	57.9	100	68	34.5	18.3	100	100	49.2	69.9	0.167	0.833	0.669	0.352	0.667	0.745	0.148	0.0596	0.654	0.996	0
83	CSTF2T	100	47.2	40.6	100	96.4	46.7	30.5	69.5	95.4	100	49.2	70.5	0.167	0.167	0.669	0.706	0.333	0.497	0.101	0.589	0.324	0.996	0
84	SMNDC1	100	74.1	40.6	77.2	96.4	47.7	39.1	34.5	95.4	100	71.6	70.6	0.167	0.5	0.669	0.634	0.333	0.506	0.195	0.182	0.324	0.996	0.0294
85	NUFIP2	100	74.1	100	57.9	96.4	13.2	45.2	47.7	95.4	100	49.2	70.8	0.167	0.5	1	0.352	0.333	0.0959	0.244	0.344	0.324	0.996	0
86	HNRNPAB	100	47.2	32	22.8	96.4	98.5	99	25.9	95.4	100	62.9	70.9	0.167	0.167	0.657	0	0.333	0.984	0.978	0.118	0.324	0.996	0.0076
87	SRSF5	100	74.1	40.6	100	96.4	44.2	18.3	29.9	95.4	100	81.7	71	0.167	0.5	0.669	0.706	0.333	0.454	0.029	0.143	0.324	0.996	0.225
88	ASCC1	100	47.2	100	22.8	96.4	37.1	47.2	87.3	95.4	100	49.2	71.2	0.167	0.167	1	0	0.333	0.362	0.285	0.787	0.324	0.996	0
89	TBRG4	100	47.2	46.2	31.5	96.4	73.1	86.8	58.9	95.4	100	49.2	71.3	0.167	0.167	0.68	0.282	0.333	0.792	0.788	0.478	0.324	0.996	0
90	PKM	100	74.1	51.8	86.8	96.4	27.4	66	41.6	95.4	100	49.2	71.7	0.167	0.5	0.694	0.704	0.333	0.222	0.534	0.242	0.324	0.996	0
91	GPKOW	100	47.2	40.6	100	96.4	59.9	49.7	51.3	95.4	100	49.2	71.8	0.167	0.167	0.669	0.706	0.333	0.644	0.312	0.392	0.324	0.996	0
92	LIN28B	100	74.1	100	31.5	96.4	45.2	18.8	81.7	95.4	100	49.2	72	0.167	0.5	1	0.282	0.333	0.462	0.0294	0.716	0.324	0.996	0
93	EEF2	100	47.2	46.2	22.8	96.4	75.6	97	62.9	95.4	100	49.2	72.1	0.167	0.167	0.68	0	0.333	0.802	0.93	0.526	0.324	0.996	0
94	YBX3	100	47.2	100	57.9	96.4	71.6	67	8.1	95.4	100	49.2	72.1	0.167	0.167	1	0.352	0.333	0.772	0.537	0.0231	0.324	0.996	0
95	PPIL4	100	47.2	100	77.2	96.4	19.8	41.1	68.5	95.4	100	49.2	72.3	0.167	0.167	1	0.634	0.333	0.156	0.215	0.576	0.324	0.996	0
96	TAF15	100	74.1	46.2	77.2	96.4	52.8	64	40.1	95.4	100	49.2	72.3	0.167	0.5	0.68	0.634	0.333	0.549	0.506	0.217	0.324	0.996	0
97	FIP1L1	100	74.1	11.2	31.5	96.4	67	62.9	76.1	95.4	100	80.7	72.3	0.167	0.5	0.363	0.282	0.333	0.737	0.502	0.65	0.324	0.996	0.213
98	HNRNPA1	100	47.2	100	22.8	96.4	50.3	71.1	23.4	95.4	100	88.8	72.3	0.167	0.167	1	0	0.333	0.534	0.655	0.107	0.324	0.996	0.462
99	XRCC5	100	47.2	51.8	57.9	96.4	66	65	60.9	95.4	100	55.3	72.4	0.167	0.167	0.694	0.352	0.333	0.711	0.521	0.51	0.324	0.996	0.0014
100	STAU1	100	74.1	32	77.2	96.4	43.1	27.9	69	95.4	100	82.7	72.5	0.167	0.5	0.657	0.634	0.333	0.422	0.0679	0.585	0.324	0.996	0.229
101	RBM17	100	47.2	51.8	22.8	96.4	75.6	95.4	17.3	95.4	100	98	72.7	0.167	0.167	0.694	0	0.333	0.802	0.911	0.0539	0.324	0.996	0.848
102	DNAJC2	100	100	40.6	57.9	100	82.7	57.9	12.7	100	100	49.2	72.8	0.167	0.833	0.669	0.352	0.667	0.858	0.421	0.0373	0.654	0.996	0
103	DDX55	100	47.2	100	57.9	96.4	84.8	73.1	3	95.4	100	49.2	73.4	0.167	0.167	1	0.352	0.333	0.876	0.668	0.0125	0.324	0.996	0
104	NSUN2	100	47.2	57.4	57.9	96.4	42.6	24.9	98.5	95.4	100	88.3	73.5	0.167	0.167	0.699	0.352	0.333	0.418	0.0547	0.96	0.324	0.996	0.457
105	XRN2	100	47.2	57.4	86.8	96.4	53.8	34	52.8	95.4	100	85.8	73.6	0.167	0.167	0.699	0.704	0.333	0.571	0.128	0.405	0.324	0.996	0.394
106	NPM1	100	74.1	100	77.2	96.4	41.1	53.3	22.8	95.4	100	49.2	73.6	0.167	0.5	1	0.634	0.333	0.409	0.344	0.106	0.324	0.996	0
107	KHDRBS1	100	47.2	100	77.2	96.4	39.6	26.4	79.7	95.4	100	49.2	73.7	0.167	0.167	1	0.634	0.333	0.387	0.0601	0.697	0.324	0.996	0
108	SRP68	100	100	57.4	31.5	96.4	57.9	46.7	59.4	95.4	100	69	74	0.167	0.833	0.699	0.282	0.333	0.619	0.282	0.499	0.324	0.996	0.0272
109	KHSRP	100	100	40.6	57.9	96.4	57.4	32	85.8	95.4	100	49.2	74.1	0.167	0.833	0.669	0.352	0.333	0.614	0.112	0.775	0.324	0.996	0
110	FAM120A	100	100	100	57.9	100	64.5	21.3	27.4	100	100	49.2	74.6	0.167	0.833	1	0.352	0.667	0.706	0.0375	0.121	0.654	0.996	0
111	SAFB2	100	47.2	100	22.8	96.4	83.8	87.3	26.9	95.4	100	60.4	74.6	0.167	0.167	1	0	0.333	0.875	0.79	0.12	0.324	0.996	0.0054
112	TROVE2	100	100	57.4	57.9	96.4	32.5	10.2	80.2	95.4	100	93.4	74.9	0.167	0.833	0.699	0.352	0.333	0.269	0.00775	0.701	0.324	0.996	0.726
113	FTO	100	47.2	46.2	77.2	96.4	62.4	74.1	72.6	95.4	100	51.8	74.9	0.167	0.167	0.68	0.634	0.333	0.68	0.671	0.613	0.324	0.996	4e-04
114	RPS3A	100	74.1	100	57.9	96.4	70.1	60.4	20.3	95.4	100	49.2	74.9	0.167	0.5	1	0.352	0.333	0.753	0.47	0.0703	0.324	0.996	0
115	G3BP2	100	47.2	59.9	77.2	96.4	59.4	39.6	100	95.4	100	49.2	74.9	0.167	0.167	0.709	0.634	0.333	0.633	0.197	0.999	0.324	0.996	0
116	BUD13	100	100	28.9	77.2	96.4	21.8	23.4	86.8	95.4	100	94.4	74.9	0.167	0.833	0.379	0.634	0.333	0.173	0.0457	0.779	0.324	0.996	0.735
117	PRPF6	100	74.1	100	77.2	96.4	46.2	38.1	48.2	95.4	100	49.2	75	0.167	0.5	1	0.634	0.333	0.494	0.184	0.352	0.324	0.996	0
118	CNOT7	100	100	57.4	31.5	96.4	54.8	51.3	89.8	95.4	100	53.3	75.4	0.167	0.833	0.699	0.282	0.333	0.577	0.335	0.827	0.324	0.996	8e-04
119	GEMIN5	100	47.2	40.6	86.8	96.4	83.2	81.7	49.7	95.4	100	49.2	75.5	0.167	0.167	0.669	0.704	0.333	0.873	0.761	0.354	0.324	0.996	0
120	NELFE	100	47.2	100	61.9	96.4	54.3	63.5	64	95.4	100	49.2	75.6	0.167	0.167	1	0.354	0.333	0.576	0.505	0.529	0.324	0.996	0
121	CSTF2	100	74.1	57.4	57.9	96.4	70.6	65.5	45.7	95.4	100	70.1	75.7	0.167	0.5	0.699	0.352	0.333	0.759	0.527	0.298	0.324	0.996	0.0276
122	IGF2BP3	100	74.1	40.6	57.9	96.4	68.5	64.5	77.7	95.4	100	60.4	76	0.167	0.5	0.669	0.352	0.333	0.747	0.508	0.671	0.324	0.996	0.0054
123	SUB1	100	100	57.4	31.5	96.4	75.6	58.4	31.5	95.4	100	90.4	76	0.167	0.833	0.699	0.282	0.333	0.802	0.424	0.161	0.324	0.996	0.648
124	LARP7	100	100	40.6	57.9	100	77.2	49.2	68	100	100	49.2	76.6	0.167	0.833	0.669	0.352	0.667	0.822	0.305	0.575	0.654	0.996	0
125	NAA15	100	100	40.6	57.9	100	85.8	67.5	47.2	95.4	100	50.3	76.8	0.167	0.833	0.669	0.352	0.667	0.885	0.589	0.341	0.324	0.996	2e-04
126	CIRBP	100	74.1	59.9	86.8	96.4	31	56.9	96.4	95.4	100	49.2	76.9	0.167	0.5	0.709	0.704	0.333	0.251	0.417	0.932	0.324	0.996	0
127	NONO	100	47.2	100	100	96.4	55.3	40.1	65	95.4	100	49.2	77.2	0.167	0.167	1	0.706	0.333	0.583	0.201	0.539	0.324	0.996	0
128	MATR3	100	47.2	57.4	22.8	96.4	92.4	94.4	93.4	95.4	100	49.2	77.2	0.167	0.167	0.699	0	0.333	0.929	0.905	0.863	0.324	0.996	0
129	FMR1	100	100	42.6	86.8	96.4	25.4	46.2	67.5	95.4	100	89.3	77.2	0.167	0.833	0.679	0.704	0.333	0.205	0.273	0.567	0.324	0.996	0.465
130	SND1	100	74.1	100	57.9	96.4	79.7	62.4	36	95.4	100	49.2	77.4	0.167	0.5	1	0.352	0.333	0.832	0.488	0.189	0.324	0.996	0
131	ESF1	100	100	100	77.2	96.4	48.7	20.3	38.6	95.4	100	74.6	77.4	0.167	0.833	1	0.634	0.333	0.525	0.0324	0.207	0.324	0.996	0.0358
132	DDX6	100	47.2	100	77.2	96.4	47.7	51.8	85.8	95.4	100	51.8	77.6	0.167	0.167	1	0.634	0.333	0.506	0.336	0.775	0.324	0.996	4e-04
133	TRA2A	100	100	100	57.9	96.4	80.7	60.9	10.7	100	100	49.2	77.8	0.167	0.833	1	0.352	0.333	0.837	0.471	0.0301	0.654	0.996	0
134	PUM1	100	100	57.4	57.9	100	60.4	50.3	59.9	100	100	70.6	77.8	0.167	0.833	0.699	0.352	0.667	0.647	0.32	0.509	0.654	0.996	0.028
135	CPSF6	100	100	100	77.2	96.4	72.6	59.4	8.6	95.4	100	49.2	78.1	0.167	0.833	1	0.634	0.333	0.779	0.454	0.0242	0.324	0.996	0
136	AATF	100	100	100	22.8	96.4	66.5	88.8	40.6	95.4	100	49.2	78.2	0.167	0.833	1	0	0.333	0.732	0.807	0.226	0.324	0.996	0
137	DHX30	100	74.1	42.6	80.2	96.4	91.4	94.9	36	95.4	100	49.2	78.2	0.167	0.5	0.679	0.636	0.333	0.925	0.908	0.189	0.324	0.996	0
138	SF3B1	100	47.2	100	100	96.4	63.5	69	18.8	95.4	100	73.1	78.5	0.167	0.167	1	0.706	0.333	0.695	0.641	0.0609	0.324	0.996	0.03
139	IGF2BP2	100	74.1	100	77.2	96.4	85.3	82.2	5.6	95.4	100	49.2	78.7	0.167	0.5	1	0.634	0.333	0.879	0.764	0.019	0.324	0.996	0
140	SF1	100	74.1	100	57.9	96.4	98	98	1	95.4	100	49.2	79.1	0.167	0.5	1	0.352	0.333	0.983	0.969	0.00166	0.324	0.996	0
141	RRP9	100	47.2	100	57.9	96.4	65.5	70.6	62.4	95.4	100	75.1	79.1	0.167	0.167	1	0.352	0.333	0.71	0.653	0.521	0.324	0.996	0.0478
142	PSIP1	100	47.2	100	77.2	96.4	65.5	57.9	74.6	95.4	100	57.4	79.2	0.167	0.167	1	0.634	0.333	0.71	0.421	0.621	0.324	0.996	0.0024
143	DAZAP1	100	100	100	57.9	96.4	79.2	72.1	22.3	95.4	100	49.2	79.3	0.167	0.833	1	0.352	0.333	0.831	0.656	0.0938	0.324	0.996	0
144	CPSF7	100	74.1	100	86.8	96.4	76.6	88.3	6.6	95.4	100	49.2	79.4	0.167	0.5	1	0.704	0.333	0.814	0.801	0.0209	0.324	0.996	0
145	EXOSC9	100	100	57.4	57.9	96.4	82.2	68	32.5	95.4	100	84.8	79.5	0.167	0.833	0.699	0.352	0.333	0.855	0.631	0.167	0.324	0.996	0.321
146	PES1	100	47.2	100	77.2	96.4	62.9	72.1	75.1	95.4	100	49.2	79.6	0.167	0.167	1	0.634	0.333	0.687	0.656	0.624	0.324	0.996	0
