GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
61	HNRNPA1	100	73.1	8.6	31.5	100	14.7	50.8	51.3	100	100	87.3	65.2	0.167	0.167	0.351	0	0.333	0.004	0.255	0.447	0.324	0.00012	0.463
62	CCAR2	100	82.2	54.8	34	100	21.8	55.3	20.3	100	100	49.7	65.3	0.167	0.5	0.699	0.282	0.333	0.00699	0.282	0.0731	0.324	0.00012	0
63	DDX52	100	100	58.4	76.1	100	11.7	9.6	13.2	100	100	49.7	65.3	0.167	0.833	0.709	0.634	0.333	0.002	0.00483	0.0399	0.324	0.00012	0
64	SERBP1	100	73.1	28.4	31.5	100	21.8	81.7	33.5	100	100	49.7	65.4	0.167	0.167	0.366	0	0.333	0.00699	0.71	0.236	0.324	0.00012	0
65	MSI2	100	73.1	8.6	31.5	100	23.9	68	31.5	100	100	84.3	65.5	0.167	0.167	0.351	0	0.333	0.00799	0.483	0.184	0.324	0.00012	0.317
66	PKM	100	73.1	58.4	34	100	35.5	36	37.6	100	100	49.7	65.9	0.167	0.167	0.709	0.282	0.333	0.02	0.116	0.264	0.324	0.00012	0
67	GRWD1	100	73.1	8.6	47.7	100	37.6	61.9	37.1	100	100	59.9	66	0.167	0.167	0.351	0.352	0.333	0.025	0.378	0.261	0.324	0.00012	0.0034
68	ADAR	100	73.1	16.2	31.5	100	36.5	21.3	98	100	100	49.7	66	0.167	0.167	0.363	0	0.333	0.022	0.0306	0.973	0.324	0.00012	0
69	STIP1	100	73.1	58.4	47.7	100	19.3	48.7	30.5	100	100	49.7	66.1	0.167	0.167	0.709	0.352	0.333	0.00599	0.246	0.176	0.324	0.00012	0
70	EIF4B	100	73.1	100	47.7	100	48.2	28.4	51.8	100	33.5	49.7	66.6	0.167	0.167	1	0.352	0.333	0.049	0.0507	0.453	0.324	0.000119	0
71	SLTM	100	73.1	100	31.5	100	11.7	48.2	19.3	100	100	49.7	66.7	0.167	0.167	1	0	0.333	0.002	0.245	0.0711	0.324	0.00012	0
72	SF3B4	100	73.1	41.1	47.7	100	48.2	22.8	53.3	100	100	49.7	66.9	0.167	0.167	0.657	0.352	0.333	0.049	0.0335	0.481	0.324	0.00012	0
73	TRIM56	100	73.1	52.8	55.8	100	53.3	27.9	75.6	100	33.5	64	66.9	0.167	0.167	0.694	0.354	0.333	0.0689	0.0493	0.774	0.324	0.000119	0.0086
74	PUS1	100	73.1	28.4	31.5	100	23.9	55.8	43.7	100	100	80.2	67	0.167	0.167	0.366	0	0.333	0.00799	0.286	0.342	0.324	0.00012	0.218
75	FASTKD2	100	73.1	48.7	47.7	100	43.1	12.2	62.4	100	100	49.7	67	0.167	0.167	0.68	0.352	0.333	0.038	0.00843	0.59	0.324	0.00012	0
76	HLTF	100	73.1	16.2	55.8	100	48.7	17.8	32.5	100	100	94.9	67.2	0.167	0.167	0.363	0.354	0.333	0.05	0.0169	0.195	0.324	0.00012	0.746
77	RBM17	100	73.1	28.4	31.5	100	11.7	41.6	55.8	100	100	98.5	67.3	0.167	0.167	0.366	0	0.333	0.002	0.165	0.522	0.324	0.00012	0.888
78	TIAL1	100	73.1	16.2	31.5	100	38.6	24.9	70.1	100	100	88.3	67.5	0.167	0.167	0.363	0	0.333	0.029	0.0386	0.696	0.324	0.00012	0.481
79	AKAP8	100	73.1	28.4	31.5	100	40.1	35	42.1	100	100	93.9	67.7	0.167	0.167	0.366	0	0.333	0.031	0.112	0.334	0.324	0.00012	0.737
80	FUS	100	73.1	16.2	55.8	100	58.4	66.5	29.4	100	100	49.7	68.1	0.167	0.167	0.363	0.354	0.333	0.0859	0.465	0.169	0.324	0.00012	0
81	UCHL5	100	73.1	44.2	83.2	100	60.4	52.8	28.4	100	33.5	78.7	68.6	0.167	0.167	0.669	0.704	0.333	0.114	0.265	0.148	0.324	0.000119	0.105
82	EIF2S2	100	73.1	28.4	31.5	100	41.1	38.1	49.7	100	100	98	69.1	0.167	0.167	0.366	0	0.333	0.032	0.129	0.419	0.324	0.00012	0.88
83	RBM39	100	73.1	28.4	80.2	100	32.5	56.3	35.5	100	100	54.8	69.2	0.167	0.167	0.366	0.636	0.333	0.015	0.3	0.252	0.324	0.00012	0.0014
84	NSUN2	100	73.1	52.8	55.8	100	69.5	47.2	45.2	100	33.5	86.8	69.5	0.167	0.167	0.694	0.354	0.333	0.173	0.231	0.38	0.324	0.000119	0.44
85	UTP18	100	82.2	28.4	55.8	100	28.9	38.6	35	100	100	95.9	69.5	0.167	0.5	0.366	0.354	0.333	0.012	0.133	0.251	0.324	0.00012	0.751
86	PES1	100	82.2	100	76.1	100	47.2	41.1	38.1	100	33.5	49.7	69.8	0.167	0.5	1	0.634	0.333	0.048	0.157	0.27	0.324	0.000119	0
87	CSTF2T	100	73.1	45.7	76.1	100	70.1	64	61.4	100	33.5	49.7	70.3	0.167	0.167	0.672	0.634	0.333	0.174	0.417	0.584	0.324	0.000119	0
88	QKI	100	73.1	100	47.7	100	61.4	37.6	71.1	100	33.5	49.7	70.4	0.167	0.167	1	0.352	0.333	0.117	0.126	0.716	0.324	0.000119	0
89	ASCC1	100	73.1	58.4	31.5	100	33	74.6	54.3	100	100	49.7	70.4	0.167	0.167	0.709	0	0.333	0.016	0.567	0.499	0.324	0.00012	0
90	HNRNPA2B1	100	73.1	35	31.5	100	76.6	69.5	61.9	100	33.5	96.4	70.7	0.167	0.167	0.379	0	0.333	0.25	0.503	0.586	0.324	0.000119	0.756
91	SMN1	100	73.1	41.1	76.1	100	50.3	40.1	52.3	100	100	49.7	71.2	0.167	0.167	0.657	0.634	0.333	0.0529	0.15	0.454	0.324	0.00012	0
92	RBM15	100	73.1	16.2	31.5	100	83.2	73.6	80.7	100	33.5	99.5	71.9	0.167	0.167	0.363	0	0.333	0.47	0.538	0.812	0.324	0.000119	0.902
93	DKC1	100	73.1	28.4	31.5	100	56.3	86.8	48.2	100	100	67	71.9	0.167	0.167	0.366	0	0.333	0.0739	0.778	0.41	0.324	0.00012	0.0194
94	MATR3	100	73.1	41.1	80.2	100	51.8	53.8	45.7	100	100	49.7	72.3	0.167	0.167	0.657	0.636	0.333	0.0619	0.266	0.385	0.324	0.00012	0
95	CKAP4	100	73.1	100	76.1	100	43.1	28.9	44.2	100	33.5	97.5	72.4	0.167	0.167	1	0.634	0.333	0.038	0.0514	0.365	0.324	0.000119	0.848
96	BUD13	100	73.1	35	47.7	100	13.2	49.7	85.8	100	100	93.4	72.5	0.167	0.167	0.379	0.352	0.333	0.003	0.25	0.862	0.324	0.00012	0.734
97	HNRNPU	100	73.1	41.1	83.2	100	58.9	64.5	69.5	100	33.5	77.2	72.8	0.167	0.167	0.657	0.704	0.333	0.0889	0.43	0.694	0.324	0.000119	0.085
98	PCBP1	100	73.1	41.1	47.7	100	99	80.7	78.2	100	33.5	49.7	73	0.167	0.167	0.657	0.352	0.333	0.945	0.7	0.795	0.324	0.000119	0
99	TBRG4	100	73.1	44.2	47.7	100	50.8	52.3	86.3	100	100	49.7	73.1	0.167	0.167	0.669	0.352	0.333	0.0569	0.263	0.867	0.324	0.00012	0
100	UPF2	100	73.1	47.7	31.5	100	76.6	70.1	57.4	100	100	49.7	73.3	0.167	0.167	0.679	0	0.333	0.25	0.504	0.538	0.324	0.00012	0
101	NONO	100	73.1	100	47.7	100	64	59.9	84.3	100	33.5	49.7	73.8	0.167	0.167	1	0.352	0.333	0.132	0.332	0.849	0.324	0.000119	0
102	SF3B1	100	100	100	100	100	11.7	25.4	6.1	100	100	71.6	74.1	0.167	0.833	1	0.706	0.333	0.002	0.0407	0.0142	0.324	0.00012	0.0308
103	TFIP11	100	82.2	100	100	100	41.6	49.2	60.4	100	33.5	49.7	74.3	0.167	0.5	1	0.706	0.333	0.033	0.248	0.576	0.324	0.000119	0
104	RRP9	100	73.1	28.4	47.7	100	79.7	65.5	50.8	100	100	75.1	74.6	0.167	0.167	0.366	0.352	0.333	0.324	0.446	0.422	0.324	0.00012	0.0546
105	HNRNPA0	100	73.1	54.8	80.2	100	49.7	85.3	31	100	100	49.7	74.9	0.167	0.167	0.699	0.636	0.333	0.0509	0.76	0.18	0.324	0.00012	0
106	CPSF7	100	73.1	28.4	76.1	100	66.5	99	32	100	100	49.7	75	0.167	0.167	0.366	0.634	0.333	0.149	0.978	0.186	0.324	0.00012	0
107	ATP5C1	100	73.1	35	80.2	100	90.9	78.2	48.7	100	33.5	85.8	75	0.167	0.167	0.379	0.636	0.333	0.651	0.639	0.415	0.324	0.000119	0.403
108	GEMIN5	100	73.1	100	100	100	77.2	51.3	43.1	100	33.5	49.7	75.3	0.167	0.167	1	0.706	0.333	0.254	0.259	0.338	0.324	0.000119	0
109	HNRNPK	100	100	100	100	100	58.4	10.7	76.1	100	33.5	49.7	75.3	0.167	0.833	1	0.706	0.333	0.0859	0.00767	0.775	0.324	0.000119	0
110	RPS3A	100	73.1	100	100	100	46.7	42.1	17.3	100	100	49.7	75.4	0.167	0.167	1	0.706	0.333	0.046	0.173	0.0578	0.324	0.00012	0
111	SART3	100	73.1	16.2	47.7	100	82.7	76.1	83.8	100	100	49.7	75.4	0.167	0.167	0.363	0.352	0.333	0.439	0.578	0.842	0.324	0.00012	0
112	BOP1	100	73.1	35	31.5	100	99	79.7	52.8	100	100	61.9	75.7	0.167	0.167	0.379	0	0.333	0.945	0.682	0.468	0.324	0.00012	0.0048
113	KHSRP	100	100	100	76.1	100	71.6	32.5	70.6	100	33.5	49.7	75.8	0.167	0.833	1	0.634	0.333	0.199	0.0689	0.714	0.324	0.000119	0
114	STAU1	100	73.1	100	76.1	100	41.1	72.6	56.3	100	33.5	82.2	75.9	0.167	0.167	1	0.634	0.333	0.032	0.515	0.524	0.324	0.000119	0.252
115	LIN28B	100	73.1	100	55.8	100	64.5	36.5	55.8	100	100	49.7	76	0.167	0.167	1	0.354	0.333	0.135	0.117	0.522	0.324	0.00012	0
116	RAVER1	100	73.1	58.4	83.2	100	38.6	65	72.1	100	100	49.7	76.4	0.167	0.167	0.709	0.704	0.333	0.029	0.435	0.732	0.324	0.00012	0
117	CIRBP	100	73.1	100	76.1	100	44.7	88.8	74.6	100	33.5	49.7	76.4	0.167	0.167	1	0.634	0.333	0.041	0.812	0.768	0.324	0.000119	0
118	SF3A3	100	73.1	100	47.7	100	65	90.9	84.8	100	33.5	49.7	76.8	0.167	0.167	1	0.352	0.333	0.14	0.842	0.854	0.324	0.000119	0
119	PUM2	100	73.1	58.4	34	100	49.7	74.1	67.5	100	100	90.9	77.1	0.167	0.167	0.709	0.282	0.333	0.0509	0.558	0.671	0.324	0.00012	0.683
120	XRCC5	100	73.1	100	83.2	100	54.3	45.2	41.6	100	100	52.3	77.2	0.167	0.167	1	0.704	0.333	0.0699	0.209	0.321	0.324	0.00012	4e-04
121	FUBP3	100	100	100	76.1	100	43.7	43.1	38.6	100	100	49.7	77.4	0.167	0.833	1	0.634	0.333	0.04	0.192	0.287	0.324	0.00012	0
122	HNRNPAB	100	73.1	45.7	47.7	100	37.1	95.4	95.4	100	100	61.4	77.8	0.167	0.167	0.672	0.352	0.333	0.024	0.939	0.95	0.324	0.00012	0.0046
123	RCC2	100	73.1	48.7	100	100	59.9	61.4	64	100	100	49.7	77.9	0.167	0.167	0.68	0.706	0.333	0.107	0.355	0.625	0.324	0.00012	0
124	DHX30	100	73.1	100	100	100	64	62.9	75.1	100	33.5	49.7	78	0.167	0.167	1	0.706	0.333	0.132	0.405	0.769	0.324	0.000119	0
125	TIA1	100	82.2	100	80.2	100	81.2	54.3	58.4	100	33.5	69.5	78.1	0.167	0.5	1	0.636	0.333	0.393	0.267	0.539	0.324	0.000119	0.0266
126	U2AF1	100	73.1	52.8	55.8	100	85.3	71.6	68	100	100	55.8	78.4	0.167	0.167	0.694	0.354	0.333	0.522	0.506	0.676	0.324	0.00012	0.0018
127	KRR1	100	100	47.7	76.1	100	46.2	92.9	53.8	100	100	49.7	78.8	0.167	0.833	0.679	0.634	0.333	0.044	0.892	0.495	0.324	0.00012	0
128	SND1	100	73.1	100	76.1	100	80.7	80.2	73.6	100	33.5	49.7	78.8	0.167	0.167	1	0.634	0.333	0.385	0.69	0.761	0.324	0.000119	0
129	RBM25	100	73.1	100	100	100	61.9	33.5	49.2	100	100	49.7	78.9	0.167	0.167	1	0.706	0.333	0.119	0.0867	0.416	0.324	0.00012	0
130	FMR1	100	100	100	100	100	26.4	31	22.8	100	100	88.8	79	0.167	0.833	1	0.706	0.333	0.00899	0.0618	0.0839	0.324	0.00012	0.494
131	ESF1	100	73.1	100	100	100	42.1	21.8	59.9	100	100	72.1	79	0.167	0.167	1	0.706	0.333	0.035	0.0314	0.565	0.324	0.00012	0.032
132	UPF1	100	73.1	100	47.7	100	55.3	60.4	66	100	100	66.5	79	0.167	0.167	1	0.352	0.333	0.0729	0.333	0.64	0.324	0.00012	0.0134
133	CELF1	100	73.1	41.1	47.7	100	69	93.4	63.5	100	100	81.7	79	0.167	0.167	0.657	0.352	0.333	0.172	0.898	0.613	0.324	0.00012	0.238
134	SRSF5	100	73.1	100	100	100	57.4	26.9	33	100	100	80.7	79.2	0.167	0.167	1	0.706	0.333	0.0849	0.0454	0.197	0.324	0.00012	0.233
135	NAA15	100	100	100	100	100	68.5	39.1	79.2	100	33.5	51.3	79.2	0.167	0.833	1	0.706	0.333	0.167	0.139	0.805	0.324	0.000119	2e-04
136	TUFM	100	100	100	76.1	100	92.4	75.1	36	100	33.5	62.4	79.6	0.167	0.833	1	0.634	0.333	0.695	0.568	0.254	0.324	0.000119	0.0054
137	SBDS	100	100	52.8	100	100	66	29.4	72.6	100	100	56.3	79.7	0.167	0.833	0.694	0.706	0.333	0.145	0.052	0.737	0.324	0.00012	0.0022
138	RBM34	100	82.2	100	100	100	51.3	57.9	36.5	100	100	49.7	79.8	0.167	0.5	1	0.706	0.333	0.0609	0.32	0.256	0.324	0.00012	0
139	PABPC4	100	82.2	100	76.1	100	95.4	75.6	68.5	100	33.5	49.7	80.1	0.167	0.5	1	0.634	0.333	0.799	0.572	0.683	0.324	0.000119	0
140	CSTF2	100	73.1	100	100	100	52.8	19.3	66.5	100	100	70.6	80.2	0.167	0.167	1	0.706	0.333	0.0669	0.0239	0.644	0.324	0.00012	0.0296
141	RECQL	100	82.2	100	100	100	84.3	57.4	77.2	100	33.5	49.7	80.4	0.167	0.5	1	0.706	0.333	0.486	0.311	0.786	0.324	0.000119	0
142	SSRP1	100	100	41.1	76.1	100	93.4	68.5	99	100	33.5	74.6	80.6	0.167	0.833	0.657	0.634	0.333	0.716	0.485	0.981	0.324	0.000119	0.0368
143	U2AF2	100	73.1	100	80.2	100	40.1	53.8	90.4	100	100	51.3	80.8	0.167	0.167	1	0.636	0.333	0.031	0.266	0.904	0.324	0.00012	2e-04
144	XRN2	100	73.1	100	47.7	100	75.6	83.2	92.9	100	33.5	86.3	81.1	0.167	0.167	1	0.352	0.333	0.242	0.723	0.931	0.324	0.000119	0.404
145	NUSAP1	100	100	100	76.1	100	90.4	67	74.1	100	33.5	53.8	81.4	0.167	0.833	1	0.634	0.333	0.642	0.475	0.766	0.324	0.000119	0.0012
146	SUB1	100	73.1	100	76.1	100	86.8	62.4	73.1	100	33.5	89.8	81.4	0.167	0.167	1	0.634	0.333	0.544	0.398	0.752	0.324	0.000119	0.666
147	SRP68	100	73.1	100	100	100	60.9	39.6	54.8	100	100	70.1	81.7	0.167	0.167	1	0.706	0.333	0.116	0.14	0.506	0.324	0.00012	0.0274
148	DDX28	100	73.1	100	47.7	100	70.6	77.7	80.2	100	100	49.7	81.7	0.167	0.167	1	0.352	0.333	0.186	0.634	0.811	0.324	0.00012	0
149	PUM1	100	82.2	100	100	100	55.3	46.7	44.7	100	100	71.1	81.8	0.167	0.5	1	0.706	0.333	0.0729	0.229	0.366	0.324	0.00012	0.0306
