	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance
EIF4B	0.0746778257457779	0.121948688557052	140	112.7	133.5	0.0077312892064727	31	0.332129073537584	-0.283597909824046	-1	9.70776707985916
HNRNPU	0.100799099875466	0.14285915593861	95	113.2	121.5	0.0105686352190954	6	0.321060507438172	-0.327283744474279	-1	8.66970478792719
NCBP2	0.365736483694564	0.389459931285563	170	113.5	118.5	0.0445081806713595	47	0.496441219091815	0.513028315203309	1	6.47579616745592
PCBP1	0.162413532104357	0.198729601394773	135	114.3	124.5	0.0175669475264462	40	0.411140878607886	0.477222903416297	1	9.22410697556325
SF3B4	0.0550184701741689	0.112806401677891	180	114.9	138.0	0.0056430077629915	20	0.331093985061466	-0.34242422436241	-1	10.0387010853686
PARN	0.0581588320078369	0.112806401677891	155	115.2	127.5	0.0059739475984841	26	0.463986617157516	-0.467497751097192	-1	14.1010145949572
PSIP1	0.132090518838747	0.171196264547587	65	115.4	111.5	0.0140669087093696	38	0.370806229318561	-0.388231370572546	-1	9.08579589012786
CNOT7	0.0787871866436872	0.126187607876475	160	115.6	124.5	0.0081728394273874	25	0.354771045251269	-0.311302927862228	-1	10.2053589496356
SRSF5	0.0122891672970215	0.0396879665166105	65	115.6	105.0	0.0012357661637256	43	0.26920136516058	-0.275124830017974	-1	12.0862255383465
METAP2	1.01560212745783e-06	4.23059875013132e-05	5	115.8	161.0	1.01560259160959e-07	4	0.306113612697763	-0.299536226536265	-1	43.1032601025214
SLBP	0.0695459458337994	0.121329660145921	195	117.0	115.5	0.0071823409864743	24	0.360243734791955	-0.28561704427283	-1	10.5621774634983
NUSAP1	0.0183951957476865	0.0566227119108476	185	117.2	110.5	0.001854926622185	30	0.358579820760357	-0.373814968407562	-1	14.3412584951921
UCHL5	0.0852340609288578	0.130163643433992	125	117.9	121.5	0.008869140137313	32	0.252201145873585	-0.236760546028725	-1	7.12142782603006
SSB	0.0895536368369358	0.133131456984629	170	118.1	128.0	0.0093381551573132	27	0.33530375887877	0.394786648294017	1	9.389228952636
FKBP4	0.28984456460167	0.317218773480717	85	118.3	108.0	0.0336480184300448	49	0.440336123289807	0.472533632892039	1	7.00023966655556
TFIP11	0.0159357626634802	0.0506346007210579	55	118.9	129.5	0.0016051206351868	44	0.343734022050704	-0.368783069174003	-1	14.2823299499882
LSM11	0.142600281455121	0.17850429329973	180	119.1	115.0	0.0152673591945828	51	0.424844458543534	-0.40259137118067	-1	10.1730919743674
EIF2S2	0.14207296824833	0.17850429329973	115	119.4	120.5	0.0152068134698642	16	0.29735277466395	-0.256403624746463	-1	7.09554626170015
GRWD1	0.0946401299638154	0.139135116439341	145	119.8	131.0	0.0098930157443329	58	0.411518075307828	-0.336037292471331	-1	11.2878227607082
EIF4G1	0.0671848596172119	0.121329660145921	190	120.9	140.5	0.0069306944268637	10	0.496982579139061	-0.52383208616177	-1	14.6025382884842
CIRBP	0.164513964629046	0.200057105135321	125	124.3	135.5	0.0178135927106902	12	0.35668997081079	-0.295024549701696	-1	7.95831129206805
PUS1	0.0633433859145885	0.117679307133398	125	124.5	137.0	0.0065224893834592	44	0.356747635363028	-0.32764167786777	-1	10.6115423125745
FAM120A	0.0711753214677911	0.121329660145921	95	125.6	95.0	0.007356336582938	59	0.380554237368949	0.404065808541224	1	11.1623124093485
NSUN2	0.109055055855475	0.152356308975605	105	125.7	116.0	0.0114808506705539	67	0.324459794861053	-0.270949901358766	-1	8.46982074599627
BOP1	0.110654738595835	0.152356308975605	110	125.9	125.5	0.0116584818636347	29	0.396260636568201	0.375195881133151	1	10.3623512510658
UTP3	0.0052507099999334	0.0198921128843632	165	127.5	145.0	0.0005263157894736	20	0.400385646682748	-0.362128446434528	-1	21.8902888499979
AKAP8L	0.166373307929767	0.201076942712663	140	128.1	138.5	0.0180323938762388	66	0.328612500002322	-0.317885333282729	-1	7.30197229912629
RBM15	0.110946926782632	0.152356308975605	125	128.2	122.0	0.0116909579370216	85	0.322711664250426	-0.290073035955297	-1	8.42374342393714
UPF2	0.0832237909230236	0.129504139013781	85	128.4	143.0	0.0086515464396007	53	0.434759530606265	-0.408037842577585	-1	12.3668632284984
G3BP2	0.0845370811485878	0.130107851455248	85	128.6	137.0	0.0087936496316668	57	0.273398817915186	-0.298343467974428	-1	7.72854857632732
RPS3A	0.262850622313535	0.294213480657763	165	129.8	147.5	0.030036146284855	24	0.460738427433991	0.480713709505342	1	7.81432497778973
GEMIN5	0.195606248323286	0.228014384140161	110	130.5	124.5	0.0215314550731972	75	0.286377116696632	-0.270289877477278	-1	5.84852889173024
FMR1	0.274278954126329	0.301860078004954	165	130.5	142.5	0.0315505167056258	50	0.378027023366418	-0.365840951314347	-1	6.26085036593857
SF3A3	0.131657737014681	0.171196264547587	165	130.8	127.5	0.0140177563248756	74	0.346820403426401	0.380918122411106	1	8.49275151278833
STAU1	0.0052507099999334	0.0198921128843632	150	131.1	134.0	0.0005263157894736	21	0.344982754290226	0.305760950862135	1	18.8498566013905
DDX19B	0.0582220575499839	0.112806401677891	195	131.3	148.5	0.0059806206699975	41	0.322828874134554	-0.291782325778768	-1	9.78604996959883
RBFOX2	0.815269262963207	0.819428800019142	195	131.6	144.0	0.155394478391798	31	0.406715142036561	-0.433082857579679	-1	1.05235559368681
SND1	0.621029537303845	0.640538318580405	155	132.0	140.0	0.0924709489484948	54	0.353963083496828	0.414673088621728	1	2.12648359393824
IGF2BP2	0.148550668619016	0.184053344138027	150	133.5	137.5	0.015952911175161	64	0.330000696078341	-0.276914396445156	-1	7.74211926074829
KRR1	0.103499814608472	0.145639024841921	195	133.6	154.5	0.0108662094700091	34	0.445584930728073	-0.379406674194095	-1	11.943905676253
BCCIP	0.1320099321342	0.171196264547587	145	133.6	131.0	0.0140577545543745	86	0.370280103721014	-0.366767892661704	-1	9.07278754808442
SBDS	0.590389228590556	0.612140410696524	195	134.0	142.5	0.0853874909882845	33	0.432462838484336	-0.371394975281087	-1	2.89106281477115
CCAR1	0.43573360642101	0.456593193962441	195	134.7	124.0	0.0556164392399984	61	0.311917713784862	-0.334476554578716	-1	3.34329239658718
SLTM	0.169941416430107	0.202899751737764	150	135.0	142.5	0.0184535097011584	55	0.38870923886232	-0.343591711114281	-1	8.60327041882237
HLTF	0.274157747803992	0.301860078004954	90	135.1	139.5	0.0315343433591626	76	0.300703487829366	-0.235098515280392	-1	4.96338902212921
UTP18	0.157260143342491	0.193626551490442	190	135.8	149.5	0.0169641564725999	20	0.455660966601051	-0.43218928612468	-1	10.397898449199
CSTF2	0.0523346954684846	0.112806401677891	195	136.1	156.0	0.0053609677825141	20	0.379053637664377	0.432895658701596	1	11.504750343413
G3BP1	0.142301152079724	0.17850429329973	155	136.4	150.0	0.0152330092620447	55	0.334686016996834	-0.308165203847269	-1	7.9967404132344
SMNDC1	0.16746795272155	0.201165772476497	185	136.5	134.5	0.0181614134273978	65	0.264689877080384	-0.217202310961511	-1	5.86392367077516
KIF1C	0.174808270167431	0.206781296277967	155	137.8	147.0	0.0190305405741272	80	0.358985394741665	0.377923044546265	1	7.84380386078567
AATF	0.0894140734959229	0.133131456984629	160	144.3	151.0	0.0093229702385656	80	0.32551907892717	-0.31315863223962	-1	9.11283491407672
GPKOW	0.175291758773708	0.206781296277967	135	144.4	146.5	0.0190880317772701	37	0.360195025856785	-0.337691128270394	-1	7.87051155407103
DDX52	0.41949080496123	0.444299400953561	180	144.8	163.5	0.0529325503781892	5	0.540767199369317	0.60048056443306	1	6.06337289167431
RBM25	0.336500416584601	0.362243617853368	190	146.7	157.5	0.0401926630197884	34	0.253416025188376	-0.263707957040557	-1	3.52255714126945
CPSF6	0.236729680331712	0.269570792054031	190	149.3	159.0	0.026652679891067	76	0.273769343367741	-0.278637494666211	-1	4.94532789742951
LIN28B	0.531612765748624	0.554114893399359	195	151.0	155.5	0.0730410436306161	68	0.377614231113398	-0.374356379332029	-1	3.04077666942719
ILF3	0.423467666633913	0.446112996400433	170	152.2	164.0	0.0535833613879785	63	0.335031442908454	0.381385078857497	1	3.7061194843301
SSRP1	0.785874879445501	0.793935134619301	180	152.2	174.5	0.142830396244604	84	0.378043295984515	0.422172323186867	1	1.13974829341317
TRA2A	0.24727395976239	0.279959598121787	200	153.6	151.5	0.0280057538877322	77	0.26313952075865	-0.248117414707628	-1	4.61072284848654
