Name	ID	Size	meanAbsT0	padog0	PmeanAbsT	p.value	p.adj	avg.logfc	avg.logfc.dir	direction	significance
DDX24	DDX24	DDX24	197	-0.0296613591530762	3.74725288843175	0.0526315789473684	0.0526315789473684	0.195630585898709	0.343886787285146	-0.299974036181431	-1	18.4138467485037
EFTUD2	EFTUD2	EFTUD2	196	-0.0269161484151177	4.00106278610403	0.0526315789473684	0.0526315789473684	0.195630585898709	0.292450193248885	0.344028079739411	1	15.6596101948807
PUM2	PUM2	PUM2	187	0.828918259702228	3.69556914351844	0.0526315789473684	0.0526315789473684	0.195630585898709	0.396613655715425	-0.379023399645163	-1	21.2371726531382
EIF3G	EIF3G	EIF3G	192	4.50014913362959	9.58284894854797	0.0526315789473684	0.0526315789473684	0.195630585898709	0.464252297972958	-0.463232372075436	-1	24.8589680778468
ATP5C1	ATP5C1	ATP5C1	197	-0.267505574255418	2.59917740854837	0.0526315789473684	0.0526315789473684	0.195630585898709	0.323536292985371	-0.290405992888639	-1	17.324154160281
ASCC1	ASCC1	ASCC1	191	1.32908075834388	7.47439112652433	0.000526315789473684	0.0526315789473684	0.195630585898709	0.360319559726108	-0.314281067769845	-1	19.2937600355763
IGF2BP3	IGF2BP3	IGF2BP3	191	-0.278187539050042	3.09747580764266	0.0526315789473684	0.0526315789473684	0.195630585898709	0.339242162784101	-0.30758115141708	-1	18.1651445391465
FUS	FUS	FUS	189	1.56988119849438	6.44070678507293	0.0526315789473684	0.0526315789473684	0.195630585898709	0.385237433340766	0.439239068830676	1	20.6280186433618
DKC1	DKC1	DKC1	190	1.65179221511046	5.66405078069437	0.0526315789473684	0.0526315789473684	0.195630585898709	0.440848132812568	-0.36468705720276	-1	23.605762876384
HNRNPL	HNRNPL	HNRNPL	189	1.87483067819005	6.39969858926052	0.0526315789473684	0.0526315789473684	0.195630585898709	0.369787152718038	-0.374492940854435	-1	19.8007141055681
DDX27	DDX27	DDX27	188	2.23932359847076	6.21197694107057	0.0526315789473684	0.0526315789473684	0.195630585898709	0.47657114681616	0.515650790143221	1	25.5185961970528
PUS1	PUS1	PUS1	193	0.238438583317807	4.23411899626689	0.263157894736842	0.0526315789473684	0.195630585898709	0.356747635363028	-0.32764167786777	-1	19.1024968924406
HNRNPC	HNRNPC	HNRNPC	196	-0.0584152872721151	3.24134160806035	0.0526315789473684	0.0526315789473684	0.195630585898709	0.300076783423288	-0.312424237259747	-1	16.0679854738317
FTO	FTO	FTO	192	0.270838883158424	4.58778253141234	0.0526315789473684	0.0526315789473684	0.195630585898709	0.354668229214962	-0.332750819585321	-1	18.9911524978488
SAFB2	SAFB2	SAFB2	187	3.89834388083642	9.50460559742822	0.0526315789473684	0.0526315789473684	0.195630585898709	0.493702777092557	-0.425031668613672	-1	26.4359306981892
EIF4B	EIF4B	EIF4B	197	-0.288280606651039	4.90685296718829	0.0526315789473684	0.0526315789473684	0.195630585898709	0.332129073537584	-0.283597909824046	-1	17.7842653075603
SUPV3L1	SUPV3L1	SUPV3L1	193	0.163284026284694	3.0295353012226	0.0526315789473684	0.0526315789473684	0.195630585898709	0.346490057583316	-0.333748938963871	-1	18.5532421021138
HNRNPAB	HNRNPAB	HNRNPAB	185	1.6213184765571	5.82785889293688	0.0526315789473684	0.0526315789473684	0.195630585898709	0.441869218032498	-0.400948949703545	-1	23.6604381574711
G3BP1	G3BP1	G3BP1	197	0.0201336164522429	3.80856302081028	0.0526315789473684	0.0526315789473684	0.195630585898709	0.334686016996834	-0.308165203847269	-1	17.9211800328248
GRSF1	GRSF1	GRSF1	192	2.42099225645126	5.84067535799127	0.0526315789473684	0.0526315789473684	0.195630585898709	0.466771641348784	-0.416962643445264	-1	24.9938694597683
RAVER1	RAVER1	RAVER1	190	0.163128597918948	4.59872434574232	0.0526315789473684	0.0526315789473684	0.195630585898709	0.340638369278684	-0.356997416328039	-1	18.2399061565481
SNRNP200	SNRNP200	SNRNP200	195	0.923231048802745	4.9437969789242	0.0526315789473684	0.0526315789473684	0.195630585898709	0.443646182419897	0.44668669121818	1	23.7555879309341
RBM22	RBM22	RBM22	194	1.64741224561478	6.34139489966268	0.0526315789473684	0.0526315789473684	0.195630585898709	0.313050680026273	-0.25016399310465	-1	16.7626889419827
APOBEC3C	APOBEC3C	APOBEC3C	183	2.8132427639441	7.5957445635985	0.263157894736842	0.0526315789473684	0.195630585898709	0.543574388957644	-0.53743871003784	-1	29.1063683303949
SF3A3	SF3A3	SF3A3	197	-0.672305639649666	3.39604750740244	0.157894736842105	0.157894736842105	0.56555023923445	0.346820403426401	0.380918122411106	1	6.48755132327728
NSUN2	NSUN2	NSUN2	196	-0.455731048317187	2.21230492413235	0.0526315789473684	0.157894736842105	0.56555023923445	0.324459794861053	-0.270949901358766	-1	6.06927836628214
RPS19	RPS19	RPS19	184	1.18466840384796	5.13658518510472	0.210526315789474	0.210526315789474	0.601067887109077	0.435674428112425	-0.439069000275189	-1	7.27872001127641
MSI2	MSI2	MSI2	193	-0.207048037920266	2.47813851931585	0.000526315789473684	0.210526315789474	0.601067887109077	0.352621397133817	-0.326392634753138	-1	5.8911706864279
EEF2	EEF2	EEF2	194	1.1934352669899	6.0434427692411	0.210526315789474	0.210526315789474	0.601067887109077	0.415762391836894	-0.3664185896251	-1	6.94605385611118
PNPT1	PNPT1	PNPT1	184	1.44620455224644	4.76074217671257	0.210526315789474	0.210526315789474	0.601067887109077	0.458783973395883	-0.438079707392828	-1	7.66480626939115
RRP9	RRP9	RRP9	188	0.317057253808379	4.29455405267448	0.210526315789474	0.210526315789474	0.601067887109077	0.448512273067438	-0.331697283539213	-1	7.4931991565881
YBX3	YBX3	YBX3	188	1.09651184920893	6.13582320359398	0.210526315789474	0.210526315789474	0.601067887109077	0.495143556252863	0.526805658119753	1	8.27225808722992
DHX30	DHX30	DHX30	197	-0.49931981966502	4.2155442411312	0.210526315789474	0.210526315789474	0.601067887109077	0.355463018832632	-0.35102579247038	-1	5.93864505579416
TAF15	TAF15	TAF15	192	1.00639039603209	6.58872486451508	0.210526315789474	0.210526315789474	0.601067887109077	0.391858167815394	-0.409885838624458	-1	6.54669106933218
HNRNPM	HNRNPM	HNRNPM	179	1.8580882059211	6.07582577137975	0.210526315789474	0.210526315789474	0.601067887109077	0.483550500948863	-0.46671863162813	-1	8.07857537787596
FXR1	FXR1	FXR1	189	0.26889113361358	5.05329022446888	0.210526315789474	0.210526315789474	0.601067887109077	0.36368283443166	-0.388116720604162	-1	6.07597176681749
DDX55	DDX55	DDX55	192	1.00194731605772	5.75023078258156	0.421052631578947	0.210526315789474	0.601067887109077	0.505471781362271	0.529248464148375	1	8.44480954752682
LARP4	LARP4	LARP4	189	0.847259989539541	6.78184501176607	0.210526315789474	0.210526315789474	0.601067887109077	0.375577388145163	-0.392676837972714	-1	6.27469154597637
RBM17	RBM17	RBM17	186	1.14813044678136	5.61498527697979	0.210526315789474	0.210526315789474	0.601067887109077	0.479014964198249	0.540326158380987	1	8.00280113000098
CCAR2	CCAR2	CCAR2	178	1.31448774716716	6.194014554878	0.421052631578947	0.210526315789474	0.601067887109077	0.542399486523897	-0.566731070978628	-1	9.06175286388113
SF3B4	SF3B4	SF3B4	189	-0.443978533169389	3.72879364051864	0.263157894736842	0.263157894736842	0.664642375168691	0.331093985061466	-0.34242422436241	-1	4.43899475055723
CNOT7	CNOT7	CNOT7	192	0.0596359713968193	3.86867318521301	0.263157894736842	0.263157894736842	0.664642375168691	0.354771045251269	-0.311302927862228	-1	4.75643436176506
U2AF1	U2AF1	U2AF1	182	0.202686953088169	4.14172616765764	0.263157894736842	0.263157894736842	0.664642375168691	0.348236035175978	-0.334884679063423	-1	4.66881913247097
SF1	SF1	SF1	188	2.26588612132182	7.62469374942685	0.473684210526316	0.263157894736842	0.664642375168691	0.580204148318914	-0.499743864907771	-1	7.7788280211767
EIF4G1	EIF4G1	EIF4G1	188	0.669453703488676	5.62726660459486	0.210526315789474	0.263157894736842	0.664642375168691	0.496982579139061	-0.52383208616177	-1	6.66307199602897
STAU1	STAU1	STAU1	194	0.12696367990663	3.383404619072	0.263157894736842	0.263157894736842	0.664642375168691	0.344982754290226	0.305760950862135	1	4.62520222178847
HNRNPA2B1	HNRNPA2B1	HNRNPA2B1	193	0.0169712238402275	3.29277529418393	0.263157894736842	0.263157894736842	0.664642375168691	0.331353734322813	-0.31515818749962	-1	4.44247722278446
ZRANB2	ZRANB2	ZRANB2	184	0.149930470383785	4.8168580846433	0.263157894736842	0.263157894736842	0.664642375168691	0.393371435445629	0.448679985763199	1	5.27395185580959
SART3	SART3	SART3	187	2.34481092922596	8.73048701369032	0.263157894736842	0.263157894736842	0.664642375168691	0.504900778115586	0.547533895262654	1	6.76923171283607
AARS	AARS	AARS	190	0.225614197584837	5.01405955317434	0.315789473684211	0.315789473684211	0.768031189083821	0.360417369383922	-0.37013728135641	-1	3.1219134791171
BOP1	BOP1	BOP1	190	-0.400705255659884	2.35187728243493	0.210526315789474	0.315789473684211	0.768031189083821	0.396260636568201	0.375195881133151	1	3.43238569400916
SSB	SSB	SSB	189	-0.373230541740249	2.87452937521939	0.315789473684211	0.315789473684211	0.768031189083821	0.33530375887877	0.394786648294017	1	2.90438090215127
SLBP	SLBP	SLBP	196	-0.996012328521428	1.93170570163399	0.263157894736842	0.368421052631579	0.853869969040248	0.360243734791955	-0.28561704427283	-1	1.86776941319683
DDX19B	DDX19B	DDX19B	193	-1.22112043114506	2.45418706452605	0.578947368421053	0.368421052631579	0.853869969040248	0.322828874134554	-0.291782325778768	-1	1.67378316004166
UCHL5	UCHL5	UCHL5	197	-1.74901608607627	1.35469673903968	0.263157894736842	0.368421052631579	0.853869969040248	0.252201145873585	-0.236760546028725	-1	1.30759688716839
RBM39	RBM39	RBM39	192	-0.500505861708009	3.36388606924063	0.263157894736842	0.368421052631579	0.853869969040248	0.351706136737745	0.368621986091458	1	1.82350420337429
TBRG4	TBRG4	TBRG4	190	-0.465471136007823	4.9552589322462	0.421052631578947	0.421052631578947	0.901601830663616	0.395067536319577	-0.381021675478799	-1	1.34304807982407
STIP1	STIP1	STIP1	190	-0.17210993224658	4.73756149243817	0.421052631578947	0.421052631578947	0.901601830663616	0.51489690524409	-0.487589276293322	-1	1.75041286949996
GTF2F1	GTF2F1	GTF2F1	184	0.0940664761274874	5.33998892347381	0.421052631578947	0.421052631578947	0.901601830663616	0.533251371563835	-0.486247809523801	-1	1.81280962063921
FASTKD2	FASTKD2	FASTKD2	190	-0.575583891964903	3.83623205771986	0.526315789473684	0.421052631578947	0.901601830663616	0.373501185747147	0.352468984449832	1	1.26973239816886
NUFIP2	NUFIP2	NUFIP2	182	0.880689084192044	7.39339909353206	0.421052631578947	0.421052631578947	0.901601830663616	0.477627320769938	-0.429328785004468	-1	1.62371340861751
RTF1	RTF1	RTF1	191	0.420758374758952	5.02872386821907	0.421052631578947	0.421052631578947	0.901601830663616	0.38721715457016	-0.402869186711105	-1	1.31636038932775
MATR3	MATR3	MATR3	192	-0.727428226451538	3.81908791358828	0.421052631578947	0.421052631578947	0.901601830663616	0.323519914043582	-0.306831845017168	-1	1.09981904205261
HNRNPU	HNRNPU	HNRNPU	195	-0.762884588894966	3.09259534803527	0.473684210526316	0.473684210526316	0.914860681114551	0.321060507438172	-0.327283744474279	-1	0.937628999115505
TROVE2	TROVE2	TROVE2	195	-0.288468257212249	2.19946210108954	0.473684210526316	0.473684210526316	0.914860681114551	0.335256150218159	-0.327875128647577	-1	0.979086126427135
ADAR	ADAR	ADAR	174	0.413031494023309	5.01441182776378	0.473684210526316	0.473684210526316	0.914860681114551	0.538054376556477	0.605865122215619	1	1.57134052576529
CPSF7	CPSF7	CPSF7	176	0.29436874163276	4.68667299411588	1	0.473684210526316	0.914860681114551	0.536859212102611	0.587163623999633	1	1.5678501530016
CSTF2T	CSTF2T	CSTF2T	195	-0.165969787764272	4.40735288449732	0.421052631578947	0.473684210526316	0.914860681114551	0.40016099783733	-0.402580237983442	-1	1.16863503045304
NPM1	NPM1	NPM1	188	-0.341362882214749	4.62338112723357	0.473684210526316	0.473684210526316	0.914860681114551	0.435326519505524	-0.449658482912484	-1	1.27133284635142
HNRNPA0	HNRNPA0	HNRNPA0	189	-0.265726013018934	5.01918302961975	0.473684210526316	0.473684210526316	0.914860681114551	0.483697406201923	-0.499140747055155	-1	1.41259577040696
RBM34	RBM34	RBM34	191	-0.882998464147556	4.8456651045468	0.473684210526316	0.473684210526316	0.914860681114551	0.325746669984085	-0.309115032509432	-1	0.951314525039194
PES1	PES1	PES1	194	-0.806888716530615	3.34629185692043	0.684210526315789	0.473684210526316	0.914860681114551	0.373770034692474	-0.356797847235733	-1	1.09156254166689
PKM	PKM	PKM	186	-0.477749507459767	3.7966525988098	0.473684210526316	0.473684210526316	0.914860681114551	0.431950346351181	-0.417249171203864	-1	1.26147302933186
HNRNPUL1	HNRNPUL1	HNRNPUL1	184	-0.672951325956727	4.03218258729279	0.526315789473684	0.526315789473684	0.942583732057416	0.472812025319034	-0.463032909051934	-1	0.917561032148663
EIF2S2	EIF2S2	EIF2S2	185	-1.21708052301019	1.47222971409246	0.578947368421053	0.578947368421053	0.942583732057416	0.29735277466395	-0.256403624746463	-1	0.577056640318786
KRR1	KRR1	KRR1	191	0.00239541615134328	4.05995711804519	0.578947368421053	0.578947368421053	0.942583732057416	0.445584930728073	-0.379406674194095	-1	0.864722864594792
G3BP2	G3BP2	G3BP2	194	-1.51645834094531	3.22512265817696	0.526315789473684	0.526315789473684	0.942583732057416	0.273398817915186	-0.298343467974428	-1	0.530570476470459
AGO1	AGO1	AGO1	182	-0.0414985238075495	4.43567124612277	0.578947368421053	0.578947368421053	0.942583732057416	0.427783398271627	-0.410407940133304	-1	0.83017638180696
TRIM56	TRIM56	TRIM56	195	-0.798454447184142	1.90178384688294	0.578947368421053	0.578947368421053	0.942583732057416	0.367643712382743	-0.36129822668274	-1	0.713466507052683
PARN	PARN	PARN	187	-0.491228733262499	4.81874201786344	0.578947368421053	0.578947368421053	0.942583732057416	0.463986617157516	-0.467497751097192	-1	0.900434034127933
RECQL	RECQL	RECQL	195	-1.89555969227513	2.54861249695813	0.578947368421053	0.578947368421053	0.942583732057416	0.355512720384191	-0.369662717357651	-1	0.689924539118031
RBFOX2	RBFOX2	RBFOX2	183	-1.17487846439984	3.03498079169843	0.578947368421053	0.578947368421053	0.942583732057416	0.406715142036561	-0.433082857579679	-1	0.789290342744025
ZC3H8	ZC3H8	ZC3H8	194	-1.6793568866804	1.01525251183505	0.526315789473684	0.526315789473684	0.942583732057416	0.286657967157139	-0.234433582678008	-1	0.55630179888268
GRWD1	GRWD1	GRWD1	194	-0.995358904155927	2.06707643366433	0.526315789473684	0.526315789473684	0.942583732057416	0.411518075307828	-0.336037292471331	-1	0.798611138691952
EIF2S1	EIF2S1	EIF2S1	198	-1.84695442793774	0.98554287241322	0.578947368421053	0.578947368421053	0.942583732057416	0.296586255566933	-0.27979900571306	-1	0.575569097667251
XRN2	XRN2	XRN2	193	-1.29247678298429	1.72676718380559	0.473684210526316	0.578947368421053	0.942583732057416	0.290143492433608	-0.300312843997811	-1	0.563065971532686
UPF2	UPF2	UPF2	182	-1.31269866840478	2.8350346568915	0.578947368421053	0.578947368421053	0.942583732057416	0.434759530606265	-0.408037842577585	-1	0.843714589049166
CSTF2	CSTF2	CSTF2	183	-1.72046408259103	1.36120887397967	0.578947368421053	0.578947368421053	0.942583732057416	0.379053637664377	0.432895658701596	1	0.735609139341045
CKAP4	CKAP4	CKAP4	195	-0.278585295146884	2.43082593186824	0.473684210526316	0.526315789473684	0.942583732057416	0.396747865273265	-0.426816433350298	-1	0.76994738134521
HLTF	HLTF	HLTF	192	-1.73058556202802	0.597328562800853	0.578947368421053	0.578947368421053	0.942583732057416	0.300703487829366	-0.235098515280392	-1	0.58355919030875
GPKOW	GPKOW	GPKOW	196	-1.27517411761074	2.6080670771158	0.578947368421053	0.578947368421053	0.942583732057416	0.360195025856785	-0.337691128270394	-1	0.699011239142991
AATF	AATF	AATF	193	-1.55171205427679	2.35882573042518	0.578947368421053	0.578947368421053	0.942583732057416	0.32551907892717	-0.31315863223962	-1	0.631717481895595
SUCLG1	SUCLG1	SUCLG1	192	-0.691499860839829	2.32473539626879	0.684210526315789	0.684210526315789	0.994232155731795	0.361893229232179	-0.324386994832144	-1	0.0687043446438899
ILF2	ILF2	ILF2	190	-1.66934438664181	1.44945909059813	0.736842105263158	0.736842105263158	0.994232155731795	0.463615840466719	0.534799930012997	1	0.0880160774308287
DDX28	DDX28	DDX28	189	-0.85510353706256	4.06449757986743	0.684210526315789	0.684210526315789	0.994232155731795	0.388503954218568	-0.407281498365601	-1	0.0737563110058127
UPF1	UPF1	UPF1	186	-1.84930821440563	1.11088681242166	0.736842105263158	0.736842105263158	0.994232155731795	0.297995436500913	-0.27944507568665	-1	0.0565735402541336
NCBP2	NCBP2	NCBP2	188	-1.71681507510678	1.62113991054687	0.736842105263158	0.736842105263158	0.994232155731795	0.496441219091815	0.513028315203309	1	0.0942478771550448
AUH	AUH	AUH	191	0.331384225939907	6.07197823904954	0.684210526315789	0.684210526315789	0.994232155731795	0.47337850398189	-0.481066331453684	-1	0.0898694898315297
NONO	NONO	NONO	196	-0.529059355655936	3.92011635114226	0.684210526315789	0.684210526315789	0.994232155731795	0.369295751305731	-0.392941749602447	-1	0.0701096912674074
BCLAF1	BCLAF1	BCLAF1	192	-1.01489283704787	1.99204050998087	0.631578947368421	0.631578947368421	0.994232155731795	0.308548389869866	-0.273748055361521	-1	0.0585769868143519
HNRNPK	HNRNPK	HNRNPK	194	-2.06217599975934	2.11434637596129	0.526315789473684	0.736842105263158	0.994232155731795	0.372199486178234	0.420765625797299	1	0.0706609566277961
PPIG	PPIG	PPIG	199	-1.81816585498555	1.55005906007953	0.736842105263158	0.736842105263158	0.994232155731795	0.363931766322035	-0.398498992563664	-1	0.0690913547990341
SUPT6H	SUPT6H	SUPT6H	192	-0.875307952076716	1.40770219483265	0.947368421052632	0.736842105263158	0.994232155731795	0.42302037290322	0.495617472111107	1	0.080309149615738
SFPQ	SFPQ	SFPQ	188	-0.715734727061061	3.49742519783976	0.894736842105263	0.684210526315789	0.994232155731795	0.381268708840825	-0.364994985022692	-1	0.0723827213615129
PCBP1	PCBP1	PCBP1	196	-0.828882626886957	3.4287421681577	0.631578947368421	0.631578947368421	0.994232155731795	0.411140878607886	0.477222903416297	1	0.0780538632375058
PPIL4	PPIL4	PPIL4	193	-1.06725100199875	3.31103739150079	0.631578947368421	0.684210526315789	0.994232155731795	0.383433948068051	0.43085370154024	1	0.0727937855375943
DNAJC2	DNAJC2	DNAJC2	187	-1.74410906811502	1.99159033717994	0.736842105263158	0.736842105263158	0.994232155731795	0.536521086125506	0.596414633383433	1	0.101856919755279
MTPAP	MTPAP	MTPAP	187	-0.506087380009128	2.64932871602733	0.526315789473684	0.736842105263158	0.994232155731795	0.371632765825937	-0.313708495912105	-1	0.0705533664678931
XRCC5	XRCC5	XRCC5	190	0.0275093067691341	4.86534902432869	0.631578947368421	0.631578947368421	0.994232155731795	0.466711434203608	-0.468704385897552	-1	0.0886037666214442
PUM1	PUM1	PUM1	192	-0.346676519831194	3.46121290308354	0.947368421052632	0.736842105263158	0.994232155731795	0.536532604531459	0.647105575640168	1	0.101859106490118
LARP7	LARP7	LARP7	194	-3.12331094800432	0.733377304177412	0.736842105263158	0.736842105263158	0.994232155731795	0.485385645916624	0.494390832958805	1	0.0921490097314249
KIF1C	KIF1C	KIF1C	195	-1.00450671389806	1.84041917612549	0.736842105263158	0.736842105263158	0.994232155731795	0.358985394741665	0.377923044546265	1	0.068152300983312
SSRP1	SSRP1	SSRP1	196	-0.624588354907855	2.5755228001835	0.736842105263158	0.736842105263158	0.994232155731795	0.378043295984515	0.422172323186867	1	0.0717703864002622
RCC2	RCC2	RCC2	190	-1.56602387151727	2.40149462193812	0.789473684210526	0.684210526315789	0.994232155731795	0.3379330709892	-0.367662245788393	-1	0.0641555804320244
SERBP1	SERBP1	SERBP1	181	0.0634126860937006	4.66052341019653	0.631578947368421	0.631578947368421	0.994232155731795	0.400508499133277	0.456441361193685	1	0.0760353378692418
TIAL1	TIAL1	TIAL1	188	-0.152323228394934	2.63719177748593	0.736842105263158	0.736842105263158	0.994232155731795	0.431514037091257	-0.386849296254849	-1	0.0819216462985372
NAA15	NAA15	NAA15	194	-2.39358628738908	0.692071920691699	0.736842105263158	0.736842105263158	0.994232155731795	0.498508506267078	0.537158787661679	1	0.0946403454277133
SUB1	SUB1	SUB1	195	-2.70602885772424	-0.291883363462815	1	1	1	0.322131578623421	-0.357410253901355	-1	0
PABPC4	PABPC4	PABPC4	195	-1.14522312887025	2.14620169277133	0.789473684210526	0.789473684210526	1	0.388348345005012	-0.380704913346845	-1	0
SF3B1	SF3B1	SF3B1	185	0.0190880523229155	4.14948855046977	0.947368421052632	0.947368421052632	1	0.476850585122422	0.508652079145204	1	0
CIRBP	CIRBP	CIRBP	197	-1.58175281845661	2.27824392558148	0.947368421052632	1	1	0.35668997081079	-0.295024549701696	-1	0
ESF1	ESF1	ESF1	187	-0.875843176057128	2.30036905640341	0.736842105263158	0.947368421052632	1	0.43860571421313	0.425110372371226	1	0
SMN1	SMN1	SMN1	179	-0.435627513784998	4.07854995379402	1	1	1	0.421584565546863	-0.481664695387323	-1	0
TARDBP	TARDBP	TARDBP	193	-1.83007348722047	2.36707136312106	0.789473684210526	0.789473684210526	1	0.297760295206399	-0.279402226492577	-1	0
RBM25	RBM25	RBM25	192	-2.16787361193546	1.39332380696019	1	1	1	0.253416025188376	-0.263707957040557	-1	0
UTP18	UTP18	UTP18	191	-0.74476287545391	1.27459971909278	0.789473684210526	0.789473684210526	1	0.455660966601051	-0.43218928612468	-1	0
SUGP2	SUGP2	SUGP2	189	-3.54573625552481	-0.926029532270178	0.947368421052632	0.947368421052632	1	0.582239387660131	0.593577314412842	1	0
SBDS	SBDS	SBDS	187	-2.13006060237275	1.18030138631126	1	1	1	0.432462838484336	-0.371394975281087	-1	0
SND1	SND1	SND1	195	-1.99839279732572	2.37844602635222	0.947368421052632	0.947368421052632	1	0.353963083496828	0.414673088621728	1	0
SLTM	SLTM	SLTM	186	-0.984850792270267	2.73914131342077	0.947368421052632	0.947368421052632	1	0.38870923886232	-0.343591711114281	-1	0
