Name	ID	Size	meanAbsT0	padog0	PmeanAbsT	p.value	p.adj	avg.logfc	avg.logfc.dir	direction	significance
KHDRBS1	KHDRBS1	KHDRBS1	192	1.13061985629598	4.5673838599281	0.157894736842105	0.157894736842105	0.555451127819549	0.573903440429338	0.434329698690243	1	5.51746833285252
BUD13	BUD13	BUD13	191	1.26589686907322	3.39573840629678	0.157894736842105	0.157894736842105	0.555451127819549	0.617156354599706	-0.698266492794811	-1	5.93329888452173
DDX3X	DDX3X	DDX3X	188	2.50655172705066	5.44451451151784	0.210526315789474	0.210526315789474	0.638056680161943	0.690643583741759	-0.698930501850509	-1	5.07411183324872
EIF2S2	EIF2S2	EIF2S2	185	4.08225368316696	6.40398715000826	0.210526315789474	0.210526315789474	0.638056680161943	0.674834450146919	-0.651740458145417	-1	4.95796319488392
DDX6	DDX6	DDX6	187	2.80657877763014	5.90266654498948	0.210526315789474	0.210526315789474	0.638056680161943	0.628151711734792	-0.614850379982852	-1	4.61498826402002
U2AF1	U2AF1	U2AF1	182	3.06758413824881	6.06263221217024	0.210526315789474	0.210526315789474	0.638056680161943	0.750230216962275	-0.83012310410834	-1	5.51189080904056
BCLAF1	BCLAF1	BCLAF1	192	3.09043604920994	5.54468693300584	0.210526315789474	0.210526315789474	0.638056680161943	0.671408855962004	-0.624909028523149	-1	4.93279558542694
HNRNPA0	HNRNPA0	HNRNPA0	189	3.27896296062444	8.13262490646392	0.263157894736842	0.210526315789474	0.638056680161943	0.86920597332702	-0.800064486982121	-1	6.38599766741369
MTPAP	MTPAP	MTPAP	187	2.75668772252863	6.09446896418726	0.421052631578947	0.210526315789474	0.638056680161943	0.753981078991261	-0.800176595361836	-1	5.53944813941211
XRCC5	XRCC5	XRCC5	190	4.21612517498075	8.68585362707136	0.263157894736842	0.210526315789474	0.638056680161943	0.871400232157586	-0.925745958187406	-1	6.40211873906263
HNRNPAB	HNRNPAB	HNRNPAB	185	3.88552879946056	6.93709050292321	0.631578947368421	0.210526315789474	0.638056680161943	0.9184976222472	-0.94752999737173	-1	6.74814008783723
AKAP8	AKAP8	AKAP8	192	1.48137448227818	3.13666589110974	0.315789473684211	0.315789473684211	0.740601503759398	0.732426234853183	-0.759101085626423	-1	3.59625857243316
PABPC4	PABPC4	PABPC4	195	0.617624688844142	3.14842362565351	0.315789473684211	0.315789473684211	0.740601503759398	0.55608506009834	-0.549845163281478	-1	2.73041238723724
PUM2	PUM2	PUM2	187	3.70318564301765	5.40759056467146	0.315789473684211	0.315789473684211	0.740601503759398	0.718631815897242	-0.775503021392945	-1	3.52852711353481
ILF2	ILF2	ILF2	190	3.36468560403638	6.73164225896714	0.684210526315789	0.263157894736842	0.740601503759398	0.883754470383892	-1.10435823612164	-1	4.33928966332191
TARDBP	TARDBP	TARDBP	193	1.48139682906138	5.25059690565344	0.315789473684211	0.315789473684211	0.740601503759398	0.613021146839838	-0.620174860695241	-1	3.00997213029581
MSI2	MSI2	MSI2	193	2.07671126127818	4.5774418600471	0.210526315789474	0.315789473684211	0.740601503759398	0.62617414396771	-0.581192942274324	-1	3.07455416794467
RRP9	RRP9	RRP9	188	3.18230273216423	6.4642512279219	0.263157894736842	0.263157894736842	0.740601503759398	0.835597414713096	-0.99812332537684	-1	4.10283551130214
UPF1	UPF1	UPF1	186	2.2464117887596	4.97746348096972	0.315789473684211	0.315789473684211	0.740601503759398	0.611455023988105	-0.649409511981139	-1	3.00228236924819
NONO	NONO	NONO	196	2.2890660481688	5.98065369398477	0.210526315789474	0.315789473684211	0.740601503759398	0.640709018997311	-0.699699145558926	-1	3.14592131242568
SMNDC1	SMNDC1	SMNDC1	196	-0.183519468577565	2.2573598618213	0.315789473684211	0.315789473684211	0.740601503759398	0.470387024448655	-0.546924386189656	-1	2.30962967809843
PPIG	PPIG	PPIG	199	1.41289624111236	4.52875294246876	0.315789473684211	0.315789473684211	0.740601503759398	0.577572266917342	-0.594794919040031	-1	2.83591591516039
DDX27	DDX27	DDX27	188	5.39385651288253	8.83587465880294	0.263157894736842	0.263157894736842	0.740601503759398	0.894811185462587	-0.995715277159253	-1	4.39357882514129
PUS1	PUS1	PUS1	193	2.46957176401366	5.40042076095626	0.263157894736842	0.263157894736842	0.740601503759398	0.639431365194791	-0.682269897500237	-1	3.13964795243218
TIA1	TIA1	TIA1	196	0.507400722615301	3.21705420312595	0.315789473684211	0.315789473684211	0.740601503759398	0.504868087481805	-0.549959323197257	-1	2.47893385184151
AKAP8L	AKAP8L	AKAP8L	194	0.449642810891839	2.51027663645238	0.315789473684211	0.315789473684211	0.740601503759398	0.584363721157202	-0.612645694220937	-1	2.86926237978325
TIAL1	TIAL1	TIAL1	188	2.84571945810853	5.57906876352635	0.315789473684211	0.315789473684211	0.740601503759398	0.721364666588202	-0.746985537762839	-1	3.54194558116591
METAP2	METAP2	METAP2	192	1.97169832833714	6.15867481332844	0.315789473684211	0.315789473684211	0.740601503759398	0.7004907631291	-0.75434462010655	-1	3.43945341105681
HLTF	HLTF	HLTF	192	0.868702621825627	2.98558877688795	0.315789473684211	0.315789473684211	0.740601503759398	0.643965554449081	-0.621460193503204	-1	3.16191110495025
APOBEC3C	APOBEC3C	APOBEC3C	183	4.8831188152849	7.50662618192937	0.684210526315789	0.263157894736842	0.740601503759398	0.910770816685597	-0.946658578040178	-1	4.47194161154548
HNRNPU	HNRNPU	HNRNPU	195	1.57566096216153	4.48299546518545	0.368421052631579	0.368421052631579	0.843941248470012	0.605836610597163	-0.610978971285752	-1	1.68077325129688
PUM1	PUM1	PUM1	192	3.93340717803837	7.34962443885103	0.368421052631579	0.368421052631579	0.843941248470012	0.839334248632061	-0.947024880987872	-1	2.32856603467327
EFTUD2	EFTUD2	EFTUD2	196	2.101472746094	5.10831543439295	0.000526315789473684	0.421052631578947	0.864035087719298	0.590241125816876	-0.644064192962485	-1	1.4104140744051
PRPF8	PRPF8	PRPF8	189	5.51120154076131	8.93457886719937	0.473684210526316	0.473684210526316	0.864035087719298	0.8483015956032	-0.93163128761559	-1	2.02706395309746
PNPT1	PNPT1	PNPT1	184	4.23376060013029	5.85155061096738	0.473684210526316	0.473684210526316	0.864035087719298	0.915164121259711	-0.901670743074026	-1	2.18683568554952
PABPC1	PABPC1	PABPC1	180	4.99710268186972	7.68481103937594	0.684210526315789	0.473684210526316	0.864035087719298	0.802825181871053	-0.763246284812013	-1	1.91839552730365
NELFE	NELFE	NELFE	193	4.28774199017772	8.64874719402281	0.473684210526316	0.473684210526316	0.864035087719298	0.665755498366461	-0.68276448090982	-1	1.59085987732403
HSPD1	HSPD1	HSPD1	189	4.2387236699632	6.7964284498361	0.473684210526316	0.473684210526316	0.864035087719298	0.835405230460568	-0.85236615808647	-1	1.99624736965343
ATP5C1	ATP5C1	ATP5C1	197	2.0279367866734	4.4201575628817	0.421052631578947	0.421052631578947	0.864035087719298	0.709999055872714	-0.743218804732777	-1	1.69658232443785
SLTM	SLTM	SLTM	186	3.88221938000781	7.93927687673987	0.421052631578947	0.421052631578947	0.864035087719298	0.752167232996612	-0.77351588170668	-1	1.79734553443146
YBX3	YBX3	YBX3	188	3.55921459310161	8.22310710523749	0.473684210526316	0.473684210526316	0.864035087719298	0.903639792672731	-0.978222463413589	-1	2.15929765994236
GRWD1	GRWD1	GRWD1	194	3.64647883745234	6.13975415270989	0.421052631578947	0.421052631578947	0.864035087719298	0.845373211579861	-0.883480807134603	-1	2.0200664162246
HNRNPK	HNRNPK	HNRNPK	194	3.10669797391677	7.73849720967764	0.473684210526316	0.473684210526316	0.864035087719298	0.649472175210938	-0.73404067230341	-1	1.55194996889491
SUPT6H	SUPT6H	SUPT6H	192	3.46439205586996	6.06172300651364	0.684210526315789	0.473684210526316	0.864035087719298	0.904511988185761	-0.962881095180311	-1	2.16138181974316
SFPQ	SFPQ	SFPQ	188	4.22978396795538	7.93810277586832	0.421052631578947	0.421052631578947	0.864035087719298	0.841955774030183	-0.85237387695394	-1	2.01190025868722
PCBP1	PCBP1	PCBP1	196	2.70101410052086	6.86963633183249	0.684210526315789	0.473684210526316	0.864035087719298	0.708298618986851	-0.83988118975374	-1	1.69251903570455
PPIL4	PPIL4	PPIL4	193	3.31641780875581	7.2100269534213	0.473684210526316	0.473684210526316	0.864035087719298	0.712406609200388	-0.770874412011993	-1	1.70233530732858
KHSRP	KHSRP	KHSRP	195	2.47594554031303	7.31452028664982	0.473684210526316	0.473684210526316	0.864035087719298	0.705813675905639	-0.794661452936037	-1	1.68658112568348
PCBP2	PCBP2	PCBP2	197	2.99924706263367	7.40264988952053	0.0526315789473684	0.473684210526316	0.864035087719298	0.624004340683541	-0.682397120974219	-1	1.49109315853229
FXR1	FXR1	FXR1	189	4.79157876869266	9.47147972444632	0.473684210526316	0.473684210526316	0.864035087719298	0.800238217063558	-0.825204391526893	-1	1.9122138306802
RTF1	RTF1	RTF1	191	2.60719828407884	6.38977331986169	0.473684210526316	0.473684210526316	0.864035087719298	0.772971179446357	-0.853438833642981	-1	1.84705772423403
MAGOH	MAGOH	MAGOH	183	3.51973827253516	7.41342744457492	0.473684210526316	0.473684210526316	0.864035087719298	0.786446504373104	-0.868160929294997	-1	1.87925776435757
RCC2	RCC2	RCC2	190	2.01839992778435	5.98557843554331	0.421052631578947	0.421052631578947	0.864035087719298	0.54953129949075	-0.530877731475607	-1	1.31313567494167
SERBP1	SERBP1	SERBP1	181	3.8851985060348	8.61405728766897	0.473684210526316	0.421052631578947	0.864035087719298	0.840530036266265	-0.902874713014542	-1	2.00849337881951
SUB1	SUB1	SUB1	195	0.18609266832794	2.46930167197522	0.315789473684211	0.526315789473684	0.878679750223015	0.645060806897338	-0.611384916777047	-1	1.36413831549844
TBRG4	TBRG4	TBRG4	190	2.10203247754413	6.94541478303717	0.526315789473684	0.526315789473684	0.878679750223015	0.661143420280856	-0.688809381074219	-1	1.39814892177807
DDX28	DDX28	DDX28	189	2.33780189292892	7.57891306166317	0.526315789473684	0.526315789473684	0.878679750223015	0.705671103925468	-0.831544448465433	-1	1.49231356286388
PHF6	PHF6	PHF6	190	0.503406936448219	3.34988231612337	0.526315789473684	0.526315789473684	0.878679750223015	0.703979302184488	-0.680756668229593	-1	1.48873583569084
FIP1L1	FIP1L1	FIP1L1	188	1.64125500300557	3.69304061728109	0.421052631578947	0.526315789473684	0.878679750223015	0.707811263421734	-0.717602841634825	-1	1.49683945180166
EIF2S1	EIF2S1	EIF2S1	198	-0.114878795238323	2.33063280574724	0.526315789473684	0.526315789473684	0.878679750223015	0.521658029639861	-0.552623290971067	-1	1.10317306246202
LIN28B	LIN28B	LIN28B	187	1.59754028278177	5.0802754655432	0.526315789473684	0.526315789473684	0.878679750223015	0.634822916738253	-0.676456105524318	-1	1.34248780118019
BCCIP	BCCIP	BCCIP	181	2.01393909504849	5.83770255038815	0.526315789473684	0.526315789473684	0.878679750223015	0.786591480088976	-0.852702731358657	-1	1.66343942332366
PSIP1	PSIP1	PSIP1	187	1.34773062758667	4.93723863622328	0.526315789473684	0.526315789473684	0.878679750223015	0.667349240584593	-0.692179673383347	-1	1.41127264153426
SRSF5	SRSF5	SRSF5	194	0.438665951017223	3.01335039846844	0.526315789473684	0.526315789473684	0.878679750223015	0.529455199639613	-0.555820659950847	-1	1.11966207905609
DHX30	DHX30	DHX30	197	1.04289347925438	4.51814519253501	0.578947368421053	0.578947368421053	0.912421052631579	0.612502208293921	-0.560379533727934	-1	0.917910099487678
FUBP3	FUBP3	FUBP3	187	0.783187381130571	4.47488224681109	0.578947368421053	0.578947368421053	0.912421052631579	0.692243896433105	0.547213211422101	1	1.03741285376678
FKBP4	FKBP4	FKBP4	197	3.03015777461662	6.93534158719057	0.578947368421053	0.578947368421053	0.912421052631579	0.84194438938409	-0.980165638410402	-1	1.26175750512851
FMR1	FMR1	FMR1	187	1.38162634867353	4.76698196586299	0.578947368421053	0.578947368421053	0.912421052631579	0.596014635309418	-0.659317517691003	-1	0.893201437945592
FTO	FTO	FTO	192	2.26693992662575	5.27836579843212	0.578947368421053	0.578947368421053	0.912421052631579	0.727461634562013	-0.835164124271231	-1	1.09019097778315
DDX55	DDX55	DDX55	192	3.31077398884388	7.13910809972362	0.368421052631579	0.578947368421053	0.912421052631579	0.716702046915425	0.572677185341069	1	1.07406640870668
NAA15	NAA15	NAA15	194	2.21121400789461	6.03802498068897	0.578947368421053	0.578947368421053	0.912421052631579	0.664544053500127	0.706419287758992	1	0.995901222889193
FUS	FUS	FUS	189	1.93673776528539	5.62813838192916	0.210526315789474	0.631578947368421	0.972039473684211	0.669474716950067	-0.780828700301561	-1	0.310431251418817
GEMIN5	GEMIN5	GEMIN5	193	1.48585593054413	5.37273616295875	0.631578947368421	0.631578947368421	0.972039473684211	0.559255145956393	-0.689279153253307	-1	0.259323123676089
ZRANB2	ZRANB2	ZRANB2	184	2.96551810273118	7.34162544709529	0.631578947368421	0.631578947368421	0.972039473684211	0.69775876624015	0.638161646230513	1	0.323546388695864
HNRNPUL1	HNRNPUL1	HNRNPUL1	184	-0.526117356570234	3.01069406604887	1	1	1	0.750157276854783	-0.642940892878048	-1	0
SF3B1	SF3B1	SF3B1	185	2.82806340302852	6.162520606371	1	1	1	0.809295038327821	-0.914955566716618	-1	0
CIRBP	CIRBP	CIRBP	197	0.799468408763575	4.54268780175361	0.736842105263158	0.736842105263158	1	0.559515956280933	-0.587194531439237	-1	0
ESF1	ESF1	ESF1	187	2.21270887162578	4.81477945582275	0.789473684210526	0.789473684210526	1	0.763810194686252	0.724797878129909	1	0
STIP1	STIP1	STIP1	190	1.40887697147216	5.3362499174915	1	1	1	0.961299037396178	-1.0077114530343	-1	0
SUCLG1	SUCLG1	SUCLG1	192	0.333633245037315	2.81685886058931	0.947368421052632	0.947368421052632	1	0.775318679424844	-0.854743204002923	-1	0
SMN1	SMN1	SMN1	179	0.217912018499267	3.99266396621373	1	1	1	0.578402195790375	-0.60251042406942	-1	0
RBM25	RBM25	RBM25	192	0.885690384334438	3.96823124130494	0.631578947368421	0.842105263157895	1	0.552568234001017	-0.573211764189329	-1	0
ADAR	ADAR	ADAR	174	3.63304913527253	7.78113449147621	0.894736842105263	0.894736842105263	1	0.994853663154102	-1.01507052223493	-1	0
UTP18	UTP18	UTP18	191	0.568120150681344	2.0166241330183	0.947368421052632	1	1	0.706678635313314	-0.719939402854067	-1	0
GTF2F1	GTF2F1	GTF2F1	184	1.34984710721991	5.80864933308807	1	1	1	0.863616126440009	0.894400197323863	1	0
SUGP2	SUGP2	SUGP2	189	1.5815177532124	5.16251637688855	1	1	1	0.883193812509819	0.720454051765923	1	0
DDX1	DDX1	DDX1	181	1.54887503331264	5.90295501701854	1	1	1	0.714584291153422	-0.760266405389632	-1	0
SBDS	SBDS	SBDS	187	0.673655139901442	3.74904368061935	0.947368421052632	0.947368421052632	1	0.630771783811322	-0.701462415452575	-1	0
CPSF7	CPSF7	CPSF7	176	1.98889438851373	5.54053842664444	1	1	1	1.02294132633314	-1.07259255341665	-1	0
SND1	SND1	SND1	195	0.354448203870408	4.45779583904371	0.789473684210526	1	1	0.957530680925678	-1.07470318185416	-1	0
KRR1	KRR1	KRR1	191	0.463550666820621	4.15760186165641	1	1	1	0.770830121295382	0.656443608818291	1	0
G3BP2	G3BP2	G3BP2	194	0.39043230614078	4.54238569962077	0.578947368421053	0.789473684210526	1	0.769517008503977	-0.871815407732062	-1	0
ASCC1	ASCC1	ASCC1	191	0.899492821311281	5.45514888303084	0.789473684210526	1	1	0.656950916634291	-0.717087543366984	-1	0
AGO1	AGO1	AGO1	182	0.642296950956533	3.91335979611835	1	1	1	0.86746668075314	-0.84081047364582	-1	0
DDX19B	DDX19B	DDX19B	193	0.29242835760209	2.58129460601436	0.789473684210526	0.789473684210526	1	0.614495015293992	-0.662710475669784	-1	0
TRIM56	TRIM56	TRIM56	195	0.794043885243724	3.10016817777983	0.947368421052632	0.736842105263158	1	0.675456691507843	-0.723004897451553	-1	0
IGF2BP3	IGF2BP3	IGF2BP3	191	0.238852321244535	2.82034879814217	0.947368421052632	0.947368421052632	1	0.666652762185721	-0.731469546582282	-1	0
PARN	PARN	PARN	187	1.41954252792076	6.20894167988307	0.947368421052632	0.947368421052632	1	0.991631687027364	-0.862584697484298	-1	0
PA2G4	PA2G4	PA2G4	193	-0.184279693663989	3.08653695252973	1	1	1	0.716838858209941	-0.774339620346792	-1	0
SRP68	SRP68	SRP68	192	1.0099162810071	4.64997111009675	0.736842105263158	0.736842105263158	1	0.634592145391298	-0.680340787485354	-1	0
RBFOX2	RBFOX2	RBFOX2	183	1.25711769033091	5.08506925059218	0.947368421052632	0.947368421052632	1	0.722012577658095	-0.780082674013206	-1	0
NPM1	NPM1	NPM1	188	1.40492934767158	5.04120352727914	1	1	1	0.960001998624526	-0.866170134926378	-1	0
NCBP2	NCBP2	NCBP2	188	2.08007773830609	5.45325977330859	0.789473684210526	0.789473684210526	1	0.738569840192002	-0.822727319145413	-1	0
UBE2L3	UBE2L3	UBE2L3	194	-2.04278147517253	1.01299358074398	0.947368421052632	1	1	0.560283087542127	-0.527068380552424	-1	0
CPSF6	CPSF6	CPSF6	196	0.582147780228687	4.42363061357876	0.736842105263158	0.736842105263158	1	0.588513114566926	-0.622007848589692	-1	0
CCAR1	CCAR1	CCAR1	190	-0.212674961895539	3.77235098178142	0.526315789473684	0.947368421052632	1	0.557695344144443	-0.538659259143907	-1	0
AUH	AUH	AUH	191	1.85603855150902	6.15544661938616	0.736842105263158	0.736842105263158	1	0.732582957953417	-0.671684353579057	-1	0
XPO5	XPO5	XPO5	191	1.12429342631218	5.14526867180826	0.789473684210526	0.789473684210526	1	0.579341837841922	-0.619375089863489	-1	0
SF3A3	SF3A3	SF3A3	197	0.953358503713721	4.35464415828903	0.421052631578947	0.947368421052632	1	0.518045977657928	-0.504718266161376	-1	0
FAM120A	FAM120A	FAM120A	197	1.81771579323346	6.94433123890762	0.789473684210526	1	1	0.612058577632698	0.574799529776783	1	0
