Pathway	#Overlap Gene	p-value	FDR	Rank
PARN	6	0.009599824709169404	0.03260630116735125	48
PCBP2	6	0.009599824709169404	0.03260630116735125	49
PPIL4	6	0.009599824709169404	0.03260630116735125	50
RCC2	6	0.009599824709169404	0.03260630116735125	51
RPS19	6	0.009599824709169404	0.03260630116735125	52
RTF1	6	0.009599824709169404	0.03260630116735125	53
SNRNP200	6	0.009599824709169404	0.03260630116735125	54
TARDBP	6	0.009599824709169404	0.03260630116735125	55
UCHL5	6	0.009599824709169404	0.03260630116735125	56
UPF1	6	0.009599824709169404	0.03260630116735125	57
UTP3	6	0.009599824709169404	0.03260630116735125	58
ABCF1	5	0.03485912489141245	0.08692718485580067	59
BUD13	5	0.03485912489141245	0.08692718485580067	60
CSTF2	5	0.03485912489141245	0.08692718485580067	61
DAZAP1	5	0.03485912489141245	0.08692718485580067	62
DDX6	5	0.03485912489141245	0.08692718485580067	63
DKC1	5	0.03485912489141245	0.08692718485580067	64
EIF4G1	5	0.03485912489141245	0.08692718485580067	65
FIP1L1	5	0.03485912489141245	0.08692718485580067	66
HNRNPC	5	0.03485912489141245	0.08692718485580067	67
HNRNPL	5	0.03485912489141245	0.08692718485580067	68
ILF2	5	0.03485912489141245	0.08692718485580067	69
ILF3	5	0.03485912489141245	0.08692718485580067	70
METAP2	5	0.03485912489141245	0.08692718485580067	71
NUFIP2	5	0.03485912489141245	0.08692718485580067	72
PA2G4	5	0.03485912489141245	0.08692718485580067	73
PKM	5	0.03485912489141245	0.08692718485580067	74
PUF60	5	0.03485912489141245	0.08692718485580067	75
SF3B1	5	0.03485912489141245	0.08692718485580067	76
U2AF2	5	0.03485912489141245	0.08692718485580067	77
XPO5	5	0.03485912489141245	0.08692718485580067	78
XRN2	5	0.03485912489141245	0.08692718485580067	79
ADAR	4	0.10668664342296795	0.1928189793974742	80
AKAP8	4	0.10668664342296795	0.1928189793974742	81
AKAP8L	4	0.10668664342296795	0.1928189793974742	82
CNOT7	4	0.10668664342296795	0.1928189793974742	83
CPSF7	4	0.10668664342296795	0.1928189793974742	84
DDX27	4	0.10668664342296795	0.1928189793974742	85
DDX28	4	0.10668664342296795	0.1928189793974742	86
EFTUD2	4	0.10668664342296795	0.1928189793974742	87
EIF3G	4	0.10668664342296795	0.1928189793974742	88
FAM120A	4	0.10668664342296795	0.1928189793974742	89
FMR1	4	0.10668664342296795	0.1928189793974742	90
GPKOW	4	0.10668664342296795	0.1928189793974742	91
HNRNPK	4	0.10668664342296795	0.1928189793974742	92
KHDRBS1	4	0.10668664342296795	0.1928189793974742	93
KIF1C	4	0.10668664342296795	0.1928189793974742	94
NONO	4	0.10668664342296795	0.1928189793974742	95
NSUN2	4	0.10668664342296795	0.1928189793974742	96
PRPF6	4	0.10668664342296795	0.1928189793974742	97
PUS1	4	0.10668664342296795	0.1928189793974742	98
RBM22	4	0.10668664342296795	0.1928189793974742	99
RPS3A	4	0.10668664342296795	0.1928189793974742	100
SART3	4	0.10668664342296795	0.1928189793974742	101
SERBP1	4	0.10668664342296795	0.1928189793974742	102
SF1	4	0.10668664342296795	0.1928189793974742	103
SLTM	4	0.10668664342296795	0.1928189793974742	104
SRSF1	4	0.10668664342296795	0.1928189793974742	105
TBRG4	4	0.10668664342296795	0.1928189793974742	106
TIAL1	4	0.10668664342296795	0.1928189793974742	107
TROVE2	4	0.10668664342296795	0.1928189793974742	108
TUFM	4	0.10668664342296795	0.1928189793974742	109
AGO1	3	0.26842395150706017	0.36468633411648865	110
ASCC1	3	0.26842395150706017	0.36468633411648865	111
BCLAF1	3	0.26842395150706017	0.36468633411648865	112
BOP1	3	0.26842395150706017	0.36468633411648865	113
CIRBP	3	0.26842395150706017	0.36468633411648865	114
DDX19B	3	0.26842395150706017	0.36468633411648865	115
DDX3X	3	0.26842395150706017	0.36468633411648865	116
DDX52	3	0.26842395150706017	0.36468633411648865	117
DNAJC2	3	0.26842395150706017	0.36468633411648865	118
EEF2	3	0.26842395150706017	0.36468633411648865	119
EWSR1	3	0.26842395150706017	0.36468633411648865	120
GRSF1	3	0.26842395150706017	0.36468633411648865	121
GTF2F1	3	0.26842395150706017	0.36468633411648865	122
HNRNPA1	3	0.26842395150706017	0.36468633411648865	123
HNRNPA2B1	3	0.26842395150706017	0.36468633411648865	124
IGF2BP3	3	0.26842395150706017	0.36468633411648865	125
MATR3	3	0.26842395150706017	0.36468633411648865	126
MTPAP	3	0.26842395150706017	0.36468633411648865	127
NCBP2	3	0.26842395150706017	0.36468633411648865	128
NUSAP1	3	0.26842395150706017	0.36468633411648865	129
PCBP1	3	0.26842395150706017	0.36468633411648865	130
PES1	3	0.26842395150706017	0.36468633411648865	131
PSIP1	3	0.26842395150706017	0.36468633411648865	132
PUM1	3	0.26842395150706017	0.36468633411648865	133
RBFOX2	3	0.26842395150706017	0.36468633411648865	134
RBM17	3	0.26842395150706017	0.36468633411648865	135
RRP9	3	0.26842395150706017	0.36468633411648865	136
SF3A3	3	0.26842395150706017	0.36468633411648865	137
SFPQ	3	0.26842395150706017	0.36468633411648865	138
SLBP	3	0.26842395150706017	0.36468633411648865	139
SRP68	3	0.26842395150706017	0.36468633411648865	140
SUCLG1	3	0.26842395150706017	0.36468633411648865	141
SUGP2	3	0.26842395150706017	0.36468633411648865	142
SUPT6H	3	0.26842395150706017	0.36468633411648865	143
SUPV3L1	3	0.26842395150706017	0.36468633411648865	144
UTP18	3	0.26842395150706017	0.36468633411648865	145
CKAP4	2	0.5388029867385493	0.603091979474399	146
CPSF6	2	0.5388029867385493	0.603091979474399	147
DDX24	2	0.5388029867385493	0.603091979474399	148
DHX30	2	0.5388029867385493	0.603091979474399	149
EIF4A3	2	0.5388029867385493	0.603091979474399	150
EXOSC9	2	0.5388029867385493	0.603091979474399	151
FASTKD2	2	0.5388029867385493	0.603091979474399	152
FTO	2	0.5388029867385493	0.603091979474399	153
FUS	2	0.5388029867385493	0.603091979474399	154
G3BP1	2	0.5388029867385493	0.603091979474399	155
HNRNPA0	2	0.5388029867385493	0.603091979474399	156
HNRNPU	2	0.5388029867385493	0.603091979474399	157
HNRNPUL1	2	0.5388029867385493	0.603091979474399	158
KHSRP	2	0.5388029867385493	0.603091979474399	159
KRR1	2	0.5388029867385493	0.603091979474399	160
NELFE	2	0.5388029867385493	0.603091979474399	161
PPIG	2	0.5388029867385493	0.603091979474399	162
QKI	2	0.5388029867385493	0.603091979474399	163
RBM15	2	0.5388029867385493	0.603091979474399	164
RBM25	2	0.5388029867385493	0.603091979474399	165
RBM34	2	0.5388029867385493	0.603091979474399	166
SBDS	2	0.5388029867385493	0.603091979474399	167
SMN1	2	0.5388029867385493	0.603091979474399	168
SRFBP1	2	0.5388029867385493	0.603091979474399	169
SSB	2	0.5388029867385493	0.603091979474399	170
SUB1	2	0.5388029867385493	0.603091979474399	171
TIA1	2	0.5388029867385493	0.603091979474399	172
UBE2L3	2	0.5388029867385493	0.603091979474399	173
YBX3	2	0.5388029867385493	0.603091979474399	174
ZC3H8	2	0.5388029867385493	0.603091979474399	175
ZRANB2	2	0.5388029867385493	0.603091979474399	176
AATF	1	0.8371000006842522	0.8588994798687378	177
AUH	1	0.8371000006842522	0.8588994798687378	178
EIF2S1	1	0.8371000006842522	0.8588994798687378	179
FUBP3	1	0.8371000006842522	0.8588994798687378	180
GEMIN5	1	0.8371000006842522	0.8588994798687378	181
IGF2BP2	1	0.8371000006842522	0.8588994798687378	182
LIN28B	1	0.8371000006842522	0.8588994798687378	183
PABPC4	1	0.8371000006842522	0.8588994798687378	184
PHF6	1	0.8371000006842522	0.8588994798687378	185
RBM39	1	0.8371000006842522	0.8588994798687378	186
RECQL	1	0.8371000006842522	0.8588994798687378	187
RPS10	1	0.8371000006842522	0.8588994798687378	188
SF3B4	1	0.8371000006842522	0.8588994798687378	189
SMNDC1	1	0.8371000006842522	0.8588994798687378	190
SRSF5	1	0.8371000006842522	0.8588994798687378	191
TRA2A	1	0.8371000006842522	0.8588994798687378	192
AKAP1	0	1.0	1.0	193
BCCIP	0	1.0	1.0	194
CCAR1	0	1.0	1.0	195
HLTF	0	1.0	1.0	196
TRIM56	0	1.0	1.0	197
