Pathway	#Overlap Gene	p-value	FDR	Rank
RBFOX2	1	0.8384684281890796	0.864807750540569	180
RBM17	1	0.8384684281890796	0.864807750540569	180
RBM22	1	0.8384684281890796	0.864807750540569	180
SFPQ	1	0.8384684281890796	0.864807750540569	180
TBRG4	1	0.8384684281890796	0.864807750540569	180
UTP18	1	0.8384684281890796	0.864807750540569	180
XRCC6	1	0.8384684281890796	0.864807750540569	180
ABCF1	0	1.0	1.0	194
AKAP1	0	1.0	1.0	194
CIRBP	0	1.0	1.0	194
FXR1	0	1.0	1.0	194
SF3A3	0	1.0	1.0	194
SRSF1	0	1.0	1.0	194
