Pathway	#Overlap Gene	p-value	FDR	Rank
SUPT6H	7	0.002273136306726944	0.01178441716908442	35
TBRG4	7	0.002273136306726944	0.01178441716908442	36
TUFM	7	0.002273136306726944	0.01178441716908442	37
XRCC5	7	0.002273136306726944	0.01178441716908442	38
AKAP8	6	0.009599824709169404	0.028226350264274214	39
APOBEC3C	6	0.009599824709169404	0.028226350264274214	40
ATP5C1	6	0.009599824709169404	0.028226350264274214	41
CPSF6	6	0.009599824709169404	0.028226350264274214	42
DDX27	6	0.009599824709169404	0.028226350264274214	43
EIF4A3	6	0.009599824709169404	0.028226350264274214	44
EIF4G1	6	0.009599824709169404	0.028226350264274214	45
EIF4G2	6	0.009599824709169404	0.028226350264274214	46
ESF1	6	0.009599824709169404	0.028226350264274214	47
FUS	6	0.009599824709169404	0.028226350264274214	48
G3BP1	6	0.009599824709169404	0.028226350264274214	49
GPKOW	6	0.009599824709169404	0.028226350264274214	50
GRWD1	6	0.009599824709169404	0.028226350264274214	51
HLTF	6	0.009599824709169404	0.028226350264274214	52
IGF2BP3	6	0.009599824709169404	0.028226350264274214	53
KHSRP	6	0.009599824709169404	0.028226350264274214	54
KRR1	6	0.009599824709169404	0.028226350264274214	55
MAGOH	6	0.009599824709169404	0.028226350264274214	56
MTPAP	6	0.009599824709169404	0.028226350264274214	57
PABPC1	6	0.009599824709169404	0.028226350264274214	58
PCBP1	6	0.009599824709169404	0.028226350264274214	59
PRPF8	6	0.009599824709169404	0.028226350264274214	60
PUF60	6	0.009599824709169404	0.028226350264274214	61
RBM22	6	0.009599824709169404	0.028226350264274214	62
SAFB2	6	0.009599824709169404	0.028226350264274214	63
SNRNP200	6	0.009599824709169404	0.028226350264274214	64
SSRP1	6	0.009599824709169404	0.028226350264274214	65
UTP18	6	0.009599824709169404	0.028226350264274214	66
ZRANB2	6	0.009599824709169404	0.028226350264274214	67
BOP1	5	0.03485912489141245	0.07384137208180916	68
BUD13	5	0.03485912489141245	0.07384137208180916	69
DDX19B	5	0.03485912489141245	0.07384137208180916	70
DDX47	5	0.03485912489141245	0.07384137208180916	71
DNAJC21	5	0.03485912489141245	0.07384137208180916	72
FUBP3	5	0.03485912489141245	0.07384137208180916	73
HNRNPA2B1	5	0.03485912489141245	0.07384137208180916	74
HNRNPC	5	0.03485912489141245	0.07384137208180916	75
ILF3	5	0.03485912489141245	0.07384137208180916	76
KHDRBS1	5	0.03485912489141245	0.07384137208180916	77
NONO	5	0.03485912489141245	0.07384137208180916	78
NPM1	5	0.03485912489141245	0.07384137208180916	79
PCBP2	5	0.03485912489141245	0.07384137208180916	80
PUM1	5	0.03485912489141245	0.07384137208180916	81
PUM2	5	0.03485912489141245	0.07384137208180916	82
RPS10	5	0.03485912489141245	0.07384137208180916	83
RPS19	5	0.03485912489141245	0.07384137208180916	84
RPS3A	5	0.03485912489141245	0.07384137208180916	85
SF3B1	5	0.03485912489141245	0.07384137208180916	86
SFPQ	5	0.03485912489141245	0.07384137208180916	87
SLBP	5	0.03485912489141245	0.07384137208180916	88
SRSF1	5	0.03485912489141245	0.07384137208180916	89
SUCLG1	5	0.03485912489141245	0.07384137208180916	90
SUPV3L1	5	0.03485912489141245	0.07384137208180916	91
TIAL1	5	0.03485912489141245	0.07384137208180916	92
YBX3	5	0.03485912489141245	0.07384137208180916	93
AATF	4	0.10668664342296795	0.16680372027241813	94
AKAP8L	4	0.10668664342296795	0.16680372027241813	95
ASCC1	4	0.10668664342296795	0.16680372027241813	96
CNOT7	4	0.10668664342296795	0.16680372027241813	97
CSTF2T	4	0.10668664342296795	0.16680372027241813	98
DDX24	4	0.10668664342296795	0.16680372027241813	99
DDX55	4	0.10668664342296795	0.16680372027241813	100
EFTUD2	4	0.10668664342296795	0.16680372027241813	101
EIF3G	4	0.10668664342296795	0.16680372027241813	102
FASTKD2	4	0.10668664342296795	0.16680372027241813	103
FMR1	4	0.10668664342296795	0.16680372027241813	104
FTO	4	0.10668664342296795	0.16680372027241813	105
GEMIN5	4	0.10668664342296795	0.16680372027241813	106
HNRNPL	4	0.10668664342296795	0.16680372027241813	107
HNRNPU	4	0.10668664342296795	0.16680372027241813	108
LIN28B	4	0.10668664342296795	0.16680372027241813	109
PA2G4	4	0.10668664342296795	0.16680372027241813	110
PHF6	4	0.10668664342296795	0.16680372027241813	111
PRPF6	4	0.10668664342296795	0.16680372027241813	112
PTBP1	4	0.10668664342296795	0.16680372027241813	113
RBM15	4	0.10668664342296795	0.16680372027241813	114
RECQL	4	0.10668664342296795	0.16680372027241813	115
SART3	4	0.10668664342296795	0.16680372027241813	116
STAU1	4	0.10668664342296795	0.16680372027241813	117
STIP1	4	0.10668664342296795	0.16680372027241813	118
SUB1	4	0.10668664342296795	0.16680372027241813	119
SUGP2	4	0.10668664342296795	0.16680372027241813	120
TAF15	4	0.10668664342296795	0.16680372027241813	121
TRIM56	4	0.10668664342296795	0.16680372027241813	122
UPF1	4	0.10668664342296795	0.16680372027241813	123
UTP3	4	0.10668664342296795	0.16680372027241813	124
XRN2	4	0.10668664342296795	0.16680372027241813	125
ZC3H8	4	0.10668664342296795	0.16680372027241813	126
AGO1	3	0.26842395150706017	0.34337349640838216	127
CKAP4	3	0.26842395150706017	0.34337349640838216	128
CSTF2	3	0.26842395150706017	0.34337349640838216	129
DDX52	3	0.26842395150706017	0.34337349640838216	130
EEF2	3	0.26842395150706017	0.34337349640838216	131
EIF2S1	3	0.26842395150706017	0.34337349640838216	132
EIF2S2	3	0.26842395150706017	0.34337349640838216	133
EWSR1	3	0.26842395150706017	0.34337349640838216	134
GTF2F1	3	0.26842395150706017	0.34337349640838216	135
HNRNPUL1	3	0.26842395150706017	0.34337349640838216	136
METAP2	3	0.26842395150706017	0.34337349640838216	137
NCBP2	3	0.26842395150706017	0.34337349640838216	138
NELFE	3	0.26842395150706017	0.34337349640838216	139
NUFIP2	3	0.26842395150706017	0.34337349640838216	140
PARN	3	0.26842395150706017	0.34337349640838216	141
PES1	3	0.26842395150706017	0.34337349640838216	142
PKM	3	0.26842395150706017	0.34337349640838216	143
RAVER1	3	0.26842395150706017	0.34337349640838216	144
RBM25	3	0.26842395150706017	0.34337349640838216	145
RCC2	3	0.26842395150706017	0.34337349640838216	146
SBDS	3	0.26842395150706017	0.34337349640838216	147
SF1	3	0.26842395150706017	0.34337349640838216	148
SF3A3	3	0.26842395150706017	0.34337349640838216	149
SF3B4	3	0.26842395150706017	0.34337349640838216	150
SRSF5	3	0.26842395150706017	0.34337349640838216	151
TARDBP	3	0.26842395150706017	0.34337349640838216	152
TIA1	3	0.26842395150706017	0.34337349640838216	153
TRA2A	3	0.26842395150706017	0.34337349640838216	154
ABCF1	2	0.5388029867385493	0.6135502218930302	155
BCLAF1	2	0.5388029867385493	0.6135502218930302	156
CCAR2	2	0.5388029867385493	0.6135502218930302	157
CIRBP	2	0.5388029867385493	0.6135502218930302	158
DDX3X	2	0.5388029867385493	0.6135502218930302	159
DDX6	2	0.5388029867385493	0.6135502218930302	160
DHX30	2	0.5388029867385493	0.6135502218930302	161
DNAJC2	2	0.5388029867385493	0.6135502218930302	162
FIP1L1	2	0.5388029867385493	0.6135502218930302	163
HNRNPK	2	0.5388029867385493	0.6135502218930302	164
IGF2BP2	2	0.5388029867385493	0.6135502218930302	165
LARP4	2	0.5388029867385493	0.6135502218930302	166
MSI2	2	0.5388029867385493	0.6135502218930302	167
NAA15	2	0.5388029867385493	0.6135502218930302	168
PABPC4	2	0.5388029867385493	0.6135502218930302	169
SMNDC1	2	0.5388029867385493	0.6135502218930302	170
TFIP11	2	0.5388029867385493	0.6135502218930302	171
U2AF2	2	0.5388029867385493	0.6135502218930302	172
XRCC6	2	0.5388029867385493	0.6135502218930302	173
AUH	1	0.8371000006842522	0.8588994798687378	174
DDX1	1	0.8371000006842522	0.8588994798687378	175
EXOSC9	1	0.8371000006842522	0.8588994798687378	176
HNRNPA0	1	0.8371000006842522	0.8588994798687378	177
LARP7	1	0.8371000006842522	0.8588994798687378	178
NUSAP1	1	0.8371000006842522	0.8588994798687378	179
PPIG	1	0.8371000006842522	0.8588994798687378	180
PPIL4	1	0.8371000006842522	0.8588994798687378	181
QKI	1	0.8371000006842522	0.8588994798687378	182
RBFOX2	1	0.8371000006842522	0.8588994798687378	183
RBM34	1	0.8371000006842522	0.8588994798687378	184
RTF1	1	0.8371000006842522	0.8588994798687378	185
SMN1	1	0.8371000006842522	0.8588994798687378	186
SRFBP1	1	0.8371000006842522	0.8588994798687378	187
SRP68	1	0.8371000006842522	0.8588994798687378	188
TROVE2	1	0.8371000006842522	0.8588994798687378	189
U2AF1	1	0.8371000006842522	0.8588994798687378	190
UCHL5	1	0.8371000006842522	0.8588994798687378	191
XPO5	1	0.8371000006842522	0.8588994798687378	192
CCAR1	0	1.0	1.0	193
EIF4B	0	1.0	1.0	194
FAM120A	0	1.0	1.0	195
PSIP1	0	1.0	1.0	196
UBE2L3	0	1.0	1.0	197
