Pathway	#Overlap Gene	p-value	FDR	Rank
TFIP11	4	0.10801405005600295	0.14091899245716943	141
YBX3	4	0.10801405005600295	0.14091899245716943	141
ZRANB2	4	0.10801405005600295	0.14091899245716943	141
AATF	3	0.2706603907393836	0.30468626843233465	163
CCAR1	3	0.2706603907393836	0.30468626843233465	163
CNOT7	3	0.2706603907393836	0.30468626843233465	163
DDX28	3	0.2706603907393836	0.30468626843233465	163
EIF4G1	3	0.2706603907393836	0.30468626843233465	163
ESF1	3	0.2706603907393836	0.30468626843233465	163
FASTKD2	3	0.2706603907393836	0.30468626843233465	163
FIP1L1	3	0.2706603907393836	0.30468626843233465	163
FMR1	3	0.2706603907393836	0.30468626843233465	163
FUBP3	3	0.2706603907393836	0.30468626843233465	163
GEMIN5	3	0.2706603907393836	0.30468626843233465	163
GRSF1	3	0.2706603907393836	0.30468626843233465	163
HLTF	3	0.2706603907393836	0.30468626843233465	163
HNRNPM	3	0.2706603907393836	0.30468626843233465	163
MAGOH	3	0.2706603907393836	0.30468626843233465	163
NONO	3	0.2706603907393836	0.30468626843233465	163
NSUN2	3	0.2706603907393836	0.30468626843233465	163
PRPF6	3	0.2706603907393836	0.30468626843233465	163
PUM2	3	0.2706603907393836	0.30468626843233465	163
RBM22	3	0.2706603907393836	0.30468626843233465	163
SMN1	3	0.2706603907393836	0.30468626843233465	163
SRSF5	3	0.2706603907393836	0.30468626843233465	163
SUCLG1	3	0.2706603907393836	0.30468626843233465	163
XRN2	3	0.2706603907393836	0.30468626843233465	163
ABCF1	2	0.5412895636671029	0.555385646054267	184
BCCIP	2	0.5412895636671029	0.555385646054267	184
DKC1	2	0.5412895636671029	0.555385646054267	184
EIF3G	2	0.5412895636671029	0.555385646054267	184
HNRNPK	2	0.5412895636671029	0.555385646054267	184
MATR3	2	0.5412895636671029	0.555385646054267	184
NOL12	2	0.5412895636671029	0.555385646054267	184
PTBP1	2	0.5412895636671029	0.555385646054267	184
RTF1	2	0.5412895636671029	0.555385646054267	184
SF3A3	2	0.5412895636671029	0.555385646054267	184
SFPQ	2	0.5412895636671029	0.555385646054267	184
SRSF1	2	0.5412895636671029	0.555385646054267	184
SSRP1	2	0.5412895636671029	0.555385646054267	184
TBRG4	2	0.5412895636671029	0.555385646054267	184
U2AF1	2	0.5412895636671029	0.555385646054267	184
XRCC5	2	0.5412895636671029	0.555385646054267	184
XRCC6	2	0.5412895636671029	0.555385646054267	184
CSTF2T	1	0.8384684281890796	0.8427463283329015	194
IGF2BP3	1	0.8384684281890796	0.8427463283329015	194
RAVER1	1	0.8384684281890796	0.8427463283329015	194
UTP3	1	0.8384684281890796	0.8427463283329015	194
GTF2F1	0	1.0	1.0	197
