Pathway	#Overlap Gene	p-value	FDR	Rank
EWSR1	7	0.0023318581688010096	0.00805922910971577	50
FMR1	7	0.0023318581688010096	0.00805922910971577	50
GRWD1	7	0.0023318581688010096	0.00805922910971577	50
HNRNPC	7	0.0023318581688010096	0.00805922910971577	50
LARP7	7	0.0023318581688010096	0.00805922910971577	50
RBM34	7	0.0023318581688010096	0.00805922910971577	50
RPS3A	7	0.0023318581688010096	0.00805922910971577	50
SF3A3	7	0.0023318581688010096	0.00805922910971577	50
SRSF1	7	0.0023318581688010096	0.00805922910971577	50
SUCLG1	7	0.0023318581688010096	0.00805922910971577	50
TUFM	7	0.0023318581688010096	0.00805922910971577	50
DDX1	6	0.009803890084469217	0.024142079333005446	69
DDX6	6	0.009803890084469217	0.024142079333005446	69
EFTUD2	6	0.009803890084469217	0.024142079333005446	69
EIF2S1	6	0.009803890084469217	0.024142079333005446	69
EXOSC9	6	0.009803890084469217	0.024142079333005446	69
G3BP1	6	0.009803890084469217	0.024142079333005446	69
IGF2BP2	6	0.009803890084469217	0.024142079333005446	69
ILF2	6	0.009803890084469217	0.024142079333005446	69
MAGOH	6	0.009803890084469217	0.024142079333005446	69
NUFIP2	6	0.009803890084469217	0.024142079333005446	69
PA2G4	6	0.009803890084469217	0.024142079333005446	69
PARN	6	0.009803890084469217	0.024142079333005446	69
PHF6	6	0.009803890084469217	0.024142079333005446	69
PNPT1	6	0.009803890084469217	0.024142079333005446	69
PTBP1	6	0.009803890084469217	0.024142079333005446	69
RBFOX2	6	0.009803890084469217	0.024142079333005446	69
RCC2	6	0.009803890084469217	0.024142079333005446	69
RECQL	6	0.009803890084469217	0.024142079333005446	69
SBDS	6	0.009803890084469217	0.024142079333005446	69
SND1	6	0.009803890084469217	0.024142079333005446	69
SSRP1	6	0.009803890084469217	0.024142079333005446	69
TBRG4	6	0.009803890084469217	0.024142079333005446	69
ZC3H8	6	0.009803890084469217	0.024142079333005446	69
EIF3D	5	0.03544401285686154	0.0664997193600164	93
FKBP4	5	0.03544401285686154	0.0664997193600164	93
FUBP3	5	0.03544401285686154	0.0664997193600164	93
FUS	5	0.03544401285686154	0.0664997193600164	93
GEMIN5	5	0.03544401285686154	0.0664997193600164	93
HNRNPK	5	0.03544401285686154	0.0664997193600164	93
HNRNPU	5	0.03544401285686154	0.0664997193600164	93
KHDRBS1	5	0.03544401285686154	0.0664997193600164	93
KHSRP	5	0.03544401285686154	0.0664997193600164	93
KRR1	5	0.03544401285686154	0.0664997193600164	93
MATR3	5	0.03544401285686154	0.0664997193600164	93
PCBP1	5	0.03544401285686154	0.0664997193600164	93
PKM	5	0.03544401285686154	0.0664997193600164	93
PRPF8	5	0.03544401285686154	0.0664997193600164	93
PUS1	5	0.03544401285686154	0.0664997193600164	93
QKI	5	0.03544401285686154	0.0664997193600164	93
RBM17	5	0.03544401285686154	0.0664997193600164	93
SNRNP200	5	0.03544401285686154	0.0664997193600164	93
SRFBP1	5	0.03544401285686154	0.0664997193600164	93
SRP68	5	0.03544401285686154	0.0664997193600164	93
SRSF5	5	0.03544401285686154	0.0664997193600164	93
SUB1	5	0.03544401285686154	0.0664997193600164	93
TIA1	5	0.03544401285686154	0.0664997193600164	93
TIAL1	5	0.03544401285686154	0.0664997193600164	93
YBX3	5	0.03544401285686154	0.0664997193600164	93
AGO1	4	0.10801405005600295	0.153084660870738	122
AKAP8	4	0.10801405005600295	0.153084660870738	122
ATP5C1	4	0.10801405005600295	0.153084660870738	122
CCAR2	4	0.10801405005600295	0.153084660870738	122
CIRBP	4	0.10801405005600295	0.153084660870738	122
DDX28	4	0.10801405005600295	0.153084660870738	122
DDX52	4	0.10801405005600295	0.153084660870738	122
GPKOW	4	0.10801405005600295	0.153084660870738	122
GRSF1	4	0.10801405005600295	0.153084660870738	122
HNRNPA0	4	0.10801405005600295	0.153084660870738	122
HSPD1	4	0.10801405005600295	0.153084660870738	122
KIF1C	4	0.10801405005600295	0.153084660870738	122
LSM11	4	0.10801405005600295	0.153084660870738	122
METAP2	4	0.10801405005600295	0.153084660870738	122
MTPAP	4	0.10801405005600295	0.153084660870738	122
NONO	4	0.10801405005600295	0.153084660870738	122
NUSAP1	4	0.10801405005600295	0.153084660870738	122
PABPC1	4	0.10801405005600295	0.153084660870738	122
PABPC4	4	0.10801405005600295	0.153084660870738	122
RAVER1	4	0.10801405005600295	0.153084660870738	122
RBM15	4	0.10801405005600295	0.153084660870738	122
RBM22	4	0.10801405005600295	0.153084660870738	122
SF1	4	0.10801405005600295	0.153084660870738	122
SMNDC1	4	0.10801405005600295	0.153084660870738	122
STIP1	4	0.10801405005600295	0.153084660870738	122
SUGP2	4	0.10801405005600295	0.153084660870738	122
TAF15	4	0.10801405005600295	0.153084660870738	122
TARDBP	4	0.10801405005600295	0.153084660870738	122
TFIP11	4	0.10801405005600295	0.153084660870738	122
TRA2A	4	0.10801405005600295	0.153084660870738	122
TROVE2	4	0.10801405005600295	0.153084660870738	122
U2AF1	4	0.10801405005600295	0.153084660870738	122
UCHL5	4	0.10801405005600295	0.153084660870738	122
XRCC5	4	0.10801405005600295	0.153084660870738	122
AATF	3	0.2706603907393836	0.3082086530384888	156
APOBEC3C	3	0.2706603907393836	0.3082086530384888	156
ASCC1	3	0.2706603907393836	0.3082086530384888	156
BOP1	3	0.2706603907393836	0.3082086530384888	156
BUD13	3	0.2706603907393836	0.3082086530384888	156
CCAR1	3	0.2706603907393836	0.3082086530384888	156
CPSF7	3	0.2706603907393836	0.3082086530384888	156
CSTF2T	3	0.2706603907393836	0.3082086530384888	156
DDX47	3	0.2706603907393836	0.3082086530384888	156
DNAJC21	3	0.2706603907393836	0.3082086530384888	156
EIF4A3	3	0.2706603907393836	0.3082086530384888	156
EIF4G1	3	0.2706603907393836	0.3082086530384888	156
FXR1	3	0.2706603907393836	0.3082086530384888	156
HNRNPAB	3	0.2706603907393836	0.3082086530384888	156
HNRNPM	3	0.2706603907393836	0.3082086530384888	156
IGF2BP3	3	0.2706603907393836	0.3082086530384888	156
LARP4	3	0.2706603907393836	0.3082086530384888	156
MSI2	3	0.2706603907393836	0.3082086530384888	156
NAA15	3	0.2706603907393836	0.3082086530384888	156
NOL12	3	0.2706603907393836	0.3082086530384888	156
PES1	3	0.2706603907393836	0.3082086530384888	156
PPIG	3	0.2706603907393836	0.3082086530384888	156
PPIL4	3	0.2706603907393836	0.3082086530384888	156
PUM1	3	0.2706603907393836	0.3082086530384888	156
RTF1	3	0.2706603907393836	0.3082086530384888	156
SART3	3	0.2706603907393836	0.3082086530384888	156
SF3B1	3	0.2706603907393836	0.3082086530384888	156
SF3B4	3	0.2706603907393836	0.3082086530384888	156
SMN1	3	0.2706603907393836	0.3082086530384888	156
STAU1	3	0.2706603907393836	0.3082086530384888	156
SUPV3L1	3	0.2706603907393836	0.3082086530384888	156
U2AF2	3	0.2706603907393836	0.3082086530384888	156
XRCC6	3	0.2706603907393836	0.3082086530384888	156
ZRANB2	3	0.2706603907393836	0.3082086530384888	156
AKAP8L	2	0.5412895636671029	0.5702355296386058	180
CNOT7	2	0.5412895636671029	0.5702355296386058	180
DDX3X	2	0.5412895636671029	0.5702355296386058	180
DDX55	2	0.5412895636671029	0.5702355296386058	180
GTF2F1	2	0.5412895636671029	0.5702355296386058	180
NCBP2	2	0.5412895636671029	0.5702355296386058	180
NPM1	2	0.5412895636671029	0.5702355296386058	180
PSIP1	2	0.5412895636671029	0.5702355296386058	180
PUM2	2	0.5412895636671029	0.5702355296386058	180
RPS19	2	0.5412895636671029	0.5702355296386058	180
SERBP1	2	0.5412895636671029	0.5702355296386058	180
SUPT6H	2	0.5412895636671029	0.5702355296386058	180
UBE2L3	2	0.5412895636671029	0.5702355296386058	180
UTP3	2	0.5412895636671029	0.5702355296386058	180
BCLAF1	1	0.8384684281890796	0.8470681043756343	191
CPSF6	1	0.8384684281890796	0.8470681043756343	191
DHX30	1	0.8384684281890796	0.8470681043756343	191
FIP1L1	1	0.8384684281890796	0.8470681043756343	191
HLTF	1	0.8384684281890796	0.8470681043756343	191
RBM25	1	0.8384684281890796	0.8470681043756343	191
SFPQ	1	0.8384684281890796	0.8470681043756343	191
SLTM	1	0.8384684281890796	0.8470681043756343	191
AARS	0	1.0	1.0	196
EIF4B	0	1.0	1.0	196
