Pathway	#Overlap Gene	p-value	FDR	Rank
NOL12	5	0.03485912489141245	0.09810353719440361	50
NONO	5	0.03485912489141245	0.09810353719440361	51
PARN	5	0.03485912489141245	0.09810353719440361	52
PPIG	5	0.03485912489141245	0.09810353719440361	53
PTBP1	5	0.03485912489141245	0.09810353719440361	54
PUM2	5	0.03485912489141245	0.09810353719440361	55
QKI	5	0.03485912489141245	0.09810353719440361	56
RAVER1	5	0.03485912489141245	0.09810353719440361	57
RBM15	5	0.03485912489141245	0.09810353719440361	58
RBM22	5	0.03485912489141245	0.09810353719440361	59
RCC2	5	0.03485912489141245	0.09810353719440361	60
RPS3A	5	0.03485912489141245	0.09810353719440361	61
SERBP1	5	0.03485912489141245	0.09810353719440361	62
SLTM	5	0.03485912489141245	0.09810353719440361	63
STIP1	5	0.03485912489141245	0.09810353719440361	64
SUPT6H	5	0.03485912489141245	0.09810353719440361	65
TBRG4	5	0.03485912489141245	0.09810353719440361	66
TFIP11	5	0.03485912489141245	0.09810353719440361	67
TROVE2	5	0.03485912489141245	0.09810353719440361	68
UPF2	5	0.03485912489141245	0.09810353719440361	69
UTP3	5	0.03485912489141245	0.09810353719440361	70
AARS	4	0.10668664342296795	0.2040511529546086	71
AATF	4	0.10668664342296795	0.2040511529546086	72
AGO1	4	0.10668664342296795	0.2040511529546086	73
AKAP8L	4	0.10668664342296795	0.2040511529546086	74
BCLAF1	4	0.10668664342296795	0.2040511529546086	75
DDX1	4	0.10668664342296795	0.2040511529546086	76
DDX24	4	0.10668664342296795	0.2040511529546086	77
DDX27	4	0.10668664342296795	0.2040511529546086	78
DDX28	4	0.10668664342296795	0.2040511529546086	79
DDX6	4	0.10668664342296795	0.2040511529546086	80
EIF2S2	4	0.10668664342296795	0.2040511529546086	81
EIF4B	4	0.10668664342296795	0.2040511529546086	82
EIF4G1	4	0.10668664342296795	0.2040511529546086	83
FUS	4	0.10668664342296795	0.2040511529546086	84
G3BP1	4	0.10668664342296795	0.2040511529546086	85
HNRNPA2B1	4	0.10668664342296795	0.2040511529546086	86
HNRNPC	4	0.10668664342296795	0.2040511529546086	87
KHSRP	4	0.10668664342296795	0.2040511529546086	88
METAP2	4	0.10668664342296795	0.2040511529546086	89
NELFE	4	0.10668664342296795	0.2040511529546086	90
NSUN2	4	0.10668664342296795	0.2040511529546086	91
NUFIP2	4	0.10668664342296795	0.2040511529546086	92
SBDS	4	0.10668664342296795	0.2040511529546086	93
SLBP	4	0.10668664342296795	0.2040511529546086	94
SSRP1	4	0.10668664342296795	0.2040511529546086	95
SUB1	4	0.10668664342296795	0.2040511529546086	96
SUPV3L1	4	0.10668664342296795	0.2040511529546086	97
TAF15	4	0.10668664342296795	0.2040511529546086	98
TARDBP	4	0.10668664342296795	0.2040511529546086	99
TIA1	4	0.10668664342296795	0.2040511529546086	100
TIAL1	4	0.10668664342296795	0.2040511529546086	101
UPF1	4	0.10668664342296795	0.2040511529546086	102
XRN2	4	0.10668664342296795	0.2040511529546086	103
ADAR	3	0.26842395150706017	0.40060241247644585	104
CCAR2	3	0.26842395150706017	0.40060241247644585	105
CPSF6	3	0.26842395150706017	0.40060241247644585	106
DDX19B	3	0.26842395150706017	0.40060241247644585	107
DDX55	3	0.26842395150706017	0.40060241247644585	108
DKC1	3	0.26842395150706017	0.40060241247644585	109
FUBP3	3	0.26842395150706017	0.40060241247644585	110
GPKOW	3	0.26842395150706017	0.40060241247644585	111
HNRNPK	3	0.26842395150706017	0.40060241247644585	112
ILF3	3	0.26842395150706017	0.40060241247644585	113
KIF1C	3	0.26842395150706017	0.40060241247644585	114
LARP4	3	0.26842395150706017	0.40060241247644585	115
MAGOH	3	0.26842395150706017	0.40060241247644585	116
MSI2	3	0.26842395150706017	0.40060241247644585	117
NCBP2	3	0.26842395150706017	0.40060241247644585	118
NPM1	3	0.26842395150706017	0.40060241247644585	119
PKM	3	0.26842395150706017	0.40060241247644585	120
PUM1	3	0.26842395150706017	0.40060241247644585	121
PUS1	3	0.26842395150706017	0.40060241247644585	122
RTF1	3	0.26842395150706017	0.40060241247644585	123
SF1	3	0.26842395150706017	0.40060241247644585	124
SND1	3	0.26842395150706017	0.40060241247644585	125
SRFBP1	3	0.26842395150706017	0.40060241247644585	126
SRP68	3	0.26842395150706017	0.40060241247644585	127
SRSF1	3	0.26842395150706017	0.40060241247644585	128
SUCLG1	3	0.26842395150706017	0.40060241247644585	129
TRIM56	3	0.26842395150706017	0.40060241247644585	130
TUFM	3	0.26842395150706017	0.40060241247644585	131
YBX3	3	0.26842395150706017	0.40060241247644585	132
AKAP8	2	0.5388029867385493	0.6717986606803432	133
CPSF7	2	0.5388029867385493	0.6717986606803432	134
CSTF2	2	0.5388029867385493	0.6717986606803432	135
DHX30	2	0.5388029867385493	0.6717986606803432	136
FAM120A	2	0.5388029867385493	0.6717986606803432	137
FKBP4	2	0.5388029867385493	0.6717986606803432	138
HNRNPU	2	0.5388029867385493	0.6717986606803432	139
IGF2BP3	2	0.5388029867385493	0.6717986606803432	140
KHDRBS1	2	0.5388029867385493	0.6717986606803432	141
LARP7	2	0.5388029867385493	0.6717986606803432	142
LSM11	2	0.5388029867385493	0.6717986606803432	143
MTPAP	2	0.5388029867385493	0.6717986606803432	144
PA2G4	2	0.5388029867385493	0.6717986606803432	145
PCBP1	2	0.5388029867385493	0.6717986606803432	146
PES1	2	0.5388029867385493	0.6717986606803432	147
PSIP1	2	0.5388029867385493	0.6717986606803432	148
RBFOX2	2	0.5388029867385493	0.6717986606803432	149
SF3A3	2	0.5388029867385493	0.6717986606803432	150
SF3B1	2	0.5388029867385493	0.6717986606803432	151
SMN1	2	0.5388029867385493	0.6717986606803432	152
SNRNP200	2	0.5388029867385493	0.6717986606803432	153
SRSF5	2	0.5388029867385493	0.6717986606803432	154
STAU1	2	0.5388029867385493	0.6717986606803432	155
U2AF2	2	0.5388029867385493	0.6717986606803432	156
XPO5	2	0.5388029867385493	0.6717986606803432	157
ZRANB2	2	0.5388029867385493	0.6717986606803432	158
CCAR1	1	0.8371000006842522	0.8913983791070145	159
CNOT7	1	0.8371000006842522	0.8913983791070145	160
EFTUD2	1	0.8371000006842522	0.8913983791070145	161
EIF2S1	1	0.8371000006842522	0.8913983791070145	162
ESF1	1	0.8371000006842522	0.8913983791070145	163
EXOSC9	1	0.8371000006842522	0.8913983791070145	164
FMR1	1	0.8371000006842522	0.8913983791070145	165
GEMIN5	1	0.8371000006842522	0.8913983791070145	166
GTF2F1	1	0.8371000006842522	0.8913983791070145	167
HLTF	1	0.8371000006842522	0.8913983791070145	168
HNRNPA0	1	0.8371000006842522	0.8913983791070145	169
HNRNPUL1	1	0.8371000006842522	0.8913983791070145	170
KRR1	1	0.8371000006842522	0.8913983791070145	171
LIN28B	1	0.8371000006842522	0.8913983791070145	172
NAA15	1	0.8371000006842522	0.8913983791070145	173
NUSAP1	1	0.8371000006842522	0.8913983791070145	174
PABPC4	1	0.8371000006842522	0.8913983791070145	175
PCBP2	1	0.8371000006842522	0.8913983791070145	176
PPIL4	1	0.8371000006842522	0.8913983791070145	177
RBM34	1	0.8371000006842522	0.8913983791070145	178
RBM39	1	0.8371000006842522	0.8913983791070145	179
SMNDC1	1	0.8371000006842522	0.8913983791070145	180
SSB	1	0.8371000006842522	0.8913983791070145	181
SUGP2	1	0.8371000006842522	0.8913983791070145	182
TRA2A	1	0.8371000006842522	0.8913983791070145	183
U2AF1	1	0.8371000006842522	0.8913983791070145	184
UTP18	1	0.8371000006842522	0.8913983791070145	185
ASCC1	0	1.0	1.0	186
BUD13	0	1.0	1.0	187
CIRBP	0	1.0	1.0	188
DDX52	0	1.0	1.0	189
FASTKD2	0	1.0	1.0	190
IGF2BP2	0	1.0	1.0	191
PHF6	0	1.0	1.0	192
RBM25	0	1.0	1.0	193
SART3	0	1.0	1.0	194
UBE2L3	0	1.0	1.0	195
UCHL5	0	1.0	1.0	196
ZC3H8	0	1.0	1.0	197
