Pathway	PET rank	PET p-value	PET FDR	Average rank	Enrichr rank	Enrichr p-value	GSEA rank	GSEA p-value	ora rank	ora p-value
LSM11	123	0.012064367778662195	0.02425184135098421	120.16666666666667	150.0	0.03485912489141245	113	0.3903420523138833	97.5	0.03485912489141245
HNRNPA0	124	0.183693045650009	0.2741479544928164	121.83333333333333	100.0	0.26842395150706017	112	0.3721881390593047	153.5	0.26842395150706017
SF1	125	0.04195320603775188	0.07249808411786948	122.16666666666667	143.0	0.10668664342296795	98	0.3067484662576687	125.5	0.10668664342296795
EIF2S2	126	0.3277798899536178	0.4579619739068277	122.33333333333333	115.0	0.5388029867385493	75	0.1666666666666666	177.0	0.5388029867385493
RBFOX2	127	0.04818615095044587	0.08183337704515377	122.5	133.0	0.10668664342296795	109	0.3478260869565217	125.5	0.10668664342296795
KHDRBS1	128	0.010505401632463801	0.022016639591440096	123.16666666666667	165.0	0.03485912489141245	107	0.3557894736842105	97.5	0.03485912489141245
TARDBP	129	0.13841465336426068	0.2147061945886563	123.16666666666667	103.0	0.10668664342296795	141	0.7274549098196392	125.5	0.10668664342296795
STIP1	130	0.3211637556396063	0.451923284721446	124.16666666666667	89.0	0.26842395150706017	130	0.6666666666666666	153.5	0.26842395150706017
NUFIP2	131	0.013217454541516557	0.026301399441199618	125.16666666666667	164.0	0.03485912489141245	114	0.414	97.5	0.03485912489141245
RBM25	132	0.31951502569489343	0.451923284721446	126.0	127.0	0.5388029867385493	74	0.1569037656903765	177.0	0.5388029867385493
RPS3A	133	0.03483729596634137	0.06239043004881137	126.16666666666667	160.0	0.10668664342296795	93	0.2567849686847599	125.5	0.10668664342296795
AATF	134	0.17313378531064533	0.2603614939404361	126.5	118.0	0.26842395150706017	108	0.3459915611814346	153.5	0.26842395150706017
FASTKD2	135	0.10848253109794775	0.1750436625440074	127.83333333333333	129.0	0.10668664342296795	129	0.6369168356997972	125.5	0.10668664342296795
RBM39	136	0.11403368636916827	0.18116642108650122	128.16666666666666	128.0	0.10668664342296795	131	0.6557734204793029	125.5	0.10668664342296795
PUF60	137	0.07494086686102176	0.12406177119009484	130.16666666666666	148.0	0.10668664342296795	117	0.4978540772532189	125.5	0.10668664342296795
FUBP3	138	0.3130767685402471	0.4469284304523817	130.33333333333334	138.0	0.5388029867385493	76	0.1494949494949495	177.0	0.5388029867385493
SLBP	139	0.5096044299996509	0.6829392701355866	130.5	85.0	0.26842395150706017	153	0.8991769547325102	153.5	0.26842395150706017
IGF2BP2	140	0.047320338477212495	0.08106179721748576	130.83333333333334	161.0	0.10668664342296795	106	0.3422680412371134	125.5	0.10668664342296795
G3BP2	141	0.39262117344043684	0.5408837144599026	131.16666666666666	94.0	0.26842395150706017	146	0.7773279352226721	153.5	0.26842395150706017
ILF2	142	0.028808593906042266	0.05299475301521278	131.5	170.0	0.03485912489141245	127	0.6326963906581741	97.5	0.03485912489141245
EXOSC9	143	0.3077677611425937	0.44347010216138966	131.5	113.0	0.26842395150706017	128	0.642578125	153.5	0.26842395150706017
FUS	144	0.4602821084313107	0.6253487955928841	131.83333333333334	92.0	0.26842395150706017	150	0.8559837728194726	153.5	0.26842395150706017
KHSRP	145	0.13484768144054138	0.21083327971259247	132.83333333333334	131.0	0.10668664342296795	142	0.718	125.5	0.10668664342296795
PARN	146	0.3429879669367263	0.47583541891926107	133.5	112.0	0.26842395150706017	135	0.7036290322580645	153.5	0.26842395150706017
EIF2S1	147	0.019206036875237278	0.03673387635360916	134.83333333333334	188.0	0.03485912489141245	119	0.516504854368932	97.5	0.03485912489141245
ZC3H8	148	0.026937358756882083	0.05102557379909394	137.16666666666666	191.0	0.03485912489141245	123	0.6134615384615385	97.5	0.03485912489141245
SBDS	149	0.029052961043872994	0.05299475301521278	137.5	189.0	0.03485912489141245	126	0.6351084812623274	97.5	0.03485912489141245
ATP5C1	150	1.0	1.0	137.83333333333334	90.0	0.26842395150706017	170	1.0	153.5	0.26842395150706017
U2AF1	151	0.4706391727445577	0.6350405276073826	138.16666666666666	109.0	0.26842395150706017	152	0.865979381443299	153.5	0.26842395150706017
G3BP1	152	0.03739514226316477	0.06636795518777891	138.83333333333334	182.0	0.03485912489141245	137	0.7058823529411765	97.5	0.03485912489141245
GPKOW	153	0.1474513660590882	0.22693686807531546	139.16666666666666	147.0	0.10668664342296795	145	0.75	125.5	0.10668664342296795
SUPT6H	154	1.0	1.0	139.5	96.0	0.26842395150706017	169	1.0	153.5	0.26842395150706017
ASCC1	155	1.0	1.0	140.5	106.0	0.26842395150706017	162	1.0	153.5	0.26842395150706017
PCBP2	156	0.04139905369390289	0.07217357148406078	141.16666666666666	186.0	0.03485912489141245	140	0.7333333333333333	97.5	0.03485912489141245
PUS1	157	1.0	1.0	142.16666666666666	105.0	0.26842395150706017	168	1.0	153.5	0.26842395150706017
SFPQ	158	1.0	1.0	142.5	135.0	0.10668664342296795	167	1.0	125.5	0.10668664342296795
KIF1C	159	1.0	1.0	142.83333333333334	140.0	0.10668664342296795	163	1.0	125.5	0.10668664342296795
MTPAP	160	1.0	1.0	143.16666666666666	110.0	0.26842395150706017	166	1.0	153.5	0.26842395150706017
MATR3	161	0.3084030659701035	0.44347010216138966	143.5	151.0	0.10668664342296795	154	0.9475982532751092	125.5	0.10668664342296795
TIA1	162	0.6796239483500479	0.8985632068789223	143.66666666666666	179.0	0.8371000006842522	61	0.123644251626898	191.0	0.8371000006842522
AKAP1	163	1.0	1.0	144.5	91.0	0.26842395150706017	189	1.0	153.5	0.26842395150706017
DAZAP1	164	1.0	1.0	144.83333333333334	117.0	0.26842395150706017	164	1.0	153.5	0.26842395150706017
ADAR	165	1.0	1.0	145.5	102.0	0.26842395150706017	181	1.0	153.5	0.26842395150706017
HLTF	166	0.41197787785691253	0.5636086245681373	146.5	159.0	0.10668664342296795	155	0.9822834645669292	125.5	0.10668664342296795
SNRNP200	167	1.0	1.0	147.5	116.0	0.26842395150706017	173	1.0	153.5	0.26842395150706017
SART3	168	1.0	1.0	148.16666666666666	156.0	0.03485912489141245	191	1.0	97.5	0.03485912489141245
SF3B1	169	1.0	1.0	151.0	119.0	0.5388029867385493	157	1.0	177.0	0.5388029867385493
NSUN2	170	1.0	1.0	151.5	139.0	0.10668664342296795	190	1.0	125.5	0.10668664342296795
SSRP1	171	1.0	1.0	152.83333333333334	183.0	0.03485912489141245	178	1.0	97.5	0.03485912489141245
ILF3	172	0.7757650271959446	1.0	153.33333333333334	132.0	0.5388029867385493	151	0.8682170542635659	177.0	0.5388029867385493
FTO	173	0.7055710711728734	0.9266500068070405	154.33333333333334	142.0	0.5388029867385493	144	0.7707509881422925	177.0	0.5388029867385493
DKC1	174	1.0	1.0	155.5	195.0	0.03485912489141245	174	1.0	97.5	0.03485912489141245
SMNDC1	175	1.0	1.0	155.66666666666666	134.0	0.5388029867385493	156	1.0	177.0	0.5388029867385493
TRA2A	176	0.6564507039874736	0.8737891127400831	156.0	153.0	0.5388029867385493	138	0.6924564796905223	177.0	0.5388029867385493
RBM17	177	1.0	1.0	156.16666666666666	123.0	0.26842395150706017	192	1.0	153.5	0.26842395150706017
SUGP2	178	1.0	1.0	157.0	122.0	0.5388029867385493	172	1.0	177.0	0.5388029867385493
BCCIP	179	0.7409856707333822	0.9667164048640814	157.0	145.0	0.5388029867385493	149	0.8224489795918367	177.0	0.5388029867385493
CELF1	180	1.0	1.0	158.16666666666666	194.0	0.03485912489141245	183	1.0	97.5	0.03485912489141245
DDX19B	181	0.8906418738991156	1.0	162.0	173.0	0.8371000006842522	122	0.5655737704918032	191.0	0.8371000006842522
RRP9	182	1.0	1.0	162.33333333333334	124.0	0.5388029867385493	186	1.0	177.0	0.5388029867385493
EIF4B	183	0.8972585560722426	1.0	165.66666666666666	181.0	0.8371000006842522	125	0.5900621118012422	191.0	0.8371000006842522
LIN28B	184	1.0	1.0	167.33333333333334	141.0	0.5388029867385493	184	1.0	177.0	0.5388029867385493
EWSR1	185	1.0	1.0	167.33333333333334	154.0	0.5388029867385493	171	1.0	177.0	0.5388029867385493
BOP1	186	1.0	1.0	167.66666666666666	146.0	0.5388029867385493	180	1.0	177.0	0.5388029867385493
QKI	187	0.9513710120286247	1.0	170.66666666666666	174.0	0.8371000006842522	147	0.8178053830227743	191.0	0.8371000006842522
SERBP1	188	1.0	1.0	173.0	157.0	0.5388029867385493	185	1.0	177.0	0.5388029867385493
SLTM	189	1.0	1.0	174.66666666666666	175.0	0.8371000006842522	158	1.0	191.0	0.8371000006842522
ZRANB2	190	1.0	1.0	175.0	155.0	0.5388029867385493	193	1.0	177.0	0.5388029867385493
SSB	191	1.0	1.0	175.33333333333334	152.0	0.5388029867385493	197	1.0	177.0	0.5388029867385493
SND1	192	1.0	1.0	180.66666666666666	172.0	0.8371000006842522	179	1.0	191.0	0.8371000006842522
CPSF7	193	1.0	1.0	185.33333333333334	177.0	0.8371000006842522	188	1.0	191.0	0.8371000006842522
CPSF6	194	1.0	1.0	185.33333333333334	178.0	0.8371000006842522	187	1.0	191.0	0.8371000006842522
PUM1	195	1.0	1.0	188.66666666666666	180.0	0.8371000006842522	195	1.0	191.0	0.8371000006842522
UPF2	196	1.0	1.0	195.66666666666666	196.5	1.0	194	1.0	196.5	1.0
HNRNPK	197	1.0	1.0	196.33333333333334	196.5	1.0	196	1.0	196.5	1.0
