Pathway	PET rank	PET p-value	PET FDR	Average rank	Enrichr rank	Enrichr p-value	GSEA rank	GSEA p-value	ora rank	ora p-value
AATF	79	0.0172902767767407	0.03960679680253393	87.33333333333333	82.0	0.10668664342296795	93	0.1206896551724138	87.0	0.10668664342296795
NOL12	80	0.013313417291088443	0.03122313340886218	88.0	64.0	0.03485912489141245	145	0.4159021406727828	55.0	0.03485912489141245
TIA1	81	0.0071013957462047654	0.018550351110705503	88.66666666666667	114.0	0.10668664342296795	65	0.0393343419062027	87.0	0.10668664342296795
BCLAF1	82	0.02109684201996058	0.047771010091175105	90.0	85.0	0.10668664342296795	98	0.151468315301391	87.0	0.10668664342296795
SUPV3L1	83	0.028159079711073558	0.05839303897980517	91.66666666666667	80.0	0.10668664342296795	108	0.2069510268562401	87.0	0.10668664342296795
SRP68	84	0.0556684911109063	0.10647274513445185	93.33333333333333	102.0	0.26842395150706017	60	0.0639269406392694	118.0	0.26842395150706017
TUFM	85	0.022180885942016657	0.049654937847469105	93.33333333333333	121.0	0.26842395150706017	41	0.0123076923076923	118.0	0.26842395150706017
DDX1	86	0.023932832801727782	0.05238631179933748	93.66666666666667	88.0	0.10668664342296795	106	0.1740506329113924	87.0	0.10668664342296795
EIF2S2	87	0.007156480631541209	0.018550351110705503	95.0	142.0	0.10668664342296795	56	0.0397456279809221	87.0	0.10668664342296795
AKAP8L	88	0.02253473248523962	0.04988025055721579	96.66666666666667	106.0	0.10668664342296795	97	0.1629629629629629	87.0	0.10668664342296795
SLTM	89	0.052751194204817164	0.1018822084151861	97.0	62.0	0.03485912489141245	174	0.7949526813880127	55.0	0.03485912489141245
TRIM56	90	0.07098709337181769	0.13318530851664842	100.0	95.0	0.26842395150706017	87	0.0953846153846153	118.0	0.26842395150706017
EIF4B	91	0.04029287550329547	0.08099690279744089	100.66666666666667	93.0	0.10668664342296795	122	0.2953846153846154	87.0	0.10668664342296795
NELFE	92	0.009450117494253124	0.02356548286541602	101.33333333333333	150.0	0.10668664342296795	67	0.0573643410852713	87.0	0.10668664342296795
LARP4	93	0.02523566192030146	0.05428052528132117	101.66666666666667	149.0	0.26842395150706017	38	0.0156739811912225	118.0	0.26842395150706017
TARDBP	94	0.008282438689334756	0.020918466946140343	102.0	168.0	0.10668664342296795	51	0.0482866043613707	87.0	0.10668664342296795
DKC1	95	0.07702196126994508	0.1431445883979168	102.0	103.0	0.26842395150706017	85	0.1086614173228346	118.0	0.26842395150706017
G3BP1	96	0.026300614762157164	0.0557120549262899	102.33333333333333	110.0	0.10668664342296795	110	0.1926040061633282	87.0	0.10668664342296795
FUS	97	0.013649261935512453	0.03163417177995239	102.66666666666667	140.0	0.10668664342296795	81	0.0910470409711684	87.0	0.10668664342296795
DDX6	98	0.012140627451552349	0.02926304638754062	103.0	138.0	0.10668664342296795	84	0.0788253477588871	87.0	0.10668664342296795
DDX28	99	0.012180557379585436	0.02926304638754062	103.0	143.0	0.10668664342296795	79	0.0791476407914764	87.0	0.10668664342296795
CSTF2	100	0.0844119704003432	0.15541269316698703	104.5	135.0	0.5388029867385493	33	0.0049668874172185	145.5	0.5388029867385493
KHDRBS1	101	0.3170858622430192	0.48423189815406814	105.5	77.0	0.5388029867385493	94	0.1540880503144654	145.5	0.5388029867385493
HNRNPA2B1	102	0.026772012540713392	0.05610730287787807	105.66666666666667	117.0	0.10668664342296795	113	0.1962616822429906	87.0	0.10668664342296795
SRFBP1	103	0.043951439213820456	0.0874589244961882	106.33333333333333	144.0	0.26842395150706017	57	0.0426540284360189	118.0	0.26842395150706017
DDX19B	104	0.06209542645543415	0.11762306742038968	106.66666666666667	126.0	0.26842395150706017	76	0.0766871165644171	118.0	0.26842395150706017
MSI2	105	0.14391040591542253	0.2508880527906039	108.33333333333333	87.0	0.26842395150706017	120	0.2723076923076923	118.0	0.26842395150706017
EIF4G1	106	0.1022750920307306	0.18655734379679564	108.33333333333333	76.0	0.10668664342296795	162	0.6145675265553869	87.0	0.10668664342296795
SUCLG1	107	0.15565819290924593	0.2684249416684211	110.33333333333333	86.0	0.26842395150706017	127	0.302066772655008	118.0	0.26842395150706017
GPKOW	108	0.04872226463706403	0.09560891817399043	113.0	162.0	0.26842395150706017	59	0.0509745127436281	118.0	0.26842395150706017
HNRNPU	109	0.3996055275433227	0.5746152476352888	113.16666666666667	75.0	0.5388029867385493	119	0.2625786163522012	145.5	0.5388029867385493
AARS	110	0.18748751441569728	0.3103784902511963	113.33333333333333	78.0	0.10668664342296795	175	0.8294573643410853	87.0	0.10668664342296795
DDX27	111	0.16127144261805815	0.27154251449365346	113.66666666666667	81.0	0.10668664342296795	173	0.7809076682316118	87.0	0.10668664342296795
AGO1	112	0.049017770231335196	0.09560891817399043	114.0	120.0	0.10668664342296795	135	0.3531202435312024	87.0	0.10668664342296795
NPM1	113	0.11272386075756219	0.2000594645877455	115.0	115.0	0.26842395150706017	112	0.1936936936936936	118.0	0.26842395150706017
NUFIP2	114	1.0	1.0	115.33333333333333	72.0	0.10668664342296795	187	1.0	87.0	0.10668664342296795
AKAP8	115	0.4334626361201305	0.6085267933867428	115.5	71.0	0.5388029867385493	130	0.3138138138138138	145.5	0.5388029867385493
KHSRP	116	0.15669476290288542	0.2684249416684211	115.66666666666667	89.0	0.10668664342296795	171	0.7711213517665131	87.0	0.10668664342296795
SLBP	117	0.025349280842038312	0.05428052528132117	117.66666666666667	161.0	0.10668664342296795	105	0.1851851851851851	87.0	0.10668664342296795
MTPAP	118	0.26751664998898983	0.42160624038264793	118.83333333333333	123.0	0.5388029867385493	88	0.1021671826625387	145.5	0.5388029867385493
ADAR	119	0.1112360006611241	0.2000594645877455	120.0	133.0	0.26842395150706017	109	0.19	118.0	0.26842395150706017
CPSF6	120	0.1678691025430884	0.280256044076173	120.0	109.0	0.26842395150706017	133	0.3328220858895706	118.0	0.26842395150706017
NCBP2	121	0.12412039910561945	0.21831891628399133	121.33333333333333	132.0	0.26842395150706017	114	0.2222222222222222	118.0	0.26842395150706017
SF3B1	122	0.487820435462181	0.6673654568475671	121.83333333333333	79.0	0.5388029867385493	141	0.4021739130434782	145.5	0.5388029867385493
SMN1	123	0.4451939559100129	0.617628234607553	121.83333333333333	91.0	0.5388029867385493	129	0.332312404287902	145.5	0.5388029867385493
SRSF5	124	0.3333910545315374	0.49381983265197643	121.83333333333333	118.0	0.5388029867385493	102	0.1734539969834087	145.5	0.5388029867385493
PSIP1	125	0.3237540084062293	0.4906118435079014	122.5	122.0	0.5388029867385493	100	0.161875945537065	145.5	0.5388029867385493
SNRNP200	126	0.30433708329046794	0.46839379225173583	123.16666666666667	129.0	0.5388029867385493	95	0.1397174254317111	145.5	0.5388029867385493
PA2G4	127	0.4257135619555502	0.6064178327720273	123.5	97.0	0.5388029867385493	128	0.3017944535073409	145.5	0.5388029867385493
ILF3	128	0.22858161927997134	0.36610226827767767	124.66666666666667	108.0	0.26842395150706017	148	0.47900466562986	118.0	0.26842395150706017
SF3A3	129	0.4551718521692495	0.6270549292121829	124.83333333333333	92.0	0.5388029867385493	137	0.348314606741573	145.5	0.5388029867385493
U2AF2	130	0.2866939166427044	0.4482436633223235	124.83333333333333	137.0	0.5388029867385493	92	0.120980091883614	145.5	0.5388029867385493
SSRP1	131	0.1117439163248401	0.2000594645877455	125.66666666666667	127.0	0.10668664342296795	163	0.6481203007518797	87.0	0.10668664342296795
DDX24	132	0.03831952183163	0.07863485209199074	128.33333333333334	177.0	0.10668664342296795	121	0.2816455696202531	87.0	0.10668664342296795
IGF2BP3	133	0.5138827000701939	0.6981716683712289	128.5	94.0	0.5388029867385493	146	0.4464831804281345	145.5	0.5388029867385493
SND1	134	0.2348367828472997	0.37308746952353256	130.0	119.0	0.26842395150706017	153	0.4931714719271624	118.0	0.26842395150706017
DHX30	135	0.5382063314842097	0.7212697095400633	131.16666666666666	98.0	0.5388029867385493	150	0.4885496183206106	145.5	0.5388029867385493
MAGOH	136	0.15893545034077117	0.2699162389407924	133.33333333333334	158.0	0.26842395150706017	124	0.3103448275862069	118.0	0.26842395150706017
EFTUD2	137	0.6270706997220372	0.8095964634722917	134.33333333333334	153.0	0.8371000006842522	78	0.0801815431164901	172.0	0.8371000006842522
HNRNPUL1	138	0.6312554186336772	0.8095964634722917	134.66666666666666	159.0	0.8371000006842522	73	0.083076923076923	172.0	0.8371000006842522
RBFOX2	139	0.5223575093386655	0.7048248584912131	134.83333333333334	112.0	0.5388029867385493	147	0.4610778443113772	145.5	0.5388029867385493
LSM11	140	0.4278785723619888	0.6064178327720273	134.83333333333334	136.0	0.5388029867385493	123	0.3051359516616314	145.5	0.5388029867385493
HNRNPK	141	1.0	1.0	135.33333333333334	104.0	0.26842395150706017	184	1.0	118.0	0.26842395150706017
SF1	142	0.20764624803670495	0.3380686848200899	135.33333333333334	145.0	0.26842395150706017	143	0.4302325581395348	118.0	0.26842395150706017
CPSF7	143	0.5487580874356938	0.7255392162740381	135.83333333333334	107.0	0.5388029867385493	155	0.5069337442218799	145.5	0.5388029867385493
FUBP3	144	0.32844060259329505	0.49248677439955546	136.33333333333334	125.0	0.26842395150706017	166	0.6793048973143759	118.0	0.26842395150706017
PUM1	145	0.36239492587484157	0.5249397088039984	138.0	128.0	0.26842395150706017	168	0.7341389728096677	118.0	0.26842395150706017
UTP18	146	0.6751277371904423	0.8580655756549492	138.33333333333334	152.0	0.8371000006842522	91	0.1192660550458715	172.0	0.8371000006842522
YBX3	147	0.3522477754274877	0.5178568041732468	138.33333333333334	130.0	0.26842395150706017	167	0.7184615384615385	118.0	0.26842395150706017
HNRNPA0	148	0.632882514592553	0.8095964634722917	139.66666666666666	170.0	0.8371000006842522	77	0.0842266462480857	172.0	0.8371000006842522
STAU1	149	0.6263405918890974	0.8095964634722917	139.83333333333334	113.0	0.5388029867385493	161	0.6417682926829268	145.5	0.5388029867385493
SSB	150	0.6001538748362457	0.7882020889516027	140.33333333333334	180.0	0.8371000006842522	69	0.0635400907715582	172.0	0.8371000006842522
RTF1	151	0.21467978671365195	0.34665506543106095	141.33333333333334	155.0	0.26842395150706017	151	0.4468412942989214	118.0	0.26842395150706017
KIF1C	152	0.29906404005522574	0.4639024873297596	141.66666666666666	147.0	0.26842395150706017	160	0.6263565891472869	118.0	0.26842395150706017
PUS1	153	0.35939667831045535	0.5244529305715534	142.0	139.0	0.26842395150706017	169	0.7295690936106983	118.0	0.26842395150706017
PES1	154	0.5461329565095798	0.7255392162740381	143.5	131.0	0.5388029867385493	154	0.5023547880690737	145.5	0.5388029867385493
FKBP4	155	1.0	1.0	144.16666666666666	101.0	0.5388029867385493	186	1.0	145.5	0.5388029867385493
FAM120A	156	1.0	1.0	144.83333333333334	96.0	0.5388029867385493	193	1.0	145.5	0.5388029867385493
XPO5	157	1.0	1.0	146.16666666666666	105.0	0.5388029867385493	188	1.0	145.5	0.5388029867385493
PABPC4	158	0.7621693680435057	0.9502997816744976	146.33333333333334	151.0	0.8371000006842522	116	0.2327718223583461	172.0	0.8371000006842522
DDX55	159	0.4355445577032017	0.6085267933867428	146.66666666666666	146.0	0.26842395150706017	176	0.8299845440494591	118.0	0.26842395150706017
CCAR2	160	0.1992847350621459	0.3271591067270228	149.0	185.0	0.26842395150706017	144	0.4102167182662539	118.0	0.26842395150706017
EIF2S1	161	0.7409433860855631	0.9297187710755155	149.33333333333334	169.0	0.8371000006842522	107	0.1988130563798219	172.0	0.8371000006842522
PCBP1	162	1.0	1.0	149.5	111.0	0.5388029867385493	192	1.0	145.5	0.5388029867385493
ESF1	163	0.7965209346866816	0.9807164008329767	150.33333333333334	154.0	0.8371000006842522	125	0.2984375	172.0	0.8371000006842522
NUSAP1	164	0.7204381350295535	0.9097840551334745	150.66666666666666	181.0	0.8371000006842522	99	0.1701807228915662	172.0	0.8371000006842522
GEMIN5	165	0.7785089990986425	0.9645677536002049	151.33333333333334	164.0	0.8371000006842522	118	0.2622432859399684	172.0	0.8371000006842522
LARP7	166	1.0	1.0	152.16666666666666	116.0	0.5388029867385493	195	1.0	145.5	0.5388029867385493
ZRANB2	167	1.0	1.0	154.16666666666666	134.0	0.5388029867385493	183	1.0	145.5	0.5388029867385493
PPIL4	168	0.809992860616026	0.9911092766543921	155.0	167.0	0.8371000006842522	126	0.3282674772036474	172.0	0.8371000006842522
PKM	169	0.3299911381763519	0.49248677439955546	155.33333333333334	184.0	0.26842395150706017	164	0.6819571865443425	118.0	0.26842395150706017
CNOT7	170	0.8289560997874217	0.9957582418178175	155.66666666666666	156.0	0.8371000006842522	139	0.3746031746031746	172.0	0.8371000006842522
U2AF1	171	0.823720608663191	0.9955396313291326	161.66666666666666	175.0	0.8371000006842522	138	0.361280487804878	172.0	0.8371000006842522
CCAR1	172	0.8617011862305052	1.0	162.0	165.0	0.8371000006842522	149	0.4678178963893249	172.0	0.8371000006842522
HLTF	173	0.8150553675752247	0.9911475766192547	162.33333333333334	183.0	0.8371000006842522	132	0.3401253918495298	172.0	0.8371000006842522
SMNDC1	174	0.8812341605574857	1.0	164.66666666666666	166.0	0.8371000006842522	156	0.5321375186846039	172.0	0.8371000006842522
TRA2A	175	0.841526209416297	1.0	165.33333333333334	182.0	0.8371000006842522	142	0.4083204930662558	172.0	0.8371000006842522
LIN28B	176	0.900296621655747	1.0	167.66666666666666	173.0	0.8371000006842522	158	0.6015748031496063	172.0	0.8371000006842522
FMR1	177	0.9195668103366746	1.0	169.33333333333334	171.0	0.8371000006842522	165	0.6784615384615384	172.0	0.8371000006842522
EXOSC9	178	0.8981101481135232	1.0	169.66666666666666	178.0	0.8371000006842522	159	0.5932721712538226	172.0	0.8371000006842522
PHF6	179	1.0	1.0	171.33333333333334	191.5	1.0	131	0.3189269746646795	191.5	1.0
RBM39	180	0.9333655933914238	1.0	171.33333333333334	172.0	0.8371000006842522	170	0.7373417721518988	172.0	0.8371000006842522
RBM25	181	1.0	1.0	173.0	191.5	1.0	136	0.3688394276629571	191.5	1.0
KRR1	182	1.0	1.0	173.33333333333334	163.0	0.8371000006842522	185	1.0	172.0	0.8371000006842522
RBM34	183	0.9429105127577095	1.0	173.33333333333334	176.0	0.8371000006842522	172	0.7796101949025487	172.0	0.8371000006842522
GTF2F1	184	1.0	1.0	173.66666666666666	160.0	0.8371000006842522	189	1.0	172.0	0.8371000006842522
PCBP2	185	0.9862945761849754	1.0	174.66666666666666	174.0	0.8371000006842522	178	0.9682034976152624	172.0	0.8371000006842522
SUGP2	186	1.0	1.0	175.0	157.0	0.8371000006842522	196	1.0	172.0	0.8371000006842522
UBE2L3	187	1.0	1.0	178.33333333333334	191.5	1.0	152	0.4871382636655949	191.5	1.0
ZC3H8	188	1.0	1.0	180.0	191.5	1.0	157	0.5171385991058122	191.5	1.0
NAA15	189	1.0	1.0	181.66666666666666	179.0	0.8371000006842522	194	1.0	172.0	0.8371000006842522
BUD13	190	1.0	1.0	186.66666666666666	191.5	1.0	177	0.8600311041990669	191.5	1.0
ASCC1	191	1.0	1.0	187.33333333333334	191.5	1.0	179	0.9771689497716894	191.5	1.0
UCHL5	192	1.0	1.0	187.66666666666666	191.5	1.0	180	0.990625	191.5	1.0
IGF2BP2	193	1.0	1.0	188.0	191.5	1.0	181	0.9922958397534668	191.5	1.0
FASTKD2	194	1.0	1.0	188.33333333333334	191.5	1.0	182	1.0	191.5	1.0
CIRBP	195	1.0	1.0	191.0	191.5	1.0	190	1.0	191.5	1.0
SART3	196	1.0	1.0	191.33333333333334	191.5	1.0	191	1.0	191.5	1.0
DDX52	197	1.0	1.0	193.33333333333334	191.5	1.0	197	1.0	191.5	1.0
