Pathway	PET rank	PET p-value	PET FDR	Average rank	Enrichr rank	Enrichr p-value	GSEA rank	GSEA p-value	ora rank	ora p-value
FMR1	91	7.970953359077429e-05	0.0002453559080841021	99.66666666666667	187.0	0.03485912489141245	16	0.0017921146953405	96.0	0.03485912489141245
TBRG4	92	0.042970066708181924	0.08637860348481469	100.33333333333333	93.0	0.10668664342296795	92	0.3136200716845878	116.0	0.10668664342296795
CSTF2T	93	1.0	1.0	100.5	84.0	0.009599824709169404	143	1.0	74.5	0.009599824709169404
SART3	94	0.018475171262309152	0.03956096455081416	100.66666666666667	99.0	0.03485912489141245	107	0.5055350553505535	96.0	0.03485912489141245
GRSF1	95	1.0	1.0	101.16666666666667	64.0	0.009599824709169404	165	1.0	74.5	0.009599824709169404
SRSF1	96	1.0	1.0	101.83333333333333	87.0	0.009599824709169404	144	1.0	74.5	0.009599824709169404
UBE2L3	97	0.0	0.0	102.5	137.0	0.5388029867385493	3	0.0	167.5	0.5388029867385493
GEMIN5	98	0.0626689138391577	0.12223540620112937	104.66666666666667	100.0	0.10668664342296795	98	0.4340344168260038	116.0	0.10668664342296795
MSI2	99	0.07460818102837091	0.14269720060766086	105.0	94.0	0.10668664342296795	105	0.4962264150943396	116.0	0.10668664342296795
BCLAF1	100	0.08176194592964886	0.15487599373212332	106.66666666666667	111.0	0.26842395150706017	67	0.1193737769080234	142.0	0.26842395150706017
TROVE2	101	0.029525028899976487	0.060587819721826745	107.33333333333333	108.0	0.03485912489141245	118	0.6397058823529411	96.0	0.03485912489141245
PTBP1	102	1.0	1.0	107.5	76.0	0.009599824709169404	172	1.0	74.5	0.009599824709169404
SF3A3	103	0.0011175945886616164	0.0027181004193375115	108.0	175.0	0.03485912489141245	53	0.0477064220183486	96.0	0.03485912489141245
DHX30	104	0.0709136226121178	0.13696062406458046	108.66666666666667	106.0	0.10668664342296795	104	0.4777777777777778	116.0	0.10668664342296795
SF3B1	105	0.00833253534076901	0.01823899402368328	110.66666666666667	148.0	0.03485912489141245	88	0.3018518518518518	96.0	0.03485912489141245
CPSF6	106	0.11853382664215023	0.21823517615423924	111.66666666666667	112.0	0.26842395150706017	81	0.2081911262798634	142.0	0.26842395150706017
HNRNPUL1	107	0.004296872223384801	0.009842835209381465	113.0	164.0	0.03485912489141245	79	0.1777378815080789	96.0	0.03485912489141245
PUM2	108	0.14523171656172768	0.25775358705099416	113.66666666666667	103.0	0.10668664342296795	122	0.7446428571428572	116.0	0.10668664342296795
SMN1	109	0.21717907441192225	0.36567758683033064	115.33333333333333	101.0	0.26842395150706017	103	0.4526901669758812	142.0	0.26842395150706017
TUFM	110	0.0018397355241896358	0.00431461783649236	115.66666666666667	188.0	0.03485912489141245	63	0.0802919708029197	96.0	0.03485912489141245
FKBP4	111	0.11297375114684227	0.2099606507163012	116.0	113.0	0.10668664342296795	119	0.6522522522522523	116.0	0.10668664342296795
AATF	112	0.058906970100395945	0.11604673109778002	116.66666666666667	146.0	0.26842395150706017	62	0.0702702702702702	142.0	0.26842395150706017
DDX28	113	0.22700444860091856	0.37898200317271996	117.0	102.0	0.10668664342296795	133	0.8833333333333333	116.0	0.10668664342296795
SBDS	114	0.0077471568549919104	0.017343067050379617	118.0	172.0	0.03485912489141245	86	0.2859848484848485	96.0	0.03485912489141245
RBFOX2	115	0.03897423029628225	0.0791538491584289	118.0	151.0	0.10668664342296795	87	0.286231884057971	116.0	0.10668664342296795
U2AF1	116	0.14510393627482104	0.25775358705099416	118.0	123.0	0.26842395150706017	89	0.2753346080305927	142.0	0.26842395150706017
RBM34	117	0.13672391010953855	0.24939453973684347	119.66666666666667	132.0	0.26842395150706017	85	0.2540834845735027	142.0	0.26842395150706017
EIF4B	118	0.159879769008693	0.28121709370279036	119.66666666666667	127.0	0.26842395150706017	90	0.3127272727272727	142.0	0.26842395150706017
TARDBP	119	0.025347328626964708	0.052562355152758394	121.0	154.0	0.03485912489141245	113	0.5959780621572212	96.0	0.03485912489141245
SSB	120	0.19625836071134867	0.3361991048707451	122.66666666666667	130.0	0.26842395150706017	96	0.4029038112522686	142.0	0.26842395150706017
CNOT7	121	1.0	1.0	123.66666666666667	90.0	0.26842395150706017	139	1.0	142.0	0.26842395150706017
SUGP2	122	0.3716666075727979	0.6101526807653431	124.83333333333333	124.0	0.5388029867385493	83	0.2230347349177331	167.5	0.5388029867385493
PUM1	123	0.37617907068643525	0.6121246731014153	125.0	110.0	0.26842395150706017	123	0.7544802867383512	142.0	0.26842395150706017
TRA2A	124	0.17772590907661506	0.30984074414241736	125.5	161.0	0.5388029867385493	48	0.0362976406533575	167.5	0.5388029867385493
RBM25	125	0.02441399175986934	0.05116549336908788	126.33333333333333	171.0	0.03485912489141245	112	0.5851851851851851	96.0	0.03485912489141245
CSTF2	126	0.1857786981341351	0.32103862747740897	126.33333333333333	143.0	0.26842395150706017	94	0.3773234200743494	142.0	0.26842395150706017
QKI	127	0.48269260873752023	0.7668584187200926	127.0	107.0	0.26842395150706017	132	0.8769771528998243	142.0	0.26842395150706017
XRN2	128	0.08798621860986872	0.1650789053918489	127.33333333333333	156.0	0.10668664342296795	110	0.5575539568345323	116.0	0.10668664342296795
PSIP1	129	0.2354829269598261	0.3898330807654264	127.66666666666667	135.0	0.26842395150706017	106	0.4946236559139785	142.0	0.26842395150706017
SRP68	130	0.37908228486483586	0.6121246731014153	128.16666666666666	133.0	0.5388029867385493	84	0.2332695984703633	167.5	0.5388029867385493
NOL12	131	1.0	1.0	129.0	91.0	0.10668664342296795	180	1.0	116.0	0.10668664342296795
HNRNPA1	132	1.0	1.0	130.66666666666666	88.0	0.26842395150706017	162	1.0	142.0	0.26842395150706017
GRWD1	133	1.0	1.0	131.0	109.0	0.26842395150706017	142	1.0	142.0	0.26842395150706017
KHSRP	134	0.20237446516960633	0.34368766929665906	131.0	147.0	0.10668664342296795	130	0.8521256931608133	116.0	0.10668664342296795
G3BP2	135	1.0	1.0	131.66666666666666	158.0	0.03485912489141245	141	1.0	96.0	0.03485912489141245
PARN	136	1.0	1.0	131.66666666666666	117.0	0.26842395150706017	136	1.0	142.0	0.26842395150706017
PNPT1	137	1.0	1.0	132.0	95.0	0.26842395150706017	159	1.0	142.0	0.26842395150706017
DDX1	138	1.0	1.0	132.33333333333334	118.0	0.26842395150706017	137	1.0	142.0	0.26842395150706017
NELFE	139	1.0	1.0	133.0	96.0	0.10668664342296795	187	1.0	116.0	0.10668664342296795
AKAP1	140	1.0	1.0	133.0	104.0	0.10668664342296795	179	1.0	116.0	0.10668664342296795
ILF2	141	0.5831936136935916	0.9046389125798231	133.5	122.0	0.5388029867385493	111	0.5671077504725898	167.5	0.5388029867385493
STIP1	142	0.5665508255799455	0.8857977193591211	133.83333333333334	125.0	0.5388029867385493	109	0.5380228136882129	167.5	0.5388029867385493
ILF3	143	0.5084431492718583	0.8013064032524486	134.5	136.0	0.5388029867385493	100	0.4371584699453552	167.5	0.5388029867385493
RPS10	144	1.0	1.0	135.0	97.0	0.10668664342296795	192	1.0	116.0	0.10668664342296795
HNRNPA0	145	0.05262070749912341	0.10470989270027589	136.66666666666666	186.0	0.03485912489141245	128	0.7943548387096774	96.0	0.03485912489141245
LSM11	146	0.1423898260103808	0.25734674976188093	138.0	174.0	0.10668664342296795	124	0.7376146788990826	116.0	0.10668664342296795
TAF15	147	1.0	1.0	138.33333333333334	120.0	0.26842395150706017	153	1.0	142.0	0.26842395150706017
FTO	148	1.0	1.0	139.33333333333334	126.0	0.26842395150706017	150	1.0	142.0	0.26842395150706017
GTF2F1	149	0.6464047150871501	0.9948572568138171	139.5	131.0	0.5388029867385493	120	0.6757246376811594	167.5	0.5388029867385493
XRCC5	150	1.0	1.0	140.33333333333334	115.0	0.26842395150706017	164	1.0	142.0	0.26842395150706017
LIN28B	151	1.0	1.0	141.0	129.0	0.26842395150706017	152	1.0	142.0	0.26842395150706017
EEF2	152	1.0	1.0	142.66666666666666	150.0	0.03485912489141245	182	1.0	96.0	0.03485912489141245
XRCC6	153	1.0	1.0	143.0	98.0	0.26842395150706017	189	1.0	142.0	0.26842395150706017
BOP1	154	1.0	1.0	143.33333333333334	166.0	0.10668664342296795	148	1.0	116.0	0.10668664342296795
PKM	155	0.4589887562643422	0.7351283332038652	143.5	170.0	0.5388029867385493	93	0.3544973544973545	167.5	0.5388029867385493
SFPQ	156	1.0	1.0	143.66666666666666	114.0	0.26842395150706017	175	1.0	142.0	0.26842395150706017
UTP3	157	1.0	1.0	144.33333333333334	134.0	0.26842395150706017	157	1.0	142.0	0.26842395150706017
HNRNPM	158	1.0	1.0	144.66666666666666	173.0	0.10668664342296795	145	1.0	116.0	0.10668664342296795
UPF2	159	1.0	1.0	145.66666666666666	140.0	0.26842395150706017	155	1.0	142.0	0.26842395150706017
SF1	160	1.0	1.0	146.33333333333334	160.0	0.10668664342296795	163	1.0	116.0	0.10668664342296795
NPM1	161	0.7543631659786758	1.0	147.5	179.0	0.8371000006842522	80	0.2197392923649906	183.5	0.8371000006842522
RBM22	162	1.0	1.0	149.33333333333334	145.0	0.26842395150706017	161	1.0	142.0	0.26842395150706017
EIF4G2	163	1.0	1.0	149.66666666666666	163.0	0.03485912489141245	190	1.0	96.0	0.03485912489141245
PRPF6	164	1.0	1.0	150.33333333333334	116.0	0.26842395150706017	193	1.0	142.0	0.26842395150706017
FXR1	165	1.0	1.0	150.66666666666666	159.0	0.10668664342296795	177	1.0	116.0	0.10668664342296795
EWSR1	166	0.6957222225985062	1.0	151.83333333333334	162.0	0.5388029867385493	126	0.7555970149253731	167.5	0.5388029867385493
MATR3	167	1.0	1.0	152.66666666666666	142.0	0.26842395150706017	174	1.0	142.0	0.26842395150706017
DNAJC21	168	1.0	1.0	152.83333333333334	121.0	0.5388029867385493	170	1.0	167.5	0.5388029867385493
PA2G4	169	1.0	1.0	154.16666666666666	139.0	0.5388029867385493	156	1.0	167.5	0.5388029867385493
SERBP1	170	1.0	1.0	157.5	167.0	0.5388029867385493	138	1.0	167.5	0.5388029867385493
CELF1	171	1.0	1.0	158.83333333333334	149.0	0.5388029867385493	160	1.0	167.5	0.5388029867385493
RECQL	172	1.0	1.0	159.5	138.0	0.5388029867385493	173	1.0	167.5	0.5388029867385493
PRPF8	173	1.0	1.0	160.16666666666666	128.0	0.5388029867385493	185	1.0	167.5	0.5388029867385493
DDX52	174	0.9374636567117824	1.0	162.83333333333334	180.0	0.8371000006842522	125	0.7553571428571428	183.5	0.8371000006842522
ABCF1	175	1.0	1.0	163.16666666666666	153.0	0.5388029867385493	169	1.0	167.5	0.5388029867385493
ADAR	176	1.0	1.0	164.83333333333334	176.0	0.8371000006842522	135	1.0	183.5	0.8371000006842522
PHF6	177	1.0	1.0	165.16666666666666	178.0	0.8371000006842522	134	1.0	183.5	0.8371000006842522
EIF4G1	178	1.0	1.0	168.5	157.0	0.5388029867385493	181	1.0	167.5	0.5388029867385493
HNRNPL	179	1.0	1.0	171.5	152.0	0.5388029867385493	195	1.0	167.5	0.5388029867385493
AARS	180	1.0	1.0	171.66666666666666	193.0	1.0	129	0.8400770712909441	193.0	1.0
DAZAP1	181	1.0	1.0	172.16666666666666	165.0	0.5388029867385493	184	1.0	167.5	0.5388029867385493
DDX55	182	1.0	1.0	172.33333333333334	193.0	1.0	131	0.8598130841121495	193.0	1.0
NUFIP2	183	1.0	1.0	174.83333333333334	183.0	0.8371000006842522	158	1.0	183.5	0.8371000006842522
RBM17	184	1.0	1.0	174.83333333333334	169.0	0.5388029867385493	188	1.0	167.5	0.5388029867385493
METAP2	185	1.0	1.0	176.5	168.0	0.5388029867385493	194	1.0	167.5	0.5388029867385493
DNAJC2	186	1.0	1.0	176.83333333333334	181.0	0.8371000006842522	166	1.0	183.5	0.8371000006842522
SUPT6H	187	1.0	1.0	177.33333333333334	193.0	1.0	146	1.0	193.0	1.0
MTPAP	188	1.0	1.0	177.5	182.0	0.8371000006842522	167	1.0	183.5	0.8371000006842522
PABPC1	189	1.0	1.0	178.83333333333334	177.0	0.8371000006842522	176	1.0	183.5	0.8371000006842522
TFIP11	190	1.0	1.0	182.16666666666666	185.0	0.8371000006842522	178	1.0	183.5	0.8371000006842522
SSRP1	191	1.0	1.0	184.5	184.0	0.8371000006842522	186	1.0	183.5	0.8371000006842522
BCCIP	192	1.0	1.0	184.66666666666666	193.0	1.0	168	1.0	193.0	1.0
SLTM	193	1.0	1.0	185.66666666666666	193.0	1.0	171	1.0	193.0	1.0
RRP9	194	1.0	1.0	189.66666666666666	193.0	1.0	183	1.0	193.0	1.0
CPSF7	195	1.0	1.0	192.33333333333334	193.0	1.0	191	1.0	193.0	1.0
APOBEC3C	196	1.0	1.0	194.0	193.0	1.0	196	1.0	193.0	1.0
SAFB2	197	1.0	1.0	194.33333333333334	193.0	1.0	197	1.0	193.0	1.0
