Pathway	PET rank	PET p-value	PET FDR	Average rank	Enrichr rank	Enrichr p-value	GSEA rank	GSEA p-value	ora rank	ora p-value
EIF4G2	25	1.1808739402917867e-05	0.00014539510389842625	28.5	11.0	8.611502379831113e-05	63	0.5756457564575646	11.5	8.611502379831113e-05
EIF2S2	26	7.706494908567689e-05	0.0005839151911491672	29.666666666666668	36.0	0.002273136306726944	20	0.18955042527339	33.0	0.002273136306726944
PCBP2	27	0.00013103254383339165	0.0008901176253509709	30.666666666666668	31.0	0.002273136306726944	28	0.25875	33.0	0.002273136306726944
DDX27	28	8.564914573945492e-05	0.0006249215448397267	32.0	17.0	0.0004702775639069078	59	0.5423940149625935	20.0	0.0004702775639069078
HNRNPL	29	0.00016486464386478652	0.0010302575164803814	32.333333333333336	28.0	0.002273136306726944	36	0.293124246079614	33.0	0.002273136306726944
NOL12	30	6.617519830449191e-05	0.0005214605626393963	32.666666666666664	24.0	0.0004702775639069078	54	0.4981992797118847	20.0	0.0004702775639069078
DDX19B	31	0.00016735147475823453	0.0010302575164803814	33.0	33.0	0.002273136306726944	33	0.2954545454545454	33.0	0.002273136306726944
HSPD1	32	0.00013747828323368725	0.0009027740599012129	35.333333333333336	20.0	0.0004702775639069078	66	0.6234567901234568	20.0	0.0004702775639069078
FKBP4	33	0.00032259528034574706	0.0019257960675185507	36.666666666666664	35.0	0.002273136306726944	42	0.4073170731707317	33.0	0.002273136306726944
RBM22	34	0.0012448077844032337	0.006627760365606406	41.333333333333336	46.0	0.009599824709169404	32	0.2892768079800499	46.0	0.009599824709169404
LARP4	35	0.0016115529914303554	0.007743315592970244	41.833333333333336	56.0	0.03485912489141245	7	0.0701754385964912	62.5	0.03485912489141245
PRPF8	36	0.0006132629943834552	0.003553317938045314	42.333333333333336	38.0	0.002273136306726944	56	0.5302843016069221	33.0	0.002273136306726944
PTBP1	37	0.0010034258622792671	0.005647854139114732	44.0	34.0	0.002273136306726944	65	0.6271820448877805	33.0	0.002273136306726944
SFPQ	38	0.00138537441884333	0.007182072645056211	44.0	49.0	0.009599824709169404	37	0.3088235294117647	46.0	0.009599824709169404
FTO	39	0.0010650023217305513	0.005827929371692184	44.0	30.0	0.002273136306726944	69	0.63875	33.0	0.002273136306726944
SF1	40	0.003260237117020696	0.014272593601179492	45.166666666666664	57.0	0.03485912489141245	16	0.1390977443609022	62.5	0.03485912489141245
FMR1	41	0.0014223075816316988	0.00718447675849858	45.5	66.0	0.03485912489141245	8	0.0616522811344019	62.5	0.03485912489141245
DNAJC2	42	0.0023978422102611282	0.010985463149335867	45.666666666666664	47.0	0.009599824709169404	44	0.42	46.0	0.009599824709169404
SUPV3L1	43	0.002996244265099652	0.013415002732377989	46.666666666666664	44.0	0.009599824709169404	50	0.4694132334581772	46.0	0.009599824709169404
SNRNP200	44	0.0035469810530294886	0.014877343836867462	46.833333333333336	59.0	0.03485912489141245	19	0.1501240694789082	62.5	0.03485912489141245
SF3A3	45	0.0014738923305831022	0.007258919728121778	47.666666666666664	37.0	0.002273136306726944	73	0.7003699136868065	33.0	0.002273136306726944
SRFBP1	46	0.006225902664611387	0.023586592787085445	49.166666666666664	61.0	0.03485912489141245	24	0.241635687732342	62.5	0.03485912489141245
DAZAP1	47	0.0048306488605362	0.01942118011276799	49.333333333333336	42.0	0.009599824709169404	60	0.5797280593325093	46.0	0.009599824709169404
PKM	48	0.0050468361203668015	0.019884534314245198	49.333333333333336	41.0	0.009599824709169404	61	0.589937106918239	46.0	0.009599824709169404
APOBEC3C	49	0.003616391017132485	0.014877343836867462	50.0	25.0	0.002273136306726944	92	0.8468244084682441	33.0	0.002273136306726944
SRSF1	50	0.0036249365693890264	0.014877343836867462	51.0	52.0	0.009599824709169404	55	0.5129469790382244	46.0	0.009599824709169404
SF3B1	51	0.005732407035874494	0.02214282717778971	52.5	73.0	0.03485912489141245	22	0.2261753494282083	62.5	0.03485912489141245
DDX1	52	0.007453195356769773	0.027190360838586024	53.5	67.0	0.03485912489141245	31	0.2777777777777778	62.5	0.03485912489141245
HNRNPAB	53	0.00882442776358168	0.031043076239742694	54.666666666666664	43.0	0.009599824709169404	75	0.7167701863354037	46.0	0.009599824709169404
BCLAF1	54	0.012911187055316799	0.04385351465340361	55.166666666666664	60.0	0.03485912489141245	43	0.4078624078624078	62.5	0.03485912489141245
EFTUD2	55	0.0067898418531772645	0.02523771405803625	55.333333333333336	50.0	0.009599824709169404	70	0.6584463625154131	46.0	0.009599824709169404
PUS1	56	0.00943164017743611	0.032597072192191476	56.333333333333336	45.0	0.009599824709169404	78	0.7310606060606061	46.0	0.009599824709169404
NUFIP2	57	0.02165928002608717	0.0699488223793307	59.5	78.0	0.10668664342296795	15	0.1559748427672956	85.5	0.10668664342296795
LARP7	58	0.0019921273522679264	0.009344025914209084	60.5	93.0	0.10668664342296795	3	0.0062344139650872	85.5	0.10668664342296795
HNRNPM	59	0.028519476756001756	0.08778651438956792	60.833333333333336	53.0	0.03485912489141245	67	0.6298136645962733	62.5	0.03485912489141245
PCBP1	60	0.02044221429075059	0.06825620703860791	62.5	68.0	0.03485912489141245	57	0.5342465753424658	62.5	0.03485912489141245
RTF1	61	0.02738574790640855	0.08563479900892833	62.5	81.0	0.10668664342296795	21	0.2010050251256281	85.5	0.10668664342296795
NPM1	62	0.021412252866388936	0.0699488223793307	63.166666666666664	69.0	0.03485912489141245	58	0.5475	62.5	0.03485912489141245
DNAJC21	63	1.0	1.0	65.0	39.0	0.002273136306726944	123	1.0	33.0	0.002273136306726944
XRN2	64	0.024419537256937726	0.0775911103163989	65.0	48.0	0.009599824709169404	101	0.898159509202454	46.0	0.009599824709169404
KIF1C	65	0.04121770260503623	0.11941010901753144	65.83333333333333	58.0	0.03485912489141245	77	0.7321652065081352	62.5	0.03485912489141245
PABPC1	66	0.030639700753897506	0.09145486437148195	66.16666666666667	64.0	0.03485912489141245	72	0.6502463054187192	62.5	0.03485912489141245
EIF3G	67	1.0	1.0	66.66666666666667	40.0	0.002273136306726944	127	1.0	33.0	0.002273136306726944
SART3	68	0.059962887225617864	0.1663758983584045	67.83333333333333	54.0	0.03485912489141245	87	0.8248447204968944	62.5	0.03485912489141245
G3BP2	69	0.029935323986873773	0.09072705885252513	68.5	72.0	0.03485912489141245	71	0.6436363636363637	62.5	0.03485912489141245
EEF2	70	0.0369636512559717	0.10868416861830485	69.16666666666667	71.0	0.03485912489141245	74	0.7027027027027027	62.5	0.03485912489141245
MAGOH	71	0.04491179607759854	0.12639462610409874	69.16666666666667	84.0	0.10668664342296795	38	0.326556543837357	85.5	0.10668664342296795
PUF60	72	0.06780878793355005	0.18299083866999125	70.83333333333333	80.0	0.10668664342296795	47	0.4617314930991217	85.5	0.10668664342296795
GRWD1	73	0.06366321042383302	0.17418961740965425	72.5	65.0	0.03485912489141245	90	0.8380716934487021	62.5	0.03485912489141245
FAM120A	74	0.007701413436988352	0.02758506267430373	74.83333333333333	134.0	0.10668664342296795	5	0.0438489646772229	85.5	0.10668664342296795
EIF4G1	75	0.09495591140476689	0.25278803441539294	77.16666666666667	82.0	0.10668664342296795	64	0.5863808322824716	85.5	0.10668664342296795
CCAR2	76	1.0	1.0	79.5	51.0	0.03485912489141245	125	1.0	62.5	0.03485912489141245
RPS3A	77	0.15357356971745573	0.39121224642482877	81.16666666666667	75.0	0.10668664342296795	83	0.7641975308641975	85.5	0.10668664342296795
EIF4A3	78	0.14797096382299463	0.3835563141201308	81.16666666666667	77.0	0.10668664342296795	81	0.7512376237623762	85.5	0.10668664342296795
BOP1	79	1.0	1.0	82.5	55.0	0.03485912489141245	130	1.0	62.5	0.03485912489141245
PUM2	80	1.0	1.0	82.83333333333333	70.0	0.03485912489141245	116	1.0	62.5	0.03485912489141245
RBM39	81	0.15489621939663273	0.39121224642482877	83.5	83.0	0.10668664342296795	82	0.7671568627450981	85.5	0.10668664342296795
FXR1	82	1.0	1.0	83.83333333333333	63.0	0.03485912489141245	126	1.0	62.5	0.03485912489141245
STAU1	83	1.0	1.0	84.16666666666667	62.0	0.03485912489141245	128	1.0	62.5	0.03485912489141245
NONO	84	0.04190090783792083	0.11963012817493339	84.5	133.0	0.10668664342296795	35	0.3063932448733413	85.5	0.10668664342296795
CIRBP	85	0.23198000502467914	0.5506031444561662	88.0	98.0	0.26842395150706017	51	0.4867256637168141	115.0	0.26842395150706017
KHDRBS1	86	0.23015527232086314	0.5506031444561662	92.0	108.0	0.26842395150706017	53	0.4825870646766169	115.0	0.26842395150706017
SLTM	87	0.14606739873147412	0.3835563141201308	97.0	147.0	0.26842395150706017	29	0.2777777777777778	115.0	0.26842395150706017
SERBP1	88	1.0	1.0	98.83333333333333	76.0	0.10668664342296795	135	1.0	85.5	0.10668664342296795
EIF3D	89	1.0	1.0	99.5	79.0	0.10668664342296795	134	1.0	85.5	0.10668664342296795
GEMIN5	90	0.19514256845503686	0.48053857482052825	100.16666666666667	126.0	0.10668664342296795	89	0.8415094339622642	85.5	0.10668664342296795
SSRP1	91	1.0	1.0	102.16666666666667	100.0	0.10668664342296795	121	1.0	85.5	0.10668664342296795
FUBP3	92	0.18077534089703784	0.4507942045153982	102.66666666666667	154.0	0.26842395150706017	39	0.3649815043156597	115.0	0.26842395150706017
HNRNPUL1	93	0.6108685635996602	1.0	104.66666666666667	96.0	0.5388029867385493	68	0.6151930261519303	150.0	0.5388029867385493
PABPC4	94	0.49715757271865674	1.0	105.66666666666667	104.0	0.26842395150706017	98	0.8893034825870647	115.0	0.26842395150706017
NSUN2	95	1.0	1.0	106.83333333333333	85.0	0.10668664342296795	150	1.0	85.5	0.10668664342296795
DHX30	96	0.6969003304862499	1.0	110.0	101.0	0.5388029867385493	79	0.7574257425742574	150.0	0.5388029867385493
AGO1	97	0.23087019501813433	0.5506031444561662	110.66666666666667	165.0	0.26842395150706017	52	0.4842105263157895	115.0	0.26842395150706017
DDX6	98	0.30771796559925413	0.7216718955125365	111.16666666666667	144.0	0.10668664342296795	104	0.9472361809045228	85.5	0.10668664342296795
CSTF2	99	0.5878942684822003	1.0	111.66666666666667	123.0	0.5388029867385493	62	0.5753086419753086	150.0	0.5388029867385493
DKC1	100	1.0	1.0	111.83333333333333	112.0	0.10668664342296795	138	1.0	85.5	0.10668664342296795
MSI2	101	0.4883609014077598	1.0	112.66666666666667	127.0	0.26842395150706017	96	0.8819188191881919	115.0	0.26842395150706017
KRR1	102	1.0	1.0	112.83333333333333	135.0	0.10668664342296795	118	1.0	85.5	0.10668664342296795
PPIG	103	0.4675644665981067	1.0	113.66666666666667	132.0	0.26842395150706017	94	0.8630653266331658	115.0	0.26842395150706017
IGF2BP3	104	1.0	1.0	114.16666666666667	118.0	0.10668664342296795	139	1.0	85.5	0.10668664342296795
UCHL5	105	0.6798307390519633	1.0	114.33333333333333	113.0	0.5388029867385493	80	0.73053152039555	150.0	0.5388029867385493
SLBP	106	0.8824494638260177	1.0	115.0	89.0	0.5388029867385493	106	0.9686746987951808	150.0	0.5388029867385493
ASCC1	107	0.7208435387294957	1.0	115.0	110.0	0.5388029867385493	85	0.7936117936117936	150.0	0.5388029867385493
AKAP8L	108	0.6698638872741227	1.0	115.33333333333333	120.0	0.5388029867385493	76	0.7144607843137255	150.0	0.5388029867385493
RECQL	109	0.7877292926807256	1.0	115.66666666666667	102.0	0.5388029867385493	95	0.8826466916354557	150.0	0.5388029867385493
CCAR1	110	0.8382755248133867	1.0	115.66666666666667	94.0	0.5388029867385493	103	0.9351620947630924	150.0	0.5388029867385493
TFIP11	111	0.4678108569444838	1.0	116.66666666666667	142.0	0.26842395150706017	93	0.8633004926108374	115.0	0.26842395150706017
RBM17	112	1.0	1.0	116.83333333333333	74.0	0.10668664342296795	191	1.0	85.5	0.10668664342296795
UBE2L3	113	0.9174697920522752	1.0	117.66666666666667	95.0	0.5388029867385493	108	0.9864364981504316	150.0	0.5388029867385493
PRPF6	114	0.4428380722821027	1.0	118.33333333333333	149.0	0.26842395150706017	91	0.837968561064087	115.0	0.26842395150706017
EWSR1	115	0.7233239181571	1.0	120.33333333333333	125.0	0.5388029867385493	86	0.7972465581977471	150.0	0.5388029867385493
DDX28	116	1.0	1.0	121.0	99.0	0.5388029867385493	114	1.0	150.0	0.5388029867385493
CPSF6	117	1.0	1.0	122.0	139.0	0.26842395150706017	112	1.0	115.0	0.26842395150706017
TIA1	118	1.0	1.0	122.33333333333333	106.0	0.5388029867385493	111	1.0	150.0	0.5388029867385493
FUS	119	1.0	1.0	123.83333333333333	116.0	0.10668664342296795	170	1.0	85.5	0.10668664342296795
PARN	120	0.9085822466684348	1.0	124.0	115.0	0.5388029867385493	107	0.9826732673267328	150.0	0.5388029867385493
XRCC5	121	1.0	1.0	124.33333333333333	143.0	0.26842395150706017	115	1.0	115.0	0.26842395150706017
CELF1	122	1.0	1.0	125.0	138.0	0.26842395150706017	122	1.0	115.0	0.26842395150706017
AKAP8	123	1.0	1.0	126.0	105.0	0.26842395150706017	158	1.0	115.0	0.26842395150706017
U2AF2	124	0.8083893512932177	1.0	126.33333333333333	129.0	0.5388029867385493	100	0.905824039653036	150.0	0.5388029867385493
MATR3	125	0.8486269006104734	1.0	127.33333333333333	130.0	0.5388029867385493	102	0.9440993788819876	150.0	0.5388029867385493
NELFE	126	1.0	1.0	127.66666666666667	91.0	0.5388029867385493	142	1.0	150.0	0.5388029867385493
UPF2	127	0.4323151631770107	1.0	127.66666666666667	180.0	0.26842395150706017	88	0.826362484157161	115.0	0.26842395150706017
HNRNPU	128	1.0	1.0	127.83333333333333	188.0	0.10668664342296795	110	1.0	85.5	0.10668664342296795
SUPT6H	129	1.0	1.0	129.0	141.0	0.26842395150706017	131	1.0	115.0	0.26842395150706017
FASTKD2	130	1.0	1.0	129.33333333333334	114.0	0.5388029867385493	124	1.0	150.0	0.5388029867385493
TROVE2	131	1.0	1.0	131.0	86.0	0.5388029867385493	157	1.0	150.0	0.5388029867385493
TIAL1	132	1.0	1.0	132.0	168.0	0.26842395150706017	113	1.0	115.0	0.26842395150706017
UTP18	133	1.0	1.0	132.33333333333334	88.0	0.5388029867385493	159	1.0	150.0	0.5388029867385493
CNOT7	134	1.0	1.0	133.16666666666666	185.0	0.10668664342296795	129	1.0	85.5	0.10668664342296795
QKI	135	1.0	1.0	133.33333333333334	107.0	0.5388029867385493	143	1.0	150.0	0.5388029867385493
G3BP1	136	1.0	1.0	133.66666666666666	167.0	0.26842395150706017	119	1.0	115.0	0.26842395150706017
AKAP1	137	1.0	1.0	134.66666666666666	136.0	0.26842395150706017	153	1.0	115.0	0.26842395150706017
CKAP4	138	1.0	1.0	135.33333333333334	174.0	0.26842395150706017	117	1.0	115.0	0.26842395150706017
SRP68	139	1.0	1.0	135.66666666666666	97.0	0.5388029867385493	160	1.0	150.0	0.5388029867385493
HNRNPA2B1	140	1.0	1.0	135.66666666666666	148.0	0.26842395150706017	144	1.0	115.0	0.26842395150706017
DDX3X	141	1.0	1.0	136.0	103.0	0.5388029867385493	155	1.0	150.0	0.5388029867385493
PHF6	142	1.0	1.0	136.33333333333334	145.0	0.26842395150706017	149	1.0	115.0	0.26842395150706017
RBFOX2	143	1.0	1.0	136.66666666666666	109.0	0.5388029867385493	151	1.0	150.0	0.5388029867385493
FIP1L1	144	1.0	1.0	137.0	159.0	0.26842395150706017	137	1.0	115.0	0.26842395150706017
IGF2BP2	145	1.0	1.0	137.0	128.0	0.5388029867385493	133	1.0	150.0	0.5388029867385493
BCCIP	146	1.0	1.0	137.33333333333334	177.0	0.26842395150706017	120	1.0	115.0	0.26842395150706017
RBM15	147	1.0	1.0	137.66666666666666	92.0	0.5388029867385493	171	1.0	150.0	0.5388029867385493
NUSAP1	148	1.0	1.0	138.33333333333334	117.0	0.5388029867385493	148	1.0	150.0	0.5388029867385493
MTPAP	149	1.0	1.0	139.0	121.0	0.5388029867385493	146	1.0	150.0	0.5388029867385493
SRSF5	150	1.0	1.0	139.0	146.0	0.26842395150706017	156	1.0	115.0	0.26842395150706017
EIF2S1	151	1.0	1.0	140.0	140.0	0.26842395150706017	165	1.0	115.0	0.26842395150706017
ATP5C1	152	1.0	1.0	140.33333333333334	137.0	0.26842395150706017	169	1.0	115.0	0.26842395150706017
U2AF1	153	1.0	1.0	142.33333333333334	172.0	0.26842395150706017	140	1.0	115.0	0.26842395150706017
HNRNPA1	154	1.0	1.0	143.66666666666666	87.0	0.5388029867385493	194	1.0	150.0	0.5388029867385493
SUCLG1	155	1.0	1.0	145.0	90.0	0.5388029867385493	195	1.0	150.0	0.5388029867385493
HNRNPA0	156	0.9427770798912447	1.0	145.0	173.0	0.8371000006842522	84	0.7790123456790123	178.0	0.8371000006842522
TUFM	157	1.0	1.0	145.66666666666666	111.0	0.5388029867385493	176	1.0	150.0	0.5388029867385493
YBX3	158	1.0	1.0	148.66666666666666	169.0	0.26842395150706017	162	1.0	115.0	0.26842395150706017
EXOSC9	159	1.0	1.0	148.66666666666666	170.0	0.26842395150706017	161	1.0	115.0	0.26842395150706017
SAFB2	160	1.0	1.0	149.33333333333334	186.0	0.26842395150706017	147	1.0	115.0	0.26842395150706017
LIN28B	161	1.0	1.0	151.0	164.0	0.26842395150706017	174	1.0	115.0	0.26842395150706017
TRA2A	162	1.0	1.0	151.0	119.0	0.5388029867385493	184	1.0	150.0	0.5388029867385493
SSB	163	1.0	1.0	152.33333333333334	175.0	0.26842395150706017	167	1.0	115.0	0.26842395150706017
GRSF1	164	1.0	1.0	152.66666666666666	122.0	0.5388029867385493	186	1.0	150.0	0.5388029867385493
KHSRP	165	0.981905567589865	1.0	153.0	176.0	0.8371000006842522	105	0.9518518518518518	178.0	0.8371000006842522
LSM11	166	1.0	1.0	153.0	131.0	0.5388029867385493	178	1.0	150.0	0.5388029867385493
PSIP1	167	1.0	1.0	155.0	178.0	0.8371000006842522	109	1.0	178.0	0.8371000006842522
RAVER1	168	1.0	1.0	155.0	187.0	0.26842395150706017	163	1.0	115.0	0.26842395150706017
ILF2	169	1.0	1.0	155.66666666666666	153.0	0.8371000006842522	136	1.0	178.0	0.8371000006842522
RBM25	170	1.0	1.0	156.66666666666666	160.0	0.8371000006842522	132	1.0	178.0	0.8371000006842522
ZRANB2	171	1.0	1.0	156.66666666666666	124.0	0.5388029867385493	196	1.0	150.0	0.5388029867385493
HLTF	172	1.0	1.0	160.66666666666666	179.0	0.26842395150706017	188	1.0	115.0	0.26842395150706017
SMN1	173	1.0	1.0	161.0	193.0	1.0	97	0.8701134930643127	193.0	1.0
GTF2F1	174	1.0	1.0	161.66666666666666	193.0	1.0	99	0.9056603773584906	193.0	1.0
RCC2	175	1.0	1.0	166.66666666666666	181.0	0.8371000006842522	141	1.0	178.0	0.8371000006842522
SBDS	176	1.0	1.0	167.33333333333334	156.0	0.8371000006842522	168	1.0	178.0	0.8371000006842522
CSTF2T	177	1.0	1.0	168.0	162.0	0.8371000006842522	164	1.0	178.0	0.8371000006842522
PA2G4	178	1.0	1.0	168.33333333333334	161.0	0.8371000006842522	166	1.0	178.0	0.8371000006842522
DDX24	179	1.0	1.0	169.33333333333334	150.0	0.8371000006842522	180	1.0	178.0	0.8371000006842522
TARDBP	180	1.0	1.0	171.0	158.0	0.8371000006842522	177	1.0	178.0	0.8371000006842522
ADAR	181	1.0	1.0	171.33333333333334	163.0	0.8371000006842522	173	1.0	178.0	0.8371000006842522
PES1	182	1.0	1.0	171.33333333333334	182.0	0.8371000006842522	154	1.0	178.0	0.8371000006842522
SUB1	183	1.0	1.0	171.66666666666666	152.0	0.8371000006842522	185	1.0	178.0	0.8371000006842522
RPS10	184	1.0	1.0	172.66666666666666	151.0	0.8371000006842522	189	1.0	178.0	0.8371000006842522
DDX52	185	1.0	1.0	173.66666666666666	171.0	0.8371000006842522	172	1.0	178.0	0.8371000006842522
STIP1	186	1.0	1.0	174.33333333333334	155.0	0.8371000006842522	190	1.0	178.0	0.8371000006842522
SMNDC1	187	1.0	1.0	175.0	166.0	0.8371000006842522	181	1.0	178.0	0.8371000006842522
RRP9	188	1.0	1.0	176.0	157.0	0.8371000006842522	193	1.0	178.0	0.8371000006842522
ZC3H8	189	1.0	1.0	177.0	193.0	1.0	145	1.0	193.0	1.0
RBM34	190	1.0	1.0	179.33333333333334	193.0	1.0	152	1.0	193.0	1.0
METAP2	191	1.0	1.0	181.33333333333334	184.0	0.8371000006842522	182	1.0	178.0	0.8371000006842522
GPKOW	192	1.0	1.0	184.33333333333334	183.0	0.8371000006842522	192	1.0	178.0	0.8371000006842522
AUH	193	1.0	1.0	187.0	193.0	1.0	175	1.0	193.0	1.0
ILF3	194	1.0	1.0	188.33333333333334	193.0	1.0	179	1.0	193.0	1.0
TBRG4	195	1.0	1.0	189.66666666666666	193.0	1.0	183	1.0	193.0	1.0
TAF15	196	1.0	1.0	191.0	193.0	1.0	187	1.0	193.0	1.0
TRIM56	197	1.0	1.0	194.33333333333334	193.0	1.0	197	1.0	193.0	1.0
