Pathway	PET rank	PET p-value	PET FDR	Average rank	Enrichr rank	Enrichr p-value	GSEA rank	GSEA p-value	ora rank	ora p-value
CIRBP	33	1.42852365154e-07	7.215875880855897e-07	42.0	34.0	8.611502379831113e-05	64	0.0842911877394636	28.0	8.611502379831113e-05
SRSF1	34	1.728261270396747e-07	8.51168675670398e-07	44.0	35.0	8.611502379831113e-05	69	0.0943396226415094	28.0	8.611502379831113e-05
IGF2BP3	35	2.5180261153198543e-06	1.1422294407332897e-05	44.0	52.0	0.002273136306726944	31	0.0129151291512915	49.0	0.002273136306726944
SUPV3L1	36	1.3043057871653897e-05	5.3530883348246205e-05	44.0	42.0	0.002273136306726944	41	0.0538599640933572	49.0	0.002273136306726944
RPS19	37	3.201745383372386e-08	1.7520662236787778e-07	46.0	27.0	1.410652277850468e-05	89	0.1609403254972875	22.0	1.410652277850468e-05
CELF1	38	8.2117472432053e-06	3.441945121088179e-05	47.0	47.0	0.002273136306726944	45	0.0369068541300527	49.0	0.002273136306726944
XPO5	39	2.5511723549372967e-06	1.1422294407332897e-05	47.166666666666664	37.0	0.0004702775639069078	68	0.0996376811594202	36.5	0.0004702775639069078
MAGOH	40	1.1421657034231274e-09	7.258278824979229e-09	47.166666666666664	10.0	2.803644224366207e-07	119	0.3659889094269871	12.5	2.803644224366207e-07
KIF1C	41	4.22740931482699e-06	1.8104339891759064e-05	48.833333333333336	31.0	0.0004702775639069078	79	0.1361161524500907	36.5	0.0004702775639069078
DDX6	42	0.0	0.0	49.833333333333336	72.0	0.009599824709169404	7	0.0	70.5	0.009599824709169404
FKBP4	43	1.0107924223837918e-08	6.034124460897182e-08	50.5	20.0	2.085554830380581e-06	114	0.3044247787610619	17.5	2.085554830380581e-06
ZC3H8	44	0.0	0.0	50.5	73.0	0.009599824709169404	8	0.0	70.5	0.009599824709169404
GPKOW	45	3.66909616496785e-05	0.00014172783225464047	51.5	63.0	0.009599824709169404	21	0.0144665461121157	70.5	0.009599824709169404
BUD13	46	3.987611772134793e-06	1.745687820245676e-05	52.833333333333336	38.0	0.0004702775639069078	84	0.1314387211367673	36.5	0.0004702775639069078
KHDRBS1	47	1.677399114474947e-05	6.743829092889073e-05	53.0	56.0	0.002273136306726944	54	0.0656028368794326	49.0	0.002273136306726944
PRPF8	48	2.0204881082124227e-05	7.960723146356946e-05	56.333333333333336	54.0	0.002273136306726944	66	0.0756143667296786	49.0	0.002273136306726944
FIP1L1	49	5.3925900322389764e-05	0.00020044155402850538	58.166666666666664	68.0	0.009599824709169404	36	0.021505376344086	70.5	0.009599824709169404
UPF1	50	4.8554992071989896e-05	0.00018394871996503864	61.0	49.0	0.002273136306726944	85	0.1409774436090225	49.0	0.002273136306726944
BCLAF1	51	0.00021387818076868485	0.0006288656956929987	61.833333333333336	65.0	0.009599824709169404	50	0.0781527531083481	70.5	0.009599824709169404
HNRNPA2B1	52	0.00010333923058245383	0.00036353265044184645	61.833333333333336	69.0	0.009599824709169404	46	0.040590405904059	70.5	0.009599824709169404
TRIM56	53	0.00011920222506261075	0.00040487652305748825	62.5	74.0	0.009599824709169404	43	0.046382189239332	70.5	0.009599824709169404
SSB	54	8.388735718929011e-05	0.0003004692612052755	64.0	43.0	0.002273136306726944	100	0.1996370235934664	49.0	0.002273136306726944
TROVE2	55	7.402263717745494e-05	0.00027004554673997454	64.16666666666667	82.0	0.009599824709169404	40	0.0294659300184162	70.5	0.009599824709169404
HLTF	56	0.0001841520748921531	0.0005581224423654486	65.0	86.0	0.03485912489141245	17	0.0055147058823529	92.0	0.03485912489141245
G3BP2	57	0.00013429776112732725	0.00044841794817090626	66.16666666666667	81.0	0.009599824709169404	47	0.0517560073937153	70.5	0.009599824709169404
RRP9	58	0.00021172755593147088	0.0006288656956929987	66.5	71.0	0.009599824709169404	58	0.0774774774774774	70.5	0.009599824709169404
XRCC5	59	0.00017409617043067808	0.000535889774606931	66.5	70.0	0.009599824709169404	59	0.0653357531760435	70.5	0.009599824709169404
DDX27	60	0.00010652845750826944	0.0003681773005110365	67.0	46.0	0.002273136306726944	106	0.2300380228136882	49.0	0.002273136306726944
MSI2	61	0.00016788423441299708	0.0005249713361803242	67.5	76.0	0.009599824709169404	56	0.0632688927943761	70.5	0.009599824709169404
FXR1	62	0.00014576118401950317	0.00047073693855478893	68.0	45.0	0.002273136306726944	110	0.2743682310469314	49.0	0.002273136306726944
PRPF6	63	0.00013744290425055685	0.000451270868955995	68.66666666666667	48.0	0.002273136306726944	109	0.2656826568265683	49.0	0.002273136306726944
MATR3	64	0.000333766336001112	0.0009393138313174152	68.83333333333333	60.0	0.009599824709169404	76	0.1131059245960502	70.5	0.009599824709169404
HNRNPU	65	0.00014931499088713043	0.0004744363420123338	70.66666666666667	55.0	0.002273136306726944	108	0.2779783393501805	49.0	0.002273136306726944
XRCC6	66	1.0	1.0	73.33333333333333	28.0	8.611502379831113e-05	164	1.0	28.0	8.611502379831113e-05
SF3A3	67	0.0002980621578785004	0.0008509890594502113	75.83333333333333	79.0	0.009599824709169404	78	0.1032028469750889	70.5	0.009599824709169404
LARP4	68	0.0008459249737090582	0.0021927265765879535	78.16666666666667	61.0	0.009599824709169404	103	0.2252252252252252	70.5	0.009599824709169404
SND1	69	0.0009786210379825288	0.002471645442084079	78.66666666666667	51.0	0.002273136306726944	136	0.6223021582733813	49.0	0.002273136306726944
CCAR2	70	0.0018146726537854167	0.004307114611996712	79.66666666666667	84.0	0.03485912489141245	63	0.0791896869244935	92.0	0.03485912489141245
ESF1	71	1.0	1.0	79.83333333333333	40.0	0.0004702775639069078	163	1.0	36.5	0.0004702775639069078
CNOT7	72	0.0005407823402702001	0.0014796405699059642	80.5	80.0	0.009599824709169404	91	0.1640926640926641	70.5	0.009599824709169404
NELFE	73	0.0015276088080773925	0.003761736689890579	81.0	53.0	0.002273136306726944	141	0.706959706959707	49.0	0.002273136306726944
CKAP4	74	0.0016546510262851197	0.0040242747182489946	81.16666666666667	58.0	0.009599824709169404	115	0.3429084380610412	70.5	0.009599824709169404
PABPC4	75	0.003466425941849706	0.007587621228271023	82.66666666666667	101.0	0.10668664342296795	34	0.014336917562724	113.0	0.10668664342296795
ILF3	76	0.0005843255131553975	0.0015768784396111412	82.83333333333333	85.0	0.009599824709169404	93	0.1736842105263158	70.5	0.009599824709169404
RBM22	77	1.0	1.0	83.33333333333333	44.0	0.002273136306726944	157	1.0	49.0	0.002273136306726944
SLBP	78	0.002253828848158729	0.005103497506750225	83.66666666666667	110.0	0.10668664342296795	28	0.007532956685499	113.0	0.10668664342296795
EFTUD2	79	0.00083047327134405	0.002181376459397038	84.83333333333333	83.0	0.009599824709169404	101	0.222429906542056	70.5	0.009599824709169404
HNRNPA1	80	0.0011609696309517405	0.0028950761683226947	85.83333333333333	75.0	0.009599824709169404	112	0.2769516728624535	70.5	0.009599824709169404
NCBP2	81	0.001793181452319364	0.004307114611996712	85.83333333333333	67.0	0.009599824709169404	120	0.358974358974359	70.5	0.009599824709169404
PKM	82	0.004167390183353102	0.008923650718701751	86.83333333333333	59.0	0.009599824709169404	131	0.5452898550724637	70.5	0.009599824709169404
PHF6	83	0.02075086854925744	0.037162919129124686	88.16666666666667	100.0	0.26842395150706017	23	0.0108499095840868	141.5	0.26842395150706017
AKAP8	84	0.010654920333877223	0.021202215209836495	88.33333333333333	97.0	0.10668664342296795	55	0.0669014084507042	113.0	0.10668664342296795
SUGP2	85	0.0019311152602807804	0.004528925074706116	88.5	77.0	0.009599824709169404	118	0.374113475177305	70.5	0.009599824709169404
UBE2L3	86	0.026466423642024783	0.04655254872749002	88.5	95.0	0.26842395150706017	29	0.0171232876712328	141.5	0.26842395150706017
STAU1	87	0.004150929816009108	0.008923650718701751	88.83333333333333	64.0	0.009599824709169404	132	0.5443686006825939	70.5	0.009599824709169404
RPS3A	88	0.006881919974774768	0.013976682835367312	88.83333333333333	57.0	0.009599824709169404	139	0.6615087040618955	70.5	0.009599824709169404
PUF60	89	0.0044525560308930675	0.009431758474042304	89.16666666666667	62.0	0.009599824709169404	135	0.5607142857142857	70.5	0.009599824709169404
DDX24	90	0.00023530414815491906	0.0006816899586252803	90.66666666666667	154.0	0.03485912489141245	26	0.0075614366729678	92.0	0.03485912489141245
EEF2	91	0.003348428320729014	0.00746052231526671	92.5	78.0	0.009599824709169404	129	0.4946996466431095	70.5	0.009599824709169404
ZRANB2	92	0.0	0.0	92.5	125.0	0.26842395150706017	11	0.0	141.5	0.26842395150706017
XRN2	93	0.00043597801571187576	0.0012096854802146411	93.0	155.0	0.03485912489141245	32	0.0162454873646209	92.0	0.03485912489141245
SRSF5	94	0.0009338651572900483	0.002389239428391422	98.0	169.0	0.10668664342296795	12	0.0018726591760299	113.0	0.10668664342296795
NUSAP1	95	0.0	0.0	99.0	175.0	0.10668664342296795	9	0.0	113.0	0.10668664342296795
SBDS	96	0.008561058273964643	0.01720947428541872	99.33333333333333	137.0	0.10668664342296795	48	0.0504347826086956	113.0	0.10668664342296795
PCBP2	97	1.0	1.0	101.16666666666667	66.0	0.009599824709169404	167	1.0	70.5	0.009599824709169404
PSIP1	98	0.002186702088688228	0.00500907338920443	103.0	150.0	0.03485912489141245	67	0.095320623916811	92.0	0.03485912489141245
TUFM	99	0.006302414108563214	0.013069216625125822	104.33333333333333	156.0	0.10668664342296795	44	0.0334507042253521	113.0	0.10668664342296795
SMNDC1	100	0.07007030038750903	0.11899869979602826	104.83333333333333	99.0	0.26842395150706017	74	0.0934065934065934	141.5	0.26842395150706017
PARN	101	0.0	0.0	106.66666666666667	132.0	0.5388029867385493	20	0.0	168.0	0.5388029867385493
UTP18	102	0.10864982960127739	0.17776173603393147	106.83333333333333	87.0	0.26842395150706017	92	0.1836007130124777	141.5	0.26842395150706017
FUS	103	0.0007095022151168352	0.0018888099510542776	107.66666666666667	192.0	0.03485912489141245	39	0.0287769784172661	92.0	0.03485912489141245
ILF2	104	0.0020596121913394306	0.004773454137574916	109.0	170.0	0.03485912489141245	65	0.0898661567877629	92.0	0.03485912489141245
HNRNPUL1	105	0.12026220719507169	0.19261507981649695	109.83333333333333	89.0	0.26842395150706017	99	0.2125237191650854	141.5	0.26842395150706017
PUM2	106	0.11525662689083038	0.18611111063519334	109.83333333333333	93.0	0.26842395150706017	95	0.2	141.5	0.26842395150706017
CPSF6	107	0.01232398243252142	0.023802201364771763	110.33333333333333	148.0	0.10668664342296795	70	0.0803059273422562	113.0	0.10668664342296795
UCHL5	108	0.012155746136122109	0.023709722661545102	111.33333333333333	159.0	0.10668664342296795	62	0.0789473684210526	113.0	0.10668664342296795
SRFBP1	109	0.08534651820760986	0.14248528887202663	112.5	114.0	0.26842395150706017	82	0.1276223776223776	141.5	0.26842395150706017
DDX52	110	0.10918360436601882	0.17776173603393147	112.83333333333333	103.0	0.26842395150706017	94	0.1849192100538599	141.5	0.26842395150706017
ADAR	111	0.017820559509241253	0.03250602058630118	113.33333333333333	152.0	0.10668664342296795	75	0.125	113.0	0.10668664342296795
SUCLG1	112	0.00510812492364938	0.010705325637860936	117.0	162.0	0.03485912489141245	97	0.2057761732851985	92.0	0.03485912489141245
FASTKD2	113	0.016448097598318785	0.030510316480038255	117.33333333333333	158.0	0.10668664342296795	81	0.1138353765323993	113.0	0.10668664342296795
PNPT1	114	0.21638497679895924	0.3330300033546482	118.83333333333333	90.0	0.26842395150706017	125	0.4508348794063079	141.5	0.26842395150706017
GRWD1	115	0.006774548189262018	0.0139019374300481	119.0	160.0	0.03485912489141245	105	0.2581818181818182	92.0	0.03485912489141245
CCAR1	116	0.2044057210555596	0.31707029171610424	119.83333333333333	96.0	0.26842395150706017	122	0.4225092250922509	141.5	0.26842395150706017
HNRNPL	117	0.01326548455330262	0.02518182592550576	120.66666666666667	149.0	0.03485912489141245	121	0.4149532710280373	92.0	0.03485912489141245
FAM120A	118	0.003370489776947905	0.00746052231526671	122.0	191.0	0.03485912489141245	83	0.1433691756272401	92.0	0.03485912489141245
CSTF2	119	0.011590601118987536	0.02283348420440545	122.0	193.0	0.10668664342296795	60	0.07439446366782	113.0	0.10668664342296795
SUB1	120	0.3401663542994443	0.4963909021999299	122.33333333333333	112.0	0.5388029867385493	87	0.1818181818181818	168.0	0.5388029867385493
G3BP1	121	0.02034867071120253	0.03677695532208164	122.66666666666667	165.0	0.10668664342296795	90	0.1454545454545454	113.0	0.10668664342296795
HNRNPM	122	0.016571593215046157	0.030510316480038255	124.0	186.0	0.10668664342296795	73	0.1148409893992932	113.0	0.10668664342296795
DNAJC21	123	0.14913261502752034	0.23503300128337207	124.33333333333333	115.0	0.10668664342296795	145	0.7539823008849558	113.0	0.10668664342296795
EIF2S1	124	0.2720037802889141	0.40904385280088607	124.33333333333333	133.0	0.5388029867385493	72	0.1064220183486238	168.0	0.5388029867385493
TFIP11	125	0.1777145296440259	0.2778552566656595	124.5	116.0	0.26842395150706017	116	0.3573943661971831	141.5	0.26842395150706017
AGO1	126	0.3080977380002841	0.45505544063694314	125.66666666666667	129.0	0.5388029867385493	80	0.1438848920863309	168.0	0.5388029867385493
YBX3	127	0.23360685105736761	0.35674844696357694	125.83333333333333	108.0	0.26842395150706017	128	0.4904013961605584	141.5	0.26842395150706017
GEMIN5	128	0.1302629861531034	0.20695006671097876	126.33333333333333	126.0	0.10668664342296795	140	0.7053571428571429	113.0	0.10668664342296795
SFPQ	129	0.016354867400648832	0.030510316480038255	127.0	163.0	0.03485912489141245	126	0.4714828897338403	92.0	0.03485912489141245
KHSRP	130	0.013293958864226392	0.02518182592550576	127.66666666666667	167.0	0.03485912489141245	124	0.4155172413793103	92.0	0.03485912489141245
DNAJC2	131	0.028045652337080063	0.04889374787968825	127.66666666666667	168.0	0.10668664342296795	102	0.206081081081081	113.0	0.10668664342296795
SMN1	132	0.41596011542976835	0.5856032349841019	128.83333333333334	98.0	0.26842395150706017	147	0.8071833648393195	141.5	0.26842395150706017
DDX28	133	1.0	1.0	128.83333333333334	91.0	0.26842395150706017	154	1.0	141.5	0.26842395150706017
DDX19B	134	0.08922640985970892	0.14771094741481225	130.33333333333334	144.0	0.10668664342296795	134	0.5628318584070796	113.0	0.10668664342296795
TAF15	135	0.3679743820302158	0.5295120510852742	130.5	107.0	0.26842395150706017	143	0.7425044091710759	141.5	0.26842395150706017
BOP1	136	0.25430068776031034	0.3853633499137011	130.5	117.0	0.26842395150706017	133	0.535958904109589	141.5	0.26842395150706017
HNRNPA0	137	0.06274778224556479	0.10748967915109796	131.0	157.0	0.10668664342296795	123	0.4344703770197486	113.0	0.10668664342296795
DDX1	138	0.4220973628728681	0.5897388686947164	131.83333333333334	105.0	0.26842395150706017	149	0.8145454545454546	141.5	0.26842395150706017
AKAP1	139	1.0	1.0	131.83333333333334	92.0	0.26842395150706017	162	1.0	141.5	0.26842395150706017
DKC1	140	1.0	1.0	131.83333333333334	94.0	0.26842395150706017	160	1.0	141.5	0.26842395150706017
DHX30	141	0.2791348223472841	0.41658757577587097	132.33333333333334	134.0	0.10668664342296795	150	0.9298561151079136	113.0	0.10668664342296795
EXOSC9	142	0.3095300966769055	0.45505544063694314	132.33333333333334	143.0	0.5388029867385493	86	0.14548802946593	168.0	0.5388029867385493
METAP2	143	0.025589476529335718	0.04541555744395618	133.0	190.0	0.10668664342296795	96	0.187062937062937	113.0	0.10668664342296795
U2AF1	144	0.0730912114314995	0.12306810813679832	133.66666666666666	161.0	0.10668664342296795	127	0.4887348353552859	113.0	0.10668664342296795
TIAL1	145	0.03273245076378361	0.05656397193390677	135.0	185.0	0.10668664342296795	107	0.2413793103448276	113.0	0.10668664342296795
LARP7	146	0.36823934517097745	0.5295120510852742	135.66666666666666	141.0	0.5388029867385493	98	0.218370883882149	168.0	0.5388029867385493
SUPT6H	147	1.0	1.0	136.5	102.0	0.26842395150706017	166	1.0	141.5	0.26842395150706017
NOL12	148	1.0	1.0	136.66666666666666	122.0	0.10668664342296795	175	1.0	113.0	0.10668664342296795
EIF4G2	149	1.0	1.0	137.83333333333334	88.0	0.26842395150706017	184	1.0	141.5	0.26842395150706017
PABPC1	150	1.0	1.0	138.83333333333334	104.0	0.26842395150706017	171	1.0	141.5	0.26842395150706017
ABCF1	151	1.0	1.0	139.83333333333334	106.0	0.26842395150706017	172	1.0	141.5	0.26842395150706017
RBM39	152	0.41616473552169686	0.5856032349841019	140.0	139.0	0.5388029867385493	113	0.287215411558669	168.0	0.5388029867385493
PCBP1	153	1.0	1.0	140.66666666666666	171.0	0.03485912489141245	159	1.0	92.0	0.03485912489141245
SLTM	154	1.0	1.0	141.0	145.0	0.10668664342296795	165	1.0	113.0	0.10668664342296795
RBM25	155	0.6310101088259034	0.8692936464244962	142.66666666666666	123.0	0.5388029867385493	137	0.6497277676950998	168.0	0.5388029867385493
AATF	156	0.40087153063474856	0.5722586343119237	143.33333333333334	151.0	0.5388029867385493	111	0.2644320297951583	168.0	0.5388029867385493
LIN28B	157	1.0	1.0	143.5	109.0	0.26842395150706017	180	1.0	141.5	0.26842395150706017
QKI	158	0.6166918195961091	0.8555513271861512	144.33333333333334	127.0	0.5388029867385493	138	0.6252285191956124	168.0	0.5388029867385493
SF1	159	1.0	1.0	145.83333333333334	119.0	0.26842395150706017	177	1.0	141.5	0.26842395150706017
EIF4G1	160	1.0	1.0	145.83333333333334	120.0	0.26842395150706017	176	1.0	141.5	0.26842395150706017
EIF2S2	161	1.0	1.0	146.66666666666666	111.0	0.5388029867385493	161	1.0	168.0	0.5388029867385493
TBRG4	162	1.0	1.0	147.0	118.0	0.5388029867385493	155	1.0	168.0	0.5388029867385493
DAZAP1	163	1.0	1.0	147.83333333333334	124.0	0.26842395150706017	178	1.0	141.5	0.26842395150706017
PPIL4	164	0.7284030601747732	0.9828452250303447	148.0	130.0	0.5388029867385493	146	0.8046181172291297	168.0	0.5388029867385493
STIP1	165	0.7154810682425273	0.972067382370882	148.83333333333334	172.0	0.8371000006842522	88	0.1638225255972696	186.5	0.8371000006842522
FUBP3	166	0.7657605039710842	1.0	149.0	131.0	0.5388029867385493	148	0.8556149732620321	168.0	0.5388029867385493
NUFIP2	167	1.0	1.0	149.16666666666666	121.0	0.26842395150706017	185	1.0	141.5	0.26842395150706017
SF3B1	168	1.0	1.0	150.33333333333334	166.0	0.03485912489141245	193	1.0	92.0	0.03485912489141245
UTP3	169	0.6761395154646004	0.924996420461988	150.66666666666666	142.0	0.5388029867385493	142	0.724609375	168.0	0.5388029867385493
RBM17	170	1.0	1.0	150.83333333333334	128.0	0.26842395150706017	183	1.0	141.5	0.26842395150706017
RPS10	171	1.0	1.0	154.33333333333334	113.0	0.5388029867385493	182	1.0	168.0	0.5388029867385493
AARS	172	1.0	1.0	154.66666666666666	140.0	0.5388029867385493	156	1.0	168.0	0.5388029867385493
FMR1	173	1.0	1.0	158.0	136.0	0.5388029867385493	170	1.0	168.0	0.5388029867385493
SAFB2	174	1.0	1.0	158.0	187.0	0.10668664342296795	174	1.0	113.0	0.10668664342296795
SSRP1	175	1.0	1.0	158.0	164.0	0.10668664342296795	197	1.0	113.0	0.10668664342296795
RBM34	176	1.0	1.0	159.66666666666666	138.0	0.5388029867385493	173	1.0	168.0	0.5388029867385493
PUM1	177	1.0	1.0	160.66666666666666	135.0	0.5388029867385493	179	1.0	168.0	0.5388029867385493
TIA1	178	0.8199141144877014	1.0	160.83333333333334	179.0	0.8371000006842522	117	0.3518518518518518	186.5	0.8371000006842522
DDX55	179	1.0	1.0	161.0	146.0	0.5388029867385493	169	1.0	168.0	0.5388029867385493
SRP68	180	0.8804172494640602	1.0	163.5	174.0	0.8371000006842522	130	0.5293103448275862	186.5	0.8371000006842522
HNRNPAB	181	1.0	1.0	167.0	147.0	0.5388029867385493	186	1.0	168.0	0.5388029867385493
RBFOX2	182	0.9418018043814294	1.0	169.5	178.0	0.8371000006842522	144	0.7746478873239436	186.5	0.8371000006842522
SART3	183	1.0	1.0	171.0	153.0	0.5388029867385493	192	1.0	168.0	0.5388029867385493
RECQL	184	1.0	1.0	171.83333333333334	176.0	0.8371000006842522	153	1.0	186.5	0.8371000006842522
TRA2A	185	1.0	1.0	173.83333333333334	184.0	0.8371000006842522	151	1.0	186.5	0.8371000006842522
EWSR1	186	1.0	1.0	175.83333333333334	183.0	0.8371000006842522	158	1.0	186.5	0.8371000006842522
MTPAP	187	1.0	1.0	178.5	181.0	0.8371000006842522	168	1.0	186.5	0.8371000006842522
LSM11	188	1.0	1.0	181.0	195.5	1.0	152	1.0	195.5	1.0
GTF2F1	189	1.0	1.0	183.16666666666666	173.0	0.8371000006842522	190	1.0	186.5	0.8371000006842522
CPSF7	190	1.0	1.0	183.5	177.0	0.8371000006842522	187	1.0	186.5	0.8371000006842522
FTO	191	1.0	1.0	184.83333333333334	180.0	0.8371000006842522	188	1.0	186.5	0.8371000006842522
BCCIP	192	1.0	1.0	187.5	182.0	0.8371000006842522	194	1.0	186.5	0.8371000006842522
APOBEC3C	193	1.0	1.0	188.83333333333334	189.0	0.8371000006842522	191	1.0	186.5	0.8371000006842522
SERBP1	194	1.0	1.0	189.83333333333334	188.0	0.8371000006842522	195	1.0	186.5	0.8371000006842522
NPM1	195	1.0	1.0	190.66666666666666	195.5	1.0	181	1.0	195.5	1.0
EIF4B	196	1.0	1.0	193.33333333333334	195.5	1.0	189	1.0	195.5	1.0
UPF2	197	1.0	1.0	195.66666666666666	195.5	1.0	196	1.0	195.5	1.0
